entity:sample_id	blat_passed_maf	hg38_WXS_bam_path	submitter_id
43def271-b6bf-4a9e-b190-a539593d21aa	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10865.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/9eb50fed-7ac3-410c-afbc-9ec8c11b27cc/gdc_file_downloader_workflow/0566a1a7-1787-4e99-85b6-4f751494c414/call-gdc_file_downloader/4d173a12-76d8-4af7-b412-d16860d7af25/81da5779-a7d6-4a2d-aa9c-96a289866794_gdc_realn.bam	DLBCL10865
44535374-1637-4282-a486-8add7c0a2f0d	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11585.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/f32d6745-7c28-4c8c-bc66-c8e5389cd9d0/gdc_file_downloader_workflow/57b4c46b-404d-42b7-8b0f-ceec4742413e/call-gdc_file_downloader/b88d3bf3-9d9b-4b88-bf9b-0585c169bfeb/bf8e8abe-a642-4abb-91c9-397519490f29_gdc_realn.bam	DLBCL11585
44603e64-f0a2-4f50-89bf-8de536f26bc0	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11196.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/9eb50fed-7ac3-410c-afbc-9ec8c11b27cc/gdc_file_downloader_workflow/be3d0d67-a17d-46fb-8ed0-686f06ef2e4b/call-gdc_file_downloader/fb4a186e-8e76-4b29-92a8-d51616ba11c1/e9c05fcb-b9af-403c-b57a-2acf81f8e2de_gdc_realn.bam	DLBCL11196
4486ad32-c7b4-46d7-960f-2606a16defa8	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10465.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/bd58c4e5-3117-4921-b94e-5475e911be0d/gdc_file_downloader_workflow/35aeb10e-cad0-4272-ac63-826f2f65fdb3/call-gdc_file_downloader/63d9ee1f-0a1c-4486-9f66-ac327c5cda64/dd431331-b958-42d0-b3e3-920f762deea5_gdc_realn.bam	DLBCL10465
4494b9d0-bb0c-4687-8e9b-c6a3ecb4d88b	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10983.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/c20d6b47-ac60-4aa2-a0c0-d563fbc9d186/gdc_file_downloader_workflow/1966fe31-0ceb-40d7-aff3-4b1dec819085/call-gdc_file_downloader/828dc338-f8e6-4744-bc44-5dc3b31a5ea4/5eb435cb-c689-4535-8e59-c9a8fecc0749_gdc_realn.bam	DLBCL10983
44e0a006-7bff-443b-ab87-572f68041b5a	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11450.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/35a5f8a7-0766-4c1d-841b-d39d80b9d8ae/gdc_file_downloader_workflow/6c2dc9af-b771-4c13-86d6-887c914f2b99/call-gdc_file_downloader/02a29d14-cfe8-4e60-9bd3-622c34b05674/09a16041-dbb3-4693-8626-57499a706a6d_gdc_realn.bam	DLBCL11450
45810edf-4dbc-4f66-8a78-17dff8f67cb3	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10941.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/b208a78e-434b-40eb-8821-99681f435702/gdc_file_downloader_workflow/549b4765-3fac-4239-8b57-f8ef699f14db/call-gdc_file_downloader/attempt-2/8bc3226d-18a3-453d-89a1-187d3b351bdd/280eb1df-8d1c-4b16-b561-82ca24f739f8_gdc_realn.bam	DLBCL10941
4809dea0-a2f5-48e7-80d0-e4c2ce89a650	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10852.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/bd58c4e5-3117-4921-b94e-5475e911be0d/gdc_file_downloader_workflow/bdffd286-2f0e-4f8b-bcd7-a90b3df8c701/call-gdc_file_downloader/ce5ea284-dfb0-47ce-982d-1304adddfd2e/7c0e9e17-7f27-43da-879b-afea5e531120_gdc_realn.bam	DLBCL10852
48927364-5fc7-4aec-be81-5390ab42e7dd	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10968.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/c064886a-955e-4960-900d-972048dae073/gdc_file_downloader_workflow/4742e229-38bd-4312-8d71-b44a4cb7defd/call-gdc_file_downloader/83cf40a2-1c30-4b5b-ab29-1eb36b589577/1e2eb157-e697-4170-ac0d-f6cfdc4ee45a_gdc_realn.bam	DLBCL10968
48afed5a-42ca-4aa0-827b-246f19788953			DLBCL11282
48fc172d-8892-400d-848d-49a684581c3c	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10952.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/35a5f8a7-0766-4c1d-841b-d39d80b9d8ae/gdc_file_downloader_workflow/01b68946-4133-4345-9def-d295c5f741b7/call-gdc_file_downloader/7156506e-eace-4fe5-b8c3-f1970d713793/07112722-8726-4046-85a6-4a2ccc2e0e79_gdc_realn.bam	DLBCL10952
4953517b-ed3a-4a4c-9448-f312ab831c3f			DLBCL11285
4a03b075-aaf2-4d05-b7c3-427dc9b06dcc	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10483.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/bd58c4e5-3117-4921-b94e-5475e911be0d/gdc_file_downloader_workflow/2825b08b-7f6d-4544-b9ca-788cc064f518/call-gdc_file_downloader/5bce9716-9545-4c37-9a40-20f609fa9bb4/db7985ff-5ad5-4888-97d1-e392d7f1ef39_gdc_realn.bam	DLBCL10483
4c102642-c9b8-4865-9401-92407ed9e567	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10948.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/d0fb8aa5-bcc5-48dd-b481-d38f4238bf9a/gdc_file_downloader_workflow/91c99612-bd92-4328-8fdf-6f2eacce88ad/call-gdc_file_downloader/0c644163-5632-4888-8666-041baf6e8055/f87647eb-1f1f-48f5-9a86-c7bf2fa60b5b_gdc_realn.bam	DLBCL10948
4c357ff8-608b-40e8-8241-086b06e9d6a1	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11346.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/127de6d3-9457-45c7-9883-d57971061e2d/gdc_file_downloader_workflow/d6f12d78-9c56-49c6-9744-7a0b6e87ede4/call-gdc_file_downloader/f31eb6b7-ff22-40af-ab0b-55a4737fb846/3b036cbf-b0e7-4fd3-8b22-734ec845e263_gdc_realn.bam	DLBCL11346
4c870e4e-dcc5-457c-aa6d-5d76cee9b08a		gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/d0fb8aa5-bcc5-48dd-b481-d38f4238bf9a/gdc_file_downloader_workflow/70184e93-f71f-45d0-8a70-3d575192a183/call-gdc_file_downloader/7abc909f-a414-4726-b228-1bf2d7108ef3/56377f66-6e8f-45bf-a15b-86664af939aa_gdc_realn.bam	DLBCL10489
4d0b8de2-e426-46b5-b72b-9cebde54e3bd	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10472.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/0c099416-a317-4198-9492-acad13afadcc/gdc_file_downloader_workflow/5640bbb0-77f3-4d32-bd0c-a1ad7c7f143d/call-gdc_file_downloader/attempt-2/b7990897-d2a0-4128-a6c7-508fea02b044/ba5bbebd-08f8-492d-87a1-045d79dc8bc8_gdc_realn.bam	DLBCL10472
4d6216db-ea68-4ebc-8582-97cb395eaa87	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11542.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/36225f23-a6c2-4e4a-bf3a-bf46eee7b242/gdc_file_downloader_workflow/ef14c88c-b8f6-4562-8c20-64e7d23310f6/call-gdc_file_downloader/0c6abac0-15e8-4f78-a6df-b569ebd9a0b4/4cf8ec14-3956-416b-b8c7-b2da64af550c_gdc_realn.bam	DLBCL11542
4d64396b-f72b-4bc5-bff1-35e7dd432ac6	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10856.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/9eb50fed-7ac3-410c-afbc-9ec8c11b27cc/gdc_file_downloader_workflow/4a6c2063-dedc-4817-ab09-6dba67f71f18/call-gdc_file_downloader/6974f74e-94ee-4c01-96c9-65e19a20f55f/8c6db109-9737-42b0-924c-1ee498ae92ca_gdc_realn.bam	DLBCL10856
4e853d96-5af2-4ea3-8b93-ebab6e760145	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11202.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/c954e35d-5186-4f77-a94b-5d85d2c378d9/gdc_file_downloader_workflow/629b3130-f4f4-4def-8f67-b5ee523c00e3/call-gdc_file_downloader/d4e77dbf-093b-416e-8938-50c540162f9f/25fe44e5-0fce-4650-8f4d-a8b1aa3b21e6_gdc_realn.bam	DLBCL11202
4eb1ffa8-c0b5-40ee-acc3-45dffa4a1bcf			DLBCL11293
50009e0e-039d-48db-8766-aebd0ed27c02	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11563.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/36225f23-a6c2-4e4a-bf3a-bf46eee7b242/gdc_file_downloader_workflow/a462ea97-b07d-4d0a-bc0e-c59b84566eae/call-gdc_file_downloader/a2984698-9be1-49ce-b790-3e9f8e103377/736d0248-eac5-4479-a006-3993c26ca58f_gdc_realn.bam	DLBCL11563
500efb7a-e515-4e04-b533-1ecdb822b1c3	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10946.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/d0fb8aa5-bcc5-48dd-b481-d38f4238bf9a/gdc_file_downloader_workflow/8509a86c-9eea-490c-9d6d-f9c89f033897/call-gdc_file_downloader/7b8e5617-1331-44a3-83b9-c083b9b01537/6015d312-f473-4ad5-8651-8c5f3441bcab_gdc_realn.bam	DLBCL10946
50183a05-5cab-4df4-9b8d-db7d4a8a41c2	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11673.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/35a5f8a7-0766-4c1d-841b-d39d80b9d8ae/gdc_file_downloader_workflow/1efc140a-dea1-4b00-acd1-70832419549a/call-gdc_file_downloader/f4968113-2145-4f75-97fb-6b88187660c0/744f6312-1f37-4d3d-bda5-ee33c2f261ae_gdc_realn.bam	DLBCL11673
50790a68-b5c0-4f04-b4f9-d0ff9952f68f	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11579.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/35a5f8a7-0766-4c1d-841b-d39d80b9d8ae/gdc_file_downloader_workflow/2221ec6a-f4e2-488d-bdb7-9112b8ec4166/call-gdc_file_downloader/abb1ef3a-f870-4fdc-afa7-eb528256aae3/9f8a990c-2214-403b-ad2a-3db1bd146430_gdc_realn.bam	DLBCL11579
50c52d0b-87c6-448d-b68d-8ebd43764a2e	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10908.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/db35d095-bda8-4e90-8f5c-8ecf7d6423c6/gdc_file_downloader_workflow/1fffb2c6-36af-4555-be0d-1c6795f96a54/call-gdc_file_downloader/a287665c-40ec-4311-b714-082240ab9638/31cb432f-8aeb-406c-a95a-2c9d2fff0067_gdc_realn.bam	DLBCL10908
519381c7-b465-47b8-9e45-c1245523ff68	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10878.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/b208a78e-434b-40eb-8821-99681f435702/gdc_file_downloader_workflow/e8bcc3bc-d22f-4dad-af9e-16779c1c5b13/call-gdc_file_downloader/bcec30c8-42b3-467f-a4e3-f57efc6c0fa1/f293435c-958b-40ba-9e51-66f6ba3e1b9a_gdc_realn.bam	DLBCL10878
51a0ba1c-aa56-4116-a79d-e0866fd30559	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10537.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/a4b432dd-2b93-4998-abba-377dad86f104/gdc_file_downloader_workflow/1f17f3bd-6175-4401-bdd6-4e631359d85d/call-gdc_file_downloader/0d380dbd-298d-41b9-9047-d406f87bd7f4/df417911-0ae6-4b3b-8a90-64871eb6ca55_gdc_realn.bam	DLBCL10537
522fcf56-6714-4051-a759-3c667ee0560c		gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/c4031e0f-4922-4660-bd50-b804a06acfd6/gdc_file_downloader_workflow/a2f25e2f-a137-449e-a2f1-832418373131/call-gdc_file_downloader/092e8ec8-4428-4dc2-b4be-97a2b6b5dbc3/51d0f509-402e-46f9-bcde-c329c50d7062_gdc_realn.bam	DLBCL11444
52573f0c-6008-4500-bfab-1e49f7e13d09	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11663.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/c4031e0f-4922-4660-bd50-b804a06acfd6/gdc_file_downloader_workflow/f2b31d8d-b248-49c6-9ded-d8d882a2b202/call-gdc_file_downloader/b758e4b0-de29-41b4-ab8a-3c89fc6b9411/4af1fc22-ecb4-438b-9bed-582637bceca1_gdc_realn.bam	DLBCL11663
52af8d0c-de3f-4eb4-8c97-ae07a8966769	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10962.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/9eb50fed-7ac3-410c-afbc-9ec8c11b27cc/gdc_file_downloader_workflow/75f5356e-1360-4db1-977b-da32edc84341/call-gdc_file_downloader/12d9cf13-82ed-43c0-9a72-e15e99b6e087/a1141afe-a7e1-4898-bd75-ddbf1ddab589_gdc_realn.bam	DLBCL10962
534cabc5-9ee8-43ff-8a01-812b3b64a037	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10861.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/bd58c4e5-3117-4921-b94e-5475e911be0d/gdc_file_downloader_workflow/874c4164-2a0e-41de-97d3-53edbbdf61b0/call-gdc_file_downloader/82e15d52-a567-4183-aa61-37c45a349255/30512308-0bd5-4045-87ba-7f133aaf0782_gdc_realn.bam	DLBCL10861
5542d129-053a-4a97-acb6-7413ad09d443	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11541.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/35a5f8a7-0766-4c1d-841b-d39d80b9d8ae/gdc_file_downloader_workflow/add94389-7933-439f-8661-70c3fa87294c/call-gdc_file_downloader/5142db00-855a-49f6-aa7a-4fb99a223fe1/72665dbe-276d-434f-8e8a-2481efba798c_gdc_realn.bam	DLBCL11541
554b85f2-21ea-493a-bb85-8eca447835d1	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11520.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/f32d6745-7c28-4c8c-bc66-c8e5389cd9d0/gdc_file_downloader_workflow/fee814aa-2cbf-4ae6-ba1a-b0fc51154863/call-gdc_file_downloader/fe42642b-159d-4aa0-a309-5935305e370f/a7b5db9a-2973-49be-a67d-1effbe1eaab9_gdc_realn.bam	DLBCL11520
556edad7-139a-42cf-9d84-3eade044d1c0	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11457.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/a3ea1613-07f4-4226-b1aa-8a9cd99354c9/gdc_file_downloader_workflow/b7ffb3d4-0823-4510-962d-8bc561c222f7/call-gdc_file_downloader/attempt-2/ed490b7a-907e-4c92-9a75-4b6171e50801/8d6ed395-97b8-4d89-8c0a-3eb7a2ac7781_gdc_realn.bam	DLBCL11457
559eb21a-bc9b-4009-9cf6-2f9bf1dabc08	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11261.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/c064886a-955e-4960-900d-972048dae073/gdc_file_downloader_workflow/e16fe20e-45da-4bae-aac1-71a59610d23f/call-gdc_file_downloader/b3b2719b-bef0-4211-b036-a71ad764f4a7/641b3eb7-ddb7-48b6-8f73-83105a4ef084_gdc_realn.bam	DLBCL11261
564640fb-fe6b-4db8-8ac6-73f05487bd08			DLBCL11327
5669126e-4949-4337-a27e-27fc41bfe912	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10877.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/2c59dea2-bbeb-4f2f-a2c5-6257c10fbd48/gdc_file_downloader_workflow/3d6f45d2-e54a-4816-aa16-9ba138d52585/call-gdc_file_downloader/cc69da74-6280-4278-819e-5efaaaf20dce/92d1e763-b0b7-42b8-9dcb-f7333df35ec4_gdc_realn.bam	DLBCL10877
5775854e-cf3c-49d4-9b9c-a50112313717	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11538.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/73a07941-7db1-45ad-829d-2a9b6fbfeedb/gdc_file_downloader_workflow/bf5dc412-1f0d-4c3d-9a07-7d85a3703b49/call-gdc_file_downloader/ed129f62-f6f1-4d1e-9991-19528924f0f7/453ee627-cfab-4d15-aaf8-cfaf00cbffe4_gdc_realn.bam	DLBCL11538
584ba8ef-30f3-4bcb-a095-8c9eaf59ce41		gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/b208a78e-434b-40eb-8821-99681f435702/gdc_file_downloader_workflow/13dcf9ae-4dc7-4fa6-85d0-f798f5fee67a/call-gdc_file_downloader/615abce4-7414-46c3-bc45-66c36a7ec2b9/20ce60aa-c188-476b-9681-a26ac4238cc1_gdc_realn.bam	DLBCL11589
58874df4-f96f-482a-911a-01917edfaae9			DLBCL11280
58c26fb5-0795-4fc7-ac84-810b691aba77	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10565.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/2c59dea2-bbeb-4f2f-a2c5-6257c10fbd48/gdc_file_downloader_workflow/7807e277-a59c-47b6-8678-07057ae20851/call-gdc_file_downloader/ae72fbea-6950-4261-a789-6a9d3695fee1/87aea332-bb4f-4374-b418-12b41d383c12_gdc_realn.bam	DLBCL10565
58c48613-a446-40b8-b020-62186a1cbc9a	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10876.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/d0fb8aa5-bcc5-48dd-b481-d38f4238bf9a/gdc_file_downloader_workflow/1038ec6e-c760-4923-8a16-b45a7f24dd6d/call-gdc_file_downloader/a053f73a-c012-4db0-99d1-ad90b6faaaa3/dcfa353b-bed0-471c-9ed7-33eb865f9e8e_gdc_realn.bam	DLBCL10876
59e9b1bf-65b4-4dcb-aab8-c84dcfcc86e5	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11446.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/73a07941-7db1-45ad-829d-2a9b6fbfeedb/gdc_file_downloader_workflow/d8e80ba4-20be-4c56-bbb6-0c7d39d85bbe/call-gdc_file_downloader/e4018f9a-3a4b-4352-ae02-bca4dbf0d2f1/26da34ca-ebb3-450e-b258-ed84915e6dd0_gdc_realn.bam	DLBCL11446
5a02a28b-1996-4aed-8927-30afb0cf58bc			DLBCL11314
5affd25a-153a-4e93-bdb6-c8002d05b6fd	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10842.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/b208a78e-434b-40eb-8821-99681f435702/gdc_file_downloader_workflow/46827e7b-9fa6-41ab-8063-a65136decd5e/call-gdc_file_downloader/f6ada35d-3ef8-473f-a782-fcd62be472f3/16d8de8b-f12c-43c6-b8f1-5f40f76b1c85_gdc_realn.bam	DLBCL10842
5b7b8687-96f7-451b-af20-9b8e4b1c35eb	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10481.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/c064886a-955e-4960-900d-972048dae073/gdc_file_downloader_workflow/32cf07e2-b3e9-4924-9ab2-3d1abba0a94a/call-gdc_file_downloader/c306ee96-a10a-42bb-98a4-789f2bb3b213/63c5806e-8b57-4560-850d-a894e6fd55ac_gdc_realn.bam	DLBCL10481
5c862d41-83ed-4906-88c6-6f96510dd1e2	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11447.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/0c099416-a317-4198-9492-acad13afadcc/gdc_file_downloader_workflow/2c60e496-8ab1-4503-a266-8bbc09dc95c1/call-gdc_file_downloader/attempt-2/93867c69-0dde-4d39-ab7a-59369ed56385/50b28cb4-4633-470c-a80d-8086bbcd7f75_gdc_realn.bam	DLBCL11447
5c89250b-8026-4069-bec7-6a2341ff6415			DLBCL11298
5d04e818-d353-45dd-9bba-b6dcce13c668	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10910.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/c4031e0f-4922-4660-bd50-b804a06acfd6/gdc_file_downloader_workflow/a8076d8a-40ca-4606-98b4-b6d5bde2927a/call-gdc_file_downloader/af6c864a-86d0-408c-bc87-83b0102cee3d/da10d8e7-432c-47ea-b88e-6031b245bde6_gdc_realn.bam	DLBCL10910
5d8c5a5a-8aae-43ba-9cfe-37652db18172			DLBCL11308
5e105a0f-782c-40c7-a027-a91c3cd61961	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10834.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/d0fb8aa5-bcc5-48dd-b481-d38f4238bf9a/gdc_file_downloader_workflow/9b626017-ec97-4e25-8822-910ac03c096e/call-gdc_file_downloader/f7b2ea77-f000-4c3f-9834-1c2e65980b34/db300da0-aa8b-4a9f-9f9a-5f3f2fd54847_gdc_realn.bam	DLBCL10834
5e7d34b6-f11a-4827-8b80-a59440de0a3d	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11439.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/b208a78e-434b-40eb-8821-99681f435702/gdc_file_downloader_workflow/e7873388-28d6-4e43-8b8c-291b48843e9e/call-gdc_file_downloader/12de47ab-fc15-475f-bfd3-8801f5709d2e/6ae96a47-8dca-4f81-804c-269a79f1d64d_gdc_realn.bam	DLBCL11439
5f70c3dd-72cf-49a5-b5b1-2eeac747c0ef	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10982.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/c4031e0f-4922-4660-bd50-b804a06acfd6/gdc_file_downloader_workflow/f7a4781e-52a9-4042-9757-632e34cb03b4/call-gdc_file_downloader/4a450dec-3ffb-4043-abad-52f4c4cd4120/ad7f8b00-f6f3-4a60-9174-04ff50aa9c73_gdc_realn.bam	DLBCL10982
5f8d88da-8f52-4644-a4f5-3a9da95fafd4	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11499.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/2c59dea2-bbeb-4f2f-a2c5-6257c10fbd48/gdc_file_downloader_workflow/3c908a7e-7106-4817-9b59-6502175edb84/call-gdc_file_downloader/6a8c1df6-7102-41ee-9539-df51c98ec826/a0b83e50-fc42-4be9-b166-b72eecfd83a3_gdc_realn.bam	DLBCL11499
5fc265ac-c5a4-44a6-b2eb-550a54329da4	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL11527.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/db35d095-bda8-4e90-8f5c-8ecf7d6423c6/gdc_file_downloader_workflow/5a1c6682-84a9-4050-a74d-1d014f0442b2/call-gdc_file_downloader/attempt-3/72cd96bb-d2ff-4fc6-b8b7-02257f387218/02110710-f990-4b87-b76b-574785bfb482_gdc_realn.bam	DLBCL11527
605584db-2146-49a9-9b18-1fd8ff00ce56	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/blatMAFs/DLBCL10855.blat.maf	gs://fc-secure-d3d4bb1a-7835-45ba-959b-b7bc0042bda5/c4031e0f-4922-4660-bd50-b804a06acfd6/gdc_file_downloader_workflow/b87bf13d-139b-4bff-99c1-59914f973656/call-gdc_file_downloader/550ce8eb-665b-4063-b862-067597696f1a/458270d1-2f47-4c3d-81e9-3093ccaefef5_gdc_realn.bam	DLBCL10855
606a943f-5ea3-42bf-9dc7-3204fb3c059c			DLBCL11517
