epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
TrainingFold1	0.13272406523154207	0.10857381421613367	0.08284857056260994	0.06432744197347563	0.05274364372931174	0.046381508605661016	0.041655400210032535	0.03701304388352134	0.03445368200342796	0.03220330317917739	0.029121069275331788	0.027086523739986768	0.026067253804077782	0.024778126796442253	0.023429371288159733	0.021901309117967196																					
TrainingFold2	0.13158235597532403	0.10697682627427958	0.08336198640295679	0.06807792309622847	0.057547166347949166	0.05160542056102365	0.04814603376856757	0.044842238514365924	0.042086236426290675	0.038391734712337124	0.03639445495171205	0.035561943600290497	0.0335355825227121	0.03097776399651152	0.030143187902212792	0.028223515882269228	0.027103382725600613	0.025651568241864507	0.025357812370045283	0.022828976362773933	0.022774096466684428	0.021792821460866245	0.0215371591777868	0.021060285895697164	0.019095349930999348	0.019265817424118946	0.019903467772392953	0.018241430876987	0.017405244374002777	0.017251026497584723	0.01718654040557209	0.016554153213681498	0.015277431085958675	0.015785182417259135	0.01625966015159057	0.015450687291157504	0.014741149854323623
TrainingFold3	0.13315999441864815	0.11407508857717569	0.09082403517836198	0.06863985446556894	0.057822368372580965	0.05070394397110001	0.0457187048477036	0.042320250440124337	0.038813132341205016	0.034203253453200556	0.02960825555148238	0.02603937461337244	0.02353936265578589	0.021454204411962895	0.02123760440960971	0.018515419353802413	0.019146459233789673																				
TrainingFold4	0.13885460708653574	0.12485914300206433	0.10124981059120491	0.08087890773226007	0.06955715771944024	0.05945676200349484	0.047362076171384514	0.03767092723337102	0.030415578339435794	0.028129328365116685	0.02609824748773681	0.022201693891313996	0.02154724153867171	0.019873534700787857	0.01779176292592784																						
TrainingFold5	0.13879592979655547	0.126905075278622	0.10244513947381828	0.07163431324755849	0.054097782266305176	0.045706841981931846	0.0392197231478711	0.033772160523129646	0.02868258066244141	0.02607185662723024	0.023525125833414706	0.022792671521734743	0.022913856927397117																								
ValidationFold1	0.12128409833115127	0.09380817906432119	0.07229273945475663	0.05787257499676863	0.04751370354954686	0.043057722918872186	0.040195181747029504	0.03591325709775057	0.03626286380936757	0.031773594480390396	0.030451635952236496	0.027781969665479016	0.02909480872144091	0.02693064144088047	0.026581674603741185	0.02519038270864777																					
ValidationFold2	0.12410912596221481	0.09539957336216633	0.0725714156412453	0.061639664661405344	0.05286011627218353	0.04638690235775097	0.04464124645580471	0.04158999794786463	0.03855668195215652	0.03655455316298425	0.036449658795650715	0.034269911008907784	0.03146316247408062	0.02951594579228965	0.029657675690292047	0.028511807640565427	0.025301640376190853	0.027053419464729295	0.024685113422622505	0.028090649915741648	0.02435739506394644	0.02467714318169913	0.024216764207657043	0.02173718886946777	0.02892470404887198	0.022677340406257178	0.02277837599623516	0.02223703497319158	0.021503339508074402	0.023965236312246167	0.021283779390484727	0.024326777187135513	0.02283142651718403	0.020221533522934414	0.022206301456175685	0.02393884287617506	0.019176726124702066
ValidationFold3	0.11614589070502136	0.09540091298653611	0.07329552855974596	0.05931679378928883	0.04985123446385842	0.04820223065429933	0.048887661866111945	0.044442546350702675	0.0368987092021728	0.032039111151659326	0.030367593169752842	0.027946163081911175	0.026500639074843742	0.03110807505488213	0.022984485047865228	0.026228636569222936	0.022437692217083947																				
ValidationFold4	0.12705745215394668	0.11083110917492636	0.08649635368991378	0.0785862763919535	0.06915090573602356	0.05757032779469488	0.05023393802860353	0.04225889065959824	0.036037300162466375	0.03478531417931663	0.031582605045384425	0.030432249779031344	0.03176658457336349	0.03306967850845207	0.02700755293751302																						
ValidationFold5	0.12900461233220994	0.11222156917210668	0.08293854749561953	0.05490410758648068	0.04550180575045358	0.03890294510970956	0.03494331204066319	0.03074994115740992	0.028423430183985538	0.039117361844546394	0.03061372386556676	0.031181405738607282	0.02382326618395122																								
