epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
TrainingFold1	0.1328138657016297	0.11219738104878223	0.0870606848910519	0.06900835221475968	0.05674622113578294	0.04785269007289285	0.04094345360642435	0.035366449582734154	0.03201718723439169	0.026880842750824533	0.025649486198321254	0.022373557246777073	0.022215895931508613	0.02065332564466833	0.019729791257740954	0.01892807451360867	0.019448879392419332	0.018654404654837777	0.018874115156991948	0.0174654301615387	0.017371439044990392	0.016360225715093647	0.0172996257887001	0.017197729254807715	0.016643110932349388	0.017086436812976766	0.015575296473179729	0.015767003675136948	0.015434552700570828	0.016331449444955418	0.014215363450582271	0.01650394183551098	0.01409855443297639	0.014574776810266352	0.01456191931538965
TrainingFold2	0.1291500415678448	0.100240142999009	0.07768947568007135	0.06411248820744761	0.05278307952809918	0.042975688132283474	0.036475743594046914	0.03271816715577953	0.03004568587081159	0.026450329508665833	0.02500550680611376	0.023658240672093784																							
TrainingFold3	0.13404689460400154	0.11345711841501972	0.09007064492695711	0.07247616950401359	0.05815054402972402	0.04606745760485699	0.03861288865075701	0.033085041755641045	0.027819756386716934	0.02546337067853363	0.023376293827261013																								
TrainingFold4	0.13743131906385458	0.1209034497919334	0.0964436620524546	0.07996090225001075	0.06711196312216235	0.05432073293040483	0.04415122611351024	0.03615767061879305	0.029951332839176295	0.02699013301113287	0.025224314388278407	0.024155871990881754	0.024631497385233743	0.022751240950699973	0.020985726153455852	0.020217905946254368	0.019359859057852327	0.019254079037900964																	
TrainingFold5	0.13809006311825361	0.11806955286702014	0.08770590760572329	0.06299098368578199	0.048663138361369596	0.03971296302659218	0.036066301183472704	0.03208736698190593	0.028163130932284217	0.026257992399449783																									
ValidationFold1	0.1194968934703086	0.0933996262195121	0.07096609321888536	0.058864865763877915	0.050204315262297836	0.041837026804777064	0.036422078978440756	0.03547724591771839	0.029862868936886246	0.027982168591864007	0.027203397292656258	0.025457900727165646	0.023964144444367515	0.024376888402652445	0.021375471765298113	0.02092795322823804	0.02060844236153311	0.02105727723353214	0.022126723516911233	0.020884423678061075	0.02187626801358939	0.020085324955029397	0.020056692394843725	0.019296241806711936	0.020490310911424916	0.019569305932756315	0.021143903092576823	0.0189773491557779	0.020985424013815646	0.01860956496147992	0.01940234321162799	0.016906992584933635	0.02327828138485139	0.018979944147499088	0.016442653102525844
ValidationFold2	0.1157829126210085	0.0898936800991318	0.07218038795482633	0.06488319952040911	0.053722526797043556	0.05217231584122471	0.04627435832350914	0.04159703501500189	0.047288889936420934	0.041215898610971635	0.042578338239504125	0.0340815752632417																							
ValidationFold3	0.12077675946056843	0.09833855719106006	0.07551162891987977	0.06040599887741597	0.04874141262761051	0.04543374331218989	0.03554333073511121	0.03164904761901458	0.03334934184281987	0.02830670872884054	0.025738186715508555																								
ValidationFold4	0.12816997334760213	0.1055036450436871	0.08329932438209653	0.07249360939022154	0.06833449008159473	0.051695837127876336	0.04586339662533386	0.03982923167599698	0.036569439652209566	0.03551036173926799	0.02810595427997344	0.027573474768619884	0.021199350905330254	0.023569494131412023	0.023860331450643053	0.026185477788333498	0.025681867026703133	0.020042804230407846																	
ValidationFold5	0.1281910892243364	0.10300715493836574	0.07601330277975649	0.05602945127092036	0.047161045392775644	0.03931048084216725	0.03989934468284316	0.0343356835468772	0.03299623532490971	0.029844110034381238																									
