epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
TrainingFold1	0.13987282753739183	0.12491815739213467	0.1085395540533902	0.09168349883516987	0.07191745165765251	0.05709072318460716	0.046030380123095016	0.039871234051536635	0.033838284798349216	0.02840421107022483	0.0262687296604474	0.02352011395904308	0.025287980738759878	0.021688575000349607	0.020373816207036925	0.020132241722716753	0.01826528642696305	0.01843184474369933	0.01722557406585991	0.016529891662074775	0.017277483352388604	0.017022589909307606	0.01697281656484	0.01692153947593588																			
TrainingFold2	0.13605973839013072	0.11858616085353908	0.10458792711911481	0.08849651707497538	0.07261524890848607	0.06176050749590412	0.053527597293940826	0.04714427876672315	0.04237836651299318	0.036068921153495144	0.03090322952704814	0.02668414044775735	0.023305536257071265	0.021606149283982388	0.019607458040881945	0.018963759510585897	0.018396425811196774	0.01714441989236119	0.01689781102321083	0.01621566863543198	0.016375544186775517	0.014268672099317889	0.014974206684312782	0.015253051577201818	0.01524010768155517	0.013645798810753387	0.013736188925388625	0.012988806373469164	0.01382656954275285	0.012487692164795755	0.012781513835610634	0.013587683439602814	0.011849764232763862	0.01252459414307413	0.011883455590097153	0.011837517205598062	0.012053025331396775	0.012023994707614663	0.011451449146442095	0.010606515151753508	0.011898481858125398	0.011007576532175172	0.01116999503429312
TrainingFold3	0.13425041620873593	0.10570891724306751	0.0753654902123592	0.05495358008827845	0.044265701369890435	0.03882118115394736	0.03451714052749925	0.032982861645525025	0.03087661689506521	0.026880435074582983	0.02550844872239395	0.02371600999831571	0.022857239265315663	0.020701853521826376	0.02126814081324979	0.01961928816186752	0.019255713808661312																										
TrainingFold4	0.13027004194350875	0.10512992466405001	0.07478234397412158	0.05021220125688785	0.03602831178638332	0.029621708860447685	0.026724255082562837	0.023994145049782714	0.023561537373085587	0.020350321478478595	0.020474855116882115	0.018808916070954685	0.01841210314227625	0.01747844203211876	0.017970892419954636	0.01777388981933248	0.017458296558991827	0.017126302945661483	0.016161888169944117	0.016139923406146096	0.016579895217045285	0.015496615154499477	0.015574139692752502	0.01530306688289458	0.014853700271578212	0.01584842751475654	0.014605623122196182	0.015511646889038742	0.0138591302434313	0.014829845786928315	0.014657096556292677												
TrainingFold5	0.13283588497465418	0.10857865364792255	0.0752393475473475	0.050272873132932105	0.038446094150701327	0.032272311388430654	0.026753782542073168	0.024036941015687287	0.022902434006990754	0.02074619748990662	0.020280797844800077																																
ValidationFold1	0.13139339928914393	0.11371736634256584	0.10015570660055216	0.08138267030673367	0.05780512051257704	0.04454644608111786	0.03435510550584046	0.02813970300069611	0.028365744560557817	0.028612451995806105	0.023164192266579318	0.032085781901384634	0.02448770273804257	0.021214071453349397	0.019715916393449464	0.02108519321752413	0.02690157842075028	0.02640545189959604	0.019153574839557614	0.023455403432438158	0.017540649268734602	0.0225801008766991	0.0175239594838266	0.016796861358151154																			
ValidationFold2	0.12264490999015314	0.11153988782981676	0.09730404129784022	0.07954201709279525	0.06704200728147823	0.05608564424619544	0.0511781857556863	0.04534801364518769	0.04006492920910075	0.03751499149698897	0.03586391517871691	0.033408015892096694	0.03134062607413008	0.029979636343861266	0.035389946737268474	0.03005656770515738	0.03173221627158845	0.030892862421751488	0.029291837853244424	0.029100524745964713	0.03350887448946845	0.030290311325838308	0.031109830617554377	0.028587214755784122	0.02828209841131216	0.027944817484240048	0.029795008293669007	0.028583370136922377	0.026619293493370475	0.029934493446489796	0.03081248433617085	0.02790430718778225	0.026900119072836657	0.025960788466493665	0.02681405908164639	0.03340268646453686	0.026191053711954737	0.0252868439217439	0.02714103912701051	0.03171625107993999	0.02888133163092529	0.026157293684653787	0.025050379822654838
ValidationFold3	0.11574987270536699	0.08370402136019298	0.05879969325698247	0.046211202774429694	0.041100108093814924	0.0355346373294846	0.0355494137927183	0.03358705195361316	0.03237733410060173	0.032903665464151084	0.02917397952972221	0.030701167753379974	0.026299109514833878	0.025396646706862418	0.0256850318926029	0.02686632498119122	0.023807301511754173																										
ValidationFold4	0.12199975729786924	0.0937537884705567	0.06327210872301034	0.04759816116503706	0.035176298633034876	0.035213925283252526	0.029310499539341044	0.027951567409607896	0.027291059602118497	0.02628543469186947	0.027863493773371113	0.027969948054695642	0.026943578422235857	0.02645986639072362	0.025062751387590003	0.025772607916743646	0.025817005404600683	0.024155235504752324	0.023861482636026006	0.03079393121918526	0.030711974565487514	0.022799825527207367	0.023372585234808087	0.02392200028283956	0.02867770179558907	0.02153308435098162	0.025252948025289306	0.020747530756774983	0.025811122749083943	0.02302948749547795	0.019772718328827717												
ValidationFold5	0.11711285539370563	0.08784709532379306	0.06030409574408883	0.046231694357369894	0.035302680056442375	0.034444211752478235	0.037911133131793964	0.03161922672786334	0.028963467696095386	0.029707235800222925	0.027970673481052342																																
