epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
TrainingFold1	0.13323772465172287	0.11030707062651578	0.08262722358345713	0.06260868094619108	0.05172546239374163	0.0419721703452258	0.03600913492354594	0.03020675850861502	0.025407978262833093	0.02256709161794215	0.02224137003794812	0.022246535294678606	0.020045417543491626	0.01874534829875048	0.018012957321486563	0.01729035226760547	0.01758655800667382	0.017459285317434552	0.0164966587005716	0.01568350134406185	0.015712397661620144	0.015714783077583727	0.01581748320785826	0.015713883147053485	0.016137393293008732	0.014694621748592028	0.014231819555024974	0.014261046743873629	0.014144311191520414	0.013838541340515953	0.013288559078264952	0.013271725495293164
TrainingFold2	0.13797092408043649	0.11811711553034451	0.09511876183483486	0.07819019516628736	0.06480914806355224	0.05321344566146434	0.042799895633794875	0.03580985293969732	0.029939652801383127	0.026448750791669206	0.024975119504689374	0.022215749633128293	0.021242299517309018	0.021984130054752603	0.019094445438435564	0.018084097361926135	0.018689019592622865	0.019562551916875517	0.01611981918815678	0.01611400931075975	0.01665281365706905	0.016016829202048017	0.01555946019019641									
TrainingFold3	0.13203287070871078	0.10423257329543545	0.07648192659464918	0.054465254809474575	0.04244800968603654	0.034956236188405786	0.028703051635106516	0.027183275605189423	0.025273514772495467	0.021890180043886754	0.021439301736311544																					
TrainingFold4	0.1375071508113016	0.11560267917051607	0.08637241859732368	0.06569532827472065	0.056053374737686984	0.048074491846305474	0.04262041072522199	0.03867441054872847	0.03319474131575323	0.02921602176502347	0.02586001652136367	0.02301872701897833	0.021574442787650264	0.022061436288053477	0.01877690667179339	0.017904676177434395	0.018792422328557705	0.016885119121627434	0.017143076310649513	0.015482071313661956	0.015993409579508365	0.01533612252854599	0.015610331280590294	0.015029665637884963	0.015068220397434514	0.014087243103982523	0.014702517849084926	0.013666647606433735	0.014134121839480544	0.014036749162847285	0.01373900068681827	0.013967166483648612
TrainingFold5	0.1253397974493277	0.10006913691084848	0.07820385715574431	0.062421926748159245	0.04967280382177754	0.03943854558747262	0.032530337666783996	0.02928362255894929	0.026927148683862635	0.02521171422847241	0.024380822748889225	0.02238987132680931	0.021706974809953514	0.022024257782763988	0.021319536555506294																	
ValidationFold1	0.12227938340843789	0.09701973795225578	0.07118553541866797	0.057996679338560043	0.04792388124873729	0.039440858542678016	0.036534717059112154	0.03845656818677006	0.030517548071137362	0.03370164270173908	0.02918551454682269	0.03137286304575225	0.028732843916389226	0.026578242610152562	0.031037173719336612	0.03383628642170931	0.029994747454890915	0.02739394212065755	0.02583031518406642	0.028037417787865188	0.026261976710624628	0.026744185451986726	0.025669722260512833	0.02623000683550864	0.026365323461959633	0.024308120841007103	0.026670117313187802	0.02600294150533955	0.023599458847067063	0.02370487662899125	0.026164140564950294	0.02178123892352752
ValidationFold2	0.12971447724183754	0.10519229301384517	0.08531576028326526	0.07991252697372277	0.06512687507867147	0.050685914940134226	0.03926024059598733	0.03267544518166687	0.028344368253393832	0.0235395277486532	0.033191610308287114	0.024991515121135826	0.024713581589821842	0.022617591241929143	0.022529809953994118	0.02648356936671397	0.03530549150238065	0.022422536242629576	0.026768921089309776	0.02445388931261862	0.025892410235688397	0.028359041580707917	0.019434295900412377									
ValidationFold3	0.11882496073043772	0.09302531650090325	0.06561106724465	0.0520089714887685	0.044571333425535285	0.038506987591972575	0.04028448601561	0.029614037379360525	0.03734836111211085	0.028925094972562095	0.025816331358198243																					
ValidationFold4	0.12363949920316893	0.09657309069630823	0.07448612737269807	0.06278768590086006	0.05293570501713215	0.04628403570469735	0.04215216945366202	0.0372605375866572	0.03605466195741818	0.03106539927934396	0.029627163683471736	0.029666815022470212	0.03220463292901903	0.027303652062723165	0.030780222274318345	0.0272473480269712	0.02767615855983812	0.025237134767004527	0.0268525899713755	0.024746018808985224	0.023496942755075776	0.023539068388475113	0.02610418315448117	0.02528741704892517	0.023692367007892505	0.023460057033113508	0.02274757254606032	0.02309317904316036	0.023565000029488407	0.02444677957069124	0.022783983238655634	0.021927437545035185
ValidationFold5	0.10462795831595681	0.08191104689779292	0.06402772673339184	0.050470694658412994	0.037571371751255356	0.028278702537396123	0.03046358748698757	0.024049069575474796	0.024533699961986195	0.020555327638638637	0.02251234485655524	0.02187394101825443	0.021426535116916057	0.019754588053599167	0.017689500998780465																	
