epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
TrainingFold1	0.13149912308340203	0.11226943936454106	0.09155085041999952	0.0722513510627655	0.05973082355948667	0.05185527441816906	0.04592460661129303	0.04045124934586488	0.03394221815907345	0.03021489637198201	0.024862381391499412	0.022928134411585106							
TrainingFold2	0.13616006235021394	0.12207071701221694	0.09271287628298876	0.06962769486143727	0.05676760390912159	0.048023467005712056	0.040857476456481155	0.034624236411651584	0.030743214668513007	0.02633048645019158	0.025456594526136595	0.023710427831238928	0.02210446151713565	0.021460222086183946	0.021866212212276415	0.02008337742619981	0.018425087309638696	0.0184222745716016	0.018057691853432194
TrainingFold3	0.1312352847985246	0.1044316600415517	0.08223686423681846	0.06300522765271704	0.04803921917072412	0.03754080047907667	0.030398324071641333	0.025897290152550507	0.022452890371906422	0.020711019306459508	0.02021662193953737	0.018667544777483933	0.016592376068927644						
TrainingFold4	0.13269094208808713	0.10450309940746852	0.07923059711283466	0.06314030067299338	0.053394467839147565	0.04633812223629215	0.03838344220567786	0.03190137087546982	0.028891387875344975	0.026068164196441927	0.024017610037902606	0.02184908371293324	0.021026090367282993	0.020441164355777846					
TrainingFold5	0.12761010882777596	0.0998624376720871	0.07750545324003366	0.06065293598490266	0.04921067217038312	0.0419844596584041	0.03430433369534537	0.030568138699084667	0.027259443608511395	0.023688059061032413	0.02311927360012112	0.022210069199114283	0.020987313617075103	0.017199122189697956	0.019912621991817387	0.017672142607457666			
ValidationFold1	0.11956113593519799	0.10297319727084998	0.08036376767060054	0.06937571329763159	0.05567875149426982	0.05053277554023745	0.04863928491041796	0.04624479616593037	0.039981630098606856	0.03224927774343606	0.03270866736732257	0.027769042491854634							
ValidationFold2	0.13187041605955788	0.10802477784454823	0.0767729931644031	0.06352170671951692	0.04848259418213274	0.04306691644680021	0.042818389844407126	0.03213234653334699	0.029371072969557384	0.02869448467078785	0.025212212389305932	0.024058453222876	0.022194126052324594	0.018726606107130856	0.02250883765736944	0.020065424401764176	0.024705166700186965	0.021113892149514868	0.017755413806038893
ValidationFold3	0.11358735650511724	0.08790223157432463	0.0707301849283145	0.05781527568719217	0.050470125281468166	0.04230542602973791	0.038918371636620055	0.03584311494133934	0.034131189883087894	0.03467169724171981	0.036907911305336584	0.032610458600954316	0.03257115641515286						
ValidationFold4	0.11575076526163944	0.08333864160314468	0.06399309559076626	0.050365162489470094	0.04390138467091934	0.03402340164653391	0.028117241837857625	0.022328617932674075	0.023389021532368912	0.02457782045998361	0.017729428041483124	0.01926892458972621	0.01713799671259559	0.015220024576982334					
ValidationFold5	0.11189236513538552	0.08894250883687553	0.07539617125543632	0.06120425730685903	0.05606958490742337	0.04716183635433221	0.044014683134134557	0.039312725831613146	0.0372456144541502	0.03468918046616766	0.030062888368515166	0.029485290384140432	0.027885547714114573	0.02772637547942785	0.028333600443212554	0.026094803066761024			
