epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
TrainingFold1	0.13419053462848543	0.12007451967918846	0.10276604622823599	0.08034859834766211	0.06261346044473895	0.05177632710985737	0.044055220534382857	0.03994995693542748	0.03452243045882479	0.03268222096835935	0.02924811114355354	0.024929839929116075	0.025189304335154997	0.022614329886215007	0.02065419094264534																									
TrainingFold2	0.14349128118374624	0.12358299004664997	0.1018309790602883	0.07779164873127208	0.061395695762377835	0.04865738667986846	0.03937441863385846	0.0337874993882386	0.02972694567817312	0.02787865263901562	0.02485750979242172	0.02199399931375404	0.021443639043135173	0.02002902724319387	0.018427413574829358	0.018146676574366968	0.017461045629846475	0.016611543091544792	0.01594216097858952	0.015554790737694512	0.01463670025128555	0.015063500569992849	0.01383809847239782																	
TrainingFold3	0.12877795376222242	0.10584798080804335	0.08158260351152752	0.05931358011439443	0.04613331541080366	0.03843241334543564	0.03325988823039965	0.02987007311484459	0.025759795896275053	0.025210160013044845	0.023604351961297322	0.022804945211563874	0.022041535461109808	0.022193808133537954	0.02006956930050695	0.019141396061174668	0.019509617424079227	0.01873912320684626	0.017806602711541265	0.017458504881902957	0.01641157385082889	0.01547469956456718	0.014607630191312638	0.014911546053686338	0.014379682799517467	0.014457846941703874	0.013818727691341338	0.013264830144378886	0.012827725110897022	0.01262508781578204	0.012725116580110229	0.012363014613501118	0.011748864725814202	0.011912748122069222	0.012558276818840981	0.01297513922664538	0.012277367233433655	0.01132303425871545	0.011061444627508039	0.011027723909170494
TrainingFold4	0.133337123703862	0.11203234300203199	0.08779893780672023	0.07191288367002494	0.057084646945515155	0.04603307093747062	0.04019019301255316	0.03328643536024627	0.028505422512825385	0.024099779224747583	0.0223731625203955	0.02201142361125742	0.021117192947548206	0.019456097927339672	0.019636954473708206	0.01931956667381314	0.018556231340091035	0.016768048877112172	0.01669701719586302	0.017572663099416047	0.017049353044821147	0.015236487630837863	0.01548892216324804	0.015994534010196997																
TrainingFold5	0.13484045148435223	0.10896031847392204	0.07773212546680747	0.05978542139618847	0.04913375597885426	0.041161101953309805	0.03508544768516514	0.030040215346087782	0.02729383551679463	0.02431787179296518	0.02328496050173617	0.022004250053535488	0.021176632935444247	0.020584020313481027	0.018825308378363513	0.018306984947267416																								
ValidationFold1	0.1241296575171873	0.10993796943720165	0.08964426278336239	0.06931686134443485	0.0584663898085377	0.05030040395545906	0.04631861520673348	0.041541893523702	0.034161910107026676	0.03596655988803832	0.030822264743099886	0.029835540202059616	0.028661697527110976	0.027838318770721213	0.024913312032237758																									
ValidationFold2	0.1265107647050172	0.10781563650484063	0.08857294048149404	0.0722974518970919	0.057790132730068375	0.051930462041387467	0.04095375694409346	0.041166517687088344	0.03601160434586096	0.03535071767172277	0.03116495552447824	0.030374869069159365	0.03110566422037664	0.029102786129182538	0.03744258752625943	0.02808137316333159	0.030385428554187195	0.02943428303764709	0.027872453574413418	0.031096312757654232	0.030455523073214863	0.029940883663584827	0.023594958477458152																	
ValidationFold3	0.11538494903860348	0.09235731038331453	0.07003264727869205	0.05270673378670056	0.046201510255091956	0.04412590141873807	0.04297992718888314	0.0428048496089884	0.0432988066292767	0.04266397976295723	0.03792788413349107	0.03745156000617759	0.04082390484238983	0.0331550809795382	0.0406854524020933	0.03751688763596966	0.032893542805010965	0.03736819496589305	0.03779604210831167	0.03452674369951377	0.03252843122910625	0.03309725135815305	0.03642379506943273	0.03302341821342582	0.0316837090714606	0.03416322206924503	0.03662031236880076	0.030078318477535504	0.030788772476236254	0.033488469326195106	0.02889403556608678	0.0319065166274543	0.03002992953978329	0.03237392683981203	0.03046140336352567	0.02655726609217319	0.028429190785962937	0.026891706674567622	0.028424828875618653	0.026437161705221764
ValidationFold4	0.12411380865211998	0.09777982054012162	0.07783958867159006	0.061564705841841975	0.04760068424054355	0.04468533168047933	0.034123584620829206	0.029892272912547924	0.027416868263182032	0.02856391490214654	0.025636722079590463	0.023774128197406492	0.02034226022936179	0.02376212741864947	0.02609133586020107	0.022639248878866574	0.019239447811677173	0.018651964345768386	0.017366290697054865	0.018431514390450893	0.021952991260945964	0.027489448653519894	0.020302250589306174	0.016777844624324904																
ValidationFold5	0.12256829433941416	0.09356327323309545	0.06807915870532659	0.056200559176172	0.046587578525109814	0.0376315382309258	0.03158929003153129	0.029246722727943313	0.02897394673969497	0.02716789618196864	0.025291438197330405	0.021490197568839773	0.024250316299003316	0.02535677201324558	0.022154242903265446	0.019823339383817386																								
