epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
TrainingFold1	0.13009725447284848	0.11226367922903774	0.08983914032642258	0.06751727947824929	0.05233407898441374	0.0410048293415457	0.03206785479650862	0.02730375775399184	0.023992960799892632	0.020888091688662062															
TrainingFold2	0.1281438438234541	0.09308252113623065	0.06885118998273154	0.05353312768150282	0.044609721956068146	0.03798505607334757	0.032010292367063514	0.027140385953652205	0.022571440569071018	0.022018019510788422	0.02031617565478298														
TrainingFold3	0.1382230117578398	0.11965746145949445	0.09139376280998641	0.07168563265268775	0.05795040362202351	0.046439439175777475	0.03716158090775769	0.031622711050096605	0.027869957738386637	0.02505465788589473	0.025464771478304598	0.0219649859586339	0.021276537861823187	0.020349625156251768	0.019116560709021128	0.019052865765644873	0.01813284920570533	0.01835188444291072	0.01784926094900253	0.01787547925688903	0.017051479660279836	0.01670956131526757	0.016779524688660206	0.01809510292651711	0.016826869679996227
TrainingFold4	0.13439209710240635	0.11422094703143011	0.10063638993013067	0.08095674272499928	0.06207670320602569	0.05086491150832197	0.04351182655714317	0.03741863409353974	0.03392817109982671	0.028823240726258047	0.027481432498486547	0.025476278856935458	0.023731076021973347	0.02203848285116403	0.02158045951121797	0.020137610397557147	0.019896945866289952	0.019154528127611							
TrainingFold5	0.1332817108147015	0.11163422206576863	0.08348067208484017	0.06172594786158076	0.04751132772202979	0.03832419277000245	0.03110664754637677	0.025927430348011468	0.022464513745631947	0.020888624159456966	0.020224340263436356	0.020098506909019046	0.018712417196780833	0.017080091182870752	0.016968593443948007	0.015881534434778407	0.015268832109792145	0.015696680192257898	0.014599776168925594	0.015036141994279942					
ValidationFold1	0.12116201208638293	0.10557785989450556	0.08027258387301117	0.0624222746202057	0.0519049768647944	0.04054846105490079	0.03498500883142697	0.03028438755323545	0.029492907966934063	0.027921401403286188															
ValidationFold2	0.1100158660473036	0.08377203431778721	0.05998872552299872	0.05173177603241389	0.04367468093862824	0.04118228255746154	0.03524563707053728	0.03249523586938657	0.029912525537448737	0.02555031108516102	0.02507217568407733														
ValidationFold3	0.12513240569803333	0.10053054850348937	0.07765538306141805	0.06668098956080419	0.052101317194423506	0.04540273451545675	0.04046003464359923	0.03682139003025701	0.03550396135895945	0.03614939922148811	0.03228274442361518	0.02977203610498691	0.02810593963710874	0.02484769041127168	0.025596541522255784	0.024605058691772035	0.025274632530844037	0.024820817544293407	0.02261916191959504	0.022491327846572467	0.022018061256988273	0.023144876310392908	0.03194366329768984	0.02111274593471535	0.0210899221366552
ValidationFold4	0.1212392406804221	0.10431311514029014	0.09084075547954333	0.07323334494139999	0.0545345036953222	0.047248041743711965	0.040949117507677456	0.03800617996187482	0.038584093647971586	0.04001320389735546	0.02845134645602749	0.03635526888683671	0.03265344577448559	0.031231755942176927	0.02599901815450981	0.024735654734156145	0.025629257925954465	0.022455316204936286							
ValidationFold5	0.12221910049473601	0.0950425607651206	0.07000999581733984	0.05615116065434579	0.03853072995116236	0.035396363903730944	0.02913732257729862	0.024396492303432233	0.023930249089711912	0.03057118753973295	0.02072687278372801	0.021281197978948643	0.022882871450877116	0.02100875525684387	0.020541380809195937	0.02176795874752965	0.0175928720896731	0.018024809191306952	0.01809125855392527	0.017360562011682696					
