epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
TrainingFold1	0.13101104579304587	0.10349310220104374	0.07839260800193025	0.05934391777003482	0.047747479139861215	0.04001151436150976	0.03277841600781885	0.028908901115253217	0.02470797633962997	0.0228620870955837	0.02271132138807573	0.019893939964064997	0.01962109483861137	0.01897890453485211	0.018005607047905776	0.017699469607291515						
TrainingFold2	0.13362959461341822	0.11132591953904183	0.08620088408406239	0.062164436379269376	0.0482074169074514	0.03892909470072614	0.03329571308464699	0.02884310108592526	0.02432954538367468	0.022428752949468236	0.022433916366633118											
TrainingFold3	0.12726457693444734	0.10290959533938969	0.0791542034204626	0.06359803807784126	0.0533954673364695	0.04447200950790747	0.03607827379429099	0.029331517017404125	0.024764781827980187	0.023747788800822244	0.020899063674336173	0.0197736596000058	0.019182826250140683	0.01905619857713067	0.01743757137208542	0.01699337404709447	0.01591264268241833	0.015472099600810908	0.01628484734273198	0.014066297771470008	0.013967799908145522	0.01418653010941026
TrainingFold4	0.13540282893647143	0.11484437972273416	0.09067686052059505	0.07526886838756484	0.061052955131631455	0.04585204475644824	0.03769557611001001	0.03119210498233256	0.02639506683476869	0.024435801399991026	0.023377377008348747	0.022042026590052232										
TrainingFold5	0.13146414995884598	0.1062606493141755	0.0828868212679831	0.06551059013721428	0.050186938501376135	0.03757937453298438	0.033255779148449245	0.02729975101480058	0.025824709818856494	0.02334299837603872	0.022670227148961507	0.021456849554288136	0.019106065177601526	0.020888889810035893	0.019549695565391594	0.0183390999382809	0.019195266105579655	0.01770113973841582	0.016778432094642543			
ValidationFold1	0.1173350482380816	0.08892090249407504	0.06752344216719004	0.056023209784013615	0.045659131276936805	0.03677708993849852	0.03164455615309895	0.031497016726851665	0.02956159797759028	0.0299541700156364	0.024319094506998745	0.023714567796560004	0.02789649439468381	0.025577540920234502	0.028709524513033102	0.02219407618317096						
ValidationFold2	0.12016033045282322	0.09700996185919004	0.0682765600338046	0.053547497057089846	0.042091267556575725	0.03534473244612205	0.031143595941622543	0.030111956030460924	0.03120072804917332	0.03137964243563017	0.024812152780538912											
ValidationFold3	0.11528480488673917	0.09269775814443294	0.07559582928661257	0.06586507138230704	0.05850317979431046	0.05025440077796312	0.045637212433835624	0.043542643036094626	0.042173604362428056	0.04068715145175312	0.042370717637303254	0.04085120428654981	0.03858992797280995	0.037315219122579686	0.035706237199130034	0.035257507241892326	0.03573825846199595	0.036663170313529135	0.03812157060825224	0.03442088057350442	0.035338846491868026	0.03260254343851037
ValidationFold4	0.11937127628230623	0.0938157008827797	0.07128232123795897	0.06033324402856773	0.045210715233614404	0.03479448004301438	0.025769447794508387	0.019866026706170357	0.018975912534577737	0.02107162627258471	0.020243318136116222	0.015605842991395289										
ValidationFold5	0.11636098900011607	0.09573537222708442	0.07586525531951338	0.05678972660513994	0.04444427895526003	0.03321819405495522	0.02963127427730277	0.02745413645451273	0.02466089118076655	0.022756162305086036	0.02178343486255991	0.022305928833832565	0.02184548460640404	0.02402149888621352	0.0199160525977017	0.01958056862583492	0.023703638771426734	0.020061981014935424	0.019516540011669088			
