epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
TrainingFold1	0.13969692917430102	0.11940106355317243	0.09589735016792367	0.07197208123570775	0.05653556037192407	0.044766601167627734	0.03837814432588516	0.03269683064047149	0.028166039579188597	0.026119840351043942	0.023229325604284836	0.021932093796894894	0.02015709023368247	0.018474526475709928	0.018098946443674383																		
TrainingFold2	0.13430923527289088	0.10833094423904098	0.08110095317006655	0.062082292997874405	0.046875689984861434	0.03599540087349866	0.029373321920083857	0.02583643384365331	0.023502202153631226	0.02259783428477904	0.02005238521505112	0.021043409676007832	0.018326925644826075	0.017668740637872233	0.016349879281118286	0.01643372096655257																	
TrainingFold3	0.13381879052824594	0.10548191259784455	0.07927539634031498	0.060132610490704376	0.045144693610067906	0.034296457534285514	0.029200383120703256	0.02697082643267508	0.024614449035487432	0.022988919442551294																							
TrainingFold4	0.131267173241089	0.09767110563831535	0.06356689062438348	0.04793770222443149	0.03932346555017898	0.03218904387891132	0.027213410128149797	0.025047813844180703	0.021940578200842217	0.02097167856240267																							
TrainingFold5	0.13545161733884212	0.1153079393104865	0.08510442204958847	0.06199894582102606	0.0505201596855207	0.043677700136164496	0.03851431192212835	0.031190026212247653	0.027483639631808075	0.02389711228943887	0.022922129393581563	0.022364514792175768	0.020253107498233454	0.01874884121905253	0.019959236766711852	0.01810117518968224	0.017161703268126625	0.017689043565305467	0.016876567111302396	0.01582223338666804	0.016406200232354444	0.016039534956562174	0.016304019296397475	0.015966447923733848	0.014724305500909822	0.01444873564657646	0.014153427991173449	0.013418381058167702	0.014246346686924708	0.013402702991471534	0.01309007040331442	0.01353732007868431	0.013225974977301299
ValidationFold1	0.13004283861456706	0.10886557701243353	0.08376023992397157	0.06309425228807543	0.05468002738156689	0.04481848383563504	0.03821497186644202	0.033084666380351076	0.034107370322869555	0.032137073352974506	0.028121502825472686	0.028097114074626006	0.03225621715474907	0.02816513056963491	0.026433999205307503																		
ValidationFold2	0.12051004178023764	0.09126132385738726	0.0697801791164758	0.05456830972356589	0.04512082481648706	0.036955540375077235	0.033897592001137254	0.03174657701518819	0.029607578524259485	0.02999175698122209	0.02880037784416345	0.029590468635953066	0.02921660166352272	0.029393840490229195	0.02687926424550824	0.02525029974406477																	
ValidationFold3	0.11939730375472989	0.09232290691995461	0.07003708245299224	0.05174689979425499	0.040119482104533484	0.04168976837016609	0.026911201159236953	0.024896354982047342	0.028041312433353078	0.021025744193528744																							
ValidationFold4	0.11012207387414362	0.0756334192452154	0.056847939359223734	0.044055452528742274	0.03838301674113609	0.038692166650434956	0.03651536695334861	0.029409503191085866	0.03290734997582539	0.026540486541697255																							
ValidationFold5	0.12276358040980995	0.09638802937531311	0.0653540498834835	0.05205423907110734	0.041377356134554635	0.03957263259300297	0.03086772231056654	0.02715293200162705	0.02581218031264143	0.02287813194665692	0.022958874625536346	0.020466555397953407	0.024126407105021435	0.02355773831732222	0.01944584638476954	0.02268191503649827	0.02696598814418394	0.019176841303695773	0.019485321275689266	0.020023024380861898	0.018404262859283853	0.01724498031645843	0.026684506708209352	0.02052119958385187	0.017222081222046524	0.022326295365668818	0.0181053919569162	0.017211020219097657	0.018079528624379497	0.021083831936916146	0.019704696320461932	0.018951198961726083	0.016704902728244115
