epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
TrainingFold1	0.13385303378462382	0.11201890026852829	0.07846945980521233	0.05037738602623326	0.03832340003607888	0.030146974598197904	0.02721645703170338	0.024343610766647303															
TrainingFold2	0.14147418259657868	0.1250401711630251	0.09469296794452604	0.07024478204102852	0.05067385027343131	0.0369607053314185	0.03004867025395932	0.02480535580859369	0.02192668728526429	0.019333673262802123	0.0184779237468999	0.01747112368319156	0.015899482551961608	0.015179452387754463	0.013630427531118384	0.014268323825214828	0.014161004643811837	0.012949526412277944	0.012445853381323022	0.011164918949212725	0.010872632553162512	0.011049776255336891	0.010210720065200584
TrainingFold3	0.13760306880894033	0.11580855358730663	0.09527781237424775	0.07460229610600932	0.05748274545767344	0.046592849131610076	0.03666516896760599	0.03253869687376375	0.0261003725684449	0.02334736759519067	0.02427428159829684	0.02195136787869904	0.021381906363917964	0.02062062912879231									
TrainingFold4	0.13203780613248312	0.10062206944117065	0.08135062388446428	0.0711722752584098	0.05974182549044659	0.04780276844414192	0.03658354348849396	0.028282894844784825	0.02400122212653646	0.02354010526845052	0.021682760396696702	0.019920328300734803	0.018866330471925666	0.01795316739729487	0.017951387789069656	0.01777288181008672	0.01760433961639727	0.016177048079254103	0.01700409007433402	0.01640518202015189	0.015710580013744844	0.015670971267008144	0.016557277562543337
TrainingFold5	0.1299793369334815	0.09973506263048468	0.07845660897258383	0.0636956921180213	0.05202542182887226	0.04443934991533291	0.03812059103400653	0.03325804897528184	0.02946850491992653	0.0270305804696779	0.025342861177400807	0.023989550257246514	0.02243544258534428	0.021289627684192833									
ValidationFold1	0.12653138365463487	0.0967283969678517	0.06104256555720765	0.04341095254390633	0.03197785616586251	0.02798892534337938	0.026639208254761928	0.023812951365990948															
ValidationFold2	0.12866172058108663	0.1060317332656788	0.0788344795167047	0.06216015154495835	0.05051768587769142	0.04208946005590925	0.03574396984601792	0.037066340644222304	0.033339065162311145	0.03556727323510651	0.03396313999395976	0.03416800698453569	0.034715917064204405	0.028656483476619803	0.0304510325465474	0.0308872034945255	0.03077509684642012	0.027958250836231206	0.027913996178280547	0.027313026041416118	0.030538068535861385	0.029805284791629156	0.025828199617145792
ValidationFold3	0.1227664175177259	0.10078750971505153	0.08341947731761527	0.06608241811876983	0.045379033545032144	0.042755729552092295	0.03613493976237286	0.036884829243977686	0.02239374026976293	0.024206561249489562	0.025737264135906508	0.022621070804234478	0.024654657812789083	0.019423215805935406									
ValidationFold4	0.10766738812838282	0.08234185798625861	0.07406400973559357	0.06199806028078975	0.05474383771070279	0.04231493117653632	0.037344943578188704	0.03629303302867421	0.03305854623821298	0.030396884949628396	0.030325821958415742	0.028753612779967495	0.02833936058544038	0.030673666215339575	0.025042626145087916	0.02527865006725603	0.025431496885500695	0.02355382365327127	0.025072976309924604	0.027002769815291167	0.030434440487884525	0.02593180853325196	0.022738233360509445
ValidationFold5	0.11857794827249434	0.09463514917297289	0.07526571700249665	0.060726124604116194	0.05750387859630531	0.046524753203682066	0.03840929794491136	0.03997597089931203	0.033216975985851604	0.0275148161027963	0.028793121124181198	0.025480642308788708	0.025516709909425117	0.021394068211780644									
