	C1	C2	C3	C4	C5	cluster	confidence
DLBCL_RICOVER_865	0.9818901438409049	0.0005968470816924931	0.0003854131808497731	0.01610038861552167	0.001027207281031211	1	0.9818901438409049
DLBCL10546	0.9817109777135763	0.00028645805103580846	0.00029834230977042925	0.017253341333340284	0.0004508805922769772	1	0.9817109777135763
DLBCL_RICOVER_290	0.9817109777010401	0.0002864580522942331	0.0002983423110541564	0.017253341341763886	0.00045088059384760447	1	0.9817109777010401
DLBCL11506	0.9817109739680463	0.00028645842701894686	0.00029834269331328075	0.017253343850083758	0.00045088106153777675	1	0.9817109739680463
DLBCL_LS1757	0.9817109731079899	0.0002864585133529793	0.0002983427813831895	0.01725334442798343	0.00045088116929041126	1	0.9817109731079899
DLBCL11461	0.9817024111203861	0.00028731838814154424	0.00029921993174631073	0.017259096356136004	0.0004519542035900173	1	0.9817024111203861
DLBCL10488	0.9816528849389455	0.00029701657885300843	0.0004727401633114883	0.017271395059109795	0.0003059632597801759	1	0.9816528849389455
DLBCL_LS378	0.9816308793802261	0.00039736771073769226	0.00037414319747307843	0.017447226655409525	0.00015038305615343956	1	0.9816308793802261
DLBCL_C_D_1123_NULLPAIR	0.9815447457365235	0.0003649755442206196	0.00032375000446057013	0.01756320489057584	0.00020332382421947608	1	0.9815447457365235
DLBCL10969	0.9814866094848822	0.0006234112325776876	0.0006736203353734751	0.01694300444919627	0.00027335449797052046	1	0.9814866094848822
DLBCL10897	0.9814258226895659	0.0002821428070597296	0.00035190617206050454	0.01748771968565615	0.00045240864565752013	1	0.9814258226895659
DLBCL10495	0.9813159098582801	0.00029646824903471807	0.0002879297916188208	0.017606527665972867	0.0004931644350935185	1	0.9813159098582801
DLBCL_RICOVER_1144	0.9812154589893191	0.00036439224627295207	0.0005381214252014278	0.017323671258462812	0.0005583560807438642	1	0.9812154589893191
DLBCL11681	0.9811410304098407	0.00029184888153058143	0.0006498100725794135	0.01731218759886203	0.0006051230371872728	1	0.9811410304098407
DLBCL11537	0.9810045421065249	0.0002855140059445932	0.0002747424572533108	0.017991237452091143	0.00044396397818608586	1	0.9810045421065249
DLBCL_C_D_1114_NULLPAIR	0.9810045109477319	0.0002855171092507672	0.00027474550263644864	0.017991258611859948	0.00044396782852097944	1	0.9810045109477319
DLBCL10912	0.9810041447814168	0.0003366954821064014	0.00027675186204785063	0.018065287007484044	0.0003171208669449229	1	0.9810041447814168
DLBCL10935	0.9810041447814168	0.0003366954821064014	0.00027675186204785063	0.018065287007484044	0.0003171208669449229	1	0.9810041447814168
DLBCL11508	0.9810041445563489	0.0003366955066201445	0.00027675188431840436	0.01806528716196176	0.0003171208907509162	1	0.9810041445563489
DLBCL_LS2978	0.981004139348326	0.000336696073862775	0.00027675239965414865	0.018065290736540673	0.00031712144161637825	1	0.981004139348326
DLBCL_C_D_1130_NULLPAIR	0.9810033924857168	0.000285628511220579	0.00027485482551203584	0.01799201813315057	0.0004441060443999578	1	0.9810033924857168
DLBCL11191	0.9809947385476687	0.0003410202074176976	0.00030953940988555747	0.018089705538195926	0.00026499629683225743	1	0.9809947385476687
DLBCL11452	0.9809506625676583	0.0002908961578296611	0.00028002464028573906	0.018027781216489628	0.00045063541773678625	1	0.9809506625676583
DLBCL11677	0.9808571400667445	0.0003821660152013737	0.0003174231044891121	0.01810292649229794	0.000340344321267163	1	0.9808571400667445
DLBCL_MC_F132_MLM	0.9806588892128913	0.0003205843083968365	0.00030917793497702435	0.01822412708307479	0.0004872214606598981	1	0.9806588892128913
DLBCL_LS3809	0.980440109195763	0.002513329281332097	0.0005252098424646865	0.014949837569709808	0.0015715141107303747	1	0.980440109195763
DLBCL11586	0.9803400088050733	0.00030006792670898104	0.0003132229651698029	0.018652880510318895	0.00039381979272882313	1	0.9803400088050733
DLBCL_RICOVER_977	0.980316329878327	0.0003036409417779004	0.00030603835265605097	0.01842175220921849	0.0006522386180205767	1	0.980316329878327
DLBCL_C_D_1155_NULLPAIR	0.9802926825313804	0.00036627535721977134	0.0003089473387325175	0.01876773172317462	0.00026436304949263036	1	0.9802926825313804
DLBCL11477	0.9802699540250289	0.0003398877861200058	0.0002854228095847885	0.01884478650278069	0.0002599488764855721	1	0.9802699540250289
DLBCL10975	0.9802594161960766	0.0002828020707406352	0.00027376515327400057	0.01857186724863502	0.0006121493312736159	1	0.9802594161960766
DLBCL_RICOVER_181	0.9802583206421501	0.00036313855389770233	0.00030366173185853584	0.018579189632018125	0.0004956894400756075	1	0.9802583206421501
DLBCL11473	0.9800892421067416	0.00031764958809053713	0.0004668101696314724	0.018699949845419783	0.0004263482901166422	1	0.9800892421067416
DLBCL11509	0.9799869445436191	0.00033863485675303075	0.00029834408923363136	0.019093062161374737	0.00028301434901964093	1	0.9799869445436191
DLBCL10950	0.9799724530410802	0.0004011669527877629	0.0003044558419164486	0.019089185634795912	0.00023273852941948334	1	0.9799724530410802
DLBCL11512	0.9799598272460722	0.00030943405777881855	0.0003727374371117129	0.01903499324676055	0.0003230080122767361	1	0.9799598272460722
DLBCL11434	0.9799457789625937	0.00037728052323123196	0.00035757402282291754	0.019223896260532468	9.547023081960675e-05	1	0.9799457789625937
DLBCL_C_D_1156_NULLPAIR	0.9798050035346475	0.00034297187204665263	0.0002827527041058109	0.019372905598601952	0.0001963662905981031	1	0.9798050035346475
DLBCL11457	0.9798047276324854	0.0002871479336459231	0.00027208516506884117	0.019316525569641113	0.00031951369915852237	1	0.9798047276324854
DLBCL10918	0.9795824858397005	0.00033556243372662885	0.000283065756318913	0.018319374300345085	0.0014795116699089237	1	0.9795824858397005
DLBCL_MC_F262_WLC	0.9795790432857202	0.0002869428898857215	0.0002697888887303285	0.01940847254064078	0.00045575239502301	1	0.9795790432857202
DLBCL11205	0.9795188176029137	0.0003527269610821911	0.0005820829679922214	0.019450107573941354	9.626489407054535e-05	1	0.9795188176029137
DLBCL10875	0.9790766637658054	0.0002924390760106886	0.0004899918959394643	0.019874645723243038	0.00026625953900139525	1	0.9790766637658054
DLBCL11676	0.9790200427699257	0.00037952757444210597	0.0003518269137436429	0.020141573844875204	0.00010702889701326173	1	0.9790200427699257
DLBCL10953	0.9789901989174314	0.0003154185286740307	0.00030501130466085204	0.02023509188000427	0.00015427936922935093	1	0.9789901989174314
DLBCL11470	0.9789490501361613	0.0002866605868286882	0.00027055932741639025	0.01980859827025975	0.0006851316793338192	1	0.9789490501361613
DFCIDL010_DT	0.9786956498821523	0.0004036673594721139	0.0004187428783402664	0.020387341157917165	9.45987221179608e-05	1	0.9786956498821523
DLBCL10931	0.978501525360177	0.00028833060781303666	0.0002871306600931566	0.02060209886355283	0.0003209145083640877	1	0.978501525360177
DLBCL10945	0.978002478041116	0.00029227217553723416	0.0002796145523222291	0.020944337230165793	0.00048129800085878143	1	0.978002478041116
DLBCL10506	0.9779843379821094	0.00089008148724213	0.0004646073477033619	0.020549926690158444	0.00011104649278664006	1	0.9779843379821094
DLBCL10997	0.9775191843887827	0.0004918576923109284	0.0004015063518498369	0.02116689102736227	0.00042056053969407605	1	0.9775191843887827
DLBCL10542	0.9761762840241821	0.0002802001666187638	0.00026386553977025563	0.02154138171683755	0.0017382685525914002	1	0.9761762840241821
DLBCL10998	0.9759911385548938	0.00030327889572078653	0.00043146033665227934	0.022793009157533347	0.00048111305519985285	1	0.9759911385548938
DLBCL_C_D_1128_NULLPAIR	0.9750544382237634	0.0008161781781139649	0.0007874787013792111	0.022258525945199024	0.001083378951544435	1	0.9750544382237634
DLBCL10490	0.9749439220990307	0.00037673555363400523	0.0003089804641728484	0.022790018628100105	0.0015803432550622228	1	0.9749439220990307
DLBCL11454	0.9748897061524772	0.00041547870100212353	0.00031535422873401724	0.024269093030323423	0.00011036788746333067	1	0.9748897061524772
DLBCL_RICOVER_694	0.9748814287954612	0.00045246055313023244	0.0003931191719288015	0.024107092264968637	0.00016589921451108002	1	0.9748814287954612
DLBCL11539	0.9747033971056359	0.00031145710283745633	0.0004863415769649044	0.02430791400328695	0.00019089021127465834	1	0.9747033971056359
DLBCL_LS2154	0.9746899001419045	0.015074788134005482	0.000522477064783901	0.009496510926035168	0.00021632373327089911	1	0.9746899001419045
DLBCL11472	0.9743825408476667	0.0003160960229595922	0.0006854607526538686	0.02428107501528939	0.0003348273614302546	1	0.9743825408476667
DLBCL10843	0.973426438660936	0.000307774254214611	0.0002883468946507831	0.0257697663828252	0.00020767380737335577	1	0.973426438660936
DLBCL10942	0.9728390012947927	0.0003781987186115555	0.0003319771234658471	0.026357883450159488	9.293941297042832e-05	1	0.9728390012947927
DFCIDL001_DT	0.9717477836226563	0.0007575295214901008	0.0057579448233264375	0.021631288087180938	0.00010545394534615874	1	0.9717477836226563
DLBCL10451	0.9707554609514469	0.0009913845015429115	0.018302169402554722	0.009800961201110415	0.0001500239433449457	1	0.9707554609514469
DLBCL11481	0.970481628174358	0.0018492296110706895	0.002496316896676812	0.02396094312137465	0.0012118821965197795	1	0.970481628174358
DLBCL11482	0.9703890328020883	0.00031984889953403257	0.00033697557380230465	0.02769716961855527	0.0012569731060200944	1	0.9703890328020883
DLBCL10957	0.970273550334348	0.0003701930251220104	0.00042604189273905157	0.027809845662074003	0.0011203690857168923	1	0.970273550334348
DLBCL11496	0.9689388562964099	0.00031117543217183794	0.0004685472221288834	0.023695409478384322	0.006586011570905073	1	0.9689388562964099
DLBCL_RICOVER_826	0.9685685127419916	0.0002956575268385201	0.0003791772886417462	0.02834070720296138	0.002415945239566603	1	0.9685685127419916
DLBCL10966	0.9676240943353126	0.00033445032934268536	0.001091517905873134	0.030828405979173704	0.00012153145029795754	1	0.9676240943353126
DLBCL10515	0.9675765013515009	0.000280111866940145	0.0002860841296107518	0.02323482837322959	0.008622474278718624	1	0.9675765013515009
DLBCL_MC_F300_TBF	0.9659830628604705	0.00039627897938749023	0.003817807456288529	0.029190629437202423	0.0006122212666512792	1	0.9659830628604705
DLBCL11445	0.9584944306862109	0.0003132787951997449	0.00048423106438931675	0.03097737575838609	0.009730683695813855	1	0.9584944306862109
DLBCL11432	0.9574650728944311	0.0004051687012188902	0.0015145567476839512	0.04018470546553349	0.00043049619113266156	1	0.9574650728944311
DLBCL10482	0.9573990391454247	0.00027840941690145495	0.00029926770326896886	0.027209947272392527	0.014813336462012527	1	0.9573990391454247
DLBCL11478	0.9494063262465394	0.0008014027631430872	0.0020749377582851966	0.04746848811211013	0.00024884511992229256	1	0.9494063262465394
DLBCL_MAYO_DLBCL_5613	0.9482574937670586	0.00570149564808774	0.0056786261297071565	0.034398865691659286	0.005963518763487299	1	0.9482574937670586
DLBCL11480	0.9421382347467134	0.001694661595995029	0.0006373514259193524	0.007000507868939817	0.04852924436243238	1	0.9421382347467134
DLBCL11435	0.9396505439508501	0.0004433576544277381	0.0005315386014137502	0.05920033201396828	0.0001742277793401892	1	0.9396505439508501
DLBCL10914	0.938942894626767	0.0033951307278494154	0.03419482230654469	0.02303795203124604	0.000429200307592586	1	0.938942894626767
DLBCL10548	0.9382736788222786	0.0013198064342322007	0.000592871719148529	0.05956036067543198	0.00025328234890835047	1	0.9382736788222786
DLBCL10884	0.9369598461723581	0.0003943417771159476	0.0007663463058868257	0.06164578286124475	0.00023368288339454334	1	0.9369598461723581
DLBCL_RICOVER_945	0.934519033089103	0.0043813951815195535	0.0005738015936897062	0.053945470786577306	0.00658029934911052	1	0.934519033089103
DLBCL11663	0.9320855169544213	0.0004914092950104004	0.001307653480610648	0.06600503882148134	0.00011038144847619719	1	0.9320855169544213
DLBCL_RICOVER_1150	0.9312178026215193	0.02854628155981374	0.0010417345508826673	0.004940911018749409	0.034253270249034774	1	0.9312178026215193
DLBCL_C_D_1107_NULLPAIR	0.9280243216682809	0.0005434311292947401	0.0012132435722422396	0.07011988431200498	9.911931817709675e-05	1	0.9280243216682809
DLBCL11429	0.9081665549390613	0.00033419637651623414	0.000365202305010265	0.06925524333666015	0.021878803042751856	1	0.9081665549390613
DLBCL10913	0.9033651416992082	0.00042447076579873625	0.000502866084001541	0.0950723606829092	0.0006351607680821655	1	0.9033651416992082
DLBCL10896	0.8886078652889841	0.0004378300443960859	0.00038544762521381456	0.10921383065477602	0.0013550263866301067	1	0.8886078652889841
DLBCL10994	0.888320698466627	0.07773878200767548	0.0022686202156349533	0.010398050278978511	0.021273849031084088	1	0.888320698466627
DLBCL11671	0.8882582308677852	0.0005698196806991926	0.0006952917867347484	0.11029079237301914	0.00018586529176177613	1	0.8882582308677852
DLBCL_RICOVER_910	0.8865104030444794	0.00801830910597975	0.0010304216006859768	0.10393387916231207	0.0005069870865430985	1	0.8865104030444794
DLBCL10545	0.8733234704570948	0.000648209222102589	0.007361222169878531	0.11856204463812173	0.00010505351280249612	1	0.8733234704570948
DLBCL11662	0.8690568779472762	0.00046751600233577585	0.0004561401472674322	0.05568092925917336	0.07433853664394724	1	0.8690568779472762
DLBCL10450	0.8688552391655507	0.000459865325535915	0.00039223866519227235	0.05907813449249535	0.07121452235122583	1	0.8688552391655507
DLBCL10486	0.8366804842004988	0.03449092490880232	0.0011301432640613606	0.006439885892115534	0.12125856173452197	1	0.8366804842004988
DLBCL11488	0.8022526131468269	0.0004149763728997862	0.0003853004588780893	0.017394479154315495	0.17955263086707962	1	0.8022526131468269
DLBCL11202	0.7668762654059358	0.0009037145127139163	0.15257977324639915	0.0795023017504517	0.0001379450844994687	1	0.7668762654059358
DLBCL11430	0.7635956157276013	0.0006737273737607204	0.0012845839824561014	0.2338689251337329	0.0005771477824490219	1	0.7635956157276013
DLBCL10968	0.762893385137016	0.0005988676811633452	0.0007305497564642447	0.23211501614468671	0.003662181280669774	1	0.762893385137016
DLBCL11474	0.7495316309537594	0.0006420998177810883	0.0005964543443612573	0.24857462468290867	0.0006551902011895772	1	0.7495316309537594
DLBCL11578	0.74247848672005	0.0006823824856571365	0.001564093108433665	0.25514073544899507	0.00013430223686397108	1	0.74247848672005
DLBCL10959	0.7356171192240242	0.0008390430352269306	0.0008912177366064944	0.262387473122413	0.0002651468817293308	1	0.7356171192240242
DLBCL_MC_F307_JPS	0.732294335139004	0.05694904832542294	0.05643110209996072	0.09754037487349572	0.05678513956211662	1	0.732294335139004
DLBCL_LS951	0.6887783795566474	0.0011568125912539186	0.0022198383637111463	0.3076962108392043	0.0001487586491830655	1	0.6887783795566474
DLBCL_LS2367	0.6498738149693316	0.0009983897748971696	0.0016663867205844918	0.3472166108480588	0.00024479768712801903	1	0.6498738149693316
DLBCL10492	0.6490662159938576	0.0007951913941125857	0.00039890076535480963	0.024608248251478122	0.32513144359519686	1	0.6490662159938576
DLBCL_MAYO_DLBCL_3653	0.6399269655804931	0.0011806942557819674	0.012806393429818905	0.34593783555950475	0.00014811117440128086	1	0.6399269655804931
DLBCL10531	0.6230837936904076	0.017138512681692964	0.00229008168922192	0.05369879812304069	0.303788813815637	1	0.6230837936904076
DLBCL11519	0.5824143302206324	0.0008033892029318059	0.002098389686620201	0.41447598855188933	0.0002079023379262942	1	0.5824143302206324
