gene	DLBCL11574	DLBC_FF_8046_TP_NB	DLBCL10848	DLBCL10515	DLBCL11484	DLBCL_RICOVER_866	DLBCL_C_D_1109_NULLPAIR	DLBCL11346	DLBCL11581	DLBCL10957	DLBC_FF_A7CR_TP_NB	DLBCL11666	DLBCL11536	DLBCL_LS1304	DLBCL_LS3820	DLBCL11573	DLBCL_LS2590	DLBCL10980	DLBCL_C_D_1139_NULLPAIR	DLBCL_LS2245	DLBCL10853	DLBCL11525	DLBCL11541	DLBCL11667	DLBCL_RICOVER_1293	DLBCL10947	DLBCL10523	DLBCL10454	DLBCL_MC_F606_DMJ	DLBCL10897	DLBCL11680	DLBCL10461	DLBCL_RICOVER_1278	DLBCL_MAYO_DLBCL_5613	DLBCL10452	DLBCL10472	DLBCL10965	DLBCL_LS2208	DLBCL_RICOVER_1289	DLBCL11516	DLBCL10548	DLBCL11447	DLBCL10869	DLBCL11533	DLBCL_C_D_1105_NULLPAIR	DLBCL10921	DLBCL11204	DLBCL11482	DLBCL11500	DLBCL_RICOVER_985	DLBCL11535	DLBCL10984	DLBCL11669	DLBCL10860	DLBCL10456	DLBCL10906	DLBCL_MC_F218_RAP	DLBCL_RICOVER_258	DLBCL11001	DLBCL_RICOVER_1219	DLBCL_RICOVER_711	DLBCL10970	DLBCL11590	DLBCL11449	DLBCL11656	DLBCL_LS2599	DLBCL11191	DLBCL_RICOVER_1329	DLBCL10844	DLBCL_RICOVER_288	DLBCL_C_D_1133_NULLPAIR	DLBCL10842	DLBCL_RICOVER_221	DLBCL10453	DLBCL10880	DLBCL11431	DLBCL_RICOVER_1299	DLBCL10876	DLBCL11461	DLBCL10836	DLBCL_MC_F307_JPS	DLBCL_MC_F739_AMA3	DLBCL11520	DLBCL11466	DFCIDL010_DT	DLBCL10484	DLBCL10491	DLBCL11202	DLBCL11566	DLBCL_RICOVER_712	DLBCL10843	DLBCL_LS4593	DLBCL11472	DLBCL10866	DLBCL10990	DLBCL11434	DLBCL_RICOVER_1032	DLBCL_RICOVER_361	DLBCL_RICOVER_826	DLBCL_LS1683	DLBCL_RICOVER_1046	DLBCL_RICOVER_253	DLBCL10939	DLBCL_MC_F089_HCZ	DLBCL_C_D_PAIR13	DLBCL_MAYO_DLBCL_7359	DLBCL10553	DLBCL10837	DLBCL_LS1098	DLBCL10485	DLBCL_C_D_1135_NULLPAIR	DLBCL10529	DLBCL10864	DLBCL11677	DLBCL11576	DLBCL_RICOVER_839	DLBCL10465	DLBCL10459	DLBCL11519	DLBCL_RICOVER_1018	DLBCL_LS2154	DLBCL_RICOVER_1081	DLBCL_C_D_1119_NULLPAIR	DLBCL_RICOVER_522	DLBCL_RICOVER_948	DLBCL11443	DLBCL_MC_F349_BJJ	DLBCL_RICOVER_678	DLBCL_LS4619	DLBCL10450	DLBCL10467	DLBCL11468	DLBCL10951	DLBCL_RICOVER_478	DLBCL_DFCI_DLBCL_GOE07	DFCIDL003_DT	DLBCL10891	DLBCL11455	DLBCL11658	DLBCL_RICOVER_335	DLBCL11353	DLBCL10989	DLBCL10894	DLBCL10835	DLBCL11436	DLBCL11195	DLBCL_LS146	DLBCL10875	DLBCL10781	DLBCL_LS378	DLBCL10534	DLBCL_RICOVER_533	DLBCL11464	DLBCL_LS4054	DLBCL11203	DLBC_FF_A7CX_TP_NB	DLBCL_LS297	DLBCL10517	DLBCL_C_D_1115_NULLPAIR	DLBCL_LS1668	DLBCL10846	DLBCL10490	DLBCL11496	DLBCL10888	DLBCL10927	DLBCL_C_D_1125_NULLPAIR	DLBCL_RICOVER_850	DLBCL11470	DLBCL11662	DLBCL11661	DLBCL_LS3809	DLBCL11672	DLBCL10889	DLBC_FF_A7CW_TP_NB	DLBCL10928	DLBCL11480	DLBCL_RICOVER_685	DLBCL_RICOVER_1045	DLBCL10457	DLBCL11004	DLBCL10977	DLBCL10997	DLBCL_RICOVER_1269	DLBCL10978	DLBCL_LS3200	DLBCL_RICOVER_299	DLBCL11539	DLBCL11439	DLBCL10919	DLBCL10838	DLBCL10914	DLBCL10967	DLBCL_RICOVER_1287	DLBCL10910	DLBCL_RICOVER_1283	DLBCL10862	DLBCL11528	DLBCL10887	DLBCL11504	DLBCL11456	DLBCL11448	DLBCL_RICOVER_151	DLBCL10541	DLBCL10542	DLBCL10916	DLBCL11194	DLBCL11512	DLBCL_C_D_1156_NULLPAIR	DLBCL_RICOVER_267	DLBCL10514	DLBCL10975	DLBCL_RICOVER_417	DLBCL10845	DLBCL10834	DLBCL10868	DLBCL10898	DLBCL10539	DLBCL_C_D_1163_NULLPAIR	DLBCL11495	DLBCL10936	DLBCL10865	DLBCL_RICOVER_1192	DLBCL11430	DLBCL10867	DLBCL_C_D_1128_NULLPAIR	DLBCL_LS3204	DLBCL_C_D_1103_NULLPAIR	DLBCL_C_D_1149_NULLPAIR	DLBCL11515	DLBCL_RICOVER_134	DLBCL10782	DLBCL10863	DLBCL11564	DLBCL10555	DLBCL11196	DLBCL_C_D_1113_NULLPAIR	DLBCL11462	DLBCL10549	DLBCL11664	DLBCL_C_D_1117_NULLPAIR	DLBCL11433	DLBCL10463	DLBCL10873	DLBCL10961	DLBCL_MAYO_DLBCL_3653	DLBCL11655	DLBCL11432	DLBCL11498	DLBCL11507	DLBCL_MC_F064AB	DLBCL11657	DLBCL10488	DLBCL10525	DLBCL_C_D_1141_NULLPAIR	DLBCL_LS3499	DLBCL_MAYO_DLBCL_234	DLBCL10945	DLBCL_RICOVER_720	DLBCL_LS951	DLBCL10871	DLBCL11676	DLBCL11569	DLBCL11558	DLBCL11479	DLBCL_RICOVER_449	DLBCL11679	DLBCL11450	DLBCL10458	DLBCL11460	DLBCL11486	DLBC_FF_8062_TP_NB	DLBCL10451	DLBCL11681	DLBCL10971	DLBCL11454	DFCIDL009_DT	DLBCL10858	DFCIDL004_DT	DLBCL11478	DLBCL_RICOVER_401	DLBCL10874	DLBCL11437	DLBCL10512	DLBCL10911	DLBCL11526	DLBCL_RICOVER_469	DLBCL11527	DLBCL10884	DLBCL_LS1065	DLBCL10896	DLBCL_LS843	DLBCL_MC_F519_ALT	DLBCL_MC_F500_ECU	DLBCL10955	DLBCL10566	DLBCL_LS4592	DLBCL_RICOVER_1248	DLBCL_RICOVER_1060	DLBCL10932	DLBCL_LS2325	DLBCL11538	DLBCL10532	DLBCL_RICOVER_473	DLBCL10878	DLBCL11685	DLBCL10996	DLBCL_MC_F729_MAN	DLBCL10912	DLBCL10918	DLBCL_DFCI_DLBCL_GOE05	DLBCL_RICOVER_120	DLBCL10915	DLBCL10462	DLBCL10956	DLBCL10964	DLBCL_RICOVER_274	DLBCL10981	DLBCL10904	DLBCL_MC_F362_MJB1	DLBCL_RICOVER_583	DLBCL_C_D_1140_NULLPAIR	DLBCL11513	DLBCL_RICOVER_440	DLBCL_C_D_1112_NULLPAIR	DLBCL_MC_F502_RFK	DLBCL10930	DLBCL_RICOVER_506	DLBCL10881	DLBCL_C_D_1159_NULLPAIR	DLBCL10503	DLBCL11446	DLBCL10903	DLBCL10931	DLBCL_RICOVER_314	DLBCL_DFCI_DLBCL_GOE16	DLBCL_RICOVER_829	DLBCL10870	DLBCL10535	DLBCL10522	DLBCL11471	DLBCL10925	DLBCL10879	DLBCL10950	DLBCL11188	DLBCL11206	DLBCL_C_D_1144_NULLPAIR	DLBCL_LS2328	DLBCL_RICOVER_1204	DLBCL11205	DLBCL10502	DLBCL10513	DLBCL_RICOVER_945	DLBCL10963	DLBCL_LS4616	DLBCL_RICOVER_977	DLBCL11242	DLBCL11441	DLBCL10968	DLBCL11591	DLBCL10536	DLBCL10565	DLBCL11458	DLBCL10487	DLBCL10852	DLBCL10987	DLBCL_C_D_1151_NULLPAIR	DLBCL_C_D_1118_NULLPAIR	DLBCL10521	DLBCL_RICOVER_1235	DLBCL11595	DLBCL10492	DLBCL11673	DLBCL_MC_F210_GWC	DLBCL10973	DLBCL10899	DLBCL_C_D_1157_NULLPAIR	DLBCL10969	DLBCL_RICOVER_467	DLBCL10993	DLBCL11537	DLBCL_RICOVER_577	DLBCL11683	DLBCL10527	DLBCL10851	DLBC_FF_8042_TP_NB	DLBCL11002	DLBCL10498	DLBCL11518	DLBCL11501	DLBCL10992	DLBCL_LS1757	DLBCL10999	DLBCL10850	DLBCL10847	DLBCL10857	DLBCL_RICOVER_1106	DLBCL10486	DLBCL10890	DLBCL_RICOVER_744	DLBCL_C_D_1166_NULLPAIR	DLBCL_RICOVER_910	DLBCL10471	DLBCL_RICOVER_787	DLBCL10480	DLBCL11457	DLBCL10482	DLBCL10501	DLBCL11474	DLBCL_RICOVER_617	DLBCL_C_D_1153_NULLPAIR	DLBCL_RICOVER_1263	DLBCL_RICOVER_338	DLBCL10917	DLBCL11671	DLBCL_RICOVER_1150	DLBCL10913	DLBCL10856	DLBCL11435	DLBCL11467	DLBCL_C_D_1129_NULLPAIR	DLBCL10849	DLBCL11483	DLBCL_BWH_DLBCL64	DLBCL10497	DLBCL10924	DLBCL10464	DLBCL10954	DLBC_FF_8043_TP_NB	DLBCL_LS3749	DLBCL_RICOVER_408	DLBCL11652	DLBC_FF_A7CQ_TP_NB	DLBCL_C_D_1126_NULLPAIR	DLBCL_RICOVER_1190	DLBCL11473	DLBCL10995	DLBCL10883	DLBCL_MC_F815_BAT	DLBCL11003	DLBCL10994	DLBCL11477	DLBCL11542	DLBCL10901	DLBCL11488	DLBCL_LS762	DLBCL10483	DLBCL11459	DLBCL10907	DLBCL11670	DLBCL10922	DLBCL10554	DLBCL_C_D_1108_NULLPAIR	DLBCL_MC_F262_WLC	DLBCL_C_D_1130_NULLPAIR	DLBCL11659	DLBCL11523	DLBCL11651	DLBCL_LS1921	DLBCL10564	DLBCL11675	DLBCL_C_D_1138_NULLPAIR	DLBCL_MC_F132_MLM	DLBCL10966	DLBCL_RICOVER_173	DLBCL_RICOVER_701	DLBCL_MC_F496DMP	DLBCL11678	DLBCL10902	DLBCL_C_D_1106_NULLPAIR	DLBCL10934	DLBCL11187	DLBCL10988	DLBCL_RICOVER_496	DLBCL_RICOVER_174	DLBCL_LS155	DLBCL10547	DLBCL10893	DLBCL_MC_F927_JHS	DLBCL_RICOVER_773	DLBCL10962	DLBCL11440	DLBCL10544	DLBCL10859	DLBCL11481	DLBCL_LS2089	DLBCL10854	DLBCL_RICOVER_216	DLBCL10466	DLBCL11491	DLBCL_RICOVER_320	DLBCL10986	DLBCL10885	DLBCL10518	DLBCL_C_D_1152_NULLPAIR	DLBCL10494	DLBCL_LS2367	DLBCL10909	DLBCL10985	DLBCL10972	DLBCL10519	DLBCL_C_D_1114_NULLPAIR	DLBCL_C_D_1136_NULLPAIR	DLBCL10530	DLBCL_RICOVER_978	DLBCL10460	DLBCL10510	DLBCL_LS3245	DLBCL_C_D_1123_NULLPAIR	DLBCL10495	DLBCL11208	DLBCL11565	DLBCL_RICOVER_780	DLBCL10908	DLBCL_RICOVER_1165	DLBCL10550	DLBCL_RICOVER_451	DLBCL_C_D_1148_NULLPAIR	DLBCL_MC_F139_LJF	DLBCL11428	DLBCL_RICOVER_1210	DLBCL10974	DLBCL10833	DLBCL10552	DLBCL11429	DLBCL_RICOVER_575	DLBCL10959	DLBCL_RICOVER_950	DLBCL11469	DLBCL_C_D_1131_NULLPAIR	DFCIDL008_DT	DLBCL10900	DLBCL10780	DLBCL11534	DLBCL11663	DLBCL11509	DLBCL11000	DLBCL11510	DLBCL_LS2357	DLBCL10469	DLBCL_LS1395	DLBCL_RICOVER_956	DLBCL10895	DLBCL10935	DLBCL11511	DLBCL_RICOVER_1061	DLBCL10509	DLBCL10983	DLBCL10877	DLBCL_RICOVER_111	DLBCL11476	DLBCL11572	DLBCL_RICOVER_99	DLBCL_C_D_1132_NULLPAIR	DLBCL_LS4085	DLBCL_RICOVER_224	DLBCL_RICOVER_585	DLBCL_RICOVER_126	DLBCL10481	DLBCL_C_D_1104_NULLPAIR	DLBCL_RICOVER_1144	DLBCL_LS1899	DLBCL10524	DLBCL11530	DLBCL_LS148	DLBCL11585	DLBCL11532	DLBCL_LS2596	DLBCL11577	DLBCL_RICOVER_597	DLBCL10499	DLBCL11503	DLBCL_RICOVER_269	DLBCL_RICOVER_148	DLBCL_LS4323	DLBCL10540	DLBCL_C_D_1145_NULLPAIR	DLBCL10516	DLBCL_C_D_1124_NULLPAIR	DLBCL_LS88	DLBCL11453	DLBCL10538	DLBCL10933	DLBCL_MC_F300_TBF	DLBCL10531	DLBCL11660	DLBCL_RICOVER_384	DLBCL10546	DFCIDL001_DT	DLBCL_C_D_1110_NULLPAIR	DLBCL_LS1620	DLBCL11182	DLBCL_C_D_1162_NULLPAIR	DLBCL11559	DLBCL_RICOVER_105	DLBCL_RICOVER_150	DLBCL_LS1546	DLBCL_RICOVER_1169	DLBCL_C_D_1120_NULLPAIR	DLBCL_RICOVER_704	DLBCL_C_D_1107_NULLPAIR	DLBCL10473	DLBCL10477	DLBCL_LS3615	DLBCL11571	DLBCL_C_D_1155_NULLPAIR	DLBCL_LS2978	DLBCL10478	DLBCL10476	DLBCL11579	DLBCL_RICOVER_181	DLBCL11005	DLBCL11665	DLBCL_RICOVER_290	DLBCL10508	DLBCL_C_D_1158_NULLPAIR	DLBCL11531	DLBCL_LS1583	DLBCL_RICOVER_1237	DLBCL11540	DLBCL11584	DLBCL10504	DLBCL10506	DLBCL11445	DLBCL10926	DLBCL_LS3387	DLBCL_RICOVER_266	DLBCL11578	DLBCL_MC_F990_MNA	DLBCL_RICOVER_1257	DLBCL_RICOVER_692	DLBCL10953	DLBCL_MC_F339_JPS2	DLBCL_MC_F648_JKW	DLBCL_RICOVER_822	DLBCL11438	DLBCL_RICOVER_197	DLBCL10505	DLBCL_MC_F344_CJS	DLBCL_LS3808	DLBCL_RICOVER_1072	DLBCL11452	DLBCL_C_D_1146_NULLPAIR	DLBCL11514	DLBCL_RICOVER_694	DLBCL_C_D_1121_NULLPAIR	DLBCL10500	DLBCL_RICOVER_107	DLBCL_RICOVER_1138	DLBCL_LS3866	DLBCL11451	DLBCL_LS3309	DLBCL11563	DLBCL11586	DLBCL_RICOVER_431	DLBCL_RICOVER_763	DLBCL_RICOVER_1013	DLBCL11506	DLBCL_C_D_1127_NULLPAIR	DLBCL_LS4618	DLBCL10533	DLBCL11193	DLBCL10537	DLBCL_LS4394	DLBCL_MC_F358_WDS	DLBCL_RICOVER_1247	DLBCL_LS2258	DLBCL10545	DLBCL_MC_F089_MLB	DLBCL_RICOVER_543	DLBCL10528	DLBCL11180	DLBCL10938	DLBCL_RICOVER_463	DLBCL_RICOVER_623	DLBCL_RICOVER_1199	DLBCL11508	DLBCL_MC_F959_ERM	DLBCL10942	DLBCL10943	DLBCL_RICOVER_208	DLBCL10470	DLBCL11684	DLBCL10493	DLBCL10998	DLBCL11560	DLBCL_RICOVER_865	DLBCL10507	DLBCL_RICOVER_336	DLBCL10948	DLBCL11575	DLBCL_C_D_1142_NULLPAIR	DLBCL11562	DLBCL_LS2305	DLBCL_C_D_PAIR2	DLBCL_C_D_PAIR20	DLBCL_C_D_PAIR22	DLBCL_C_D_PAIR23	DLBCL_C_D_PAIR5	DLBCL_C_D_PAIR9
ABHD14B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTB	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
