SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
DLBCL_RICOVER_1081	1	-0.0366251085688197
DLBCL_RICOVER_408	1	0.163582749201006
DLBCL_RICOVER_336	1	-0.14327501661706
DLBCL_RICOVER_1018	1	-0.000309680927511345
DLBCL_RICOVER_1072	1	0.0699169924702329
DLBCL_RICOVER_1247	1	-0.10932531318547
DLBCL_RICOVER_151	1	0.0035314653584611
DLBCL_RICOVER_617	1	-0.038366117408055
DLBCL_RICOVER_1045	1	0.284881437446583
DLBCL_LS1899	1	0.070959192677533
DLBCL_RICOVER_274	1	0.0116797796017178
DLBCL_MC_F815_BAT	1	-0.0169425012402991
DLBCL_C_D_1121_NULLPAIR	1	-0.0268352290302411
DLBCL_RICOVER_338	1	0.0770133735492869
DLBCL_RICOVER_148	1	0.10755450778646
DLBCL_RICOVER_197	1	0.0274985830589524
DLBCL_LS2599	1	-0.026658128009185
DLBCL_MC_F218_RAP	1	0.0468598754984213
DLBCL_LS3387	1	0.169036651077994
DLBCL_RICOVER_692	1	0.124162861053023
DLBCL_RICOVER_711	1	0.0324557978936301
DLBCL_LS2357	1	0.0645535362585314
DLBCL_LS3499	1	0.0986098128887015
DLBCL_C_D_1107_NULLPAIR	1	0.0510161030944338
DLBCL_MC_F139_LJF	1	0.00182501330069502
DLBCL_LS951	1	0.139082104274559
DLBCL_RICOVER_1061	1	0.142479505358208
DLBCL_C_D_1138_NULLPAIR	1	0.0657743984106892
DLBCL_LS1668	1	0.0381727586234635
DLBCL_C_D_1148_NULLPAIR	1	0.153163333709436
DLBCL_RICOVER_866	1	0.0387421741933507
DLBCL_RICOVER_522	1	0.0712842765227943
DLBCL_C_D_1139_NULLPAIR	1	-0.089632934319793
DLBCL_RICOVER_701	1	0.217813704309555
DLBCL_C_D_1103_NULLPAIR	1	0.257358231724368
DLBCL_RICOVER_1199	1	0.154483833947552
DLBCL_C_D_1159_NULLPAIR	1	0.234881961384379
DLBCL_RICOVER_950	1	0.0716523821715718
DLBCL_RICOVER_985	1	-0.00591445014148731
DLBCL_C_D_1146_NULLPAIR	1	0.158378946305621
DLBCL_C_D_1153_NULLPAIR	1	0.247650975714338
DLBCL_RICOVER_361	1	0.095267981665016
DLBCL_C_D_1151_NULLPAIR	1	0.0701658046401255
DLBCL_RICOVER_1138	1	0.0387663177882383
DLBCL_BWH_DLBCL64	1	0.107023120545429
DLBCL_RICOVER_575	1	0.192343700313587
DLBCL_C_D_1115_NULLPAIR	1	0.0071564979839583
DLBCL_LS1098	2	0.119441253079225
DLBCL_MC_F349_BJJ	2	-0.149979028688313
DLBCL_RICOVER_1263	2	0.140043054216453
DLBCL_LS2325	2	0.182285517371142
DLBCL_MC_F362_MJB1	2	0.0763685220318964
DLBCL_LS4618	2	-0.0681842890990475
DLBCL_RICOVER_744	2	0.0426475767496895
DLBCL_RICOVER_1013	2	0.0735640506062482
DLBCL_RICOVER_1283	2	-0.13443246981259
DLBCL_RICOVER_267	2	0.152609161813035
DLBCL_LS3820	2	0.0416930937636458
DLBCL_RICOVER_440	2	0.121633242740097
DLBCL_RICOVER_469	2	-0.00993557371689619
DLBCL_C_D_1112_NULLPAIR	2	-0.00234363494783439
DLBCL_LS297	2	0.113104572394086
DLBCL_C_D_1127_NULLPAIR	2	-0.0130944603301635
DLBCL_LS155	2	0.105241584330683
DLBCL_LS2305	2	0.0807276435246807
DLBCL_C_D_1113_NULLPAIR	2	0.0125516486031288
DLBCL_LS3615	2	0.000491506121079662
DLBCL_LS762	2	0.0767741830222542
DLBCL_MC_F358_WDS	2	0.255313813771702
DLBCL_MC_F064AB	2	0.047392224406281
DLBCL_MAYO_DLBCL_234	2	0.0352002960498292
DLBCL_DFCI_DLBCL_GOE16	2	0.0302837346146283
DLBCL_C_D_1133_NULLPAIR	2	0.0706217746580606
DLBCL_RICOVER_384	2	0.104976617045753
DLBCL_RICOVER_463	2	0.116410179754054
DLBCL_LS1620	2	0.219643930610271
DLBCL_LS4592	2	0.0212130603530784
DLBCL_RICOVER_1269	2	-0.114141294215668
DLBCL_C_D_1110_NULLPAIR	2	0.170375988816989
DLBCL_C_D_1141_NULLPAIR	2	0.00382104454840598
DFCIDL009_DT	2	0.253453200144415
DLBCL_C_D_1157_NULLPAIR	2	0.155305540388785
DLBCL_LS843	2	-0.038817775455576
DLBCL_MC_F606_DMJ	2	0.0321904983633953
DLBCL_LS4593	2	0.0505500660303044
DLBCL_RICOVER_320	2	-0.0192030405266638
DLBCL_RICOVER_577	2	0.158019116539613
DLBCL_C_D_1162_NULLPAIR	2	-0.0206539370124244
DLBCL_RICOVER_208	2	0.0509782579923856
DLBCL_LS2328	2	0.170200100786447
DLBCL_MC_F344_CJS	2	0.00198362943353151
DLBCL_LS1395	2	0.113371668954558
DLBCL_RICOVER_269	2	0.0742552750180951
DLBCL_LS4616	2	0.0605684914935074
DLBCL_RICOVER_1046	2	0.0462382907209186
DLBCL_RICOVER_299	3	-0.108581239430893
DLBCL_MC_F739_AMA3	3	0.0136232484249993
DLBCL_C_D_PAIR22	3	0.159835526738168
DLBCL_RICOVER_496	3	0.0846963479686498
DLBCL_LS3204	3	0.0717374152312648
DLBCL_C_D_1149_NULLPAIR	3	0.0751221503765098
DLBCL_LS2089	3	-0.0993489872440706
DLBCL_LS3749	3	-0.023907632649182
DLBCL_RICOVER_533	3	0.11717530337833
DLBCL_RICOVER_266	3	0.0270223819426428
DLBCL_RICOVER_174	3	-0.0305985758472161
DLBCL_LS3309	3	0.00260474479487325
DLBCL_C_D_1108_NULLPAIR	3	0.00873703122457977
DLBCL_RICOVER_787	3	-0.0506942613050526
DLBCL_C_D_PAIR5	3	0.253269038460332
DLBCL_RICOVER_780	3	0.103407698148053
DLBCL_MC_F500_ECU	3	0.0684167403065051
DLBCL_C_D_1136_NULLPAIR	3	0.137881443481867
DLBCL_C_D_PAIR9	3	0.228474985217447
DLBCL_LS1921	3	0.172630924662368
DLBCL_RICOVER_107	3	-0.128430415951311
DLBCL_C_D_1117_NULLPAIR	3	0.135287868679779
DLBCL_RICOVER_288	3	-0.00878399460431823
DLBCL_RICOVER_623	3	0.0881385230721926
DLBCL_C_D_1119_NULLPAIR	3	0.15370345370097
DLBCL_RICOVER_478	3	0.0417933998362419
DLBCL_C_D_1106_NULLPAIR	3	0.0431323758642095
DLBCL_RICOVER_401	3	0.0987096796114766
DLBCL_RICOVER_948	3	0.129772167529627
DLBCL_RICOVER_1169	3	0.105628566878218
DFCIDL003_DT	3	0.0968872108080637
DLBCL_RICOVER_678	3	-0.0255733958822822
DLBCL_C_D_1126_NULLPAIR	3	0.11073727018108
DLBCL_RICOVER_822	3	0.0732458692280112
DLBCL_RICOVER_1210	3	0.0268632066523969
DLBCL_C_D_PAIR13	3	0.136283149347893
DLBCL_DFCI_DLBCL_GOE07	3	0.09076616879794
DLBCL_C_D_1152_NULLPAIR	3	0.150735438364236
DLBCL_RICOVER_253	3	-0.0163333715335414
DLBCL_MAYO_DLBCL_7359	3	0.0318363602480252
DLBCL_RICOVER_105	3	0.033561699085767
DLBCL_MC_F496DMP	3	0.0454849046432629
DLBCL_MC_F959_ERM	3	0.0383829512575319
DLBCL_LS88	3	0.0161749159144248
DLBCL_MC_F729_MAN	3	0.0576015189309372
DLBCL_RICOVER_773	3	-0.0731824077918907
DLBCL_MC_F502_RFK	3	0.0121635141128987
DLBCL_MC_F089_HCZ	3	0.138813426343414
DLBCL_RICOVER_335	3	-0.012025912942269
DLBCL_RICOVER_126	3	0.319563627914331
DLBCL_LS2258	3	0.127819602405683
DLBCL_LS2245	3	0.124167233461002
DLBCL_RICOVER_1235	3	0.198276310035865
DLBCL_RICOVER_839	3	0.112675312277545
DLBCL_LS3245	3	0.054839543009849
DLBCL_C_D_PAIR2	3	0.0323792890306035
DLBCL_RICOVER_583	3	0.0829813868760853
DLBCL_RICOVER_1060	3	0.00935691650621417
DLBCL_LS4054	3	0.174398329481635
DLBCL_MC_F210_GWC	3	0.101791703794314
DLBCL_C_D_1118_NULLPAIR	3	0.102343198521562
DLBCL_LS1065	3	0.173187591055845
DLBCL_C_D_1135_NULLPAIR	3	0.0201121095263288
DLBCL_C_D_1131_NULLPAIR	3	0.0501341508166139
DLBCL_RICOVER_1165	3	0.27173206641147
DLBCL_LS146	3	0.179231038232992
DLBCL_C_D_1105_NULLPAIR	4	0.1068609655313
DFCIDL008_DT	4	-0.0331651905579945
DLBCL_C_D_1144_NULLPAIR	4	0.0755610110583202
DLBCL_RICOVER_956	4	-0.00608312166621746
DLBCL_RICOVER_585	4	-0.10218822172985
DLBCL_RICOVER_1204	4	0.0196173258114138
DLBCL_LS2596	4	-0.0438317159390497
DLBCL_RICOVER_99	4	0.153114646670198
DLBCL_LS4085	4	0.0411930094974043
DLBCL_RICOVER_1219	4	-0.00368322122545989
DLBCL_RICOVER_704	4	-0.144983511741805
DLBCL_RICOVER_1329	4	-0.0116104918754023
DLBCL_RICOVER_1032	4	0.192219093545362
DLBCL_LS148	4	0.0866313908385324
DLBCL_RICOVER_850	4	0.141984060783369
DLBCL_RICOVER_314	4	0.203892110776165
DLBCL_RICOVER_467	4	-0.0205874679753276
DLBCL_RICOVER_1293	4	0.0646526773651474
DLBCL_C_D_PAIR23	4	0.227109136137407
DLBCL_RICOVER_1248	4	0.190128712509934
DLBCL_C_D_1125_NULLPAIR	4	-0.0112760524087832
DLBCL_MC_F519_ALT	4	-0.112915844738191
DFCIDL004_DT	4	-0.0978013768269095
DLBCL_RICOVER_1106	4	0.0918458869748714
DLBCL_C_D_1142_NULLPAIR	4	0.0886527964181897
DLBCL_C_D_1104_NULLPAIR	4	0.125810840970088
DLBCL_RICOVER_1278	4	0.0562554479012685
DLBCL_C_D_1145_NULLPAIR	4	-0.0325989472462166
DLBCL_RICOVER_150	4	-0.0220526584466079
DLBCL_RICOVER_1287	4	0.195813502861934
DLBCL_DFCI_DLBCL_GOE05	4	0.240064829783855
DLBCL_C_D_1124_NULLPAIR	4	0.0589482606965495
DLBCL_RICOVER_224	4	-0.0811374828155288
DLBCL_RICOVER_597	4	-0.0149192388510617
DLBCL_RICOVER_1289	4	0.152448771091603
DLBCL_RICOVER_1237	4	-0.136541444708552
DLBCL_LS2208	4	0.0206942182041526
DLBCL_C_D_1163_NULLPAIR	4	0.150756235157385
DLBCL_LS2590	4	0.0362874040911786
DLBCL_RICOVER_720	4	0.0620623867461909
DLBCL_LS3200	4	0.121186143220644
DLBCL_LS1683	4	0.0658838316726479
DLBCL_RICOVER_449	4	-0.0933421619067284
DLBCL_RICOVER_1299	4	-0.116175022801006
DLBCL_C_D_1166_NULLPAIR	4	0.147995600040814
DLBCL_LS1304	4	0.147373231558454
DLBCL_C_D_1140_NULLPAIR	4	0.0939280615794375
DLBCL_LS1583	4	0.219464600693251
DLBCL_RICOVER_134	4	-0.12554872799999
DLBCL_RICOVER_543	4	0.0942906085823529
DLBCL_RICOVER_712	4	-0.0733936628855631
DLBCL_LS4619	4	0.197190107314791
DLBCL_RICOVER_1190	4	-0.193983281263251
DLBCL_RICOVER_431	4	-0.0837790859812198
DLBCL_RICOVER_221	4	-0.104438895440264
DLBCL_LS1546	4	0.156469462983474
DLBCL_RICOVER_417	4	0.182825979278318
DLBCL_C_D_1120_NULLPAIR	4	0.158628192314288
DLBCL_MC_F089_MLB	4	0.0954223562833318
