SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
DFCIDL001_DT	1	-0.000480847345072242
DFCIDL010_DT	1	0.174523930729018
DLBCL_RICOVER_290	1	0.164671869140892
DLBCL_RICOVER_451	1	0.0796296484769952
DLBCL_RICOVER_473	1	0.0830432715119907
DLBCL_RICOVER_694	1	0.185565859204018
DLBCL_RICOVER_826	1	0.070066730082568
DLBCL_RICOVER_829	1	0.109538429717584
DLBCL_RICOVER_865	1	0.133018916564738
DLBCL_RICOVER_945	1	0.0197743444129926
DLBCL_RICOVER_181	1	0.0934109323900585
DLBCL_RICOVER_977	1	0.14565497897886
DLBCL_LS3866	1	0.0371900956432805
DLBCL_MAYO_DLBCL_3653	1	-0.0271782425356476
DLBCL_RICOVER_910	1	-0.00543272308119568
DLBCL_RICOVER_978	1	-0.0136384127490488
DLBCL_LS3808	1	0.00169876615743926
DLBCL_LS3809	1	0.00252171508088509
DLBCL_RICOVER_120	1	0.048980441322399
DLBCL_LS2154	1	0.0665167247543089
DLBCL_RICOVER_1150	1	0.0113118079681188
DLBCL_LS4323	1	0.118219849000186
DLBCL_MC_F648_JKW	1	-0.0322795331479449
DLBCL_RICOVER_1144	1	0.104410489187456
DLBCL_C_D_1114_NULLPAIR	1	0.150934829145192
DLBCL_C_D_1123_NULLPAIR	1	0.190207425513501
DLBCL_C_D_1128_NULLPAIR	1	0.162804255723935
DLBCL_C_D_1129_NULLPAIR	1	0.177069607389452
DLBCL_C_D_1132_NULLPAIR	1	0.113888133938339
DLBCL_C_D_1155_NULLPAIR	1	-0.000384031829892289
DLBCL_C_D_1156_NULLPAIR	1	0.174844395565881
DLBCL_C_D_1158_NULLPAIR	1	0.189711739964693
DLBCL_C_D_1130_NULLPAIR	1	0.109355046633548
DLBCL_LS2367	1	0.14782111632166
DLBCL_LS2978	1	0.0774479406396321
DLBCL_LS378	1	0.115649049497797
DLBCL_LS4394	1	0.183940533967139
DLBCL_MAYO_DLBCL_5613	1	0.085939145776737
DLBCL_MC_F132_MLM	1	0.20651410948983
DLBCL_MC_F262_WLC	1	0.135793006172687
DLBCL_MC_F300_TBF	1	0.151375193535381
