SampleName	cluster	silhouetteValue
SampleName	cluster	silhouetteValue
DLBCL11470	1	0.0912426305211051
DLBCL10462	1	0.103533408976587
DLBCL11482	1	0.102210150671872
DLBCL11578	1	0.123878934890401
DLBCL10914	1	-0.0027912350641415
DLBCL10945	1	0.162583737078772
DLBCL_C_D_1129_NULLPAIR	1	-0.11125474144488
DLBCL_RICOVER_181	1	0.20297480678588
DLBCL10542	1	-0.00163886122945943
DLBCL10545	1	0.00844723287792562
DLBCL11506	1	0.314570833403398
DLBCL11457	1	0.0845564236676317
DLBCL11663	1	0.0607256694013249
DLBCL11501	1	-0.0896611383627339
DLBCL11461	1	0.00227908518816762
DLBCL10482	1	-0.0148359861907088
DLBCL11477	1	0.24844916058965
DLBCL10957	1	0.0440861952345772
DLBCL10896	1	0.0662071125084769
DLBCL11509	1	0.0183134535134904
DLBCL11662	1	0.027503046375884
DLBCL11488	1	0.0136895850863727
DLBCL10968	1	0.0726814988373142
DLBCL10525	1	-0.0901536045224174
DLBCL_RICOVER_338	1	-0.0506981640966466
DLBCL11480	1	0.194288343236609
DLBCL_RICOVER_1144	1	0.00106538424289989
DLBCL_RICOVER_1150	1	0.0393627187324453
DLBCL10492	1	-0.0637314055342338
DLBCL10971	1	-0.000400478078395905
DLBCL10931	1	-0.027747198140504
DLBCL_LS2367	1	0.0954001851085742
DLBCL10972	1	0.0613247741818187
DLBCL10928	1	0.0227353173709905
DLBCL11462	1	0.0137808469416668
DLBCL10488	1	0.0315646139035271
DLBCL_RICOVER_451	1	0.113315869305677
DLBCL11519	1	0.0987871785907572
DLBCL10993	1	0.0836718978580108
DLBCL_RICOVER_826	1	-0.00394086439934985
DLBCL10966	1	-0.0127413236155157
DLBCL11205	1	0.162469150515894
DLBCL_RICOVER_829	1	-0.0104043500527354
DLBCL11681	1	0.127942687522129
DLBCL_RICOVER_290	1	0.0144735899739622
DLBCL10950	1	0.0571338271475542
DLBCL11652	1	-0.0333143762941809
DLBCL10458	1	0.0298304265325603
DLBCL11202	1	0.0136719468431988
DLBCL_LS3866	1	0.0342424942627486
DLBCL10548	1	0.102086795211617
DLBCL_MC_F307_JPS	1	-0.0383375882509429
DLBCL10897	1	0.232939656910542
DLBCL_RICOVER_865	1	0.0512790717428375
DLBCL11481	1	0.0708488852100794
DLBCL_LS2978	1	0.089003731013924
DLBCL_RICOVER_473	1	0.0116945323536739
DLBCL_LS1757	1	0.134735408207812
DLBCL11677	1	0.0241405452242602
DLBCL10450	1	0.0938044076001024
DLBCL_MC_F648_JKW	1	0.0660293115055514
DLBCL10495	1	0.147114432637251
DLBCL10986	1	-0.00887357763803755
DLBCL10869	1	0.139768413814679
DLBCL11435	1	-0.0372027714848277
DLBCL10918	1	-0.0260155478579757
DLBCL10506	1	0.0412015765757325
DLBCL10912	1	0.189742343509017
DLBCL11537	1	0.113874810390491
DLBCL10515	1	0.100136762394219
DLBCL10486	1	0.0794357335677796
DLBCL_C_D_1107_NULLPAIR	1	0.0255355292583314
DLBCL11496	1	0.0513644119500462
DLBCL_MC_F132_MLM	1	-0.0455294808922874
DLBCL11508	1	0.0713134772789221
DLBCL11429	1	0.0370387640846237
DLBCL10975	1	0.0901813916244917
DFCIDL001_DT	1	0.216010542294786
DLBCL10877	1	0.151574650603968
DLBCL11434	1	0.00731543305492759
DLBCL_C_D_1155_NULLPAIR	1	0.0333370410643466
DLBCL11671	1	-0.039330083649124
DLBCL11472	1	0.0598499413497486
DFCIDL010_DT	1	-0.0700256929368511
DLBCL_LS951	1	0.10724287054126
DLBCL10884	1	0.195504913528436
DLBCL10509	1	0.176110038262594
DLBCL11523	1	0.2428364248063
DLBCL11432	1	0.146219575270619
DLBCL_C_D_1148_NULLPAIR	1	0.0157201094514163
DLBCL_RICOVER_694	1	0.202970732994263
DLBCL_LS4394	1	0.067566217794562
DLBCL10994	1	0.000569458810517599
DLBCL_RICOVER_977	1	0.2214811683563
DLBCL_MAYO_DLBCL_5613	1	-0.00748986597015488
DLBCL11486	1	-0.0162592712298253
DLBCL_LS378	1	0.119800704429016
DLBCL_MAYO_DLBCL_3653	1	0.152124766478248
DLBCL10451	1	0.130585695854131
DLBCL11520	1	0.0507055859840199
DLBCL11454	1	0.210920648555059
DLBCL10969	1	0.15062029290784
DLBCL_LS3809	1	0.133936103674303
DLBCL11430	1	0.107725273287805
DLBCL10953	1	0.0753200464543573
DLBCL_C_D_1114_NULLPAIR	1	0.159612710749926
DLBCL_MC_F300_TBF	1	0.0572843637593246
DLBCL_MC_F262_WLC	1	0.0144945727523445
DLBCL11445	1	0.00274805152781861
DLBCL11474	1	0.095545320409155
DLBCL_C_D_1130_NULLPAIR	1	0.0821455180443363
DLBCL10843	1	0.175553451702612
DLBCL10959	1	0.0279460455051851
DLBCL_C_D_1156_NULLPAIR	1	0.121653700588757
DLBCL10942	1	0.15831038819839
DLBCL11676	1	0.0449699745028833
DLBCL10490	1	0.022050910897336
DLBCL_C_D_1128_NULLPAIR	1	0.0486064919927336
DLBCL11511	1	-0.081354438429521
DLBCL10935	1	0.107205798605176
DLBCL10546	1	0.145022836878046
DLBCL_RICOVER_945	1	0.0955303730852781
DLBCL10913	1	0.0283761933632057
DLBCL_RICOVER_910	1	0.067266458294332
DLBCL10844	1	0.156123955699587
DLBCL10996	1	0.103107527319596
DLBCL10531	1	-0.0331438934828574
DLBCL11539	1	0.170914319773604
DLBCL11452	1	-0.0293335103052053
DLBCL11512	1	-0.0377254917573166
DLBCL11443	1	0.101197159896846
DLBCL11586	1	0.0698279629780726
DLBCL_LS2154	1	0.0412225974400216
DLBCL_C_D_1123_NULLPAIR	1	0.0141106596969844
DLBCL10875	1	0.135374507407666
DLBCL10997	1	0.178131314673379
DLBCL11473	1	0.050105984466611
DLBCL11478	1	0.143106094303084
DLBCL11191	1	0.120588298961326
DLBCL10998	1	-0.00945326905433136
DLBCL10900	2	0.0415598563860199
DLBC_FF_A7CQ_TP_NB	2	-0.0385596802986983
DLBCL_RICOVER_1081	2	-0.0107459474593488
DFCIDL008_DT	2	0.016823460284662
DLBCL10881	2	0.0796088596765139
DLBCL10529	2	0.078018959749436
DLBCL11540	2	0.0591716111790824
DLBCL10977	2	-0.0435803928314156
DLBCL_C_D_1144_NULLPAIR	2	0.0548955453814085
DLBCL_RICOVER_956	2	0.0600178935832949
DLBCL11510	2	-0.101182260009462
DLBCL11431	2	0.0257404816106034
DLBC_FF_A7CW_TP_NB	2	0.0138658414248968
DLBCL_RICOVER_585	2	0.153216232452729
DLBCL10899	2	0.162263886007443
DLBCL10992	2	0.05706472483142
DLBCL11595	2	0.0865771620648307
DLBCL_LS2596	2	0.0918125364537839
DLBCL10908	2	0.132399436820803
DLBCL_RICOVER_99	2	0.155699552207361
DLBCL11206	2	0.0487408419488742
DLBCL_LS4085	2	0.041118353301702
DLBCL10893	2	-0.0313875039263984
DLBCL_RICOVER_1219	2	0.132629744611752
DLBCL10457	2	-0.000943361885937202
DLBCL_RICOVER_704	2	0.138596594886214
DLBCL11001	2	-0.0178084176913833
DLBCL_RICOVER_1329	2	0.010337031517046
DLBCL10867	2	0.147393838690983
DLBCL_RICOVER_1032	2	0.0277889367006199
DLBCL11450	2	0.121181889279912
DLBCL10540	2	0.122049140309669
DLBCL10909	2	-0.00329845742986439
DLBCL10534	2	0.105120617076866
DLBCL10963	2	-0.0522108785094589
DLBCL10990	2	0.0697772464494705
DLBCL11581	2	0.059485661274549
DLBCL_LS148	2	0.0902425587140789
DLBCL10924	2	0.00235709927013202
DLBCL10895	2	0.0219505012262086
DLBCL10521	2	0.0642245598896477
DLBCL10835	2	0.0585295962829779
DLBCL10889	2	0.071530339584856
DLBCL10887	2	0.118932920127754
DLBCL10930	2	0.0561005477208344
DLBCL_RICOVER_850	2	-0.00539978004493207
DLBCL10865	2	-0.119733993834134
DLBCL_RICOVER_314	2	0.0343109461373352
DLBCL10883	2	0.0450377340408729
DLBCL10898	2	0.097418458812428
DLBCL11513	2	0.0961875115897201
DLBCL10833	2	0.0447752119259782
DLBCL10836	2	0.166072818480919
DLBCL_RICOVER_1293	2	0.099166458090223
DLBCL10987	2	0.246647484181217
DLBCL10902	2	-0.127561150699738
DLBCL11195	2	0.0416983783793855
