SampleName	cluster	silhouetteValue	unmapped_cluster
DLBCL10938	5	0.102829608489937	2
DLBCL_RICOVER_105	5	0.0455651992569688	2
DLBCL_C_D_1162_NULLPAIR	5	0.131781057706457	2
DLBCL_C_D_1124_NULLPAIR	5	0.0188591424071591	2
DLBCL10516	5	0.182724497651216	2
DFCIDL008_DT	5	0.145568681240354	2
DLBCL10900	5	-0.0052403645509316	2
DLBCL11000	5	0.10065515560041	2
DLBCL11510	5	0.142234323713569	2
DLBCL_RICOVER_956	5	0.19686962447102	2
DLBCL10895	5	0.046678022220788	2
DLBCL_RICOVER_111	5	0.0210144528858975	2
DLBCL11476	5	0.108708833687447	2
DLBCL_RICOVER_506	5	0.106080068987022	2
DLBCL_RICOVER_99	5	0.0618227933887576	2
DLBCL_RICOVER_224	5	0.0419863213530352	2
DLBCL_RICOVER_585	5	0.143648491026686	2
DLBCL_C_D_1104_NULLPAIR	5	0.175435456663372	2
DLBCL_LS148	5	0.20353398070837	2
DLBCL_LS2596	5	0.0181617165332319	2
DLBCL10499	5	0.0484003774691884	2
DLBCL10540	5	-0.0420975772145572	2
DLBCL_C_D_1145_NULLPAIR	5	0.0879451808040029	2
DLBCL_LS4085	5	-0.0054506997196217	2
DLBCL10930	5	0.0695084050895568	2
DLBCL11513	5	0.125538459306965	2
DLBCL_C_D_1140_NULLPAIR	5	0.0860925131330189	2
DLBCL10836	5	0.0259257982133068	2
DLBCL_RICOVER_712	5	0.0841879938601138	2
DLBCL10866	5	0.0168827373211317	2
DLBCL10990	5	0.0662420254973553	2
DLBCL_RICOVER_1032	5	0.126045160804943	2
DLBCL_C_D_PAIR13	5	0.0368813578881729	2
DLBCL10837	5	0.0682694353913458	2
DLBCL10485	5	0.152594741443431	2
DLBCL10529	5	0.138152728223706	2
DLBCL10864	5	0.067807647399427	2
DLBCL_RICOVER_1081	5	-0.0161324517896208	2
DLBCL_LS4619	5	0.0391774553347715	2
DLBCL10467	5	0.111180488737842	2
DLBCL10951	5	0.0169162328184409	2
DLBCL10891	5	0.217265957245938	2
DLBCL11353	5	0.0248711261737695	2
DLBCL10835	5	0.0613758439955287	2
DLBCL10876	5	0.0723062754755015	2
DLBCL_RICOVER_1299	5	0.138988870738972	2
DLBCL11431	5	0.0338119316181142	2
DLBCL10880	5	0.0366420598077479	2
DLBCL11581	5	0.0126402410512557	2
DLBC_FF_A7CR_TP_NB	5	-0.0021949842432578	2
DLBCL10980	5	-0.08123522988656	2
DLBCL10853	5	0.101074168840858	2
DLBCL_RICOVER_1293	5	0.0043164074959501	2
DLBCL10454	5	0.154364069159389	2
DLBCL_RICOVER_1278	5	0.244208256143181	2
DLBCL_LS2208	5	0.0541504957397301	2
DLBCL11195	5	-0.0746544685331038	2
DLBCL_RICOVER_1289	5	-0.144350156823354	2
DLBCL11500	5	0.0931928277742574	2
DLBCL10984	5	-0.0060976944598633	2
DLBCL10860	5	0.179572940995938	2
DLBCL11001	5	-0.0078467732357128	2
DLBCL_RICOVER_1219	5	0.0613012324571419	2
DLBCL_RICOVER_1329	5	-0.0065838388321483	2
DLBCL10842	5	0.0227614848008415	2
DLBCL_RICOVER_221	5	-0.0014797308295846	2
DLBCL10921	5	-0.0131051250963458	2
DLBCL10781	5	-0.0697462606326021	2
DLBCL10534	5	0.0145271444719789	2
DLBC_FF_A7CX_TP_NB	5	0.148844581257423	2
DLBCL_RICOVER_1192	5	-0.107277274000137	2
DLBCL10867	5	0.141688185820212	2
DLBCL_RICOVER_134	5	0.0332028028604576	2
DLBCL10463	5	0.0264887200845965	2
DLBCL10961	5	0.057748054784816	2
DLBCL_RICOVER_720	5	0.0232138247859518	2
DLBCL_RICOVER_449	5	0.161705114645934	2
DLBCL11450	5	0.045757621645706	2
DLBCL10865	5	0.101763898480824	2
DFCIDL004_DT	5	0.0123566055091234	2
DLBCL10566	5	0.111587638654033	2
DLBCL_RICOVER_1248	5	0.0314460377096324	2
DLBCL10532	5	0.135942415514547	2
DLBCL10878	5	0.0021182285566126	2
DLBCL_RICOVER_120	5	0.1178780365636	2
DLBCL10915	5	-0.0512766366716373	2
DLBCL10964	5	0.0283590520254055	2
DLBCL10904	5	0.0941446332747151	2
DLBCL_MC_F519_ALT	5	0.20735492448055	2
DLBCL_C_D_PAIR20	5	0.121611705167084	2
DLBCL11495	5	0.0526950429588029	2
DLBCL10898	5	0.0326919547199438	2
DLBCL10888	5	0.0261408290430962	2
DLBCL_C_D_1125_NULLPAIR	5	-0.0864202452912008	2
DLBCL_RICOVER_850	5	0.149988381200795	2
DLBCL10889	5	0.119703490859232	2
DLBC_FF_A7CW_TP_NB	5	0.0918336642279366	2
DLBCL_RICOVER_685	5	0.113785352018384	2
DLBCL10457	5	0.0351868997522127	2
DLBCL11004	5	0.0552545635599418	2
DLBCL_C_D_1163_NULLPAIR	5	0.0587289098479883	2
DLBCL10977	5	0.166105616333108	2
DLBCL10838	5	0.0586695339446543	2
DLBCL10967	5	0.120364008499045	2
DLBCL_RICOVER_1287	5	-0.0136980740155887	2
DLBCL10862	5	0.147121353960741	2
DLBCL10887	5	-0.0190100808765305	2
DLBCL10916	5	0.0521709897573627	2
DLBCL11194	5	0.0903931577458469	2
DLBCL_RICOVER_417	5	0.198828458750004	2
DLBCL_LS3200	5	0.156072014141122	2
DLBCL10943	5	0.0577131926143508	2
