epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
TrainingFold1	0.14011073658128262	0.1296155125513707	0.1099172466071768	0.08330894818482815	0.06377097519628008	0.05152986195163296	0.0422236078785009	0.03680747084092595	0.03100025386349054	0.026830653557506155	0.026860334658263367	0.02506816435386777	0.023001351841222355	0.02246889872079347	0.021584830272919974	0.02129950138159756	0.019998912864729577	0.022528951909892413	0.02021111593637955	0.020134003722471008				
TrainingFold2	0.1356951611494149	0.12175534148371708	0.10694591096625716	0.08332302149359756	0.06219413766588651	0.05073073208236596	0.0417677709134826	0.036987626614846746	0.03205601830294797	0.02892369715812996	0.025720975783272756	0.025550987749283067	0.0236060664913013	0.023368125146651743										
TrainingFold3	0.13201094008135525	0.10511343098160895	0.07193331603722816	0.05136430925922468	0.0410645782106175	0.034907284503887324	0.031241824179596735	0.027694988488656237	0.025694686147074788	0.02471701098157527	0.023626972818998514	0.022287384465347383	0.022371981963310233	0.02050619927292494	0.020885083561634845	0.019511421602510383	0.019351168700995913	0.019134944059574496	0.019166517780798708	0.01850207631817863	0.016832750335346314	0.01716453133646031	0.017872621737908708	0.016457305141970704
TrainingFold4	0.13122357496653092	0.10232896242629398	0.07378001682756638	0.0555164494488219	0.04424244308823042	0.03496273505363867	0.032562894102805086	0.027856717764304696																
TrainingFold5	0.13715155453872088	0.11071012790706768	0.08379364928980758	0.06821362648740815	0.05701869784019955	0.04737103121709163	0.03891658872245849	0.031642665138638816	0.026741751433851626	0.023602402683956407	0.02251242849911559	0.02163385377375212	0.01967452525011605											
ValidationFold1	0.1323151902236917	0.1194544767474269	0.09028666733285866	0.06749982835288655	0.05286969671965585	0.04727230350453373	0.0375842620463421	0.03735281991969525	0.02854181273351633	0.03095813813568974	0.029689749901163024	0.02667268314637424	0.027246166132983064	0.03361013693060371	0.02618238283137724	0.031389909471030694	0.029189098369750206	0.025951084521701896	0.028864994960082463	0.02578858951092771				
ValidationFold2	0.12544639002498206	0.11126312183904218	0.09268841697826041	0.06985084009398748	0.061074766133249074	0.05201644135370582	0.051250555762299546	0.04195746605028608	0.04044732319082024	0.03903794778628392	0.038114948038783694	0.033412598883145836	0.03159795132720516	0.03045938621083199										
ValidationFold3	0.12251209091764313	0.0883028499681402	0.05754223288045273	0.04269041050317789	0.035372422899010485	0.029333645207304006	0.030415704218997947	0.027816663874546066	0.02470514373193067	0.023398475422312062	0.025934293652991637	0.0269271972996124	0.025324312140976357	0.02149543328827398	0.02137456778048848	0.020426402076122327	0.0200100471661531	0.022564945485010778	0.024010109087727074	0.018961432141876938	0.020437443773639766	0.019544967518634843	0.01942445414255138	0.017963089172619285
ValidationFold4	0.11668357830326836	0.08122100169258611	0.05835075713358484	0.045106894968010416	0.037995076157270116	0.035425582774788945	0.03046810851423993	0.026825489501494007																
ValidationFold5	0.1267574521805252	0.1015679321780398	0.08408761929787763	0.0752843459564689	0.06608153570040658	0.05938999947194044	0.04734990592659996	0.042900607233179046	0.03772015674018746	0.040106613351543946	0.03706440551055444	0.040137603538119244	0.03608550902126726											
