epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
TrainingFold1	0.13340415654530013	0.11501558160659664	0.0957948366426152	0.07412479981113912	0.056111938037415265	0.04319915536617126	0.03609189307603535	0.030011878846900576	0.028114239450683073	0.024953892198852013	0.022765186595830458	0.02135010097571755	0.019941758969984312	0.02000387320093437	0.019830296052275608	0.01760748550449636	0.018372408027924038												
TrainingFold2	0.1359023902446439	0.11146413172957974	0.08871101366529975	0.06539011863113332	0.05006136279553175	0.041030334113568816	0.03458315098328316	0.030797653764980615	0.02818270423025283	0.026056991096247616	0.02469229107857353	0.024873329935237925	0.022575704272111703																
TrainingFold3	0.12962847078981046	0.09824025616134432	0.07449169220106507	0.05985857928330502	0.0475771444902586	0.0394313449016243	0.03231717114818325	0.028702854315700032	0.024193853603951126	0.02282273850055803	0.022196919815211335	0.022135682509674966	0.02018054521279489	0.019193521146272277	0.018991701815486355														
TrainingFold4	0.13229576647704974	0.11358223677697507	0.09226509686982767	0.0764983286964707	0.06623385689136657	0.05655487792312421	0.047742538821396674	0.0390474987025796	0.03339563573926253	0.029294242070649158	0.027793093435783785	0.02598432984218975	0.024535948276620315	0.023744179601007172	0.021698056961692847	0.02224874003699039	0.020150044219586893	0.0200107818049384	0.0200635164587187	0.019147619712087113	0.019438644328659972	0.019208684806289966	0.01838637156562816	0.017627502161551754	0.018242124590820325	0.018495590509238272	0.017045669049846102	0.01714199013357839	0.01672345646399084
TrainingFold5	0.13823748798408794	0.11412678666547682	0.08867219368383558	0.07483095595533054	0.06283667451771592	0.05327309873107846	0.044363570722753425	0.03863760996457164	0.03420479769112091	0.029168804147443	0.0275099880573797	0.02500227761487935	0.02294441554580796	0.021262945079320264	0.019986095354776162	0.02005828459429693	0.019331955503705877	0.01936602831745206											
ValidationFold1	0.12330698419932846	0.10361351624869548	0.08410591952636973	0.06136816544542173	0.047078394473672985	0.03935978101012674	0.03143843660091243	0.031102184723299165	0.02763626677915454	0.03187969867098103	0.026232929570969562	0.02643658091662334	0.027232891270630732	0.025471751729177462	0.029097239001284917	0.02655799127433466	0.024848383619829693												
ValidationFold2	0.11961518177712285	0.09914333960628724	0.07581706646292864	0.05122248631239206	0.04051327595889971	0.03333510479654882	0.029824741829190874	0.028815327457368357	0.02296152299632914	0.02413660781888023	0.02427323028075022	0.025833931331510178	0.02152187083200195																
ValidationFold3	0.11498699991686924	0.08361841597267099	0.06613055239053997	0.05464738689211977	0.04680680786888745	0.03991385913026091	0.03975242567731084	0.03293988981382787	0.03148938738321466	0.03523244832061349	0.029260483282504957	0.035117008225669294	0.02945181397565951	0.036999121239369	0.02881578881259974														
ValidationFold4	0.12818683707365044	0.10570423452703802	0.08425743879565785	0.07130972062749369	0.05835796471869758	0.050514103641297235	0.04216175714113355	0.03445232752710581	0.04134106622203379	0.031693960219067896	0.030686912370682065	0.028169677181165195	0.03197719967926156	0.024342236073419184	0.031928998246151315	0.03144548473164423	0.02687557526708891	0.02361063037208189	0.023307281573563144	0.026097254627693637	0.025470068168942817	0.023041262648483687	0.025718662633153144	0.026071113671662774	0.027466341721060213	0.02277385770811396	0.026788897871426284	0.024718475068070105	0.020750301206856232
ValidationFold5	0.1178634780887011	0.0905019144552785	0.07468875558828716	0.06315865852609948	0.05688687506224121	0.04894181519436339	0.04971790049216702	0.04164235892407764	0.03632197585082739	0.03725184405826636	0.03378639938383204	0.03563748577584487	0.031671085557480855	0.03205288791958755	0.03332996380731447	0.038602581814556544	0.03386509867787764	0.0304141806995471											
