epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
TrainingFold1	0.132654919172372	0.11597904061860403	0.09301879064440897	0.07132153078735486	0.055549576667462026	0.043840236868364586	0.035632598837561785	0.03230524418608006	0.029442897180834114	0.025829457564667663	0.024090632906802537	0.02257923204813774	0.021648299068600736	0.020858601697880758	0.02058487037995752	0.019140489919970725	0.01928309094369494	0.017884680172327055			
TrainingFold2	0.1310535515944955	0.10264964076501566	0.06522543327607096	0.04347555676436981	0.03248480387967598	0.027820421772073438	0.02483703129441405	0.022804851931663535	0.021292852930743712	0.022209113596284608	0.02050311725414549	0.019359955757393358	0.018145289472216775								
TrainingFold3	0.13031889148564502	0.10242879086555066	0.07921073548389937	0.0635031176413494	0.04771022127560255	0.03772805353496964	0.03148683714257045	0.028419764040022114	0.025808644581345356	0.024503590688585642	0.022765926474676235	0.021346863395857243	0.021382449025722138	0.02253443421389172	0.02043199898795468	0.020746392280389873	0.018900565824713503	0.019108888040037443	0.020316091485173358	0.017613372145338375	0.019065588631631478
TrainingFold4	0.1316735707392747	0.10516503998501735	0.07707042119000107	0.063929251589897	0.05398344595662572	0.04742551892440216	0.03931462066314204	0.03412350484207061	0.030737034256956328	0.02796976069366792	0.026380075690923894	0.023879102050308243	0.02365999891659488	0.022324181374576504	0.020928432611584537	0.02061139872302275					
TrainingFold5	0.13949643690729033	0.12045255156731174	0.09226742757239897	0.06991850648800173	0.053912938732603284	0.040873831346614195	0.03396163351477727	0.03006485609071144	0.024675187613376275	0.024507075442752917	0.02248456032900087	0.021819358813651202	0.02264352556598811	0.01955854543491332							
ValidationFold1	0.1279622116671489	0.10604221655710323	0.08073541235078026	0.06322235379972167	0.04900649402642975	0.04614662034604866	0.03708104644734245	0.03659562704254042	0.03760879217261062	0.03501142031431349	0.03697614968431325	0.03284349168969637	0.03355032693555889	0.031671984105209425	0.03630852892846478	0.03105958282679051	0.03505371330669863	0.029360679385980155			
ValidationFold2	0.12112003135251569	0.08576984393099944	0.05897819958123807	0.04657281954932186	0.04288017526814328	0.040892843960947986	0.03726038629103133	0.03537749095247253	0.03471828577515611	0.03313338766891828	0.04043903150060844	0.03265280339411703	0.03221691113126859								
ValidationFold3	0.10795612814458641	0.08241028742243846	0.07037542674791168	0.05202576089314781	0.04111167212721665	0.03840822254534106	0.03256492963614496	0.030867015908321215	0.033261592920475244	0.031076652889332926	0.02588623307271953	0.028706433621197437	0.03009060735820566	0.02837640949396987	0.029722118114125454	0.02416058434624443	0.024177145825117943	0.025611405589393347	0.025135714622363366	0.026519296620290744	0.023013850018541487
ValidationFold4	0.12385337148700748	0.08964651041068472	0.06710010142745199	0.05908589279866434	0.04920309458425067	0.0383311428301674	0.03615171639542389	0.02953475306590868	0.02791253936651104	0.025098815259339102	0.023994387668108585	0.025680780119203904	0.023714276089653926	0.021792515639849176	0.019837655802467116	0.019470739756765363					
ValidationFold5	0.12583051135276888	0.10475700706042149	0.08185682418496087	0.06757453694805368	0.05533574782060208	0.0558290929126612	0.043179251187531326	0.04335858124971121	0.03261756805728215	0.03331111281242868	0.03009865274165153	0.03256487707515155	0.0393957582012402	0.027064876345501213							
