epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27
TrainingFold1	0.12746920097186518	0.0958623786951184	0.0750876630906754	0.05910712506320828	0.048412803951905434	0.03966546006917589	0.03266410094063733	0.02780414294294487	0.026930343563700783	0.024546283718815353	0.022373332100249995	0.0230868409185499	0.020955559585637527	0.02021625331575942	0.02023293006651269	0.0198490222892008	0.017871534294191034	0.01852179308629283	0.018013302470620506	0.0162406996299448	0.01739509621023037	0.016128878645920556						
TrainingFold2	0.13318276141424384	0.10412969377002168	0.07155782276030485	0.05379526534357484	0.0443251579310448	0.03685296361402509	0.03192353563792664	0.027737494619883563	0.026850531574278743	0.025125535438765383	0.02445245920765322	0.02197851841721831	0.021348970837866306	0.022279796712970305	0.021975205224264594													
TrainingFold3	0.13573667119172486	0.11804483258588748	0.09254439858063547	0.0757849976507714	0.06253563202758827	0.05167049323605501	0.04243559411181857	0.03910699223766146	0.03523460518054807	0.02967344341754638	0.028811648719453263	0.027804328869255684	0.02547870099879219	0.02432835932575637	0.022332630358075468	0.021071533322207292	0.020937872578823853	0.022374936244424052	0.019446153042901478	0.01885797440561212	0.018230846052128154	0.018238871527401813	0.01945693544621463	0.01766347811839792	0.01711747185436252	0.01851115474283605	0.017594637619648974	0.017343163840963495
TrainingFold4	0.13124339035288854	0.10914216211742976	0.08266751472414895	0.06281211075732823	0.0517048895644786	0.045969754976580256	0.03936736411785453	0.033421828418663195	0.02936664269072935	0.02539741583763812	0.022996950903259195	0.02085699903798906	0.02131210777634723															
TrainingFold5	0.14035160867370902	0.12104508205321175	0.09476980127444769	0.06623835354196371	0.049160396732912476	0.03923994747682673	0.03352510564736927	0.029713616437846015	0.02727441323508363	0.025337205768212027	0.02336041328402545	0.022601427873520166	0.02227731136668619	0.02190597294678999	0.019609530171449507	0.02017947569884488												
ValidationFold1	0.11803360853914742	0.09654929604683374	0.08399836820558654	0.07149774764521837	0.06129904599390454	0.05567975617055823	0.04877796677583073	0.04358113575611381	0.04463547846063267	0.04049312485933098	0.04274262456293637	0.040399980984328246	0.03929852354675867	0.03513423901398431	0.039527323491465476	0.03715537867872233	0.03582019404390709	0.03631875834685776	0.03441129115605224	0.03964397887591019	0.03371383535219744	0.03229736816550989						
ValidationFold2	0.12304801373062907	0.08090060692582582	0.05526021818487762	0.04039790308069404	0.03301413511639243	0.02657064855799314	0.02245617692195181	0.027567918548205245	0.025305988660883495	0.025522612366166705	0.019754515590853065	0.017571357307485765	0.019980185859740148	0.024621002047547132	0.01735626110337205													
ValidationFold3	0.12733874946564167	0.10007028707915598	0.0793352533249302	0.06428039394453303	0.05297278135654156	0.04731380833975702	0.04105246918242391	0.03617039326104327	0.03490819432772696	0.03891825574127169	0.03791893878532154	0.03195238959669295	0.026782525745262433	0.027024705562350416	0.030616784499232396	0.030338852468622127	0.025010972613623988	0.02822302835904322	0.024945297690637008	0.028138397241311217	0.023534582838938396	0.022515476222972276	0.024682052079000854	0.021895512536289758	0.02413520644374846	0.02763446119508018	0.02470457790155165	0.02145495355629513
ValidationFold4	0.1206703268595644	0.09657837038540894	0.0735336972341814	0.06650094917413217	0.06123281647828785	0.04959045150233349	0.04549837341691527	0.0399385624133084	0.036322193016793146	0.03557426859687611	0.0358505523606279	0.034395827069880675	0.03060661272071344															
ValidationFold5	0.12643331896748627	0.1049754145379002	0.07623686149363985	0.058580965791652735	0.043910768115893006	0.043269519738198536	0.03435860137897753	0.03013313348616918	0.02964173166735752	0.026251044454470462	0.028947524235296476	0.02905626552570653	0.028969631076744246	0.02567545316855398	0.027078035678756465	0.02423935943702131												
