epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
TrainingFold1	0.13597300344471372	0.11259834512915454	0.08899812245686328	0.07317567007310671	0.062004939881036725	0.05413187712172136	0.04960134340628371	0.04240270713657132	0.03649586748415583	0.031503784398130376	0.027818495960872203	0.024936593953450582	0.02430831067507253	0.02255899128075827	0.021328942264708137	0.020266318637720583	0.021070680634335006	0.020444488643648968
TrainingFold2	0.1339425259696188	0.11325078639191212	0.08959872034168324	0.06783344877294024	0.05164460893900713	0.041613831566535316	0.03563443767988804	0.030713929898349	0.02657309769250236	0.02417428027133082	0.022969096406156905	0.021506660847635865						
TrainingFold3	0.13617765801450746	0.11099538120271807	0.0809654249841432	0.057838207075838	0.04131152172287164	0.032435466289329765	0.02788827770762675	0.023113835109159646	0.023850567249015017	0.023113354955123875	0.02126191461853027	0.02098685037796134	0.018251243320893	0.019192956148336552	0.017249569725043493	0.01746167477598316		
TrainingFold4	0.13257157112556425	0.11044774205339226	0.08661834786180407	0.0684640208862468	0.05345901403078725	0.04078178427668966	0.03508110572332622	0.030190352592167485	0.02851761848968718	0.025296471668050137	0.025955067985341883	0.023647722011810403	0.02280196918463017					
TrainingFold5	0.13435083639078954	0.1200577906623685	0.10042875247261575	0.08256503299080947	0.0716948768063933	0.060663253061549224	0.050161120607422845	0.04022352248867468	0.03305672813808478	0.02859823156266191	0.02687266002168428	0.024237415458875596	0.024665517765555606	0.021545518958681405	0.020307138073363457	0.019556986772820324	0.019241710184829425	0.019003731919224984
ValidationFold1	0.1254960162279842	0.10118145905099474	0.08403068434379928	0.06889741868619714	0.06047278948480616	0.05677167712375186	0.05318898903541602	0.047976213967771617	0.03738020555753899	0.030929274143869274	0.028223798533708596	0.028178240381273534	0.027376760355289187	0.025256637969161257	0.02475518903114019	0.026264030233587702	0.03175576774116085	0.023138427032159875
ValidationFold2	0.12045579145217801	0.09861368289938918	0.07487401204301161	0.05832342125542529	0.04927016286859037	0.0399800657435228	0.0379537423434961	0.033046448765834374	0.03281784233656032	0.035895475776218974	0.029781395213905017	0.02903155560842778						
ValidationFold3	0.12313764421521006	0.09371965299654114	0.06970150971801968	0.0511551082453078	0.04240496695746441	0.040311211417009635	0.03109122714476643	0.03644239950530768	0.034587115264101256	0.030299123000880064	0.030774207866744365	0.026462850646222814	0.027541184174510448	0.025495339971065085	0.031308401258938176	0.0247071743405294		
ValidationFold4	0.12218939226020027	0.09892296146702122	0.07801033720911087	0.0627845978439861	0.04981628117394877	0.04187963967975061	0.03890304380255911	0.036039404115882946	0.03543615510093619	0.034361748441189596	0.03547241619362303	0.033559940875977745	0.03230252747501557					
ValidationFold5	0.12492370034928794	0.10785580540562535	0.08576276349658901	0.07261563084918905	0.06416567566024291	0.05454831174365035	0.043855215733249985	0.03637685443207554	0.031064035868070817	0.0316939562494103	0.02930146058169739	0.03099913527373107	0.024847837913831747	0.023857578099810157	0.02735385196472241	0.024835616560193483	0.02687739554243603	0.023508920016234974
