epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
TrainingFold1	0.13269935792698132	0.11099803718846453	0.08400267657478062	0.061544791490883315	0.05030161723471194	0.041631050696405575	0.03695293833212057	0.03298325860100652	0.02880345202917721	0.027023099886122476	0.0237930168427624	0.023361561169350894	0.020972124721344715	0.019200917151448973	0.019219822371694107	0.018128947426419406	0.01823079292392784	0.016999807083610114																	
TrainingFold2	0.136950831211136	0.11604962028681824	0.0903646352261746	0.06985638052827609	0.05526343080324411	0.04589891230678483	0.039806317235913304	0.036051874916520815	0.03213477630503921	0.029110930797591982	0.027409858813555486	0.02524542311261618	0.02245201642533148	0.020888083435543058	0.02143679357860805	0.020617254808105438	0.01924947829909648	0.019196060767961064																	
TrainingFold3	0.13864163808016614	0.12800248929045416	0.10283206819387322	0.07767667093695226	0.06363692201716317	0.054389393037523735	0.04680772042536939	0.040757954761184836	0.037204738314242355	0.031227170500311662	0.029832262914516666	0.02685855205146998	0.022983739716437412	0.023883180412733716	0.021864969145859836	0.02118662020951557	0.020377306163043778	0.019746958465153015	0.019670417797938586	0.019862784127615832	0.018635072685719935	0.017559214073943705													
TrainingFold4	0.12915557854046875	0.10526564621197229	0.08174050218870187	0.06385718457379633	0.04892089435968294	0.04093866989860544	0.034120222178700546	0.030248809936033055	0.028071501677781767	0.0252442713957862	0.0242925071493532	0.02308772217299768																							
TrainingFold5	0.13153716480165586	0.10897370589669474	0.08725554038816852	0.06853995144017445	0.05328338825969843	0.040922703907816625	0.034619401954825574	0.031256545233651914	0.030313248152036548	0.026584682011227777	0.026765394141032083	0.025662637045657015	0.024599511808434203	0.024400937160743322	0.025050722052974254	0.0241183203245235	0.022836618004430626	0.02292639191049874	0.021930324403001578	0.02153030221066169	0.02016506487082169	0.019537370182611723	0.019987164385351027	0.021242616480385675	0.01924378278766186	0.01921527300177685	0.019971086723614147	0.018379901757791594	0.017630614246549183	0.018477179626116426	0.018391443460362457	0.01772231737659775	0.01793961190344722	0.017755276723726315	0.01912126817350166
ValidationFold1	0.12077249938974509	0.09911388534683364	0.07525177880584656	0.05915217393975671	0.05253738275129214	0.046392144895418805	0.049255881773156894	0.04909561755820513	0.04298170747000489	0.03699256277219434	0.03748213585680099	0.042220164957741564	0.035065214266855826	0.03503304262496615	0.038223201467321034	0.03598102908631313	0.038123661883858136	0.03269190145530612																	
ValidationFold2	0.1294698981014458	0.10627186697748331	0.08002867635238815	0.0643488114431232	0.05004555320048386	0.04553813632443413	0.04366958513646177	0.03484844938990333	0.03498050927966917	0.03520447263171108	0.03244217103706392	0.03507961019158347	0.037738935585890955	0.03112302939297405	0.03153494951120674	0.030667253010874817	0.03289872977548585	0.027264652355861962																	
ValidationFold3	0.1283796065159746	0.11307376243912422	0.08168234630815081	0.0621837976782977	0.050535311309939566	0.04599814328390199	0.04240858014085674	0.03504564713892267	0.032608137832564374	0.027824410113221797	0.030939499419161562	0.02487048948905221	0.028467440541397344	0.02963188087655785	0.024392150705344638	0.02528460216336162	0.02417224024011867	0.023905456391255464	0.02665730509610725	0.024941223217562463	0.025350588669859897	0.023746807476125977													
ValidationFold4	0.1206936007952905	0.09404847567884235	0.07681532231839122	0.06061750985178593	0.0476511490682291	0.040042566848700646	0.03552633296878723	0.03201575323400247	0.028227080103599356	0.026629039912583172	0.026097898258248698	0.025311359689940135																							
ValidationFold5	0.11462005167394071	0.09371551742928254	0.0745905954810279	0.05910273487386	0.04336767309756429	0.038409178986356735	0.03572186483762454	0.03496519143342854	0.02862127827530777	0.024746131074828776	0.027951210130505298	0.027551311570081255	0.03043485129685225	0.027006255411375146	0.024533890963449177	0.02317923389827237	0.02212377995470757	0.02396728239552619	0.020927768151605134	0.0215045067984852	0.020926637495912483	0.023355965681509366	0.022046674512665475	0.02074550992282483	0.022748685911636556	0.023640741789472283	0.019025801569876273	0.02052503984095319	0.02480607904579154	0.01996963869123237	0.018912413227496414	0.0190251791295973	0.021690930869947618	0.019425729811160097	0.018698286507896154
