epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
TrainingFold1	0.13674648576214538	0.11296816506679754	0.08584557494662007	0.0677581567663046	0.055184423744228744	0.045257800225548206	0.03851098695503132	0.033186184052098965	0.027952769634582778	0.02700305589928731	0.02368560226206935	0.021997661130620298	0.021066362329757112	0.020753335487369313	0.019401378956928866	0.020337508543367192	0.01917973476869984												
TrainingFold2	0.13250925798809202	0.10681609337160826	0.08377767822669144	0.06379814406194997	0.052484021088795775	0.04375078538811929	0.038054747893082524	0.03432024664543611	0.030148262598239956	0.02717031348608848	0.025323871759419882	0.023166844121463956	0.02507564972554162	0.022096330391063835	0.021268153664110237	0.020970524192187333	0.020728894091711924	0.019577170602489605	0.019457493274816596	0.019117600758498214	0.018392364061525057	0.016879312522300457	0.01684162705949219	0.01717033347462045	0.016481074402690865	0.01642430916984522			
TrainingFold3	0.1358426644551483	0.11884963086128912	0.09697736825328321	0.07364666687155312	0.05540128529696217	0.04331097562892616	0.0345741176369219	0.030990218644993465	0.027057271120164924	0.024984205415768717	0.022415922731042058	0.02275206211396091	0.023125735655412427	0.02060392162188278	0.01923319520582564	0.019493604372010767	0.019865359834412545	0.017570264285710766	0.018752248280774934										
TrainingFold4	0.13052343818020415	0.10784797486002472	0.08738441412464124	0.07278376845748756	0.06057820387438617	0.05044639509605159	0.043910142208386044	0.03716368591465818	0.030762496784816244	0.028664559219693977	0.025061652932411315	0.023939328015760774	0.02016206232014652	0.021551272631305355															
TrainingFold5	0.13781849243488517	0.12274371687643129	0.09427737815903997	0.07031756105445056	0.05364895399609303	0.04502568766580077	0.038875504077635535	0.03336679838191243	0.0286000087032594	0.02848602317095043	0.025132716846160065	0.02319504146755734	0.025725958477144713	0.02312661556002096	0.021213019025564453	0.019912869650665122	0.020498575693011133	0.019003288047554127	0.019829237416519086	0.019300319237410136	0.017623203185060887	0.017093209067859466	0.01744160881352651	0.017892590825070893	0.01737349418075758	0.018091096325896124	0.016663498350676924	0.018033261215741607	0.0168844973327375
ValidationFold1	0.12449033974527239	0.09703766683804559	0.07982498068396035	0.06498949458772266	0.054685253136044554	0.04410607227216567	0.04173814138473087	0.039130382602698764	0.03516898848701621	0.0344874775939126	0.03366440845714244	0.03158278361504042	0.03519333910295606	0.03549883864622832	0.03325854713434924	0.029896661458560056	0.028366684099252394												
ValidationFold2	0.12167701531235162	0.09843515364772028	0.0789515774629943	0.06380832610181994	0.05585563245967769	0.0496340035565768	0.05195107086360253	0.04295248640931908	0.040409757650818105	0.040067388448520216	0.03450526081357017	0.03347152507253545	0.03352336296790724	0.03872557427169889	0.04319642643184141	0.033290705993889017	0.03395840502737367	0.03534484599334941	0.03526019905866879	0.03255745159464192	0.03571449774359395	0.0304858868902073	0.032526925157678	0.03172142400725132	0.031829061272956836	0.030312373158406583			
ValidationFold3	0.12339942281444867	0.10542276313713005	0.08217106539722499	0.06761431686479498	0.04919396322598127	0.04238532809330872	0.0449306911365171	0.032405897097133506	0.036639885090685845	0.03253555552182333	0.03540647403270988	0.02841932029512644	0.031095746143192455	0.027152822629563294	0.03498044076427054	0.027272663269032566	0.030532233463705157	0.030540517748040903	0.02583030438371032										
ValidationFold4	0.11783267017286103	0.09259841017223694	0.07473639644648847	0.0618759510065387	0.049903929552382174	0.04331317800306925	0.0381207422831574	0.03107338485954044	0.030719066498096328	0.027710224534301005	0.0250018065934791	0.02387839659570238	0.024627186214029033	0.021312791670343275															
ValidationFold5	0.13017411227967288	0.1061085642793694	0.07917380741554068	0.058016318999868526	0.04559869029735391	0.038405695349095506	0.03370521036144514	0.028949954036228895	0.026530903257505112	0.028717581878063846	0.0257700560666906	0.02739712869777839	0.026354655309324362	0.025041246515340045	0.022784102797772533	0.02286562782204668	0.024156293890497706	0.02440390793390589	0.021009525136029987	0.020550012727465213	0.020594563833091762	0.02200457886194911	0.021398295945595943	0.02023662435339747	0.022286173729184042	0.023335698579840764	0.019506897397133783	0.021038018723662424	0.019387037100255706
