epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42
TrainingFold1	0.13290202080914942	0.11001063526474397	0.0832309392524845	0.06689131443212679	0.05748529723158068	0.04998475928689568	0.04458162153154561	0.03899952086831118	0.034723747152769366	0.030338224009658445	0.026374182030866198	0.025263743605516406	0.024376938896052695	0.022798733163223183	0.020812133376417387	0.020337736196893535	0.021146236372697455	0.020011099989300965	0.01880716617791415	0.01838203159968129	0.018317470058190462																						
TrainingFold2	0.13234092157698982	0.10757195849845648	0.0834821873134456	0.06757011028125474	0.056402419831132804	0.046625189529307574	0.03848393947779199	0.03170113035136673	0.02857372667619233	0.025520624048678536	0.025456566615132264	0.023734266926738135	0.021359022897115276	0.022690649385800572	0.022078065512301973	0.02079880510615042	0.020666908057698778	0.019742299842445077	0.020102023020819475																								
TrainingFold3	0.13835071517493236	0.11020172397521409	0.08382133274254473	0.06785827165109698	0.05638869868549095	0.04709828151972033	0.039554494885801844	0.03067290362589781	0.027672354330107653	0.022926446433385452	0.02217171861167034	0.020236153526209156	0.02023527866628931	0.019498087078913654	0.016945963543151844	0.01842259488221316	0.01701780650496816	0.016674520295319697	0.014910686402502258	0.015733456134793496	0.015571687191798198																						
TrainingFold4	0.13255984794179146	0.10582788727584888	0.0748612057756294	0.05606299325273457	0.045624444778447716	0.038956137868544	0.03343717334315773	0.03062283524579305	0.02795469441685286	0.025129032341646963	0.02368318270349515	0.022957998992635772	0.0215067575932401	0.01992281220353272	0.019810448820813193	0.0194852493455404	0.017970435668055208	0.01853820813406525	0.017689943928251687	0.01670328170059127	0.016311181471800492	0.01582463763241487	0.017276002927610536	0.015741474288171794	0.01687931464670824	0.014673749834252124	0.014687090652792407	0.013978263034815345	0.013385551472310908	0.015115336014357375	0.014357930340751906	0.014815543779894308	0.01558523743847631	0.014136135857006593	0.01397224802297966	0.014692376049871118	0.014646716483465836	0.014227460697822441	0.014277990016291204	0.013823190804363217	0.012929364594542263	0.012523805843904319	0.012657260541114242
TrainingFold5	0.12862302977338905	0.1088730122154469	0.08918852424164771	0.06529167279542099	0.04893579365336863	0.040988016745988995	0.036031788049504895	0.03270345486059724	0.030425697058263843	0.027294179224208993	0.02643920521719889	0.024066830345457663	0.02265642045973247	0.02232133063528006	0.02043130891112154	0.019708001444366977	0.021145749287150392	0.019984769108004622	0.01739454811344561	0.019201231140247493	0.018035776414911102	0.015315015741661601	0.01605665987981781	0.015951809259526297	0.015499124013722271	0.016200848395606437	0.014819089692092632	0.015765449473633966	0.014094860248673392	0.01425569601136334	0.01450136365725089												
ValidationFold1	0.11955663988047892	0.09062141792529875	0.07418617529811354	0.05999441762865932	0.05326787422427924	0.051623344511582375	0.044518397457117366	0.042888511666558216	0.03665690817125561	0.03466045983903412	0.03266736662050978	0.03157328832307243	0.03179233680848401	0.03136785968593825	0.02900884057204281	0.027254146479986825	0.030392401984385174	0.025240429559867276	0.028189143411099894	0.029511372503449065	0.024099855002294807																						
ValidationFold2	0.12675681374631487	0.09874851129076502	0.07719005564613654	0.061993144863696246	0.04918467797976625	0.03747090833630782	0.031140531046181783	0.027672049132184132	0.027563634633741063	0.023436228479342618	0.024893440897702367	0.022061318656752673	0.024685087468766666	0.027131979462799726	0.02647368131606076	0.02256517842603923	0.022049711974702676	0.02272949244817593	0.020574191789696546																								
ValidationFold3	0.1190917344075871	0.08725469049301234	0.06532405622655878	0.055534320631744086	0.05679083102894528	0.04145725206513931	0.03967885312787887	0.033706589095369985	0.037352978601907005	0.03298454669273777	0.030094170130092884	0.031053325262545766	0.03956141211725677	0.03080583856560249	0.031665162781283875	0.029967269642846996	0.029402684807480598	0.02993215564099562	0.030022292878522816	0.029894791150123178	0.02772937663079623																						
ValidationFold4	0.12549650303281104	0.09347375458827964	0.07374921454502656	0.055548424731839345	0.04946231437628871	0.04457654593814466	0.038728176134739174	0.03802773991373141	0.03734830793240821	0.04070547848587503	0.03536420325677305	0.03497461124264577	0.034598566896412185	0.03103972108471459	0.03209233314647373	0.0294269886298361	0.028889508108788816	0.03255999759484611	0.02872318201824217	0.028694867190007155	0.028364703562220785	0.028556054368481954	0.028658863593066984	0.02707438813527702	0.02948498327496382	0.028203761426895554	0.026507989230758703	0.026494162610778166	0.02772781102215926	0.026709383883752633	0.02978686912211816	0.02624849925993109	0.03126289551030962	0.026325595226578798	0.02797239231081262	0.025991740823277116	0.029504772066060024	0.028749300355549488	0.026890441616365227	0.02587234640504739	0.026535934976735762	0.025286402626276155	0.02491101988221294
ValidationFold5	0.11270494708741033	0.09787642838315921	0.07892364589077933	0.061526306283970676	0.05313392047275294	0.05356445984268846	0.042465212695124384	0.041029704663889936	0.04078250046062225	0.04191333192520196	0.04186697417281795	0.04025450263640147	0.03877648742537031	0.03659683164274152	0.037666747839974556	0.03750460064442417	0.03459652829448575	0.033555472750785166	0.03641410352376936	0.03480007172628256	0.037087280272169516	0.03351889905202001	0.03530473659601092	0.03628967993899022	0.034166475808822656	0.033138827869651825	0.03615132457842035	0.04197830989194388	0.03505795592440057	0.035704073039940686	0.03208574703328211												
