epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39
TrainingFold1	0.14128856381278374	0.12638406736822905	0.10736915734352583	0.08529154629635376	0.06384545170589602	0.048159058373379	0.03822080975404785	0.03120743614915283	0.028234548826043225	0.026069776709253818	0.023511554922798227	0.02367250897689189	0.021756515653273845																											
TrainingFold2	0.1394797154322504	0.12851536500528624	0.10783644529284404	0.0827439205173683	0.06598323021839311	0.049965216965968284	0.03788139836057588	0.031127443293147723	0.028570747247590535	0.023961530280896676	0.02341449295569971	0.02254702358688668	0.021170806091726023	0.019875958756176947	0.02025887315094037	0.020476887449602927																								
TrainingFold3	0.13981691132807597	0.11799224234524776	0.09639017448379573	0.07482704391533679	0.05792532375251705	0.045814454773194895	0.03844689072376985	0.03205643039340926	0.02775932905401119	0.026439613155592023	0.02455088186543435	0.023824887463408894																												
TrainingFold4	0.13725518877194687	0.12194210122424093	0.10572874320416965	0.08868913928427818	0.07109022265808149	0.05537899185437709	0.04394441991885701	0.034882569290295415	0.03286069936584681	0.027732642873888835	0.024864456725216852	0.022995561159702697	0.02154437834549092	0.01936784231127769	0.020066843332659283	0.01943474171308811	0.018336128393209285	0.019150902686405145	0.018109324276387766	0.018341108990022226	0.017626833143433693																			
TrainingFold5	0.1370040890992497	0.11859175117846528	0.09569010200880772	0.07357364232605534	0.05836710337722227	0.048995586875162395	0.04203204810250618	0.037670758593410285	0.03572018726516043	0.03373632093099245	0.030565663444840168	0.02893170623570455	0.026304293034610873	0.026480819725898216	0.024902976246624953	0.023288227930244657	0.024314660293063808	0.02341558055906626	0.021881391429021003	0.02267309728792839	0.0216682452918004	0.02027951018723851	0.020777949990654087	0.02034520501825575	0.019856100266813028	0.01890648565652419	0.019003509834084272	0.020276842556608846	0.01932172573264925	0.018481641463612468	0.017982422739270774	0.017938313824985896	0.018093201232564686	0.016364692599225284	0.017514205341516022	0.017162185479484907	0.017558058847926612	0.016825690904431513	0.016841845403877623	0.017048053269862404
ValidationFold1	0.13279385881515238	0.11572948047840917	0.09617851662810321	0.07439336345136703	0.05650958035409719	0.04261261238380931	0.03485484439135017	0.03658396711568809	0.028259840702138807	0.02451517244251361	0.027296504465682717	0.028897650862901327	0.022760653053148155																											
ValidationFold2	0.13636573175857733	0.12403765775531798	0.09874510771787919	0.07907255616475332	0.06598498318176549	0.04931727784627059	0.040283692555988695	0.03622338617732329	0.03360557311994804	0.03441951605952806	0.029413247289584932	0.03225228186803744	0.037586723660383174	0.03332481504132686	0.03187412188833093	0.026278744186883005																								
ValidationFold3	0.12226044212107186	0.10070610638741437	0.07844813095892335	0.0607489660415832	0.05141964892495994	0.03992162462793761	0.03461475296654982	0.035507149915189926	0.03758933513817537	0.034605153529015414	0.030816914185961324	0.028073092739555047																												
ValidationFold4	0.12958775118396088	0.11387801418701808	0.09899610784408208	0.08282007326095088	0.06494710751314152	0.05487781015921149	0.053634627189420095	0.03985574770601349	0.0406896060076752	0.033866122033581275	0.036571264132723075	0.030991543053968198	0.031133297556037973	0.03598725229191283	0.032076522720000195	0.03026678098044736	0.028119623058906605	0.030595740962035215	0.032799707524539264	0.028661620237881335	0.027271455275219958																			
ValidationFold5	0.12875243838507314	0.10785100493278052	0.08375009751736044	0.06882354190052899	0.05497533609872466	0.04826550699480985	0.045981407419858115	0.03862745681544766	0.03669922884872502	0.03674232585487787	0.035887123713257245	0.036823422513505746	0.03130720692124587	0.029277660378710123	0.031000577044192918	0.02875802720433336	0.026634411364563043	0.023984400953505992	0.027456494090189267	0.026994731394167117	0.022306491282473837	0.024608827036646037	0.02204068000942284	0.023920629310777184	0.023849449042982824	0.024599365458450373	0.021859068619894905	0.020749053851489466	0.02062598981937553	0.02036411723102074	0.019550389177606417	0.02325318797270197	0.02098419386547411	0.021063755204489974	0.024701252840312517	0.01945664858165499	0.020538328488295485	0.019369912549705447	0.025453271270102426	0.017460164714443102
