epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43
TrainingFold1	0.13171185085503279	0.1130416196280908	0.09116771580451985	0.07566920794644191	0.06635653209694341	0.05746794184314507	0.051661213709954766	0.04495393689167591	0.03821645801049468	0.030792492877661223	0.028379773357930828	0.02659457916287007	0.025702886980364804	0.022426790113520813	0.022450388913111262																													
TrainingFold2	0.13686014041898598	0.11128234591733893	0.08260559264129211	0.06146351289288363	0.04955586870063037	0.04209194038644569	0.03648515155070604	0.029120861378828262	0.02552356687155637	0.022852123113415907	0.019833528679230192	0.019686074765555027	0.01778620180251527	0.01685300359533196	0.017256246967480696	0.016250415450054966	0.01772954919819528	0.015179353803799303	0.016201959116770095	0.016237623052425463	0.014689091522902794	0.013797870650115144	0.014623904178883103	0.01397952423831737	0.015126457154326001	0.013465982103178141	0.01322986229939832	0.013132723034606135	0.013707402254802712	0.013869242121781469	0.011333429355344418	0.012314312646891031	0.012291436339284353	0.013348068830003333	0.011686046488178286	0.012120715799438608	0.0117236222724225	0.013118708917260136	0.011993979408293283	0.011581871336565198	0.011551125361788319	0.01100139951222756	0.01110216436443181	0.011878678278567546
TrainingFold3	0.1301415300716392	0.10214149849489332	0.08019246972927993	0.06772793331077662	0.0549954148363957	0.043543653226383455	0.03426186548577706	0.02903734009464229	0.025290202723673164	0.02351584626541642	0.022257309118206402	0.02283459709598736	0.02068624163022667	0.02036867313204725	0.020100223482090354	0.019477095732657868	0.01909189585764001	0.019720741260706828																										
TrainingFold4	0.1337813476354561	0.11713816307654434	0.10655001434497535	0.09957997310504486	0.08743297999767079	0.07090204474516212	0.05342119815547697	0.042730366413227534	0.03466125116868749	0.030227013327848083	0.02852027576710415	0.02542848666264697	0.023203133076789197	0.023563049979830712	0.022771070709991778	0.022624560076986776																												
TrainingFold5	0.13506472906375902	0.11564317514605786	0.08754588277037023	0.06494749638428954	0.05037333398669688	0.042648107088929486	0.03369707085547244	0.030666772352412504	0.027917062487596504	0.024980841836182516	0.024877725366731617	0.022671695059121637	0.022684605189149238	0.02073252171897477																														
ValidationFold1	0.128356660925993	0.10721494869941527	0.08533132037248563	0.07581313907982665	0.0665686498060487	0.05982197004135463	0.05313748064941752	0.04472381925852214	0.040867567466160805	0.03528738092958323	0.030990608693582954	0.028275197061924013	0.028669826729382546	0.027526833317064268	0.023351140960847522																													
ValidationFold2	0.12257377098541002	0.09843327595038456	0.08219649930912498	0.06970067439718289	0.061920465607833756	0.05933082578200344	0.05562578772954005	0.04956337443483692	0.046726984658849065	0.045687999118665897	0.04494595234263961	0.04539928239972977	0.04292939942986466	0.04249766469293873	0.04416717828198589	0.042300142173869744	0.041980124631729336	0.04184816132050122	0.03926366670110928	0.04603185466731776	0.04142071972142599	0.038938682244390274	0.040184701306307934	0.053832620122209865	0.04189593285450797	0.03812736501532601	0.04503874407656677	0.04157951183151454	0.039541998326262935	0.03804830448368464	0.037514748274498654	0.03735645474971698	0.038276175735059495	0.03632579330804072	0.0387219638026976	0.03693317110269532	0.03896775405348865	0.037206931293825095	0.03622462192763599	0.03811032328329774	0.03652982501938954	0.036553785029248394	0.034829643112463095	0.03467853927020212
ValidationFold3	0.11147149709296657	0.08449066591423911	0.06725108973379876	0.057969028990178764	0.04530793990570683	0.032931616120795544	0.03197054606275045	0.025360077728626428	0.026775233299148413	0.022696733569122246	0.03618437143122391	0.0256328469030622	0.024921586613279877	0.02472096829316453	0.022167329643674714	0.02454425293091173	0.02298299358845143	0.021991354375574236																										
ValidationFold4	0.12749096583407205	0.1105294638053254	0.10784221770082442	0.09319809146292575	0.0772826140610132	0.057936069966704994	0.041616777209816755	0.03411774165080944	0.028582904643068712	0.025746101651944825	0.025830313676615823	0.020067727644214623	0.023000108770845743	0.020022790013237746	0.022206225814738287	0.018353221306120052																												
ValidationFold5	0.11947293723891447	0.09513674382758033	0.07715550148943523	0.0529703726731912	0.04323023044177004	0.03678818438244094	0.03625934830812217	0.033202212441267934	0.03216576093738597	0.03173428053258675	0.030522503634717583	0.03634801910202195	0.027638855744478386	0.027528661010872892																														
