epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41
TrainingFold1	0.13193885747826994	0.10845090038140977	0.0823354089827805	0.06309090487463803	0.05257063848496858	0.04560219491237948	0.04285888186314383	0.03778238030938656	0.03497436303126409	0.03343697605524127	0.030080160828294542	0.02883957207520733	0.02715315921735289	0.026543557921338057	0.02461474185598275	0.023461974726040245	0.02140660057594689	0.02036190769474838	0.01973405404336982	0.01982883993731939																						
TrainingFold2	0.12884103273442504	0.10215481217517804	0.07883290460562346	0.06357823978316099	0.05324553024073626	0.04811032456085977	0.04439514491732014	0.04031015034597409	0.037785347897568954	0.03686002225433169	0.032875304257325884	0.033076187033404585	0.031845211948054376	0.029963852294454467	0.027522226012203683	0.026099205543279144	0.02592791608596541	0.023419748810276385	0.02199821217621492	0.02071010240942085	0.02185940808758584	0.019526675082590025	0.019275408610323674	0.01770678659670181	0.01798684151142378	0.01649649582165418	0.016266122528169266	0.016924400704398452	0.017298671125825418	0.016164916793490015	0.015698217327651094	0.015683453615859856	0.01483193187854597									
TrainingFold3	0.1320607022339986	0.1120905824217268	0.09141698655968701	0.06927384347443215	0.05758343949935145	0.04958655983156694	0.044573224185428854	0.040829071072717354	0.03743747270575775	0.03134232097125443	0.028240753630366683	0.02560950761709881	0.024804341346713377	0.021129419933343094	0.02223548363075348	0.01953337883285051	0.021170484329989202	0.01961362162574832	0.019057713392596105	0.018519978604085323	0.017658418682061562	0.017944931105723132	0.017428804902920092																			
TrainingFold4	0.13720015392808074	0.12277341951108114	0.10190894157964397	0.08319304632022977	0.07217092576267367	0.06424452056102878	0.05534738009790255	0.05000367754308337	0.04442231163398405	0.04134274361792698	0.03778704413906036	0.034481586335062854	0.03133607061966111	0.029981751146326795	0.028156791445805785	0.028047482688634773	0.025889170135170305	0.026311075063792735	0.025075812126901423	0.022780310761961367	0.023356385883769027	0.022718810969077324	0.023236922839913115	0.020658873252845794	0.021900136347672246	0.02003810094614561	0.020648507081072735	0.01985852750056603	0.019038208630147643	0.020438528277207463	0.021074166549343236	0.019589491971435728	0.01906121833774457	0.018389808649970456	0.017438360465298914	0.01940324545830663	0.0170201962007592	0.018709722623117903	0.018070297701937802	0.0169555236847042	0.016160714745935615	0.017166735788123333
TrainingFold5	0.1381249683677341	0.12697760612446798	0.10492593413893117	0.07261654841334336	0.05615618756057787	0.047988088125662194	0.04225014989913285	0.037500558684003746	0.03263504084460943	0.029651558233163747	0.02748646308302909	0.02518920899558195	0.02318350881556991	0.022141547098446887	0.021324834283343194	0.02189606234314522	0.02016505869345137	0.020386872591172413	0.020021756514201346	0.018772725779195767	0.019020635455313305	0.017621824007492005	0.016027478134423276	0.01743170395758372	0.017103229815823056																	
ValidationFold1	0.11765304452798388	0.08954678187230686	0.06815533180561689	0.0549876598372787	0.052191327582952474	0.04445840786829977	0.04848998986621941	0.042098860771852535	0.039844234853139704	0.03466638360541683	0.034500217211520856	0.03504591791466852	0.03793999972503616	0.03128707326470396	0.0328249437708265	0.028469383549826168	0.028850236460293836	0.028717672845625597	0.028896832417697763	0.027758775500219886																						
ValidationFold2	0.12022482013111715	0.09633252929963239	0.07898528931813466	0.06814143682519595	0.059833785036562	0.05523558180603023	0.0526411154848599	0.049348396550117246	0.050045017209659155	0.04871012960657108	0.0458153463970358	0.04470092897840381	0.043789906467118105	0.0443913907650124	0.04516158277810727	0.04151622581149888	0.04362096361840052	0.04267220050809687	0.042352914804936734	0.04433968495881722	0.03968329736354618	0.042417723617856264	0.04001837103944356	0.040365369528215296	0.03730845329774384	0.03738738392057057	0.03645232405832356	0.035226386904387175	0.03427053998729952	0.034920950757385744	0.03503357995771342	0.0338985765400565	0.03345725895089165									
ValidationFold3	0.12062043387879122	0.10503149944617673	0.0824507206577707	0.06553396841863522	0.057861993263416865	0.053074935798298334	0.04916761160370902	0.04579997912514955	0.04651069232820625	0.042856353809134114	0.03483705901328961	0.03486167753234858	0.03705625746059357	0.03844943705386155	0.03187817947069594	0.03629983302629511	0.03334407060043173	0.03394640410693388	0.035251822674999364	0.030893250936060213	0.03186181409985586	0.031527467751099415	0.029111039643343706																			
ValidationFold4	0.1291166724184075	0.11245326922686251	0.08935692524621347	0.07558369523686198	0.06898502301139471	0.06416330158895066	0.05515881771062341	0.050043525518262175	0.04621043493069272	0.03634145124374914	0.034651931702486566	0.030898131468954187	0.030381647320904745	0.030031629057227727	0.0353986697621761	0.033248751868414146	0.028782117471040168	0.028119598092932907	0.02993476905845324	0.029795948373256588	0.02460025574173988	0.023710505782153567	0.022567366385677207	0.022368743151100143	0.02227531323565468	0.02287800841480242	0.022375686781120126	0.02208163497457176	0.023225795769453602	0.020484110378232355	0.02104748495899535	0.021837189497828886	0.02332061373755579	0.019036768905074872	0.01975688194700827	0.019900456400743376	0.02086494928444809	0.01900200422411168	0.021533207783815324	0.01860371398186806	0.01873391983315594	0.01790986215023991
ValidationFold5	0.12942075138693457	0.1137635586699387	0.08297090695516483	0.057706625679054775	0.04336480283690197	0.04020328653204414	0.040433304638157155	0.031449325508563906	0.03262653222636882	0.027219449902511295	0.025007716210418474	0.029063520939687167	0.030421166866126278	0.023790488672717516	0.023529584274017922	0.022753840347758267	0.02375567811153208	0.023936491227564024	0.021715024329914904	0.024824624925459577	0.022956416869419627	0.021294093045415484	0.022543149592951655	0.023309602013902912	0.021056791392930044																	
