epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
TrainingFold1	0.12602101834087817	0.09720851002146484	0.07425097348953434	0.058398409427837354	0.04578154322856736	0.037831962985306944	0.03239746228274667	0.02913187418543656	0.026202829542180263							
TrainingFold2	0.13654544084822942	0.12066339301730343	0.0961290255362902	0.08059822763623946	0.06996067784459316	0.06167024143405072	0.055231368990725324	0.04704362898534652	0.04085531523997486	0.03643300672324803	0.030279819982217578	0.027392814316148265	0.025893408011174113	0.02412167653765748		
TrainingFold3	0.1394135660407218	0.11969430319626223	0.09927223063370383	0.08105132848405364	0.06120343937019987	0.04890973237819377	0.04193495212133381	0.03737281992745755	0.03346925224495036	0.030070361884612463	0.027690068009939173	0.025232406042645875	0.025058365194920704			
TrainingFold4	0.13139679175378247	0.10727549056755378	0.08608374709094113	0.072690008723558	0.061218509026697246	0.05213766357655086	0.04378395404227459	0.03982438083026368	0.036702738245300924	0.033642295479843265	0.03240096856501292	0.029668538070836803	0.028712732270188016			
TrainingFold5	0.12823423806881337	0.11425011802034882	0.10480314457885988	0.08975738447530372	0.07103456092347303	0.05740575220307327	0.049550777583275564	0.043606163849853975	0.038152120315535124	0.03379871099407688	0.03154569809015301	0.027817080777764798	0.024147223554787593	0.023348550294492076	0.022867664413772786	0.021646637879749256
ValidationFold1	0.11218752312633368	0.08649195241532079	0.06816678145598318	0.053230822768045576	0.04264548395315672	0.035361999403559476	0.03387444217894898	0.03422739691895995	0.02650368656215325							
ValidationFold2	0.13357855211775582	0.11100766874916919	0.08924717434287609	0.076750000619942	0.06853038345270597	0.0600848951217559	0.05383769304046894	0.04945035221952911	0.04647190500730397	0.041070748123168306	0.03858532093209424	0.03695741794932097	0.033191691882182586	0.03285152988187415		
ValidationFold3	0.13088991422508214	0.10810805444379111	0.09107226739125746	0.07011334976466659	0.053035252454883615	0.044324272412907435	0.04174752516445477	0.03591187906384401	0.031196891570354702	0.031100526583687244	0.039181710184690216	0.030911985694573405	0.02552985123973256			
ValidationFold4	0.11172924096788373	0.09209303082982162	0.07618336947550913	0.06702506807758599	0.05859265928282528	0.053859217837033374	0.04834301286767161	0.045086457283940874	0.03983666491222795	0.03951714169244525	0.04299777422335234	0.043809116348154375	0.036163308142489324			
ValidationFold5	0.11345882076132405	0.10725077961546343	0.09587843330191062	0.08296479796571238	0.06722591067286762	0.05739279154285386	0.05324763962621423	0.04532568691600416	0.04483043931651156	0.04121996241365769	0.04024992039456527	0.03421686522752835	0.04117093305522995	0.03981859644802564	0.03639612431681992	0.033979353929270976
