epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
TrainingFold1	0.13833754446892096	0.12329472863202351	0.10781396907841223	0.0911479207829218	0.07397586434701954	0.05835843591151042	0.04780755720710157	0.041393809566663574	0.034114174953988566	0.030444096831208654	0.029334963750542866	0.02935153396403977	0.027373720495789237	0.023131530478865583	0.022837909767953128		
TrainingFold2	0.13519717146194876	0.1186095239055727	0.10381459111903618	0.08686888576241249	0.0702409327718597	0.05896908546116941	0.05022213108793054	0.044038133444593355	0.038116170317629365	0.03421876167017725	0.029196377024335623	0.026560904964664633	0.024020027639084455	0.024189024812879746	0.022692143359403963	0.022751068851843175	0.021580009478577127
TrainingFold3	0.13310194543816828	0.10428754146930508	0.07213513793169775	0.05232057860756124	0.04331122905886414	0.036885332759993616	0.03312753333335753	0.030074459803819825	0.026612179898306335	0.025464673783029534	0.0229097919184741	0.021274869654470504	0.02027818322666545	0.01959316755164764	0.017700405598159042	0.018292432564707764	
TrainingFold4	0.13162162275138226	0.10727566493759778	0.07422553454419936	0.049675567739177494	0.03707878979568539	0.03303036039582036	0.028187252917004198	0.024465348125588867	0.022901200198446697	0.022919408059169654							
TrainingFold5	0.13073089671620416	0.10542945227084252	0.07376373900686353	0.051586297650429595	0.042058209214113	0.034933881722474934	0.03289120273843167	0.02901303118793557	0.026404538870033464	0.025418995469042135	0.0234310729881157	0.023241186423300413	0.021333897760313327	0.02101227795453076	0.021266537886743733	0.021317750030849472	
ValidationFold1	0.1316426428588661	0.11351559742412588	0.0976022070961761	0.07589751105285711	0.05966270061813899	0.044027348841867736	0.036161419360789364	0.03464815292406727	0.028661347376098774	0.026825459155375726	0.024096219197622507	0.020873378689069435	0.022857937269617577	0.020342728493814903	0.01781393565590963		
ValidationFold2	0.12171270105954227	0.10586185023389957	0.09111240689080578	0.07633642370284006	0.06805029025443972	0.05411178520922591	0.04702805501811609	0.04188277223462088	0.039327788138384556	0.03154580721732329	0.03053357201284385	0.02727430910899866	0.0314785076571662	0.026441010718888325	0.02992769329219234	0.027673442923015	0.023053406843672263
ValidationFold3	0.11470479954470385	0.08292647704549201	0.0616069273930882	0.05040077072870288	0.04661290828235078	0.04716895700606459	0.04273962977432503	0.04953654795551572	0.038067856965967255	0.04101726495260205	0.045498108887874	0.03993569348735823	0.04343101896383896	0.03564091360867432	0.04053661221221953	0.034234556903315894	
ValidationFold4	0.11894023811092248	0.09168231878261845	0.06517880467849003	0.04496403134151085	0.035434407003744096	0.032604148317766084	0.03071628883848101	0.032044181103612554	0.03296156883735822	0.026559017747818905							
ValidationFold5	0.12156871414265118	0.09247736109269632	0.06559455850337809	0.04858657737002448	0.042395883168488205	0.040035414717134996	0.028746700982001046	0.031133224221726728	0.02805252398074781	0.02519696094787906	0.02895736671537937	0.02473593258685936	0.021657327140224173	0.027033941770577594	0.024710529452128975	0.019081453398800338	
