epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
TrainingFold1	0.13021341940400813	0.10414795969572589	0.07848277315815617	0.06448315749085956	0.052974999275011835	0.041845817155743564	0.035497636502319074	0.02996695896599745	0.027740523907390967	0.02378137404883916	0.024616361436166124	0.021929879884764535	0.021507683125539544											
TrainingFold2	0.13132539281201525	0.11399661504360158	0.09215745373771171	0.07407976824319275	0.061482602470514104	0.05117770624087152	0.04616659315985019	0.04145114231485542	0.03795728258322394	0.03420665625760975	0.0321453611895093	0.027467608926719657	0.0270504140897584	0.025153243614523514	0.023243995813044545	0.021185770305788467	0.021356034735541214	0.02069154525673439	0.01920849601390765	0.01851269577203649	0.01821891792896331			
TrainingFold3	0.13997232870368118	0.11312320745888758	0.08199961814309724	0.06075834074078805	0.047304168439586645	0.04002659461455716	0.03601181593654804	0.031409736369625366	0.030577239015308972	0.026971960517767003	0.02577084234557829	0.024018735181148672	0.022736920657288547	0.0225733047352564	0.021578199642267877	0.021596523037905255	0.019952924263741973	0.02058618363622703	0.018786951736861242	0.019129854747023438	0.017666551958646696	0.018647094364909703	0.019311876045747505	0.017496738234215378
TrainingFold4	0.1208288749425926	0.09536607964387671	0.07335861249911514	0.057169034918346864	0.04590637452254834	0.03720135489050087	0.033028022229634434	0.026139490380063017	0.026019941593271638	0.024181939197693614	0.021719487689684187	0.02170897044138242	0.021516614599948462	0.021662262071119834	0.021263783324486047									
TrainingFold5	0.1373149916715077	0.11256438070630057	0.0870779820452381	0.06884563098370827	0.05232531144057202	0.04129988596878938	0.03354453155375823	0.028498778646186045	0.027412371672674112	0.023727159454762236	0.022519784774280963	0.02037083504816867	0.0215399650750775	0.019183297885270532	0.018870650683500703	0.020467589107234473	0.018314311736499327							
ValidationFold1	0.1209717246091312	0.09056999603168922	0.07177373708167055	0.058422029521819706	0.05001341975252102	0.04471369160691629	0.03452536786763786	0.031851763007449206	0.03300938762353129	0.05017314909491688	0.02791953798192595	0.032522801816650154	0.025995626860258362											
ValidationFold2	0.1252653047039702	0.10297217681534118	0.0807598521345639	0.06811634686079111	0.05705661641912082	0.04935798690201262	0.0448184734554374	0.04000589930922263	0.04105508734203606	0.03496196346047024	0.0354392754369172	0.026792376907856984	0.025600245487005742	0.024692539719556383	0.02369566146008511	0.021242180423402576	0.02192547859803207	0.02173016059243293	0.023881772419954032	0.02102659049627176	0.01979128612793493			
ValidationFold3	0.12382957352711274	0.09864330734755541	0.0750286970874882	0.05893491932425883	0.048976041046222926	0.045335295517836605	0.040365990163204635	0.04153122703611918	0.038820203775980486	0.037371316762129264	0.038278405334347405	0.03622585622203612	0.035635321074362576	0.03653849376499787	0.03781063291023964	0.03663176859189916	0.035807829948041485	0.03378117954078432	0.033129033184482355	0.031259080049002894	0.03360615157378578	0.03039998826775322	0.030998821285351908	0.02885975417505891
ValidationFold4	0.10732378261918957	0.08759791209354056	0.06380758239879264	0.051812106944821974	0.04459745486829061	0.03739100084052765	0.03239532904217003	0.031197537427877186	0.031114892499219324	0.03243113604273547	0.028403523796540056	0.033530299378210796	0.02973455466804103	0.03306603536213253	0.025652475560163694									
ValidationFold5	0.11812754941953195	0.09262779687304755	0.07268768983582656	0.061155021274546244	0.04931013696399089	0.04012187614592279	0.03266559056161592	0.03166489336515886	0.02710110130447156	0.02905411993705055	0.026329777194323386	0.025510047643963533	0.025377670669144748	0.025133844724592024	0.02635062714411483	0.027631640035988395	0.024836263166811853							
