epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22
TrainingFold1	0.13331705446361408	0.114944736169893	0.09676918758669177	0.0802742049908414	0.07069082798622973	0.060540989826800375	0.054154105073717214	0.046127036238802016	0.03885269407707994	0.03450003024964998	0.030505426422955898	0.02697729515450092	0.024472902017801466	0.023487865348526326	0.02253239172094996	0.02028928996165997	0.020819738057056433	0.019921968915859865	0.019574083704314436				
TrainingFold2	0.12410871241589613	0.09213160035032822	0.06493967100299029	0.0507749387247123	0.04105380450397653	0.03479748738638989	0.031294774274373056	0.02801161151476669	0.02568125938960873	0.02402643637786299	0.021787312042034004	0.02015879430497465	0.01906635702020438	0.017800546624847043	0.018626583597438445								
TrainingFold3	0.13050270730375566	0.1104479075959799	0.08842946910087697	0.07097409976201809	0.059639283706994985	0.05079262304723009	0.04423664710246323	0.03852839993805074	0.03464022646340626	0.030230964601584923	0.026599611070163186	0.024161954983190462	0.023026448826699793	0.023079719323141033	0.020926090818383355	0.020425764118838494	0.021341942858271068	0.019512930383643833	0.018394946965021187	0.018262184749983135	0.018314164777042275	0.018160105616615595	0.01746114850611775
TrainingFold4	0.13275065737014466	0.11285697710700333	0.08908119560219348	0.07032687487504022	0.05775888244759037	0.048030787424994	0.041077617430445655	0.03638119839875303	0.031145104345804694	0.027648050287428883	0.024983110198908517	0.021961836159210758											
TrainingFold5	0.13383074387975408	0.11312862496603937	0.0870314466796512	0.06568716513625097	0.05205277189266303	0.042386438520846476	0.034955774938816214	0.030708537474948897	0.027099858172321103	0.027795036254362183	0.024798248918743895	0.023978191320821265	0.02270344708378772	0.022263922137122024	0.0215277615585957	0.01979893463470434	0.01854435935490991	0.01937872523317989					
ValidationFold1	0.12307863209295918	0.10683727240911475	0.08849325502576592	0.07563372574713048	0.06594880984106043	0.059947885434470466	0.05300169340586541	0.047951720235449774	0.03826408178298021	0.032092793884494146	0.028348090879877122	0.02785803691267984	0.026151779128200804	0.025030384218815278	0.023360496978925727	0.025436340297518827	0.023966601275370102	0.02067447394008857	0.020549417252081807				
ValidationFold2	0.10830888160512792	0.0737786874728831	0.05555358018961039	0.04572095970102997	0.040747391958804884	0.0409865983791213	0.03881972868452772	0.035665110954469455	0.0334220885850808	0.03562061704272039	0.03480427631025983	0.03313017301673074	0.034978561049069254	0.034975550006919064	0.03283313180602547								
ValidationFold3	0.12465564916665489	0.10761177217638171	0.08609506793253056	0.07498433354503668	0.06078917172586394	0.05453219055512769	0.052942407105604675	0.044472752277412125	0.03973899205500545	0.03860344971752482	0.03792360722798401	0.030823840185483866	0.030825592476773907	0.03782950955556353	0.029466750029986305	0.0329007617610104	0.03098034719896696	0.02655273414613377	0.026960813997026014	0.027472980079232708	0.02858861537885156	0.03160039873280864	0.0257616569206794
ValidationFold4	0.11949384779677735	0.0974431613141352	0.07677008173017351	0.06588557907086504	0.05398975114174489	0.049703044267287395	0.04570860889565141	0.04230104717620028	0.03998216820685696	0.04230672318114991	0.034335749718855633	0.03065402082850326											
ValidationFold5	0.11909975067855001	0.09579549598935488	0.07023342519260205	0.055079378607171076	0.04491785817636965	0.037539499929292244	0.03216902000267428	0.02884978858118474	0.03384103077130292	0.0272127476925668	0.026703442243685073	0.024495169425987312	0.027068036674995914	0.025628401639583933	0.026324053433396527	0.0241593764250603	0.02476776932363046	0.023729163889043236					
