epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
TrainingFold1	0.13564602330598582	0.11774724539886981	0.09300636145835721	0.07033389648168023	0.05435384039879524	0.043045216792630105	0.036046254914916906	0.03043953277879227	0.026324846424986576																								
TrainingFold2	0.13131237954138894	0.09990217156097259	0.08033880913006418	0.07019117815210006	0.059938906404510106	0.049295965886032016	0.04343258573117842	0.03588113938283243	0.03109354889343847	0.026651555034390317	0.027613476582854277	0.02289936309115503	0.023407783626063234	0.021276734270435728																			
TrainingFold3	0.13232594808902254	0.1072027826724066	0.08649629382522438	0.07241102409263311	0.05953003893638115	0.05097506276480007	0.045747708213325085	0.041517590326574545	0.035898764746591705	0.03330797464838146	0.029294715816186825	0.025338120880008898	0.023948663582235564	0.02375364549460011	0.02178046097644917	0.021408925443922106																	
TrainingFold4	0.13058660610324957	0.11071751020764085	0.09100711137606678	0.07504555669226895	0.06047429440315517	0.04898677112783348	0.0403213009387731	0.03468903540382268	0.030693891008162277	0.027027354424485978	0.024799903696178013	0.023584454714000457	0.021255353940101817																				
TrainingFold5	0.12905078239705228	0.10016505538203598	0.08032457508058266	0.06618856852853089	0.05583602499756204	0.0448846090559972	0.039252017563505506	0.034360467664485514	0.034504775482686066	0.03026951846622649	0.030433504214053088	0.027153273457313606	0.027683047568849584	0.026255900978571126	0.024469926484888924	0.02291129470175465	0.02275986734645207	0.023015588207412153	0.023518201740452285	0.022910360719471837	0.022455344386770163	0.020881302656981952	0.021379227490834388	0.019088249298553874	0.022267008417200248	0.020075420768528796	0.01839423005540125	0.020433860056451786	0.018038791211866363	0.020261673407179537	0.01891910260437479	0.01836092477461283	0.01973824759277795
ValidationFold1	0.12496757856360427	0.10355729324457881	0.07937815584040978	0.06371107939966358	0.051467128215475125	0.04251129029377422	0.03871058313981504	0.0367831900518656	0.03269156351106594																								
ValidationFold2	0.11362017241415677	0.08312569842212372	0.07481736763640567	0.06365648204846694	0.0520035560108587	0.046932896037023886	0.042800478863756396	0.03653798537614109	0.03183706080843065	0.028910799921062345	0.028054264036368008	0.02536267039747825	0.027654553092344925	0.022927034989750298																			
ValidationFold3	0.11930404596769058	0.09778215722726272	0.08077504562616751	0.069612787031728	0.05613062135782932	0.05020002636068442	0.048961128256082335	0.04282971790693868	0.044680831651832606	0.038572296095898725	0.03480937460181513	0.03521398698432824	0.03186569775943435	0.02966884199004444	0.031510638033363944	0.028831403868730173																	
ValidationFold4	0.11785189545637853	0.09784420876688249	0.08035771837374112	0.06606649184549176	0.054382211369302894	0.044996340754903386	0.0424875732540648	0.03539565982357892	0.03226661475413051	0.032907521482221445	0.0308107593577137	0.029941167374328198	0.029896467435383448																				
ValidationFold5	0.11381601444907016	0.08887617838745182	0.06692735464857505	0.057606380327965494	0.04598934637164479	0.043486288933268	0.03856360251797145	0.0297726595361071	0.027039523305673455	0.026689042370799963	0.026802571473626403	0.028605387437048258	0.023812408514975292	0.026610977120219252	0.021702110929926438	0.03180339314444158	0.025314151492443874	0.02118965025166855	0.022747884786620667	0.020848742793188303	0.022495593998354633	0.02175822155104388	0.02279361721567667	0.02379140402449962	0.02004093971593213	0.02208788966736966	0.01953822022161304	0.018033675531917544	0.01889755638032577	0.019183349154830852	0.019191636294881638	0.021714045476590005	0.015631352910228696
