epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
TrainingFold1	0.12505499911250584	0.09194194274511112	0.07440848559075394	0.0631040103090736	0.05354279883928249	0.043257056797508804	0.0359519932971703	0.03197606856290862	0.028007024462236164	0.025824604002262438	0.024533714824167857	0.022375711822216156	0.02337330653829922	0.02083429573311954	0.019869998236441908	0.02001015436479579	0.0176976763576432	0.01965393165664035
TrainingFold2	0.1369635586654407	0.12240886445536972	0.09567787998688995	0.06921661264318252	0.05057655874977062	0.04020392777905259	0.03346792591236116	0.02829400134118537	0.025613876721680646	0.02432501245823589	0.020096238996292058	0.020467238103669107	0.022629562359629943					
TrainingFold3	0.13241588213396344	0.10944257608868858	0.08950270479227501	0.07535188328157263	0.06393248121867973	0.054198434666878625	0.045927134739891205	0.039074712550923735	0.03211453103775222	0.028470030973734208	0.025982705715366386	0.023819401773785515	0.023095934749819042	0.020853903238424787	0.02002629644362473			
TrainingFold4	0.13155893445522948	0.10933496362360363	0.08711185089778155	0.07082910994808612	0.056766664630479434	0.044885018875885925	0.03559260918912266	0.031070461280680983	0.02632027292116122	0.02525434688246936	0.024824095283574106	0.024795379767535698	0.021672414876361887	0.02231045788463565	0.01986965646468558	0.019639688638298222		
TrainingFold5	0.13835841601470072	0.11800682736451135	0.09222186640393815	0.07369719410570111	0.05995738531812621	0.045733918456942246	0.03639084085499725	0.03071815292145509	0.027089831135625533	0.024583745327181862	0.024100977927907285							
ValidationFold1	0.10645565786608704	0.08094909425136877	0.070796392417538	0.0656750992817284	0.05502204537844738	0.04713534385695852	0.0453649861087838	0.04136174645375561	0.03836160084559909	0.03676876534974236	0.03761490177612768	0.033167733162691865	0.028469809743435215	0.03381532996783855	0.035919642469453464	0.03157461201640995	0.03713916623382829	0.02624695167587315
ValidationFold2	0.1316638947674283	0.11149719354134423	0.08159560114900405	0.057414454886236706	0.04839429572677693	0.04436821413755014	0.035828236030070695	0.029999118106364197	0.029143250224323156	0.03538419070537202	0.032366615695446764	0.032453698666162184	0.02676315000674033					
ValidationFold3	0.11625602915211841	0.09464286690628207	0.08264767490159552	0.06741287818530926	0.05640250470631899	0.050710047179883394	0.0463030288868525	0.039743927658246074	0.03474653832670008	0.03335283197927171	0.03153122544156488	0.032630999565757976	0.030643938199212135	0.026969297222954616	0.02652364001826484			
ValidationFold4	0.11814778512931084	0.09388690438490731	0.07324847453987007	0.05910617051864261	0.044002431532921826	0.03568220494717762	0.030344355647947203	0.027928206636486493	0.027475458679947298	0.02862788421240308	0.023390826568330494	0.023888988656082046	0.021698697441024706	0.021760731298625387	0.023077586697475345	0.019978713313157478		
ValidationFold5	0.12736394105328097	0.10476640326617	0.08293086897816744	0.06646305310900684	0.050666194560157286	0.040966899203438614	0.02753775222394783	0.026408185708852536	0.023774870841235324	0.02465965801604545	0.019221444557597105							
