epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20
TrainingFold1	0.1369800703952212	0.11811655508205804	0.09216399851269969	0.07403238432838291	0.05753936290429112	0.046096615227584244	0.039321039338460394	0.03631443170282209	0.031479091601099414	0.028723424822232602	0.026768134334092804	0.02559810978908607	0.023147776935120688	0.022565574024866985	0.020426543138952816	0.021016154513204554	0.019783552618866208	0.018703542137810225	0.016726394982598532	0.01692059258938009	0.01755251314215641
TrainingFold2	0.1350900523644577	0.11631109586711082	0.09421206369321446	0.07036749867972725	0.05484151113820782	0.044861656424837665	0.03924813459559443	0.03520217637084891	0.030721388078625643	0.028095305856324707	0.02759009577688742	0.02571859965437004	0.0237279637781813	0.022348898067712546	0.02166231253452478	0.022526974473501278	0.020802230599316702	0.019539510314196352			
TrainingFold3	0.12827415122565897	0.10204552706246349	0.07930736432740973	0.06447638366106813	0.05195090998088497	0.043007097256486305	0.037246852209566646	0.03223024152208712	0.028426324529308742	0.024572661489549896	0.023629823655921263	0.021992747571196312	0.02087614536649198	0.020082730360842436	0.019139555251488426	0.018295087971967983	0.016739882479669177				
TrainingFold4	0.13623676619661804	0.1112265101887963	0.08412870415274731	0.06320121236018497	0.05126948738867544	0.04264057218996723	0.037318800652230324	0.03399866169658543	0.030984591537311312	0.030414759684010112	0.028577496730973838	0.025914335301984632									
TrainingFold5	0.13923463955673293	0.12129412303210924	0.09272357578309279	0.07354962873184101	0.060007954336601686	0.05087419644912612	0.04477927301551017	0.03858134708429446	0.03392638963419624	0.030371976103444005	0.02580011546119523	0.024114829920837022	0.023315200917894227								
ValidationFold1	0.12611270239492794	0.1038252098133435	0.08364645619079605	0.07015420675596541	0.05811324464534787	0.05465790899134837	0.04903052235336823	0.04693430945642192	0.04268864850064756	0.040567659500247995	0.03630163258587656	0.036418538263722045	0.0354683303312495	0.03293693105628303	0.030962847559167457	0.03164018208000008	0.03140614560015	0.028660017034764663	0.030367982480465225	0.032017408018545794	0.02845764398230827
ValidationFold2	0.12827246176364185	0.10951947555080191	0.08236402070552513	0.06240344984742167	0.050081299420714646	0.0458286004938051	0.036433638157406904	0.03274435483796002	0.03032080361961496	0.04760267890608022	0.03110341662997254	0.02981240079588223	0.028049108729360055	0.02792029072287249	0.027709386322090426	0.029602561396156513	0.025842575145820324	0.025807497649283678			
ValidationFold3	0.11538137206891635	0.08938264385335618	0.07378825051961718	0.06299811924245578	0.05154242265029802	0.045928726870533045	0.04222260930796724	0.03827968697029015	0.03933423597455813	0.03664633328239811	0.03050153705670062	0.03030071121735943	0.02966678600395434	0.03040487885103888	0.03341243720795909	0.02843927488969597	0.027928191978119413				
ValidationFold4	0.12104830605623958	0.08932897703604656	0.06302440971941561	0.048388133960281	0.036297961683557915	0.028317226229134847	0.027832406842535747	0.02747282639632488	0.0248057778121333	0.02359628076465834	0.02646456486157452	0.019954416380150598									
ValidationFold5	0.12818674951254785	0.10071994236729166	0.07471007720340749	0.06321693457629499	0.05345970642677433	0.044670044196987745	0.03997347075156532	0.03399153807733275	0.03244048449722631	0.03154226959507854	0.028027297005472653	0.028059582886451787	0.02362044184177124								
