epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
TrainingFold1	0.1332298741253742	0.11470432386039874	0.09553443432354913	0.07414861596327335	0.055997395596269664	0.0425153755620525	0.035110064386416666	0.029616854424723095	0.02884861024731456	0.025663287688166954	0.02284469925935045	0.021747639557746598	0.02018408233258483	0.01962999478591116	0.020090523679676554	0.01716611911990873	0.01851654957213804		
TrainingFold2	0.1357558003768902	0.11101337026270076	0.08793374915566966	0.06444814782335098	0.049048675899871184	0.04011984659594341	0.03357333781522251	0.029744438415871623	0.027281711807348268	0.025081262038894696	0.023445000972984367	0.02343562771160482	0.02033848592020112						
TrainingFold3	0.1296337959652936	0.09806939645628021	0.07382829102941535	0.05912826943703377	0.0473066625370517	0.039198831445008346	0.03149135047490497	0.02797094826607711	0.022987356524919796	0.021566472977362784	0.0213701761641873	0.020586634800731026	0.018559483601017168	0.018061861267365614	0.018231705006903874				
TrainingFold4	0.13222412240098824	0.11330547881397333	0.09193792680320753	0.07618753052295439	0.06557563932451145	0.055342301973459226	0.046566899322285527	0.03851306804916187	0.03282544179931971	0.028323039523754482	0.02678561947600842	0.024936115804170683	0.022998548513318052	0.021910004071899244					
TrainingFold5	0.1381708504421409	0.11313395582274344	0.08850146180684615	0.07382353605719376	0.0631404170772794	0.05264419427761024	0.04356528056245002	0.03964214742223719	0.03345936561217721	0.02943297499142602	0.02559621769594997	0.02391447727586226	0.023836655027439292	0.02117169626525048	0.019217911716845577	0.01818295853989357	0.01852662004061608	0.018021981961867398	0.017556363353647957
ValidationFold1	0.1228304322439808	0.10291552419463794	0.08385422959218959	0.06096103041944606	0.04494160910237681	0.03797673709640229	0.03114229727453586	0.02706820164861678	0.027605159028835997	0.02848427467570464	0.026064577568553154	0.025736969804940828	0.025358815112167987	0.023560019132895144	0.029463843842611758	0.024403188913286588	0.02236164280796541		
ValidationFold2	0.1194925622863544	0.09962234936386079	0.07572182177289112	0.051430812206219985	0.04091850266821246	0.03391454397461604	0.030677585389049775	0.030192179833475902	0.024243724113435124	0.025126312433286814	0.025148600385642844	0.02617825856571283	0.022029310153369362						
ValidationFold3	0.11489735285306836	0.0829627793869591	0.06540398564827335	0.05365834409068968	0.04739642850131736	0.0398257852003381	0.039312424258274435	0.031570875224330136	0.029910528375809122	0.03452279049298004	0.028657249833125755	0.03523863117191689	0.029247635609453527	0.034407815455222035	0.028078513525673903				
ValidationFold4	0.1280619573888478	0.10557572117394155	0.08401932433113321	0.07053623114385314	0.0575386091127052	0.04996245034114533	0.04077466249021257	0.03378716322618562	0.04086376701875984	0.03000360145286011	0.030500206258882105	0.027529718289319594	0.029103737051791704	0.02356988918938179					
ValidationFold5	0.11762128508574254	0.09086895096409428	0.07580409406239653	0.06286167174888153	0.05539848143025092	0.04789426548276432	0.043814179786430624	0.043963560526183734	0.0360358832362066	0.03593437247731312	0.03301704055598207	0.03506184858060232	0.0327689749624492	0.034978021222569454	0.028641158117344266	0.033844603163710386	0.03192995483766788	0.03098831763834512	0.028384503565108833
