epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
TrainingFold1	0.1374627032353286	0.12297075647427987	0.0919184625225146	0.06517983508319647	0.05169699299212859	0.044836508017351555	0.03746002442192855	0.034254652284911	0.02909402892029057	0.02582747705059618	0.025134088719080166	0.022387113666985554	0.01944398345793799	0.017708419163325925	0.018598620491110957	0.01852146438468149	0.01737386563654333	0.017498203714606635	0.017607652319962232	0.017469399615491838										
TrainingFold2	0.13174863150746377	0.1034126220470409	0.07702856211539078	0.06061110750067733	0.05197505923232026	0.046988846599983564	0.04206723920074939	0.0370015000009852	0.033111373016691356	0.027865526794773103	0.024874640993189475	0.024034029826346056	0.022721874942876565	0.023430062290091452	0.02133675605203493	0.019423161855071956	0.019373005817167367	0.01889151429027245	0.020502096886810494											
TrainingFold3	0.12625049358995802	0.0951713460243561	0.06613470245660706	0.051043744387359105	0.041971316807427106	0.03623545263187473	0.03020661196351284	0.028546596857036505	0.025168043771786455	0.024359854023185273	0.022339638497710854	0.021948010892298375	0.02010554999358812																	
TrainingFold4	0.1307999738407406	0.1080823507943106	0.08920608536149799	0.07666534902263349	0.06528647614521271	0.055444925409127876	0.048707131513087504	0.044611637243889904	0.04094235383169937	0.03754005295188769	0.034316917984754336	0.032560819928238	0.03009037346114796	0.027727698722049932	0.02760558650387049	0.02529512800055355	0.023482269203536403	0.021376542481646704	0.022368359597716003	0.020646213478705083	0.019405806863737367	0.017991491351577595	0.018988735895883027							
TrainingFold5	0.13730904757470835	0.12105525722432191	0.1006577662845475	0.0765020800038026	0.05880651507596169	0.048590924027449627	0.04141721547788275	0.03820788040383175	0.03504896886044654	0.03180808815503297	0.030521281369673657	0.02934447102295024	0.026646011609876976	0.02535174904279627	0.023409834679962046	0.02436662572991773	0.02185829787441225	0.02117800223624636	0.020775829382057458	0.019399835446716984	0.018786707462020463	0.01925928497777059	0.016992362951332406	0.01906209429278418	0.0182019636505664	0.017571104741841634	0.01822166870455089	0.017337060794451895	0.015029529623243599	0.01771892427225946
ValidationFold1	0.13403971432834058	0.10971269365567882	0.07506141476836559	0.05622072471305728	0.05197050968638143	0.04276629161353953	0.03906032714472563	0.034326487409605366	0.0322272691011496	0.032924725112991896	0.030319682085941133	0.030335956337014296	0.029705802528271534	0.02832163650089422	0.028380604669675104	0.028674109247780556	0.02899739877315582	0.025591195809160912	0.027879293310835638	0.023049759108395955										
ValidationFold2	0.1144172226724861	0.08667667433283888	0.06378185462525433	0.056988678199264245	0.05077507667377725	0.04474178273943966	0.038152031960209144	0.03478505244050678	0.03752129344869539	0.02526390655459165	0.029115926500552478	0.0249070108671272	0.030941457296763588	0.023831312152790954	0.029575317687337153	0.030318405224927514	0.025642254803437733	0.030035451171709422	0.02317982430205112											
ValidationFold3	0.10839967078923642	0.08176821222746963	0.060766342341446795	0.05007563816458994	0.043098924452908804	0.03698706563597814	0.03469054875759039	0.03153917134470969	0.03253114829574049	0.02746246198584485	0.02775397047354328	0.026797042814553255	0.025764941768028547																	
ValidationFold4	0.11888174793204746	0.095804534374258	0.07952909021395015	0.06757713429344532	0.05671599158505397	0.05109551912467289	0.04840591023487316	0.05309521703276079	0.044782900077349565	0.04346954069616323	0.0484876272904158	0.03922997369286227	0.04049147162712305	0.03961893873182251	0.04091704701522349	0.037492253765178556	0.03243934454580954	0.03168083263953376	0.03458396654401964	0.030819808122983017	0.030561584115882095	0.03152335826716562	0.027805071991138363							
ValidationFold5	0.12792404606804117	0.1089397809963237	0.08719604737586803	0.06525411004167017	0.05369495881956306	0.04747243111886017	0.04323864211894672	0.0406588140742954	0.04218731166245332	0.036339111625886024	0.039310591038933175	0.038208554893457286	0.0347306437206744	0.03148196562458677	0.028218175954345892	0.03351325488220355	0.027923803758673236	0.029303356883460068	0.03255130905266809	0.025377460012342444	0.028674652064108994	0.02892089893895638	0.031315568946435654	0.030176001070235093	0.025116113239680604	0.03695107034057786	0.029183181289251504	0.032495436682192784	0.03122886673634901	0.02381888215575862
