epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
TrainingFold1	0.1387307304625902	0.11993408903208029	0.09396566159531033	0.06950975746523105	0.053270659705672775	0.044576525150645516	0.03721105580134339	0.03187513676077416	0.027097306953205308	0.02736634293683552	0.024750832793915937	0.024361333457165946	0.022413328841665667	0.021308202601190665						
TrainingFold2	0.1325140460171569	0.10669899564703124	0.08092041928448411	0.06508235532338551	0.050213170916707614	0.03888829398936335	0.033649841353990954	0.027478211075131164	0.02749681878435332	0.02470921530529638	0.02255634581078807	0.021901251860509216	0.02032504998508667	0.018654907463147075	0.019404448687059407	0.018891457992388814	0.017886465658415306			
TrainingFold3	0.1323657957667654	0.10335021965755996	0.07684797359820963	0.05675137877485461	0.04225272523736666	0.035854216675348154	0.029823217206946785	0.027579688842127904	0.02288210780799008	0.02223490573398356	0.022085257879503346	0.02057365077654884	0.0198286696450933	0.018958166754468535						
TrainingFold4	0.131074341615154	0.09766351582736454	0.06460885302036662	0.048725252845112914	0.04097192173384511	0.03553732567392713	0.031406111771436616	0.027310327675712124	0.02434642660148463	0.024206060284830692	0.02274628733126023	0.021114913191955898	0.020034122126046647	0.019150749360332238	0.016523247604147234	0.017053192970905167	0.01760210389179933	0.01639211570231551	0.015698823773908025	0.015935828062769858
TrainingFold5	0.13384931200769692	0.11396491366999047	0.08618881576589195	0.06062894237830358	0.0493605608932834	0.043092165664849774	0.03668649085456025	0.030192521326212272	0.02636898761655718	0.024856823383529177	0.022359336229231908	0.021015952202719027	0.019441019129965452	0.019309013164377685	0.018267485873596702	0.017953875593532787				
ValidationFold1	0.12990383827337273	0.10658377026383942	0.0794574255627152	0.0599176376252561	0.047112850908626304	0.04312812316499919	0.036757255056956865	0.03235050030828764	0.028882559928214514	0.0270737352164049	0.028367162940314203	0.023610143385814956	0.02380106270786266	0.022553254202582983						
ValidationFold2	0.12190320698527603	0.09138915427700356	0.07345590912443292	0.06186866538750159	0.04781733215618711	0.04246804273376862	0.03576052159979218	0.03322596676114879	0.03890422745822795	0.040417221665061454	0.03570640546312715	0.0248957848609509	0.027639736671279697	0.02296149620979286	0.02328564146683585	0.026588467132511992	0.021371361972063546			
ValidationFold3	0.11472845149671172	0.08361962958666924	0.061211995574905795	0.043927990021771404	0.042357425803217934	0.032474447337507796	0.02597472596880015	0.02554351350697395	0.02372096564913345	0.028945081281005865	0.029062846822214213	0.02502830374975052	0.025918189319388663	0.023366152694310388						
ValidationFold4	0.1107671211163203	0.07826428177456062	0.05578735240458234	0.051335427838772	0.04896109943227792	0.0391442075766086	0.03557030425138503	0.03441948539300545	0.035135511467275254	0.04221800926848323	0.03299694871037007	0.028985759057996056	0.03164034292284349	0.02737220332890682	0.027868893660860858	0.030446067258142993	0.027392215838919074	0.026292551278848796	0.034079177135723296	0.02536380244235441
ValidationFold5	0.1266629143811024	0.1017111112606955	0.06974081958535018	0.05359240031490723	0.0462418944818211	0.03855188697291253	0.036847148786995326	0.03209014974119192	0.028802354905024374	0.028249258491177077	0.02598951618094836	0.025352102348545298	0.02850102617873114	0.024467047368939798	0.026400480015614482	0.02282229132571694				
