epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
TrainingFold1	0.14122930084246982	0.12591490713383044	0.10699749897512054	0.0850773462558967	0.06333672549418579	0.047244987695569125	0.03704923503567594	0.03052220650596421	0.027145764551545517	0.025552384167377134	0.023052552830000145	0.0226135143965536	0.021935272313366568							
TrainingFold2	0.1394861243741591	0.12820354405289902	0.10697735783247307	0.08222278405685224	0.0659201014765744	0.04979735549490534	0.037393502559584985	0.030777820677428607	0.02752919804620671	0.024252612111800412	0.02296664764433606									
TrainingFold3	0.1404994050337171	0.1176755599592897	0.09539527267810297	0.07492761416201987	0.05882377417530568	0.04642929690096274	0.03858010791961781	0.03291758849954931	0.029396006520189324	0.02679680452883159	0.023666960399185137	0.02387053915676502	0.022080472801545428	0.021096070895840636	0.020253017428546048	0.02006704103828683	0.019146521795648203			
TrainingFold4	0.13726009908555584	0.12194391636770557	0.10606965437446805	0.08918904201127589	0.07148883631664582	0.05572443703792735	0.044187821073732765	0.035434996522433884	0.0314970858175498	0.02736787248961098	0.024393196201576345	0.021542543122566052	0.021050139616669516	0.018317126477565827	0.020099608057551614	0.01859090468725216	0.018464713509721068	0.017878159347078922	0.017653484199664407	0.0169644505036889
TrainingFold5	0.13687368946748352	0.11840957164241853	0.09611388665257334	0.07400530025919233	0.05765476199161952	0.047642867195702314	0.042709104975156606	0.037802291826879164	0.03443192413360685	0.031525083266675885	0.031046376098013206	0.028752144773377997	0.026672444894382565	0.025648918017066542	0.024585915070386103					
ValidationFold1	0.13252952171338572	0.11511329974274377	0.09529051739252634	0.0738436466267517	0.053513481676041544	0.04121181186548694	0.03131539826774298	0.03281000970604804	0.027040967589814786	0.024474300172490377	0.02453645250837629	0.030161918405504258	0.021823830412793066							
ValidationFold2	0.1362609954567643	0.12337976831707868	0.09807716249614148	0.0792423710982139	0.06464919733168843	0.050345484591047235	0.04075885666450402	0.03672583136069882	0.03684461432160927	0.03803005179931485	0.03148891707003402									
ValidationFold3	0.12182083375214993	0.09948938972576782	0.07829328771546348	0.060081004005697394	0.050637074523848725	0.04186814931968042	0.034248007868357876	0.03152086272277777	0.0325336830872992	0.03548110605360152	0.03130897191596461	0.03030710680901098	0.03134391074087722	0.030962738036996108	0.03234040509408071	0.0309071663105315	0.027974417255897714			
ValidationFold4	0.12955608678696393	0.11394908691982965	0.09928001716800101	0.08397332698878673	0.06605742384285272	0.05474067545655343	0.049285568678667686	0.04042356250899936	0.038437855911864854	0.0338215026637405	0.03730414127448557	0.0312675390096784	0.03393928598725816	0.03608207788626739	0.03169899882522185	0.032088668874322296	0.02987943566010988	0.031181265448738175	0.03174129490484169	0.02798723257755072
ValidationFold5	0.12818958098488348	0.10819855146110058	0.08385919158657391	0.06595062599559356	0.055271784598762926	0.0460106473057405	0.04517656715239633	0.04110778650260522	0.03477778091899807	0.03467023532799873	0.03416105200482012	0.030869989675838868	0.029673758059895288	0.02823028748127137	0.025930212114503404					
