epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
TrainingFold1	0.1318475540667976	0.10844417866361847	0.08267835173798313	0.06288578417703747	0.05228126671320095	0.0450096041680651	0.042011625470237166	0.03818097412689633	0.03477091029632979	0.03226991813885237	0.03004492480246295	0.02884094864816844	0.025727941237224567	0.0258966259238552	0.024256573303262936	0.022219603694716823	0.02144291457480906	0.020283933286641295	0.018569729449183697	0.018972168351341398	0.01829614589588265	0.016443487305791066	0.017288280822182072	0.01728733000345528	0.01691137361461546	0.016304478935834636	0.016460493341425606	0.015237700402753105	0.014427643821974909	0.01391837303667578	0.013763514511489546	0.01558320161871	0.014197795742562233	0.013501404667607825	0.014009309085462548															
TrainingFold2	0.12944255483279468	0.10255663292928002	0.07887633609562128	0.06309903669966584	0.053610303441851755	0.04924447226374153	0.04335790520397615	0.04047355300016014	0.03834337234053684	0.03429700651339728	0.033834632041923496	0.03348742222722624	0.03067285880345134	0.029500792648471948	0.027744811778312128	0.026426788187184816	0.02654309063215882	0.023206648624322857	0.02272018933926159	0.02106261955935997	0.019566987695385635	0.017464709560569017	0.017515840048176527	0.018082654464036965	0.017609999539173284	0.016555637852189838	0.015945113203827726	0.014917606878899073																						
TrainingFold3	0.13207183406603606	0.11190671772611412	0.0904372138055888	0.0686017790925689	0.05520524767185138	0.04895558506382672	0.04422644076674425	0.04044997265073934	0.036738952505997576	0.03195695711990332	0.02749073835743316	0.02443485035672149	0.02222725607359528	0.02104640131864554	0.021327904106047672	0.018783540911979136																																		
TrainingFold4	0.137285735568201	0.12338479067283598	0.10326059354384515	0.08419547740962695	0.07291907454756173	0.065689805759625	0.05742217336082831	0.04984285294326996	0.04381950249847829	0.0392925933387067	0.03730387421462431	0.034972447213261725	0.03155703552798844	0.030664460657201496	0.030043375523250274	0.02912650008577409	0.02574246407278803	0.025944997037500302	0.02464155783567218	0.022788519913427247	0.021842296867940935	0.022095349649647357	0.022452343121006958	0.020961466334748283	0.02074681787535982	0.021376769061647462	0.019138280563426882	0.019331516080538593	0.02001054094792132	0.01918994696663338	0.01961669121096334	0.01867912500978987	0.01880521996724631	0.018217945367475542	0.01783493946819693	0.017939380489769972	0.018240103217282342	0.020302619062700117	0.017484866490849526	0.017632121707058766	0.017342323454299317	0.019084144253826128	0.01691214452743721	0.01764956872995588	0.017606410835585187	0.017959994074788647	0.016595649622005028	0.017174244380062605	0.01602763816871712	0.015969794265898105
TrainingFold5	0.13813063424771727	0.12659996760612968	0.10311076785880247	0.07187775681448502	0.05529173369818616	0.04732104891129428	0.04097535410538796	0.036624795274057834	0.032389333774283005	0.0293347997261934	0.02784231686777629	0.024944282098140196	0.024090677159019257	0.02371967878146308	0.022397896528183574	0.02059930055568809	0.020369117047970352	0.01946375619205125																																
ValidationFold1	0.1175117242645036	0.08950361310764476	0.067854548091287	0.053455392242753294	0.051213630233882916	0.04316021810780774	0.04791304400649031	0.043409499298856666	0.0427111245934046	0.03761509933450201	0.032162199244700235	0.03739110202432048	0.032210480852832866	0.029352800831458793	0.031042927234257396	0.030620994448540145	0.028728167054469924	0.029692091839335574	0.027825465161554718	0.028963264959669242	0.027883556495506636	0.029200233967433608	0.02854645411328723	0.027600537707634806	0.026909736113052245	0.02840036839673606	0.026534056073623115	0.026268888547804695	0.024035869635849236	0.024815314115593547	0.028904208855762205	0.023416251082839613	0.024210384290593023	0.023388293409732648	0.0232840623928922															
ValidationFold2	0.12065033565971765	0.09631412617258124	0.07943600088962026	0.06590517505852354	0.060960115772579704	0.05473116550779155	0.05158806222843359	0.04628484211820136	0.043181272236177244	0.04835170307637167	0.04358038452437131	0.04465361659494774	0.03920251862481572	0.03998873195598355	0.040460670161321086	0.03971556088622861	0.038484072680312405	0.034860910642220896	0.03428816242271464	0.03722282157380234	0.034460813217683114	0.03664634451149493	0.03180123592054614	0.03220260108250554	0.0294390258406549	0.030656481862040907	0.029433271151139855	0.029175037358859176																						
ValidationFold3	0.12153585011827515	0.10321797167899104	0.0806883992795069	0.06447801932373697	0.05705301459618584	0.053754451076357485	0.055182618421485634	0.04602650310089056	0.04136327723028591	0.03754445156795686	0.037456474941316154	0.031986798471267765	0.030889053646001027	0.03222246974290281	0.029440670691877353	0.027022368534466018																																		
ValidationFold4	0.12954146216984266	0.11347136409902894	0.09074109193642398	0.07525419663671437	0.0684716375964182	0.06173540148590398	0.057013182621868747	0.04863442814078282	0.0417881768389798	0.042118432333793594	0.041255028846019226	0.03418360817401359	0.033648755473214796	0.027953303642445117	0.03446500947927586	0.025555288386090683	0.028199891182216438	0.02513914414092076	0.02583722147864063	0.025629185967625596	0.026192418431631406	0.022315196785761195	0.020336807646205532	0.02100480953310113	0.02069043622313902	0.019575206509126385	0.019269813505538344	0.019884158886532794	0.019800187158686748	0.019739435952778713	0.0193182492295966	0.018475760282452538	0.01816479283081355	0.01796332252778738	0.024459535981264168	0.021718134657259053	0.01829799722595904	0.01915539689031681	0.01778105534308984	0.020495689508918388	0.017771515719695354	0.017128729828982614	0.017365135615749226	0.021533753746634913	0.016580419492465234	0.017095161938168284	0.017222871722117054	0.01659667283669691	0.01733511372239681	0.01651866343597355
ValidationFold5	0.12918639746872154	0.11196524243768272	0.08047496024015788	0.057787245902996345	0.043208303374682996	0.03912287878359223	0.035405477738586835	0.03260721221171856	0.026074118917988328	0.028375326502682256	0.023484518166279066	0.024629716359987133	0.025932069632527838	0.02358935306111963	0.021975993719303283	0.021867934195691854	0.021973596409126814	0.020169622308982595																																
