epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
TrainingFold1	0.13671385063227598	0.1126313040665179	0.08545639979226646	0.06760627410962228	0.05419851271679587	0.044285080374689485	0.036761551972368314	0.032103212928300796	0.027228218810113065	0.02576762335599031	0.023275018576850822	0.021048200118569192	0.020213909394786362	0.02012466788449052	0.01732585104250647	0.018670826341371065	0.018827047133593525															
TrainingFold2	0.13247211577884158	0.10657965664482402	0.08337868586848735	0.06342259823007335	0.05194924393581791	0.0432731122269607	0.03767789189532985	0.03423847653783735	0.030268663825819393	0.027401788327866817	0.025171545518860264	0.0230203165979271	0.023649010207233017	0.021297672633924958	0.01913098959993557	0.02020659935555913	0.01938924517810418	0.018687177801031116	0.01891240087075062	0.01831466419248593	0.0173703512976862	0.016340782074377065	0.016734701676466842	0.01582038963755796	0.016418043322951888	0.015667303987700627	0.017548173469814694	0.015939269733690732	0.015480252469045941	0.014270554958287269	0.014186166755207771	0.014295053979993033
TrainingFold3	0.1357506675137715	0.11796071035364135	0.09586737116121433	0.07316429129886357	0.05553757162521255	0.04178689668399536	0.03293724033494734	0.028781876332967922	0.027064435644503896	0.024209621073201893	0.02208620462234566	0.022016329922652487	0.01994534070928983	0.019666998146236767	0.022759910298058954	0.01688237774574604	0.019231158144322597	0.016047815835769474	0.015655430368373014	0.015608379911447463												
TrainingFold4	0.1305428245739842	0.1078570341352712	0.08629648435479877	0.07157045210055499	0.059898748055671934	0.04942138977507553	0.04217058320540342	0.0354643636144994	0.03015586314140819	0.026780664179122223	0.024526818839579145	0.022899848337097368	0.021677684967421968	0.021424506175059255	0.020049292583280476	0.019272666728647893	0.01955021437077614	0.019045494521296034	0.018018308738101042													
TrainingFold5	0.137870408291191	0.12321261360364802	0.09559230197945871	0.07219559608798524	0.05531790092317767	0.04482687214374694	0.03797197539594532	0.03439645884556978	0.03032149539757899	0.026940336135796553	0.02527455518139912	0.025540434298283586																				
ValidationFold1	0.12429896527313972	0.09661443566752446	0.07965437518348834	0.06372999708663236	0.05408975058486937	0.04347446689021413	0.04387752493625289	0.03980467127487147	0.03661693111303271	0.03487113508215459	0.03262839056205357	0.029706294080431295	0.04101065330381447	0.034523336889604024	0.035975015061741764	0.029553257259288552	0.02741018320126501															
ValidationFold2	0.12153100885182351	0.09872122092155723	0.07914900782241209	0.06415791290619217	0.05622091037766622	0.05047562662805724	0.051958950007804205	0.042427867274995694	0.040907117208310716	0.03898814225019803	0.03602768737704258	0.03331656128940013	0.03394433452830616	0.038839411365417846	0.04726930097023944	0.0336596388972851	0.03256402789066579	0.03133421723556763	0.03608552090559356	0.032737304451550264	0.033674932453101755	0.032045628818728425	0.030956043889074848	0.03217144806052323	0.03145237552969054	0.03142457455200005	0.038091165825896604	0.03090543065247386	0.030311553266532888	0.030829577876133257	0.03037729720794281	0.030225219191256533
ValidationFold3	0.1233187811533073	0.1041936986483969	0.08452931474390868	0.06411568377049523	0.054658760872526885	0.04552479512645519	0.03971641978274125	0.034250125970674665	0.04050513620274393	0.033073380933487204	0.032662185920934145	0.029575190304459684	0.03204654142531138	0.030839892979283915	0.029910029516097048	0.028759248072789092	0.02888648721141959	0.029312771065281244	0.029833332850266906	0.025391621847226924												
ValidationFold4	0.11844351417846508	0.09154264759775754	0.07337227149086224	0.06019839234146718	0.051757186810645436	0.042463443109866335	0.03604617308581936	0.0303995344999691	0.02754472726788204	0.03086144736284172	0.024992645128739176	0.023677058997228405	0.023856565667219828	0.02219674355473143	0.023366630182502925	0.02388603981822385	0.020035399704791925	0.020913217621692876	0.019506942477393978													
ValidationFold5	0.13041824431301238	0.10768235139213167	0.07942750481972555	0.05774506981912497	0.04788256864071832	0.056442204663563554	0.03557728718009752	0.030942893079440068	0.026344155988169346	0.022519903940249334	0.023292396472439775	0.019926064553343364																				
