epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
TrainingFold1	0.13245332832522436	0.10885070603773643	0.07963085682438963	0.05823150948474952	0.04765460887289519	0.040857363043560864	0.03583461864600022	0.03211211849503635	0.02796250448327783	0.026774800431083014	0.023560076079064563						
TrainingFold2	0.13649653848727364	0.10924346955251246	0.07710528173027793	0.05568638715865451	0.044570558957420375	0.036272824371174184	0.02821870761444041	0.026275966193151486	0.02311299313461739	0.021395946281857616							
TrainingFold3	0.12342393378811804	0.09525437276725741	0.07766666440187361	0.06987593520686708	0.06009931315572679	0.05004932216225742	0.043887861790294254	0.03811951812954662	0.03415984776431948	0.030505015001505275	0.026826529845129697	0.024280932775780622	0.023759396853876586	0.021937476052665838			
TrainingFold4	0.13539489817551592	0.1201946265275844	0.09364354560702023	0.07762811041902751	0.06853641214468305	0.058300280462770554	0.04916308165431309	0.03979272071585662	0.03435772413464623	0.030810245233243966	0.02874940788738472	0.028332526480120246	0.02504350839312379	0.025811801003278973	0.025005101535366107	0.021800532256417104	0.02200772269213551
TrainingFold5	0.12923899845839626	0.10154000028538016	0.0780925155170599	0.06297948031751566	0.0536620781238863	0.04453373288212142	0.03779190372095161	0.03150626786488553	0.027712069904696136	0.02401576179459773	0.021735301135003576	0.02008825778002204	0.02078010179877096	0.017201732696809083	0.0171833967643616	0.017502932844068068	
ValidationFold1	0.1258357812625331	0.09597662327861464	0.07045918247905804	0.06401927915489855	0.05394133074871927	0.04806641765465322	0.04729048720443504	0.045906625286915116	0.04286392103368836	0.04049031769642858	0.03849559935829225						
ValidationFold2	0.12095420955269186	0.08726296333914942	0.06065365988425575	0.04756314226904431	0.0395881785541303	0.034221059672098174	0.034983958131298086	0.02853157932698089	0.02906499628285953	0.025043233666413773							
ValidationFold3	0.11257804853019414	0.09003981731848808	0.07901137529847187	0.0695250813182242	0.06433041220077791	0.056459760656244716	0.04580197267251106	0.038239027784617095	0.04433366336738103	0.0342203326395352	0.03444367864689379	0.02848587719868315	0.030371030037467543	0.027103040753318382			
ValidationFold4	0.13113769617032361	0.10875435945418505	0.08342010356267696	0.07566605086295723	0.05809035504798967	0.04545872723096394	0.03880669622942134	0.03576252390924203	0.02572748340720831	0.01997740946496157	0.023994748946279287	0.016478555923042534	0.02195605547440045	0.02484442188712844	0.02202592486555495	0.015182848662129595	0.01288078848203342
ValidationFold5	0.11190361959171725	0.08922439395777278	0.06959075476923907	0.05735611669123508	0.05123649400591783	0.043368176804637316	0.039902580107000096	0.03244574407224653	0.03552513654859787	0.029443501898607758	0.02433560113396353	0.027308005913001327	0.024270646822080855	0.02510598332931598	0.027291487749280023	0.022038524393055186	
