epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
TrainingFold1	0.13402799802889584	0.11246890477954934	0.08948818041576001	0.06859542135995704	0.05667567292810683	0.0486693340162736	0.04447944413691309	0.03651990231531216	0.03243312361631076	0.028923337018978625	0.027280208387463575	0.02640809922742685	0.02481248368200706	0.024206547511645787	0.022890390790065492	0.02276400071958606	0.022074657550514125	0.021064543460879225	0.02082126463639708	0.020828194871067775	0.018876436124268044	0.02011319764344892	0.019303790942370915	0.019237730850583338	0.017909410817513894
TrainingFold2	0.1299737526235385	0.10132737483634086	0.07905237505462759	0.06387631408286817	0.0528331313673131	0.04657106771895445	0.042185721006976325	0.03700648854483462	0.03306186732862321	0.028537521393329768	0.0256986962456987	0.023994307458607037	0.02268879454750525	0.023295550790651445											
TrainingFold3	0.13646467646414584	0.1140436754773625	0.08785010981796817	0.06195706664902073	0.04773100476965986	0.03822804177047642	0.036579707523792006	0.033882920651310336	0.03149804621418959	0.028667581528597195	0.028530891183089064	0.02567166494908716	0.02490437007171832	0.025169626760113962	0.023066425957255308	0.021820699609898755	0.022176402319217397	0.021232921673436066	0.019387595920720327	0.020936662595704546					
TrainingFold4	0.13371823432177982	0.11538705410520461	0.09211179726460779	0.07647957960355349	0.06301275864561004	0.05328972878209739	0.04409986434594347	0.03696008923606397	0.030186022087846966	0.028937812780614795	0.025982985851640644	0.02393667835574227	0.023144264120955167	0.02111692085982213	0.019838774406195046	0.019780655599540543									
TrainingFold5	0.13375580937041145	0.11087125014699152	0.08716866032882041	0.06636294879375354	0.05262294235113561	0.04286750064919412	0.03576355660808319	0.030972398117466986	0.027846904391086	0.025143493043929887	0.023607309066034154	0.022735599638430384	0.020779182291874133	0.01943284916605619											
ValidationFold1	0.12680238062465513	0.10419106624416404	0.08358593723896118	0.06699994544976869	0.05961942326210372	0.05884828607694389	0.04592725193035697	0.039626289400280464	0.033597738470521395	0.0344712091347639	0.025719195735422678	0.02391960485266765	0.030324327682358893	0.02184484973874967	0.023792792684272736	0.021120512429210526	0.021375814456569223	0.024620152178465866	0.027660884842777893	0.02195878627488226	0.020413398008131807	0.019936336874846486	0.018672668743985578	0.019497891024870984	0.01743724265189313
ValidationFold2	0.1138856577275841	0.08695231586157738	0.06899706849845143	0.059411560529255655	0.049329887344585814	0.049413918786019355	0.039715281801994656	0.04150592745176877	0.03391657396207085	0.04013467810026513	0.03246796813160013	0.02997800722683629	0.02686968890751863	0.025507052228177753											
ValidationFold3	0.12676480055056713	0.10056736274949603	0.07243603369774851	0.05443336427429909	0.04379013293582174	0.04288767458061344	0.04228897799469262	0.0359035426790633	0.036410887961628266	0.03191587459065255	0.03735525781437671	0.03148011800461776	0.0341809358807524	0.039041866220089164	0.03424746346626397	0.030783981304020026	0.03237496229724514	0.03001411868650508	0.03297509415901627	0.027559374692836182					
ValidationFold4	0.12693711628650758	0.10206741873208466	0.08184596879390983	0.06648275941643897	0.055311587345492734	0.04731699858313879	0.040559500097171276	0.045975921482586106	0.032252436718769234	0.03313951035290285	0.04056788655941853	0.0339418833641134	0.02845231726763535	0.02858477948927782	0.03648522235049346	0.02720252422407177									
ValidationFold5	0.11764967327450847	0.09950311480274608	0.07880443513292719	0.06628182502715169	0.05702368469556441	0.052179424383736274	0.045844371048817494	0.040174505334590806	0.039697056761019874	0.046458745198030664	0.03734147191485013	0.0367617851274239	0.03359125382298402	0.03204342926383597											
