epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36
TrainingFold1	0.1263897594717885	0.09774699237554044	0.07558143684419895	0.061322960490254784	0.05028510874334578	0.04345262070159388	0.03469299945741911	0.02931151765115996	0.026482427800482603	0.023440619060559654	0.023315696396394515	0.02270032922693015	0.02062853520030314	0.0194344179545543																							
TrainingFold2	0.12977136321501606	0.10437395037120051	0.08017327252495397	0.06463037916206689	0.0511635572141448	0.04082233058357641	0.03563328642808622	0.032035201379832026	0.028907481493329702	0.026071239074539385	0.024450964874063952	0.02230173007460207	0.021128393214380668	0.020254800037581927	0.02070732416177634																						
TrainingFold3	0.13626434067264198	0.11715699467723342	0.09582834424958987	0.07318179539235478	0.05743314809779721	0.04999516040764072	0.045354188993488524	0.04117211900487415	0.03803688605773707	0.03531816623581108	0.032910854676050476	0.03039311958934625	0.029606483415144876	0.028906680518875048	0.029480505502843615	0.02705108809591779	0.026431691175093874	0.0255030948223562	0.02463957478397457	0.022896852410882605	0.023406838352887215	0.023655248378550327	0.021321865377004458	0.020795747003946666	0.019939627803747	0.01930613932755395	0.020167901871602886	0.018719688198730596	0.018803075182205992	0.01707136601242548	0.017699654527537363	0.01676332532876007	0.017401141785177803	0.017019999144138803	0.016596356833493205	0.017581995065194696	0.015829841263191403
TrainingFold4	0.12648529581386936	0.09909508148292927	0.07232759355948391	0.058861814819234	0.05094388897625984	0.04508737691212446	0.03957765373951671	0.034670698706296126	0.030905240096233848	0.028061907207798373	0.025728804508054797	0.024653686677563447	0.022045963983625617	0.022013409558241454	0.01950121774933161	0.018805626329454258	0.019448321249695835	0.018104211841835586	0.017647618942208447																		
TrainingFold5	0.13367962345430348	0.10304334536363366	0.07507580292950557	0.05802924170399009	0.04453834450257967	0.03703274512168323	0.03044649358795075	0.02650680525449096	0.023639673796522945	0.021658564792339935	0.019349304186444934	0.01922927049375945	0.018414072870704602																								
ValidationFold1	0.10586314477227829	0.07902685281828986	0.06712691182782454	0.05411398692081708	0.04795406981757297	0.040005096125307386	0.03501525780643328	0.03086394108234074	0.02688855857395374	0.03615906780799599	0.025087609729280713	0.026191642347446364	0.0321262437731724	0.023437289443225727																							
ValidationFold2	0.12055410389360544	0.0930145877740673	0.07598532427119108	0.05798774529332379	0.04606582186193214	0.04023597343942268	0.038616772257588666	0.03429107391170587	0.029634535505629337	0.03094396894736853	0.024502537662933185	0.022823889322918713	0.028193381170821923	0.028950103883854918	0.021716382916385377																						
ValidationFold3	0.125223606657069	0.10351262841507927	0.08386310653106586	0.06261256481898395	0.0535786370620937	0.05189822666842054	0.04772412183543516	0.04707145138626902	0.04439592714576671	0.04316934374861654	0.03991168950996907	0.037241895155832254	0.046424405597913845	0.03975600228584078	0.03739167499641242	0.03536416186929076	0.03611044975119299	0.04140436899694111	0.03531909995866511	0.03973639701746891	0.035578593600704964	0.03366837780455941	0.03539526051115916	0.032198964586420624	0.03416036951606296	0.033232091156753234	0.03297783891688235	0.03385538376473427	0.030871860169583244	0.030015834982911764	0.032270915132972436	0.03270256371464924	0.03440813156686983	0.02988588194014622	0.0317487432732853	0.02748678172838891	0.026827748099537065
ValidationFold4	0.1163492445406076	0.08371862876522648	0.060305458124357836	0.05307886574568378	0.045196900152609694	0.04361158827118374	0.033302007018596876	0.03491887680086022	0.027184903499489935	0.026497211918467656	0.022945051748769124	0.022406720629209436	0.01993973248613042	0.023120588988227234	0.021464287759610325	0.03132651004780856	0.026384241211433634	0.019586160427131398	0.01948097500759219																		
ValidationFold5	0.12022487762140797	0.08604187273361662	0.06825077227476212	0.057357887993356935	0.04825235618412629	0.04439576698397916	0.03974446654319763	0.040106783349377416	0.038624246428020065	0.036012888215859795	0.031175601283148106	0.03374593708760405	0.030714694416298066																								
