epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33
TrainingFold1	0.13442209332434626	0.12036803158547449	0.09873202544953122	0.07482629258754177	0.05737932074596524	0.04661498806473283	0.039028159542388974	0.033644998875438134	0.02906988415753592	0.02783061608061956	0.026695774754897556	0.024359162071821067	0.021845518898498374	0.02065982447908889	0.019571535078069337	0.0188039726377022	0.019196097278318596	0.01724314667233242	0.015770055323858147	0.01624892244909297	0.015078340772583994	0.015674635776861772	0.014727426094772981	0.015057125098417327	0.015271690480592305	0.014025383921385056	0.014534908612192934	0.014068263590575572	0.013720193633474959	0.013231673312040258	0.01382409797890954	0.01302050895586725	0.013286275607706784	0.012485341337886478
TrainingFold2	0.1347357169862896	0.11679575371647206	0.08462162322634173	0.06064650901765106	0.04826172821463461	0.03921471080734291	0.03299415847755956	0.028260060513905484	0.025766001809690707	0.02258031580988042	0.022743430580643636	0.020824655242026136	0.02042770879294093	0.021025249499966578	0.02026108162540461	0.01898304630167186	0.01819187288126401																	
TrainingFold3	0.1325811680194668	0.10089914439965716	0.07290940472898497	0.054457542136713694	0.04125871369615197	0.03235010172409768	0.027616487393243006	0.025308513418448537	0.023190186169763777	0.02154378376503287	0.01973184891999567	0.017661543108062523	0.017051101312311155																					
TrainingFold4	0.13345732387493958	0.11352216187144884	0.09785012824524364	0.08349015330472453	0.07144029224926436	0.05879382221477995	0.047667487340566535	0.03747372642339376	0.031852517093515914	0.027684840553741773	0.024987162533282325	0.02433098134113772	0.023219338527070994	0.02100473064658052																				
TrainingFold5	0.1315090507016058	0.10493841801866956	0.07762506997162198	0.05894573278329019	0.046607043181664025	0.039543652138725446	0.033956122805092616	0.029512766225456274	0.027195469582294286	0.026363158684800173	0.024366348152990745	0.023264609374831813																						
ValidationFold1	0.12492904177791364	0.10868590194228533	0.08444923153231004	0.06802483570871053	0.05070524752299461	0.04919929603358043	0.04889088048104633	0.036981374639933846	0.03049727560436303	0.03263125697209558	0.029427492738856625	0.02925432075616308	0.0402331012453221	0.03544848092238058	0.029575447060287353	0.029786743434309395	0.026492481835727655	0.023413284173600276	0.029885247980322067	0.02503173294013601	0.025329003149857494	0.023987791157245787	0.02245036810901339	0.02394981839382593	0.026822384995112598	0.02314212727952992	0.02608987617556547	0.022060472873875428	0.024422800047456828	0.021820344985449616	0.02609633041471285	0.026801292643319135	0.028188672065061017	0.021780174364991852
ValidationFold2	0.13057972554553737	0.10451903257955301	0.07255540210921485	0.053953858564381264	0.04480092643407752	0.03949859155434276	0.034560404963338294	0.03230785408795618	0.02725408025828467	0.026888980978558696	0.027574342772519838	0.029104991961241205	0.026320208575123467	0.028401616543740127	0.028508455623130036	0.024142864237587713	0.02379491428901265																	
ValidationFold3	0.11419349022813745	0.0819783622214386	0.06330995693349757	0.04796073358791234	0.03962019638096503	0.03273774389815223	0.04016995466595331	0.030574663448606845	0.027809148959276424	0.02735322787922488	0.026157593757841265	0.027542634597527982	0.025020857083192724																					
ValidationFold4	0.1216839989898978	0.10407983167684293	0.08866102035316797	0.07528319277146177	0.06323199121591945	0.05717082700255822	0.04430126103253716	0.040930436875855736	0.0321826448659874	0.031023966238166934	0.030041805287583958	0.02940471071869487	0.03137861351484668	0.02666332906317637																				
ValidationFold5	0.11096278705575445	0.0880702544288995	0.06684038508683443	0.052337101559985326	0.051010761068093484	0.04117931749017255	0.03668536311791589	0.032999452871589306	0.032254237132587446	0.031837655371894036	0.027223921910574374	0.025991428659196843																						
