epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
TrainingFold1	0.1314653124159588	0.10672280886518114	0.07906874516291505	0.06323049072142274	0.051646911053587354	0.043160016541337436	0.03533603513839677	0.031761865242602355	0.02673584850189957	0.02316660459123786	0.022391152428277473	0.020928590858789006	0.021384810765213143	0.019600839444608106																	
TrainingFold2	0.12973870496967796	0.11182832145948889	0.0976918296048371	0.08100469693422725	0.06749422696646057	0.05570826732557785	0.049361651524390114	0.04654219558654493	0.041853903080782254	0.03967535443463976	0.03747194033733448	0.03396050631230939	0.03274767916288401	0.028821263156747996	0.02708148230333942	0.02420856397587579	0.023727813880361038	0.022544918992412902	0.021057572489928407	0.01951927908402279	0.01959213640587643	0.01893555827765404	0.01797543525946266								
TrainingFold3	0.13913956133818084	0.12623924163424155	0.1029042960821905	0.07658325147349387	0.05764811624063772	0.04577761420408603	0.03759384489226663	0.031420311833128586	0.02824513624747686	0.0262177071912447	0.02503109201749215	0.02417275088780364	0.022622837037885223	0.02106705102781813	0.020997185867566836	0.019841007692196978	0.01979315354808271	0.01971005726058634	0.016714598199641016	0.017812908373583593	0.01760269654598894	0.017124603272928984									
TrainingFold4	0.13625977893613955	0.11433743035251444	0.07827635531483049	0.05515653078274971	0.04459284229775552	0.03693397540482692	0.03233301800448151	0.028367303712663917	0.02487937908273042	0.02250904653298097	0.0219729383630858	0.020902433513765573	0.020779204352484985	0.019115338615599532	0.017981671631588887	0.017587879333421534	0.01780705209133554	0.016797275159048945	0.01546394810310713	0.016384045810197926	0.015613900538863329	0.014976287618512949	0.015454120423253864	0.014868264157022085	0.014983802851780968	0.014008916551326613	0.015087266826412815	0.014287495653380491	0.013265249985810938	0.013228583336149314	0.013483355904331388
TrainingFold5	0.13470679995228801	0.11337042157011469	0.08466490561129922	0.06393758197551029	0.04916318651284533	0.03861894110734975	0.03225290204863995	0.02905530163040332	0.02430333295049266	0.023527493416984898	0.02167665552597059	0.021241111426964	0.02092807124848467	0.019396008202770296	0.018089985486269586	0.01821160257403629	0.017089000838738655	0.0169307313787625	0.0176367376971441	0.015593622897133206	0.016739326618096635	0.01691580869894047	0.014900021077825358	0.01650775214748713							
ValidationFold1	0.12356140477968766	0.09321689036850994	0.08565217900081529	0.06224547334955082	0.053136056343613715	0.04898559826065425	0.044020204418884205	0.0411796439543937	0.03653729610828901	0.03653324026350133	0.028612070283768616	0.03369284648005641	0.02888245783853219	0.027647070363552																	
ValidationFold2	0.12010295489417003	0.1044204958320201	0.0877788601829125	0.07286024539152512	0.05717148052880893	0.05087740140597898	0.04659797294644286	0.0445158136200982	0.042743233534893406	0.037309879930018705	0.03542031976341916	0.034852220004567086	0.026161890417685615	0.026815571331918274	0.023598711145569797	0.02487454169350131	0.026318656398887485	0.026503163442563114	0.020596657505889238	0.020246616340250715	0.02068202212614926	0.025217058092551328	0.019513970711134764								
ValidationFold3	0.12897598109132535	0.11127940892569117	0.08182599489484821	0.06250181461071914	0.050385277701525004	0.03911546137402052	0.03497958224820527	0.034236473201245475	0.028739825834474014	0.025277600927815377	0.031851533494642224	0.02482363410233226	0.021364384148844628	0.020079830366444798	0.03046298844567794	0.019033531341355648	0.025328913183624832	0.021510628944573302	0.019959504574970952	0.01847175659015586	0.02241111349687819	0.017134084017540387									
ValidationFold4	0.12379217970075908	0.09290874705792547	0.06781597471552657	0.04937957401748176	0.04236656493666741	0.04016672302171722	0.03178817718415647	0.028925524811629574	0.0272591008468078	0.029263991835135925	0.026238996255513583	0.027506825041462696	0.031459129704917606	0.026082990388589154	0.02742802933933998	0.030981344461087336	0.029588342836038325	0.025500767026650474	0.02669085541804036	0.026736754251524452	0.026428773238843826	0.024005419113474	0.02639916054908394	0.025706973194033495	0.02286070626510778	0.025573692768539494	0.02868141493266333	0.02227273653687433	0.02468820026449582	0.022954427095068206	0.022120273178393494
ValidationFold5	0.122680523340498	0.09916823493266427	0.07448831736739422	0.05985240041286693	0.04922322549244708	0.044925088706837445	0.03936927873947498	0.038013923888593946	0.030592816883933033	0.02876409191191448	0.026496612382968805	0.02754456557591471	0.026231338874634087	0.026944980157438566	0.025039448765177816	0.029365722877382476	0.027604280716135493	0.03281023407481854	0.02451597062581395	0.03624185024596004	0.024455900596630935	0.025588810783685058	0.032059161745007614	0.02381447161000373							
