epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
TrainingFold1	0.13071845722191697	0.10443099921013405	0.07791356944769688	0.057511290375160264	0.04083185888424299	0.03183272708756828	0.027509255311796592	0.02474894225231429	0.02252891453238658	0.022139562757128632	0.02132611270409352	0.020754277271909136	0.01957387209046263	0.019869890422296418	0.019172934407883684	0.017695931550737863	0.017450403057399498	0.017966868452081942	0.016485718976903697	0.01684654183539067	0.016725660494582677	0.015917130723771437	0.014921313954044823	0.015947400492591867	0.016377618705390676	0.015410800637019127	0.01604316660013699
TrainingFold2	0.1336885861679063	0.10497879946354038	0.07463444186298172	0.05845220886188897	0.04917265175192581	0.042731942758250534	0.037786807347399844	0.03125368729899351	0.027820812337721563	0.025513314106872895	0.024193934970500864	0.02248011151553293	0.020490909892848772	0.022193832807941627	0.018858058459577862	0.019123094752350037	0.01966656894222324	0.017513281905086598	0.0186116514195914	0.01767630452130537	0.017232065882424666	0.019428200250244415	0.016967959038253672	0.016513567358757378	0.017440661993503553	0.015407784186256678	
TrainingFold3	0.12758264509453016	0.10595631609797816	0.08755765396953476	0.0767931027750654	0.06602218507402788	0.054206820378286384	0.04572751563312274	0.040019026079574936	0.03414515128179946	0.03180211872095242	0.02798507807522335	0.024484069516984164	0.02349871278241732	0.023067835671298036	0.021629786898847668	0.020590455155615927	0.019864614288169172	0.01866244335201786									
TrainingFold4	0.13549473775889387	0.11956509368663484	0.08658154055857184	0.060626833136616785	0.04909733523937493	0.04027107564245604	0.03233047335868998	0.028025638100834013	0.02438535094763872	0.021382205586897643	0.02068565616765144	0.019092012722616014	0.01868451822506772														
TrainingFold5	0.129910805646111	0.10141413449836532	0.07077242388301508	0.05160500932267838	0.041101549519225955	0.03445048438955617	0.029542136041251825	0.02710309245920481	0.024931582006374565	0.022806737738676218	0.021034834275788068	0.01919881488496545	0.02065378945935581	0.01869729842815619													
ValidationFold1	0.12151994653515988	0.09667709583903218	0.07445648209368055	0.054721841404029914	0.042971143488528894	0.03864875964627408	0.039251636391765696	0.03426908685926448	0.03485283187405953	0.034741963737073715	0.03244240213917602	0.03348184575831207	0.03224706623429508	0.034040704654814964	0.03239630671744528	0.03270911316894444	0.03428134612601695	0.031158432866046037	0.03459556511134488	0.03209818696114444	0.03125242573216448	0.03104537305947045	0.03191768045213099	0.031045015534776187	0.03379725175057559	0.031227019286938936	0.030517866624192008
ValidationFold2	0.12021660996047226	0.08222505235457206	0.05810525583371789	0.045194587051482486	0.037371301069134125	0.03316806572141243	0.02832161043015485	0.03039276964075209	0.02089166762475092	0.02192365961030822	0.023441171050197572	0.020132827604184795	0.02185108609692097	0.01873529060272582	0.020384355525976873	0.01842406052174238	0.019916271305060813	0.017130810382146953	0.020349594137105916	0.023242361636024528	0.019890034885827697	0.019820234880728652	0.016814306000932457	0.020090029251707723	0.020380691561005224	0.015851316845746134	
ValidationFold3	0.11422475487799258	0.09356892593876198	0.08200584602886224	0.0724666228031253	0.0622903869045806	0.054349040757835344	0.04804152960528259	0.0455405295790836	0.04134254994973129	0.03557270512966489	0.03329221739303656	0.03338579349597362	0.030100559523677337	0.027475621013247686	0.03195948272509299	0.028545784468496184	0.027073992142529302	0.024974404277042946									
ValidationFold4	0.12260788910695024	0.09918091308560457	0.06484266258104965	0.05029904377554451	0.04451724509645656	0.03701933613466518	0.036700724137460325	0.02804979161770494	0.029763498047769472	0.024465617393395183	0.025961106873682683	0.023396360427550215	0.02336730672254202														
ValidationFold5	0.11204763407911267	0.08302967304045016	0.063469732272531	0.04823613694139026	0.04745887029446191	0.03641678430643436	0.03468095567832525	0.03160216285624785	0.031411786982160364	0.030334337937502977	0.0322227957553591	0.02735183995399574	0.03111849485074279	0.0258121304190403													
