epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21
TrainingFold1	0.13597843973369153	0.11058239295128267	0.08388982323085326	0.06157859197790164	0.045628722511011265	0.0362517304478769	0.030821604640933777	0.028553446510712274	0.023980512335055333	0.023966015529289	0.021857338680902703	0.02143282491813471	0.02015029695748186	0.01956936728853917	0.018409671010579467	0.01836939160063028	0.01693091263625241					
TrainingFold2	0.13811281027700878	0.11940781478101817	0.09305380096612392	0.06929257280640898	0.05244651316889988	0.039348036415157904	0.029837299036477312	0.02621477553679275	0.023363184945176276	0.023028184530634967	0.02134148268622971	0.02025961306511349	0.018621783624242744	0.020621716634112892	0.018137357141002498	0.01860195542840488	0.016960323076027076	0.017778511705572927	0.016847685942765627	0.01667418877207934		
TrainingFold3	0.1372276866723868	0.11524091838351028	0.09501365463207052	0.07310673504729162	0.05586231172677468	0.04469032997122585	0.03719387348444963	0.03471637044974407	0.03123220281717791	0.02738750468964678	0.02676534326383262	0.025275185899623798	0.02403168898824581	0.022770231484438144	0.0230572223396104	0.02132288128830789	0.021308968152681535	0.019827937412529452	0.020499194441601337	0.019790281953266292	0.019283474082311097	0.018011653156480116
TrainingFold4	0.1307404986752028	0.10781840105033057	0.08566156312590464	0.06855522343910045	0.05731346744472499	0.047008916535361836	0.03988097114872124	0.031610427709793755	0.02847471977491461	0.024158829904230184												
TrainingFold5	0.13284215472250907	0.10316385833200961	0.07521806878872149	0.05712064047032183	0.04606586937293225	0.039107516825033724	0.034675384643571915	0.030249447116156306	0.02645907270744742	0.02454238649214327	0.022986089878747708	0.021839651553892916	0.02051276225478539	0.01816219071651797								
ValidationFold1	0.12185327750672628	0.09492215894263338	0.07306386014396274	0.05433373425894224	0.04623740119020547	0.03712229748038357	0.0387709891236899	0.03268960526219342	0.02934570532388616	0.03001925991932014	0.03285735665148267	0.028042633965588384	0.03338055422651238	0.025989882712229365	0.028949164491784467	0.030104940197627723	0.025837725573240336					
ValidationFold2	0.13528204742852631	0.1168546558836022	0.09484359420634605	0.07298940335408793	0.06019731816575603	0.04992014077399765	0.04357446204065471	0.037035382795357355	0.03569826648123814	0.034314888208550776	0.033881166054204374	0.030137555455046428	0.034330692530299224	0.038626254936848	0.037329823401681075	0.02738427767018276	0.026933655169790377	0.027519896852486004	0.033248712916738934	0.026546671915524598		
ValidationFold3	0.12878787588026072	0.1067678388040345	0.0858957182347506	0.06482248877485593	0.046857260142427845	0.04681295118198168	0.03864763623317452	0.034006946223058006	0.034637933277088716	0.031094988220715308	0.0355071517605301	0.02530965831986553	0.024658986773427895	0.025281060777021455	0.025879917612565716	0.025816228608852503	0.027797112188948033	0.023090509774094145	0.024900795403932984	0.02351154990364202	0.025498440541087877	0.021621466696897924
ValidationFold4	0.11017409894984585	0.08776511025388499	0.07046601849163438	0.06144001637585461	0.049190730427031044	0.04175675546054032	0.0320111180504633	0.028533996524381544	0.026843626136044123	0.02358460715009101												
ValidationFold5	0.11552883570527171	0.08448601353846423	0.05859370100488131	0.04352070127513159	0.04378786884344745	0.032198842212155056	0.03348450549995644	0.028793406795483787	0.028223738967344533	0.025016456782641645	0.02545190120623489	0.02305020176913581	0.025844715428140083	0.022449186509556393								
