epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
TrainingFold1	0.13466829533746003	0.10824249940659164	0.08229833973915335	0.06854753311434951	0.056872380938771304	0.048638506575035684	0.04117384809122372	0.03486959974690932	0.03002695403415031	0.027052921331185288	0.025721495487456208	0.02317867362186268	0.02321811530483565	0.022652506316604426	0.0210086830268754	0.019947526653473328	0.020376658883207777	0.019327102558455826	0.0177791321685019	0.017671169014133813	0.01707555059366316	0.01721657737800512	0.015964846599539863	0.016776689486534352	0.016134356253967776	0.01727941245526319
TrainingFold2	0.12898074680672011	0.10748516002368683	0.08270476422440218	0.06099389704710174	0.04741500012347462	0.03817563181120376	0.03242516322676644	0.026131633001274655	0.02573527505139742	0.023521933711973468	0.021640368643604486	0.022353202933928205	0.020537047238723728	0.019028376015754425	0.019594813369025327	0.018212708435737336	0.018390014246885453									
TrainingFold3	0.13448310762813145	0.11196575390005653	0.08778797781772234	0.0662603917372921	0.05345511246070435	0.04591962005466815	0.03864063297461888	0.03327635460908906	0.028495098852330227	0.025670511042037766	0.022250044807382935	0.022921848413203737	0.020333332248033416	0.017676436255516653	0.01892949500905326	0.017086545401467777	0.01721473879270806	0.01714003915039939	0.016711478556251016	0.015586874110819984						
TrainingFold4	0.13571552805263887	0.11565740646117113	0.09426951832984659	0.0784191331106492	0.06413846040324478	0.050771053127986805	0.04095395737094805	0.035279832502287306	0.02952511199916692	0.026350656774593518	0.026896780549776105															
TrainingFold5	0.13457913881344763	0.11524446831796975	0.08787332870576076	0.058768638780517544	0.042836652393610855	0.034077248504839425	0.029535989505417932	0.025440122751449024	0.024738185500412152																	
ValidationFold1	0.12468876041941815	0.09906729802422158	0.07789743885498594	0.06179017579048738	0.0505254421999829	0.044401182858105584	0.038743104347287935	0.030548734164603793	0.03171909937681211	0.025786842569826288	0.038480006489244094	0.023050735611258796	0.023610857831102353	0.022138795627675414	0.02184008397602451	0.030520530918357172	0.023350962036790594	0.02221418421142336	0.022076100830344256	0.021329664187883405	0.021709504875124786	0.020608376376257436	0.02084235310686127	0.022009472724790726	0.022675638785979058	0.01982942152847557
ValidationFold2	0.12046828288752753	0.09627804505798193	0.06736845054940598	0.055824020151720125	0.04188323948062486	0.0371241753014761	0.028761279630801967	0.02973052776871702	0.027040733292442956	0.02758460947488611	0.025576378419410083	0.029134581460164406	0.027019872779272043	0.03145406870939664	0.0271780799451884	0.025195505996659474	0.024212300911942194									
ValidationFold3	0.11537848642884611	0.09533081292636222	0.0739032465603773	0.060471778387321276	0.055812827877801015	0.0482951652212488	0.04653325362282025	0.03964038380067208	0.0438783696589379	0.03472850117035344	0.03768543880757968	0.037334257646606445	0.03628084150946338	0.03429523270539436	0.031029317636821034	0.028307635907392093	0.03565135618266943	0.039252827237391645	0.034632864966149535	0.027745504244776058						
ValidationFold4	0.1259810746320196	0.10323190559876395	0.08357455567163122	0.06661373995630457	0.05251235112564655	0.03937544957692693	0.03781443177764346	0.027832994349762327	0.027243898673872422	0.023936460852341912	0.018905267659532796															
ValidationFold5	0.12280660748548873	0.09987788392348332	0.0714935265766742	0.05055620633736924	0.04098900197690504	0.038471118692279295	0.03422720019712411	0.032865755365918146	0.02843062312768034																	
