epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19
TrainingFold1	0.13551374938517197	0.11438978890674126	0.08806673703600647	0.06942420770416295	0.05449797181202553	0.04034926438999017	0.03348194766081106	0.02856843039851661	0.025928806914239357	0.023646599278734373	0.022046718601567525	0.021384279521990724	0.019706539901390836	0.018722582635178564	0.019120185786243242					
TrainingFold2	0.13166007114434297	0.10696245683675339	0.08110843863177	0.06362192368915555	0.0508201382640571	0.041854147108511444	0.03508700251872047	0.030181003200921288	0.02801040209793212	0.025312910925921535	0.023560419844891472	0.021167623654675113								
TrainingFold3	0.13725527725605802	0.11460896086117084	0.08058482681676238	0.05780812246058221	0.04685685864797878	0.04003578686811538	0.03251640336080031	0.02866386963684239	0.02546928944443194	0.023299868564837116	0.02231194299602893	0.021275481782074415	0.02113308987212473	0.018391318754534453	0.018029609077521772					
TrainingFold4	0.1387682403776456	0.12204761757430706	0.09573826821182262	0.07480809906370599	0.05932077630105513	0.0452092904407023	0.03688861509329978	0.03243858272775965	0.02840897569721247	0.025703095954139082	0.023545677218961912	0.02234478143086149	0.02302070432706387	0.022204330915966155	0.024069242674026596	0.01871281100558752	0.02033516126168913	0.019376486798137194	0.018452108172542385	0.018925200538565563
TrainingFold5	0.1300993399795701	0.09774131364319727	0.07262412464874059	0.05736473739532779	0.04858935867094886	0.041193810586050594	0.037313209158000724	0.032272070592819245	0.02928806903215791	0.02623888075213966	0.02516884054090223	0.02180696491403447	0.02240816666214591	0.02131443144157671	0.019004285853631755	0.021007494823191326				
ValidationFold1	0.12722160626907605	0.10063086638042519	0.08164826399638309	0.06396438354240344	0.054133820875027626	0.0404120240505231	0.038452199912999196	0.03208769859613951	0.03436684093924726	0.029095655440369638	0.02845269254737047	0.028985485101018	0.02988709032043672	0.031529824511380866	0.027636163499230426					
ValidationFold2	0.11901682618636268	0.09288219347394802	0.07150022734191504	0.056970511244291124	0.04442598921590828	0.035945329246706924	0.031676856205202976	0.02869332302571484	0.029128470580798347	0.029449050080845016	0.02743275831862529	0.025246598302105627								
ValidationFold3	0.1242049541492183	0.09178657031005567	0.06171882161786696	0.04897742717619146	0.04289290165268556	0.03978070302086102	0.03335538776989959	0.03361541265097388	0.03432844008627423	0.031003171697086947	0.028384668781917106	0.030089188562202697	0.02674409786269681	0.031576221406843664	0.024985268936484114					
ValidationFold4	0.13034171285527246	0.1077070334540294	0.08377861346512495	0.06858910961277984	0.05400464434789175	0.04203262958289669	0.03975291936951983	0.03778929379349155	0.03252359332835621	0.033607855936310986	0.03201101222893576	0.030226290891437815	0.030429997063726438	0.03099052282260009	0.0299173285361371	0.031297998898767505	0.031566590582007996	0.027025953703323956	0.030107381814977508	0.025964825380559976
ValidationFold5	0.11366353751168595	0.0838744575912888	0.06666896102513682	0.05251206381682743	0.04778305851741115	0.04136343469826488	0.0350029724728744	0.033471008005755455	0.028946424476007367	0.027964244691182038	0.02538325081843288	0.024982399579351517	0.025787666862933302	0.02409666674465952	0.026519406548998033	0.0211745851438782				
