epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23
TrainingFold1	0.13361515786184808	0.11332216943298087	0.08616530403902156	0.060463339883774725	0.04586453700559065	0.03597052747135503	0.03170341844134805	0.026194280316811352	0.02403041902116891	0.021468323988960376	0.022150186569430463	0.019685767080986464	0.018534360768358068											
TrainingFold2	0.13517886194016504	0.12244508747681805	0.09561026212600206	0.07751423483905392	0.06548288885974972	0.05417479743177585	0.04643132815859864	0.039684068342508504	0.03453876560814848	0.030362892518316423	0.02703362321413487	0.02517822625017131	0.023272105603895716	0.022626096941179338	0.020977018284627977	0.022121776976358917	0.020972185973107182	0.01925011339514468	0.018638558773455688	0.01991536838899584	0.01721273276471991	0.017281663078256005	0.01713706996829004	0.017824740836103522
TrainingFold3	0.1301305142400617	0.10902262338310141	0.08300619568644006	0.06390884240999267	0.05119401343902361	0.04410064216697885	0.039897286442547655	0.03654020708557006	0.03313430816765917	0.03185418924959694	0.029485400660897457	0.029214061066952787	0.02744677677864357	0.02522465238706156	0.023569661319594492	0.02371191196980362	0.02227883536182741	0.02020957935485719						
TrainingFold4	0.13758197851394388	0.12117810366590592	0.10528588462409309	0.08382952260911804	0.06929540549701249	0.05987270786506336	0.052608874268216	0.0454000412896593	0.0380051961568163	0.032545995382017946	0.02775233483989723	0.024078593835458212	0.0236787208271959	0.022573878980884646	0.02052907825818693	0.018665294467692464	0.019301058486334198	0.01736293617865489						
TrainingFold5	0.13664893944625536	0.11338822015169249	0.08766422282095274	0.0747195673006591	0.06257278422985176	0.05183472566209666	0.04530433180680861	0.03952746661495822	0.03376227457745831	0.031381880526448816	0.028331542015707804	0.02724914576837738	0.025916956494297892	0.024409933890399367										
ValidationFold1	0.11887704475304565	0.09805172494704928	0.07168947934668075	0.05864512565470225	0.044174856846094936	0.03865756700234907	0.03296959788542711	0.03283709828188089	0.028083703767504072	0.03451041653275129	0.03123698372819654	0.030018437473388674	0.026238791675512418											
ValidationFold2	0.13487074520808082	0.1142315559491918	0.09098187139308131	0.0788649422041065	0.07114965846208302	0.05860060633596469	0.04984869193159849	0.04471942810194886	0.048520334379596484	0.037795717157801056	0.03544922695948264	0.03466844609267338	0.032633021309225074	0.029793270235107205	0.03126889902184327	0.028842429784892196	0.02948320408203316	0.028909164204903005	0.033806971422850725	0.0377344151013342	0.02850690861452824	0.035446859728508244	0.03118465519487923	0.027372171403577988
ValidationFold3	0.1229063376851447	0.09869982263593523	0.07443380680539317	0.06215949874237046	0.05021588550251279	0.04594557838900401	0.04105678471308705	0.03795552896104988	0.03602824757307734	0.0319885368855368	0.034035004009408794	0.029008341393630684	0.028034451712596206	0.025991337074424133	0.0260793148776724	0.025443072746867558	0.025241559552136802	0.021606257696623436						
ValidationFold4	0.12439470912690635	0.11089820344303106	0.09044683988097015	0.07104735217803905	0.06600109106223392	0.057021764931394846	0.04755233047081174	0.04405287121263173	0.03398280680968283	0.035095636867121	0.03329463542946656	0.029902390541030548	0.03036611431240532	0.03126307447893998	0.03021371860748266	0.02749937718135288	0.028476571686369752	0.02219914642255963						
ValidationFold5	0.12137416763617112	0.09322008165019052	0.07839102974278969	0.07117238343349314	0.06089622668317846	0.06119042332074395	0.04624147796143383	0.042525938703670156	0.03694758172407075	0.03346498945081892	0.03294923255452886	0.030672035528753826	0.031326066216491665	0.02955909621396295										
