epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16
TrainingFold1	0.13622877079832255	0.11330421534122938	0.08976173149697601	0.07358774201995386	0.06225903260368845	0.05396027279941361	0.04946266697345255	0.04245353357575766	0.03667090158482084	0.030522742301516304	0.02685994360965076	0.02381428416638321	0.02264266980647275				
TrainingFold2	0.13453664707024168	0.11408983792999339	0.08923894742711666	0.06628168506467193	0.049282920716546795	0.03731262586625815	0.03179476729371152	0.028300120845632756									
TrainingFold3	0.13603965651074593	0.11017590879293328	0.08128609776454554	0.0594461004874161	0.04193054213696583	0.03297093240557429	0.028168712311625398	0.023829636238224337	0.023171865214747164	0.022382830653805287	0.021513202558129375	0.02055445029426747	0.01807512592827565	0.019176511949973992	0.019440395245460835	0.0190113701308457	0.01813025724108725
TrainingFold4	0.13282294180244208	0.11093248141802509	0.08711892668877474	0.0680996927363925	0.05285164705604654	0.041879397904664405	0.03292595551492096	0.028681887518905567	0.027205150582680786	0.024156708605799146	0.0225239924989265	0.021921342503893274	0.02048720312331253				
TrainingFold5	0.13456803689209315	0.12035399315061208	0.10051281538547535	0.08195505147416364	0.07103940046169033	0.061341077946358236	0.049880935343791524	0.041468454449843435	0.03353113122995547	0.030197070302453305	0.026686481341331926	0.0238474799076209	0.022850732048035796	0.02022029686275642	0.021615817773957078	0.01979328472074016	0.01786069182892529
ValidationFold1	0.12528833902969555	0.10012513139864078	0.0823680410866399	0.06760391673526249	0.05864902670067307	0.05522972287878663	0.0496045072260942	0.044875403270461	0.034177472232840955	0.026755699479893723	0.025267179644255486	0.025417060738634988	0.021217513908653077				
ValidationFold2	0.1214102519726431	0.09848490536951267	0.0739791420548483	0.05612584490639468	0.04506634222133807	0.037743797890741275	0.03330618380159895	0.029603785401533213									
ValidationFold3	0.12280859647167695	0.0938411698852842	0.07052529105698471	0.05149710756046949	0.041025571808269296	0.03442534267365396	0.03651667870413344	0.03315324969809955	0.028865665259775245	0.030344912543188076	0.02886174598064794	0.026772808528196922	0.027529931998222245	0.02944727297473766	0.027628295161857833	0.03118062694543901	0.025112478684178798
ValidationFold4	0.12213085249469087	0.10231448436441186	0.07908104412123426	0.06266273217493887	0.05065373412484454	0.04209736909776053	0.037177425598398456	0.0353163481702575	0.03410904949136615	0.03383037063496624	0.035245037162026205	0.03371499067325531	0.03231372279565999				
ValidationFold5	0.12510569004325178	0.10651728212162181	0.0845051075222793	0.07440416456141451	0.06323047678682718	0.0590661651714965	0.04232956821451316	0.0362645269451277	0.04108460088940086	0.033529557876062356	0.02649144291078571	0.029146259231073363	0.029619771912735928	0.036208207671832596	0.023044146344627817	0.02242408765019505	0.021487417062408885
