epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
TrainingFold1	0.13288304171947113	0.1096702782746939	0.0846154880869056	0.06797305337664648	0.055685808639209675	0.04526259486562443	0.036912994297244636	0.03142125988099353	0.02768015657665085	0.0245421099097172	0.02236569220120825	0.022128108911537662	0.021328936626553666	0.019457158869351707	0.018561879935653686	
TrainingFold2	0.13385056069540816	0.11722511964890435	0.0982846651642089	0.08128721128771578	0.06868453615595393	0.05560216664364201	0.04536365837565197	0.036907615785138015	0.03138828595436193	0.027320210388882812						
TrainingFold3	0.13599670879458162	0.11727511885321953	0.09679789413613352	0.07380314823028378	0.056595515033272516	0.0427879443238701	0.03408149419146039	0.028533155195526145	0.0245286623979072	0.0235987540698261	0.02228464328932618	0.02016400260531968	0.0210696790553894	0.02129752082490251	0.01915238459980835	
TrainingFold4	0.1382277100812644	0.1264981038656763	0.10505373216953806	0.07949680107730356	0.059045281776608054	0.04736638843685135	0.039190684832812454	0.034439488600103436	0.030569819664246593	0.02684546637154364	0.02633664160887499	0.023854525650577586	0.022663471293939932	0.02232085671262625	0.021789941599259195	0.020968767941039086
TrainingFold5	0.1364089495784759	0.1188066900113589	0.09301509526958562	0.07402553567051787	0.05990653786791396	0.04674998143470817	0.03625338742950914	0.03209894110349363	0.028144528172100048	0.026740928966714265	0.024386418719891337	0.022568654203990252				
ValidationFold1	0.12290728427805342	0.09467344137059676	0.07846481394156948	0.06435502241449514	0.050516149466479754	0.04461574312698029	0.0392758956069949	0.03243470194997048	0.03385570483819187	0.025746536047327927	0.026402234552619006	0.024264131344672344	0.031930731591896515	0.027203669937784777	0.022715425634020438	
ValidationFold2	0.12597758269256298	0.10927462920143798	0.09090447244611946	0.07707508475528108	0.06093995270596163	0.04997594321884953	0.04213918972160533	0.03341292127807465	0.03146634859595079	0.025934205661099906						
ValidationFold3	0.1237082166077049	0.10741952830204018	0.08680858271750244	0.07019409706379783	0.05695301898847426	0.0469426940182677	0.041246735588395714	0.03654653407205399	0.039242059583901555	0.03438558996794536	0.033301394554180186	0.03311199087703072	0.02869093859293456	0.03679669972811721	0.027522277637717297	
ValidationFold4	0.1324164026693718	0.11561556247709033	0.09173870432350012	0.06514174297770804	0.05166926001290883	0.04738545423029578	0.04105738895475394	0.03438778582835562	0.03273572904416486	0.029992417998974806	0.02789385898299893	0.029238384906338896	0.03059659615108693	0.027193735497070243	0.02904524774498281	0.022728826764914382
ValidationFold5	0.1241387964838797	0.10250344023376971	0.07891347663695211	0.06459713853929225	0.05574369539825565	0.04079080787948794	0.03840148531378725	0.029640115168247674	0.027116801728167245	0.02541767931669145	0.025485522586218844	0.023781127245521994				
