epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34
TrainingFold1	0.12847724121598555	0.1055163221013709	0.08795580242660771	0.07749552889101224	0.0690340510105973	0.06014868208225223	0.0512196297504343	0.04413799220958092	0.038645639898921606	0.03154806724995065	0.028722781430747454	0.023717403703235017	0.022281303584211293	0.021809765028808124																					
TrainingFold2	0.13708778780064035	0.11256564669056471	0.0792815403732766	0.057468511505744044	0.04805855505520601	0.04243259673438551	0.039263059853964354	0.03684091877196502	0.035017801585537224	0.03276503766390467	0.030503157451075284	0.02726426281012141	0.025283854276155055	0.02460401292038012	0.024278718504284622	0.022494833560981087	0.021679182806226494	0.02052860319671955	0.021594209791225293	0.018889852104646103	0.018355718724469915	0.018523002843323994	0.01848534245267012	0.017119719460414316	0.017212242973440144	0.016064180268254437	0.0161723502825476	0.015048152472060164							
TrainingFold3	0.13001838287084616	0.10689924059605056	0.08195934921122071	0.06634892033444802	0.053629349277947436	0.04451976556976495	0.039511160961542786	0.035911301130809904	0.03276894578249829	0.02921741517308295	0.028131635393153623	0.024504417072834753	0.023477856358840653	0.024472019038578516	0.02230275049168995	0.021357105302145515	0.020811845043119153																		
TrainingFold4	0.12342672117731789	0.08868524642364883	0.06653131364728324	0.05346667629862416	0.046318237686037635	0.0427718141195576	0.038509576916641725	0.03554078307404945	0.0326901742617007	0.029081395415381517	0.028816278623575768	0.026432257481131025	0.024737327102973886	0.02283647955198169	0.02061362142809561	0.02043823417585703	0.018180687418366273	0.01719766529778016	0.01777277687423603	0.017505699515690636	0.016107978000904535	0.016304230743956146													
TrainingFold5	0.14253568129268437	0.1282657696507298	0.1093931995138391	0.08819287021041793	0.06560485477125214	0.05015414870529524	0.0406458856094401	0.03502590406835669	0.029916054293422693	0.027718400949168723	0.02417024624469686	0.023306440929165825	0.023387426684483594	0.021667024555402214	0.019362582665250733	0.018367100277482597	0.019231324066983208	0.018635733804981038	0.018864510289859027	0.018038276876793064	0.01756650169715296	0.016748568298594342	0.017021701386350768	0.017717415642021467	0.017139120631393234	0.016684301351525634	0.01757070034150007	0.016756912835888017	0.016993204185386752	0.016940056409206657	0.015621307952448961	0.015481694039433159	0.015627808793425787	0.015484400869333854	0.01490212092874868
ValidationFold1	0.1174304203910602	0.09620287071342941	0.08115931622147023	0.07535462285316474	0.06728220158382445	0.057969644648937495	0.04873942503881817	0.040256274469733774	0.04069974065521262	0.03689898390046044	0.032715962671670595	0.02842244427695216	0.03144377556226745	0.022999767346731346																					
ValidationFold2	0.12593498735411748	0.09388505200947728	0.06049401904582172	0.04735320990670237	0.04127818268413345	0.03458131742789536	0.038218502823666144	0.03271377067446608	0.030942474937628587	0.02994981369104337	0.026810776974548593	0.03548864166090802	0.027291940317514377	0.027513519157854806	0.026165772633740324	0.022884548914425814	0.022190176078348067	0.024305968794464092	0.023220424321144482	0.02762635091664731	0.02134638167718459	0.021902527319931274	0.017736501346220606	0.028584719830096136	0.01974910864124582	0.022676059792158067	0.01936682077926512	0.01759894259282134							
ValidationFold3	0.11088973011922192	0.0874196136504546	0.07370439617315659	0.06326042485700266	0.04799586002503077	0.0442485659286749	0.04054662326313052	0.043696388562402884	0.038555934613041985	0.03815603995829955	0.045274196540819364	0.032144208485627684	0.043324382890221405	0.035951921674643166	0.03458149714981676	0.032210856173470664	0.028737286125154544																		
ValidationFold4	0.10772533412720706	0.0828383832767203	0.06694614277263214	0.057214530033839715	0.05552458531550459	0.05157682439941611	0.04742384579154319	0.04497488266431836	0.041596026193384115	0.04168002735424854	0.04199748955402725	0.04067757973858566	0.04000260463238249	0.03878516631058274	0.03845856941267345	0.03524599000884992	0.03776786972344895	0.03534860807436367	0.03319714423520742	0.034920384902622434	0.03889419057910951	0.03151607189431308													
ValidationFold5	0.1305193683585605	0.11474864483550862	0.09623125915390414	0.07551344057863897	0.05785116496252584	0.053942688841473414	0.0411968631585976	0.038888709960496974	0.038743108651508484	0.034629110983144994	0.03264173038192681	0.0328955926674393	0.0314652005340044	0.03316643596380353	0.031907929041997636	0.030116739299849433	0.029933710506320658	0.0319119610877179	0.030943626054428384	0.030055625305354	0.032233500958321754	0.029283398634131142	0.02641436296042164	0.028208359001993057	0.0269691573336237	0.031998320884356564	0.02579952814489884	0.028778972826019215	0.02735824536936995	0.027190436567990046	0.025030950265375454	0.028573905109681677	0.027010240215416956	0.02516954072360694	0.024062736222149723
