epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
TrainingFold1	0.13869314056933604	0.11957433400145288	0.09338445884890532	0.0691533213160966	0.05301369053888684	0.04335508048258603	0.036344929568571355	0.03063098465076967	0.02687803329886648	0.027247283959088757	0.02358385874992682	0.02436319579715588	0.02184325622093433	0.020977765379674045				
TrainingFold2	0.13262901007110817	0.10738584773025235	0.08138876313084825	0.06535112959622344	0.05055392218370771	0.03903001235283016	0.03353813541246947	0.02790092602958224	0.02728953159297286	0.02398123888672512	0.02207271549324314	0.02172549750789409	0.020080408107930613	0.018687593813636605	0.018404874252669214			
TrainingFold3	0.13159138194962658	0.10289194019384343	0.07625439069868828	0.05557637821845922	0.04185914847079072	0.03589986709623851	0.029480824689116246	0.026703504368990914	0.023635808451680614									
TrainingFold4	0.13128136585212566	0.09744050174697556	0.06441573999102482	0.049433647631138396	0.042285298089898955	0.036893919062144544	0.03188251236040907	0.028134965816835493	0.02476889356727373	0.02311609082746806	0.020955815049885793	0.020222636475029337	0.018332137139672838	0.01758967219790396	0.01936997382465713	0.017595757890078608	0.016201941602395725	0.015537291899553649
TrainingFold5	0.13367599031437036	0.11370497598097874	0.08520212254963175	0.061165365466333894	0.04932384025115874	0.042131077530857056	0.03676365592018638	0.03184117912578215	0.028458752876149736	0.024780564347537008	0.02195008747271479	0.021312051908744127	0.021033216137054472	0.019319995537435672	0.01983650448261676	0.0183089094680985	0.01843494050189708	
ValidationFold1	0.12985725435721981	0.1066953246691474	0.07950041877726714	0.06060751398337317	0.04830789009763582	0.044923044900569295	0.03621266445098864	0.03245674588021126	0.03047173447788458	0.02975511507142696	0.028686905442448625	0.025272291556141246	0.02516030382023084	0.023909746384093968				
ValidationFold2	0.12237663704667005	0.09215746408848612	0.07301027828676475	0.062474612071103344	0.04753714126140416	0.04176877702687036	0.0369530092444489	0.03574717765451652	0.03708942182706081	0.039183950638985846	0.04511503080694793	0.026039828983164887	0.028493941263117415	0.02467025563892749	0.02187746458294642			
ValidationFold3	0.1139529285499373	0.08280162257352122	0.06119575812523295	0.04517408903595899	0.0336150812747603	0.02951676350114196	0.027298710548616777	0.025132156710815826	0.02154371585486654									
ValidationFold4	0.11041891417122102	0.07711013247099546	0.05509865311234518	0.051948965397067705	0.04359588870015163	0.04054757031855417	0.03654187142708431	0.03295068790179652	0.03322277174211686	0.03186864197161888	0.03340342894840465	0.027930314690378065	0.034326696443803574	0.030469296516080782	0.026962946255341055	0.029708549290106776	0.02685746337079468	0.024153651914644258
ValidationFold5	0.12638187549404195	0.10094716947794229	0.07043702803921324	0.05466940443174125	0.0449955444887851	0.0401997657383683	0.03758507964897666	0.03278401900535902	0.028728421376850288	0.04074361312165353	0.025399594255702082	0.02412927327499314	0.028305064513702533	0.023950983769798373	0.023101766078406735	0.024598304337904754	0.020343625074150756	
