epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
TrainingFold1	0.12996424247504368	0.1057900430566731	0.08114350192431267	0.06535592722835906	0.05283605575175417	0.043681188189511555	0.03791026235531574	0.031730208306197834	0.02850597492601629	0.027314824184216133	0.02415275753683629	0.022668790654014108	0.02262876518363725	0.022123784792823252	0.021108410705359872
TrainingFold2	0.13383069517757057	0.10699817914184785	0.08137723472784009	0.06453458934355154	0.05174992964624221	0.04034904069118711	0.033160862525350124	0.028873294759631914	0.02583276096729833	0.024303617732398367	0.02269208588510654				
TrainingFold3	0.12857345188121228	0.09265400317751549	0.06323485372969034	0.048989183151438326	0.041178964191137556	0.03423318980587117	0.027993892828486754	0.02617891988537105	0.024954990493146895	0.023431938086617844	0.02273980427354135	0.020720056953888906	0.021097113936808787	0.02034114054900287	
TrainingFold4	0.13455803546715867	0.11792685208334164	0.09240787469527938	0.06666086150163954	0.04695834850532595	0.034222858677226624	0.028952936647428117	0.026041563843517163	0.02209495655194835						
TrainingFold5	0.1320836386217723	0.11056117593559407	0.08995699524517041	0.0702528973153215	0.05243876478603169	0.03970024798526871	0.030426928927338098	0.02697620788490088	0.025167492980546238	0.021946533864578815	0.02220535318288695	0.022485545078998092	0.019783865833339992		
ValidationFold1	0.11703140882624162	0.09204765080331682	0.07769574489662642	0.06288939475727913	0.053985496492099924	0.04480390789549429	0.041445825687349516	0.03645311637943074	0.03393870016071224	0.03490602367175827	0.03384496882843139	0.03355403801348681	0.03232801326252688	0.03699812838159552	0.03023937393345887
ValidationFold2	0.12268079572298506	0.09121534387740465	0.07076037045870279	0.05608686817356864	0.046158790640818244	0.03945703103903446	0.03518018871755549	0.03075899080864179	0.03412323039935415	0.031717963202076184	0.027729644563871326				
ValidationFold3	0.11293818321716678	0.07594547001225455	0.05463035578361234	0.044690529064921374	0.03385485357160235	0.02992094448150916	0.029215851593091414	0.024395838569165922	0.020306263305404148	0.0196138815841583	0.019876594254841423	0.019378886883239355	0.019100143557922025	0.016722311757909773	
ValidationFold4	0.12591906452366897	0.10566760201913279	0.0816489211367527	0.05955275976904542	0.04494371040732608	0.039515887519244	0.037352424035759155	0.03305338540293805	0.029487848364452302						
ValidationFold5	0.11224260563785965	0.09385851268899871	0.07504544847619694	0.05684158771911317	0.0413830186982916	0.036281525318905175	0.03343833832338721	0.028381353821018123	0.028024727977845852	0.029936789371375297	0.03029292720151847	0.026381453445972036	0.026142182563030924		
