epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
TrainingFold1	0.13043626457249113	0.1098284425684898	0.08521843851906734	0.06633692637222749	0.05252474381382617	0.043643492552428456	0.035338961927682704	0.030927467072549106	0.027014134575454794	0.024372693161113648	0.022031501763754055	0.021929095071179055	0.021591437095981717	0.01889014687541748	0.018362228460153136	0.018156086487214534	0.017691697273443184	0.01773322647998514											
TrainingFold2	0.13893948245055313	0.12075218713602608	0.09242502542144719	0.07198399148302276	0.05649587837501868	0.0474331610292994	0.042362496955850606	0.03636413119793795	0.0328721482746127	0.029267353624246532	0.02570449918148411	0.023515554130327163	0.022374516613221915	0.02026906049143945	0.019449979002873364	0.01851668112025838	0.017520574177270605												
TrainingFold3	0.13799546642906285	0.12507503585551272	0.10099125458562577	0.08034910466733643	0.06865516939433292	0.0575342240489342	0.046563051795237696	0.03672582619156773	0.03073456604232144	0.026830814127540428	0.024086434074772775	0.023282772050945574	0.021677479422115457	0.0198357765265841															
TrainingFold4	0.13346969193186273	0.11458699151619592	0.09233694769526747	0.0728399200047451	0.059288817588557405	0.04598079961671663	0.036039953483321535	0.02987684678148732	0.02694651338229464	0.024888331477334512	0.02529931794415461	0.021387480540248693	0.021538617032373704																
TrainingFold5	0.12828973707705063	0.0994792740952173	0.07076343155900075	0.05379909024114522	0.042951758337792904	0.0359925097532779	0.030688686543397133	0.027934463230347286	0.026311542726742375	0.023765460357380235	0.0229027403903887	0.022504187290477977	0.021849797637798672	0.0209702943688484	0.019725413547949423	0.018501313313566848	0.018582610806959367	0.018075772596821315	0.017538515838259217	0.017375678255919253	0.016744491987918584	0.016884102643511208	0.01619328298225785	0.01748127657210963	0.016783275242755427	0.016105597769753056	0.015332923326558025	0.01549958620979361	0.01540396065051916
ValidationFold1	0.12031409929733018	0.09581254686119857	0.07249294079605255	0.05792987704914701	0.04688434700506765	0.04060549552128692	0.03742727324857402	0.033595191182669355	0.03338283096620528	0.041151473181204754	0.03950357595448139	0.03137191804440541	0.026560308992220845	0.0291203703185405	0.03030346525226812	0.027012843031411035	0.02778511351369833	0.026059803916067974											
ValidationFold2	0.13002272410032986	0.1040246686017191	0.07780724706396729	0.06338454187881234	0.055777308514324934	0.05138089210592076	0.047735631380960146	0.045465341829988466	0.044386050529643756	0.039325371969843634	0.03808088540907127	0.03771076611083773	0.03758701918382399	0.03638903998406939	0.03260155674227438	0.03304822735413951	0.03165686867532304												
ValidationFold3	0.1319786362551354	0.11346098265468	0.08997233216189318	0.07414638715888466	0.06198598845937365	0.05182990044993055	0.04208167746394604	0.032168138482784096	0.02938974084309512	0.027692601541455766	0.028748829136151604	0.027188388139260136	0.031525615731994666	0.025864808623802738															
ValidationFold4	0.12357018210060962	0.10486743881929296	0.08233398757874966	0.06387436193590229	0.05671260468158368	0.04143952982089071	0.03627644496265094	0.03446816047443799	0.029834791767801083	0.028825454854381247	0.026809152528257656	0.028733819868386228	0.024935934881402833																
ValidationFold5	0.11798778991844203	0.08687516060229894	0.06363556875117324	0.051874690525535797	0.041804952628759516	0.03317214710939977	0.033172098526978645	0.029898869496432494	0.030365099522666923	0.031000099346505244	0.026980873178963357	0.02137201995854182	0.021738439770562255	0.021969010173773125	0.024387395706055016	0.020275666262547544	0.02242493818276499	0.021588431959678127	0.019921435260183498	0.020768161448948965	0.022860192327218986	0.023892084815170248	0.019062206535185856	0.01784290021732722	0.01669802644362396	0.018394706965983124	0.01866357562723171	0.018430188878597733	0.0160177317082196
