pair_id	case_sample	control_sample	ploidy_absolute_reviewed
DLBCL10547	f23fbf41-e1d3-4dec-a6b9-91bfb7957b0f	f23fbf41-e1d3-4dec-a6b9-91bfb7957b0f	
DLBCL10548	1d4ed3aa-6b44-459a-a5ab-b8a32fc51cf5	1d4ed3aa-6b44-459a-a5ab-b8a32fc51cf5	
DLBCL10549	ac9b824a-3cf2-4886-941e-3eb1a5537576	ac9b824a-3cf2-4886-941e-3eb1a5537576	
DLBCL10550	328aeb15-6aab-4fd8-83e9-a4403d076356	328aeb15-6aab-4fd8-83e9-a4403d076356	
DLBCL10552	db254626-8404-46fc-835f-92dfcc27230e	db254626-8404-46fc-835f-92dfcc27230e	
DLBCL10553	1fa56797-ab8b-45e2-b71d-6ffba92d9fed	1fa56797-ab8b-45e2-b71d-6ffba92d9fed	
DLBCL10554	87958ba1-c98e-4b11-80b3-33d5cdbfb1fc	87958ba1-c98e-4b11-80b3-33d5cdbfb1fc	
DLBCL10555	b5b051fd-7e57-4763-a113-393b1249bbec	b5b051fd-7e57-4763-a113-393b1249bbec	
DLBCL10564	ad8de6d0-d56f-4eee-be8b-174661ccc955	ad8de6d0-d56f-4eee-be8b-174661ccc955	
DLBCL10565	58c26fb5-0795-4fc7-ac84-810b691aba77	58c26fb5-0795-4fc7-ac84-810b691aba77	
DLBCL10566	d6742992-aed7-47c7-9528-60d3ac591617	d6742992-aed7-47c7-9528-60d3ac591617	
DLBCL10780	bcad8f68-65ce-4a77-aa8f-e910d6ed5054	bcad8f68-65ce-4a77-aa8f-e910d6ed5054	
DLBCL10781	6a56e581-4174-416f-a5bf-c37256dbd973	6a56e581-4174-416f-a5bf-c37256dbd973	
DLBCL10782	d73d23a5-3fcb-4f70-8e88-e94b8d4277ef	d73d23a5-3fcb-4f70-8e88-e94b8d4277ef	
DLBCL10833	921fb029-d41d-4fea-bfff-08fbc87a1a94	921fb029-d41d-4fea-bfff-08fbc87a1a94	
DLBCL10834	5e105a0f-782c-40c7-a027-a91c3cd61961	5e105a0f-782c-40c7-a027-a91c3cd61961	
DLBCL10835	9bf411e8-1abe-4a87-8695-0bfb45f918f7	9bf411e8-1abe-4a87-8695-0bfb45f918f7	
DLBCL10836	80f4a0c0-32ec-4f2c-8f9f-19e4ee5859f2	80f4a0c0-32ec-4f2c-8f9f-19e4ee5859f2	
DLBCL10837	ec205e56-2e24-4b47-ab50-23347b67c9c5	ec205e56-2e24-4b47-ab50-23347b67c9c5	
DLBCL10838	80f041b2-e5ef-4343-a3ad-d01a9406b338	80f041b2-e5ef-4343-a3ad-d01a9406b338	
DLBCL10839	6b2344d7-1a8a-4647-b0a2-a3d4de7a6f8a	6b2344d7-1a8a-4647-b0a2-a3d4de7a6f8a	
DLBCL10842	5affd25a-153a-4e93-bdb6-c8002d05b6fd	5affd25a-153a-4e93-bdb6-c8002d05b6fd	
DLBCL10843	f52c14e7-b785-4b74-98ff-56e2d04a422d	f52c14e7-b785-4b74-98ff-56e2d04a422d	
DLBCL10844	6b388d9c-931a-4033-9a7c-e8c9630cdb35	6b388d9c-931a-4033-9a7c-e8c9630cdb35	
DLBCL10845	f102a73a-73b7-4174-bbc3-0b980124b9dc	f102a73a-73b7-4174-bbc3-0b980124b9dc	
DLBCL10846	bf9ad09f-2c43-4c61-b0db-2410456e5519	bf9ad09f-2c43-4c61-b0db-2410456e5519	
DLBCL10847	6a844e06-4592-4574-a352-6962631f5433	6a844e06-4592-4574-a352-6962631f5433	
DLBCL10848	7bff25b1-f07c-4a72-b359-ec3019cead2e	7bff25b1-f07c-4a72-b359-ec3019cead2e	
DLBCL10849	dad0592a-93e8-46ca-a49f-8e9fe3fd1ff1	dad0592a-93e8-46ca-a49f-8e9fe3fd1ff1	
DLBCL10850	a292cafe-311f-42dc-aca4-08ff26af6145	a292cafe-311f-42dc-aca4-08ff26af6145	
DLBCL10851	c0100e81-16fa-4ff2-9563-931ee107719a	c0100e81-16fa-4ff2-9563-931ee107719a	
DLBCL10852	4809dea0-a2f5-48e7-80d0-e4c2ce89a650	4809dea0-a2f5-48e7-80d0-e4c2ce89a650	
DLBCL10853	eec4027a-54c9-40ed-8ae6-2892a768f637	eec4027a-54c9-40ed-8ae6-2892a768f637	
DLBCL10854	7ae79eca-1132-497d-bb53-81dc0c5d0e08	7ae79eca-1132-497d-bb53-81dc0c5d0e08	
DLBCL10855	605584db-2146-49a9-9b18-1fd8ff00ce56	605584db-2146-49a9-9b18-1fd8ff00ce56	
DLBCL10856	4d64396b-f72b-4bc5-bff1-35e7dd432ac6	4d64396b-f72b-4bc5-bff1-35e7dd432ac6	
DLBCL10857	cbd3a9f4-e733-48b2-9f36-121a0072f0d5	cbd3a9f4-e733-48b2-9f36-121a0072f0d5	
DLBCL10858	3b695815-ad32-453a-a851-5afe91e11eb7	3b695815-ad32-453a-a851-5afe91e11eb7	
DLBCL10859	9ed200fc-1ffe-40fd-93a0-e3df0448fee7	9ed200fc-1ffe-40fd-93a0-e3df0448fee7	
DLBCL10860	64eae2d1-b2fa-4229-9772-1bd850c03792	64eae2d1-b2fa-4229-9772-1bd850c03792	
DLBCL10861	534cabc5-9ee8-43ff-8a01-812b3b64a037	534cabc5-9ee8-43ff-8a01-812b3b64a037	
DLBCL10862	1c265879-8d20-4dc5-a70a-332887bd964f	1c265879-8d20-4dc5-a70a-332887bd964f	
DLBCL10863	862e591c-5182-49da-8e63-17c1c0800838	862e591c-5182-49da-8e63-17c1c0800838	
DLBCL10864	42aa946f-f581-4e06-bec2-80003fff87d4	42aa946f-f581-4e06-bec2-80003fff87d4	
DLBCL10865	43def271-b6bf-4a9e-b190-a539593d21aa	43def271-b6bf-4a9e-b190-a539593d21aa	
DLBCL10866	9eab7564-1d5a-4a5e-b13d-8a8ff21afda7	9eab7564-1d5a-4a5e-b13d-8a8ff21afda7	
DLBCL10867	fa3f2c24-ad8e-40b9-829d-97e3575ed918	fa3f2c24-ad8e-40b9-829d-97e3575ed918	
DLBCL10868	36514d4a-3d9a-4be4-a8ec-3f7e83ee4f3a	36514d4a-3d9a-4be4-a8ec-3f7e83ee4f3a	
DLBCL10869	38302446-34a1-4e93-be88-98918ccfda1a	38302446-34a1-4e93-be88-98918ccfda1a	
DLBCL10870	6ceacd47-b2ff-48ab-8a59-75192b228349	6ceacd47-b2ff-48ab-8a59-75192b228349	
DLBCL10871	2dd5c1b7-4d37-4b6a-8dea-046002eb254e	2dd5c1b7-4d37-4b6a-8dea-046002eb254e	
DLBCL10873	fb6446c0-f60e-497d-b00c-9b3c88638a66	fb6446c0-f60e-497d-b00c-9b3c88638a66	
DLBCL10874	a01bcd39-9017-4320-bd10-a41ea59c7920	a01bcd39-9017-4320-bd10-a41ea59c7920	
DLBCL10875	a554da6d-ef49-4391-a1de-3991d690be86	a554da6d-ef49-4391-a1de-3991d690be86	
DLBCL10876	58c48613-a446-40b8-b020-62186a1cbc9a	58c48613-a446-40b8-b020-62186a1cbc9a	
DLBCL10877	5669126e-4949-4337-a27e-27fc41bfe912	5669126e-4949-4337-a27e-27fc41bfe912	
DLBCL10878	519381c7-b465-47b8-9e45-c1245523ff68	519381c7-b465-47b8-9e45-c1245523ff68	
DLBCL10879	014ea1d7-67a3-43b4-accc-05821e95b2ca	014ea1d7-67a3-43b4-accc-05821e95b2ca	
DLBCL10880	2084eeea-3d76-4d87-addb-ff9bbf45597a	2084eeea-3d76-4d87-addb-ff9bbf45597a	
DLBCL10881	060042fc-bd78-4f3c-8c6d-6e7256c2834c	060042fc-bd78-4f3c-8c6d-6e7256c2834c	
DLBCL10883	13e3a366-93ee-40fc-a611-40120309c939	13e3a366-93ee-40fc-a611-40120309c939	
DLBCL10884	77764f9d-8782-4c3a-85e4-46e54c746e1a	77764f9d-8782-4c3a-85e4-46e54c746e1a	
DLBCL10885	1cb172b4-edaa-4f84-b08d-cd5cd321d7bf	1cb172b4-edaa-4f84-b08d-cd5cd321d7bf	
DLBCL10887	fedf03c2-86e0-4086-9580-d651702ef8f3	fedf03c2-86e0-4086-9580-d651702ef8f3	
DLBCL10888	eaf18b30-7f96-4704-a974-69fbce7a1128	eaf18b30-7f96-4704-a974-69fbce7a1128	
DLBCL10889	72ea31db-3299-4ebc-96d0-14541d691514	72ea31db-3299-4ebc-96d0-14541d691514	
DLBCL10890	6c97f19f-24ad-48d3-a365-5642ed67df32	6c97f19f-24ad-48d3-a365-5642ed67df32	
DLBCL10891	cf9fcf4b-879a-47f2-a4a6-417bf1344acd	cf9fcf4b-879a-47f2-a4a6-417bf1344acd	
DLBCL10892	002c72c1-3d39-4724-8684-0e09bf9efd59	002c72c1-3d39-4724-8684-0e09bf9efd59	
DLBCL10893	6999e4cb-06db-400c-9124-b9db4fa72ff2	6999e4cb-06db-400c-9124-b9db4fa72ff2	
DLBCL10894	e29c78a3-6050-4c25-ad4f-7733328c08ab	e29c78a3-6050-4c25-ad4f-7733328c08ab	
DLBCL10895	89532676-282b-4327-a328-d29794c61d90	89532676-282b-4327-a328-d29794c61d90	
DLBCL10896	6d243770-dab8-48e0-a9f1-71d1bef4529f	6d243770-dab8-48e0-a9f1-71d1bef4529f	
DLBCL10897	a7834978-79e4-4222-b378-f20a836bff61	a7834978-79e4-4222-b378-f20a836bff61	
DLBCL10898	fab7beab-fb85-490e-a26b-32046861f734	fab7beab-fb85-490e-a26b-32046861f734	
DLBCL10899	1d49db1b-f1f4-490c-9db4-c33254e0cd18	1d49db1b-f1f4-490c-9db4-c33254e0cd18	
DLBCL10900	38d35dfc-fba0-416c-bd9b-6ffb58b864d4	38d35dfc-fba0-416c-bd9b-6ffb58b864d4	
DLBCL10901	8629b846-1382-41d7-90e7-92566d206d8e	8629b846-1382-41d7-90e7-92566d206d8e	
DLBCL10902	96e566fc-32e6-4cb2-a0db-9e236458e42e	96e566fc-32e6-4cb2-a0db-9e236458e42e	
DLBCL10903	e51aab54-0f3d-405a-a708-bc87efb1eaea	e51aab54-0f3d-405a-a708-bc87efb1eaea	
DLBCL10904	3522c1b9-68ad-47c6-ae05-c15c08cdbd69	3522c1b9-68ad-47c6-ae05-c15c08cdbd69	
DLBCL10905	c012613b-fc8a-4be8-ac86-31038115c9ec	c012613b-fc8a-4be8-ac86-31038115c9ec	
DLBCL10906	3d989dd5-1bb9-4a75-97d0-9efb27e7df96	3d989dd5-1bb9-4a75-97d0-9efb27e7df96	
DLBCL10907	31ba0554-e0de-435a-be7e-88c15fe8c34a	31ba0554-e0de-435a-be7e-88c15fe8c34a	
DLBCL10908	50c52d0b-87c6-448d-b68d-8ebd43764a2e	50c52d0b-87c6-448d-b68d-8ebd43764a2e	
DLBCL10909	21f7001e-9647-4eb6-946c-f310a79bf2f4	21f7001e-9647-4eb6-946c-f310a79bf2f4	
DLBCL10910	5d04e818-d353-45dd-9bba-b6dcce13c668	5d04e818-d353-45dd-9bba-b6dcce13c668	
DLBCL10911	db8a0afb-7005-4c1d-85bd-07fac5f43552	db8a0afb-7005-4c1d-85bd-07fac5f43552	
DLBCL10912	bccc31be-da38-4ff6-b52c-623b1d81b060	bccc31be-da38-4ff6-b52c-623b1d81b060	
DLBCL10913	facb1d1b-35a7-4a0c-85b3-156bc59bd5b9	facb1d1b-35a7-4a0c-85b3-156bc59bd5b9	
DLBCL10914	19d39d40-cbdf-4193-9161-41ce757598e2	19d39d40-cbdf-4193-9161-41ce757598e2	
DLBCL10915	6b793b30-f584-4e55-a6ef-a126ff3e895f	6b793b30-f584-4e55-a6ef-a126ff3e895f	
DLBCL10916	08c27101-e21b-4389-929c-0531774a55c0	08c27101-e21b-4389-929c-0531774a55c0	
DLBCL10917	f7b127d7-d4ac-4b5f-8544-d1f6d6c2a583	f7b127d7-d4ac-4b5f-8544-d1f6d6c2a583	
DLBCL10918	836d0a56-7641-430b-b6f9-b91329ea4725	836d0a56-7641-430b-b6f9-b91329ea4725	
DLBCL10919	76ccbe48-5a52-4e24-8e73-7e504121a6cc	76ccbe48-5a52-4e24-8e73-7e504121a6cc	
DLBCL10920	bfae841c-ce96-440b-9a52-0718b1a1ea7b	bfae841c-ce96-440b-9a52-0718b1a1ea7b	
DLBCL10921	d0a34b13-e79e-49c8-a4c9-748657b598bb	d0a34b13-e79e-49c8-a4c9-748657b598bb	
DLBCL10922	da404b2b-0061-4504-9d95-048c5850c462	da404b2b-0061-4504-9d95-048c5850c462	
DLBCL10923	ed38db4b-355d-4a7a-be90-e64b94d8b260	ed38db4b-355d-4a7a-be90-e64b94d8b260	
DLBCL10924	cc70100b-3b92-4ee4-a59b-0b609f7fa527	cc70100b-3b92-4ee4-a59b-0b609f7fa527	
DLBCL10925	a907ed8f-1e2d-4968-bc80-6c10b1f28504	a907ed8f-1e2d-4968-bc80-6c10b1f28504	
DLBCL10926	f26e3f7d-a9bc-4b74-9338-9b8c8883000a	f26e3f7d-a9bc-4b74-9338-9b8c8883000a	
DLBCL10927	2f3758fe-1d01-4753-9c69-8661f92b4caa	2f3758fe-1d01-4753-9c69-8661f92b4caa	
DLBCL10928	ab2f5e16-3b3b-4f05-b92b-1a4118789612	ab2f5e16-3b3b-4f05-b92b-1a4118789612	
DLBCL10930	edf91384-72db-4d28-94cf-9adcb168943a	edf91384-72db-4d28-94cf-9adcb168943a	
DLBCL10931	1db270fa-3a29-4dab-8994-5f20f0b1455e	1db270fa-3a29-4dab-8994-5f20f0b1455e	
DLBCL10932	67cc2aaa-ab1c-4299-b650-03a45caaad31	67cc2aaa-ab1c-4299-b650-03a45caaad31	
DLBCL10933	f2e62b49-fe74-487a-91e7-242275679a45	f2e62b49-fe74-487a-91e7-242275679a45	
DLBCL10934	6550252a-9245-4771-98a1-a4b23ab3cca5	6550252a-9245-4771-98a1-a4b23ab3cca5	
DLBCL10935	a684552d-c242-4778-88c0-24d7387b64cd	a684552d-c242-4778-88c0-24d7387b64cd	
DLBCL10936	be038a29-19a9-474b-936f-eb0795c3d4c2	be038a29-19a9-474b-936f-eb0795c3d4c2	
DLBCL10938	d83625a4-167e-4bf4-8c05-87aec0023fe0	d83625a4-167e-4bf4-8c05-87aec0023fe0	
DLBCL10939	937d78b0-e4df-4a81-b92d-128f07997905	937d78b0-e4df-4a81-b92d-128f07997905	
DLBCL10940	d0f1ef99-4cc7-4816-8dbe-122c434a3ebb	d0f1ef99-4cc7-4816-8dbe-122c434a3ebb	
DLBCL10941	45810edf-4dbc-4f66-8a78-17dff8f67cb3	45810edf-4dbc-4f66-8a78-17dff8f67cb3	
DLBCL10942	aa66020c-74a5-491e-abd0-e8404e223faa	aa66020c-74a5-491e-abd0-e8404e223faa	
DLBCL10943	f28ee62b-1ae5-4df8-b780-10cdddaa899c	f28ee62b-1ae5-4df8-b780-10cdddaa899c	
DLBCL10945	8b4109fd-6006-4bda-bea3-ebab98bcf909	8b4109fd-6006-4bda-bea3-ebab98bcf909	
DLBCL10946	500efb7a-e515-4e04-b533-1ecdb822b1c3	500efb7a-e515-4e04-b533-1ecdb822b1c3	
DLBCL10947	d25e7a4c-ebee-4d4b-b5a4-8c1fde7326cf	d25e7a4c-ebee-4d4b-b5a4-8c1fde7326cf	
DLBCL10948	4c102642-c9b8-4865-9401-92407ed9e567	4c102642-c9b8-4865-9401-92407ed9e567	
DLBCL10950	0853c53f-d7fa-49bb-9c48-192bf2c6accb	0853c53f-d7fa-49bb-9c48-192bf2c6accb	
DLBCL10951	126fb387-b84d-433f-888b-80e6326c9cf9	126fb387-b84d-433f-888b-80e6326c9cf9	
DLBCL10952	48fc172d-8892-400d-848d-49a684581c3c	48fc172d-8892-400d-848d-49a684581c3c	
DLBCL10953	37935c0f-6bad-4da3-a3e6-0862846595cb	37935c0f-6bad-4da3-a3e6-0862846595cb	
DLBCL10954	e5341594-3828-426b-b619-f8187029de31	e5341594-3828-426b-b619-f8187029de31	
DLBCL10955	2eb39362-2472-4ad4-992e-c6d836ec26f3	2eb39362-2472-4ad4-992e-c6d836ec26f3	
DLBCL10956	7c399e9a-c143-4893-9c0e-7da700fb12f1	7c399e9a-c143-4893-9c0e-7da700fb12f1	
DLBCL10957	1f0d07ee-a8db-4574-9f76-63a1ce811c35	1f0d07ee-a8db-4574-9f76-63a1ce811c35	
DLBCL10958	0b839934-105a-4c5e-adaa-b4f0eea702b4	0b839934-105a-4c5e-adaa-b4f0eea702b4	
DLBCL10959	2654c7f3-ea45-4db3-af02-b16b93359454	2654c7f3-ea45-4db3-af02-b16b93359454	
DLBCL10960	a6f0fc4a-2a83-4dfd-84ab-8888a86ea150	a6f0fc4a-2a83-4dfd-84ab-8888a86ea150	
DLBCL10961	8c6d7422-5901-4883-95c0-c200ab51b328	8c6d7422-5901-4883-95c0-c200ab51b328	
DLBCL10962	52af8d0c-de3f-4eb4-8c97-ae07a8966769	52af8d0c-de3f-4eb4-8c97-ae07a8966769	
DLBCL10963	1faf50f8-8f18-4acc-89be-602c7cf4c433	1faf50f8-8f18-4acc-89be-602c7cf4c433	
DLBCL10964	dcdf8f69-8145-4818-90ce-eedf82195493	dcdf8f69-8145-4818-90ce-eedf82195493	
DLBCL10965	754a4ab3-1a9e-444b-8f1c-3e68c7989b5f	754a4ab3-1a9e-444b-8f1c-3e68c7989b5f	
DLBCL10966	107b94ab-5f8f-44ed-9a5e-dd2fc8a23bee	107b94ab-5f8f-44ed-9a5e-dd2fc8a23bee	
DLBCL10967	e37a4621-2269-43fa-bbb6-79b4f00970c7	e37a4621-2269-43fa-bbb6-79b4f00970c7	
DLBCL10968	48927364-5fc7-4aec-be81-5390ab42e7dd	48927364-5fc7-4aec-be81-5390ab42e7dd	
DLBCL10969	31c89aca-638a-48d2-865f-e57e81c2d61a	31c89aca-638a-48d2-865f-e57e81c2d61a	
DLBCL10970	e6384889-5c96-45b0-a2dd-cb66f4695519	e6384889-5c96-45b0-a2dd-cb66f4695519	
DLBCL10971	fe8df43b-1325-431b-b616-6a6494a29c76	fe8df43b-1325-431b-b616-6a6494a29c76	
DLBCL10972	7a11b932-ba8b-42e4-bb31-57e0b93945ec	7a11b932-ba8b-42e4-bb31-57e0b93945ec	
DLBCL10973	32e07881-7794-49c3-af5e-8f7dd823caee	32e07881-7794-49c3-af5e-8f7dd823caee	
DLBCL10974	2d2cc72a-2973-4eaf-a073-fcb85d48cbea	2d2cc72a-2973-4eaf-a073-fcb85d48cbea	
DLBCL10975	c8945a00-3d07-4968-8981-797eca934f09	c8945a00-3d07-4968-8981-797eca934f09	
DLBCL10977	0cd9d7f3-7c94-4771-9565-7201eca27982	0cd9d7f3-7c94-4771-9565-7201eca27982	
DLBCL10978	846a1efb-50b1-405d-a022-bbc89622b740	846a1efb-50b1-405d-a022-bbc89622b740	
DLBCL10979	862fbf88-d14b-4f70-847f-adc477ba799d	862fbf88-d14b-4f70-847f-adc477ba799d	
DLBCL10980	d33bee60-1656-4b60-a1fb-33fccdd0f177	d33bee60-1656-4b60-a1fb-33fccdd0f177	
DLBCL10981	fbc72ce9-cd43-4d67-9950-12d0556c4ad2	fbc72ce9-cd43-4d67-9950-12d0556c4ad2	
DLBCL10982	5f70c3dd-72cf-49a5-b5b1-2eeac747c0ef	5f70c3dd-72cf-49a5-b5b1-2eeac747c0ef	
DLBCL10983	4494b9d0-bb0c-4687-8e9b-c6a3ecb4d88b	4494b9d0-bb0c-4687-8e9b-c6a3ecb4d88b	
DLBCL10984	d5ef7640-9e05-4b34-875e-7c99f125fe4b	d5ef7640-9e05-4b34-875e-7c99f125fe4b	
DLBCL10985	0c677fef-7493-4f79-8215-83082214550b	0c677fef-7493-4f79-8215-83082214550b	
DLBCL10986	ce6a8dde-8b18-4b33-9073-00f3f7e1348a	ce6a8dde-8b18-4b33-9073-00f3f7e1348a	
DLBCL10987	8f94006f-84f5-4936-8c69-62ac64991dcb	8f94006f-84f5-4936-8c69-62ac64991dcb	
DLBCL10988	7a01820e-6916-43a1-9b50-287d51068e54	7a01820e-6916-43a1-9b50-287d51068e54	
DLBCL10989	69a436f4-57e9-4d28-952a-911b2c70dfeb	69a436f4-57e9-4d28-952a-911b2c70dfeb	
DLBCL10990	273dbf84-36dd-4af0-8fc1-4d9f12840423	273dbf84-36dd-4af0-8fc1-4d9f12840423	
DLBCL10991	9afa1e85-34bf-420b-9ce7-f771cf869d16	9afa1e85-34bf-420b-9ce7-f771cf869d16	
DLBCL10992	7a4a575a-1848-4699-8240-bebf0611c70f	7a4a575a-1848-4699-8240-bebf0611c70f	
DLBCL10993	cd40b81d-f041-4112-8439-ce0516dca142	cd40b81d-f041-4112-8439-ce0516dca142	
DLBCL10994	c4319808-42b8-428b-bfb7-b678ef9a21e2	c4319808-42b8-428b-bfb7-b678ef9a21e2	
DLBCL10995	7e27736a-5d92-4f58-92d5-bd475605137f	7e27736a-5d92-4f58-92d5-bd475605137f	
DLBCL10996	d2beb90f-e819-47a3-8939-87f69e3c8f71	d2beb90f-e819-47a3-8939-87f69e3c8f71	
DLBCL10997	8eef7ddc-3252-44e1-889e-95441f8e045e	8eef7ddc-3252-44e1-889e-95441f8e045e	
DLBCL10998	f52acdfb-4536-48db-8a5b-4e4908f0f120	f52acdfb-4536-48db-8a5b-4e4908f0f120	
DLBCL10999	09358447-1bce-49b6-849a-8e9a1b414b0c	09358447-1bce-49b6-849a-8e9a1b414b0c	
DLBCL11000	b3e5f87c-a7ac-43f2-8140-d0608b9ab8c1	b3e5f87c-a7ac-43f2-8140-d0608b9ab8c1	
DLBCL11001	ddde1e7f-21c6-4a29-92f4-1188e32a3af5	ddde1e7f-21c6-4a29-92f4-1188e32a3af5	
DLBCL11002	ba9fc8d1-592d-4bf4-82f4-bade5521094a	ba9fc8d1-592d-4bf4-82f4-bade5521094a	
DLBCL11003	67fc93c0-1f3b-4c03-a6c9-2a28a2c05ddd	67fc93c0-1f3b-4c03-a6c9-2a28a2c05ddd	
DLBCL11004	ecaad8c2-4947-4c48-8261-37f4f32004fe	ecaad8c2-4947-4c48-8261-37f4f32004fe	
DLBCL11005	7e7d0b3f-700e-428c-92d9-9d6182183c2f	7e7d0b3f-700e-428c-92d9-9d6182183c2f	
DLBCL11180	7bd5ab3d-9eb0-4b72-818f-46c0c8324f2f	7bd5ab3d-9eb0-4b72-818f-46c0c8324f2f	
DLBCL11181	a34c048a-13c4-4274-9fa4-965ce34029af	a34c048a-13c4-4274-9fa4-965ce34029af	
DLBCL11182	6f77abcb-d3eb-49c1-a9c7-2207134b7e13	6f77abcb-d3eb-49c1-a9c7-2207134b7e13	
DLBCL11187	cc885542-803d-4d3e-b852-cb4f13f8129f	cc885542-803d-4d3e-b852-cb4f13f8129f	
DLBCL11188	97ced4f9-f13b-4004-9d4c-aff84cad8cc8	97ced4f9-f13b-4004-9d4c-aff84cad8cc8	
DLBCL11191	f4ae138f-8ab1-49da-9bca-f74eaed112ef	f4ae138f-8ab1-49da-9bca-f74eaed112ef	
DLBCL11193	d1433663-b28f-4e0c-823d-1ee68014e6c6	d1433663-b28f-4e0c-823d-1ee68014e6c6	
DLBCL11194	24c6644e-0d0a-4a68-b9c1-89f741455e9d	24c6644e-0d0a-4a68-b9c1-89f741455e9d	
DLBCL11195	3a92cde7-5d89-4ff9-af1f-f078db6bd33a	3a92cde7-5d89-4ff9-af1f-f078db6bd33a	
DLBCL11196	44603e64-f0a2-4f50-89bf-8de536f26bc0	44603e64-f0a2-4f50-89bf-8de536f26bc0	
DLBCL11202	4e853d96-5af2-4ea3-8b93-ebab6e760145	4e853d96-5af2-4ea3-8b93-ebab6e760145	
DLBCL11203	70d40e0f-d762-462b-8679-499b2b5756de	70d40e0f-d762-462b-8679-499b2b5756de	
DLBCL11204	3d855abf-2bf5-4b8c-b456-26ab5070d307	3d855abf-2bf5-4b8c-b456-26ab5070d307	
DLBCL11205	8c0c8e17-8400-4481-bbe1-2496d8b1f335	8c0c8e17-8400-4481-bbe1-2496d8b1f335	
DLBCL11206	c39bb161-8c94-4695-bb08-dc24d5611252	c39bb161-8c94-4695-bb08-dc24d5611252	
DLBCL11208	d5b8ae1a-7ff4-422e-b313-8bbeb3dd3c05	d5b8ae1a-7ff4-422e-b313-8bbeb3dd3c05	
DLBCL11242	a19f71ca-9198-449f-a41a-0b37ccab5abf	a19f71ca-9198-449f-a41a-0b37ccab5abf	
DLBCL11271	9918cef1-d89f-4900-91dc-7755cf56fd3d	9918cef1-d89f-4900-91dc-7755cf56fd3d	
DLBCL11346	4c357ff8-608b-40e8-8241-086b06e9d6a1	4c357ff8-608b-40e8-8241-086b06e9d6a1	
DLBCL11353	fb34cb1f-cb86-4b42-9ae5-4089bba4da05	fb34cb1f-cb86-4b42-9ae5-4089bba4da05	
DLBCL11428	dac2997f-3d55-49d5-a614-a3e70eaecde5	dac2997f-3d55-49d5-a614-a3e70eaecde5	
DLBCL11429	c365c176-d820-4fa5-aef4-976787714243	c365c176-d820-4fa5-aef4-976787714243	
DLBCL11430	15cc2664-27e2-4fb5-894d-74c4aba1d60b	15cc2664-27e2-4fb5-894d-74c4aba1d60b	
DLBCL11431	a3e7b3f4-b3df-4e9c-a636-589b9f986f1d	a3e7b3f4-b3df-4e9c-a636-589b9f986f1d	
DLBCL11432	2b2eee5f-f106-49f9-8dff-4b91cc1387e2	2b2eee5f-f106-49f9-8dff-4b91cc1387e2	
DLBCL11433	6315575a-497c-43e5-a58d-c3f4dd518313	6315575a-497c-43e5-a58d-c3f4dd518313	
DLBCL11434	2067fcf9-dd45-480c-889d-fc776701f4c2	2067fcf9-dd45-480c-889d-fc776701f4c2	
DLBCL11435	bf77185d-0e55-4f3a-a33e-03263f7f160f	bf77185d-0e55-4f3a-a33e-03263f7f160f	
DLBCL11436	6b4ace44-d82b-45e7-9876-9cdc0a3f9ba9	6b4ace44-d82b-45e7-9876-9cdc0a3f9ba9	
DLBCL11437	a79de0e2-46cc-4189-a05d-386456a98364	a79de0e2-46cc-4189-a05d-386456a98364	
DLBCL11438	fa49b8d4-8220-476a-a39e-b6b910442e21	fa49b8d4-8220-476a-a39e-b6b910442e21	
DLBCL11439	5e7d34b6-f11a-4827-8b80-a59440de0a3d	5e7d34b6-f11a-4827-8b80-a59440de0a3d	
DLBCL11440	1b785ff6-468a-4195-97dc-fd5f75edc3f4	1b785ff6-468a-4195-97dc-fd5f75edc3f4	
DLBCL11441	e2d28ece-e985-41b8-9e11-9ccbc0df74ea	e2d28ece-e985-41b8-9e11-9ccbc0df74ea	
DLBCL11443	d67f08bd-454e-4eed-ad3a-7b189f71f9a0	d67f08bd-454e-4eed-ad3a-7b189f71f9a0	
DLBCL11445	6b3753bd-9263-4e84-a8d8-5d7a57e585c6	6b3753bd-9263-4e84-a8d8-5d7a57e585c6	
DLBCL11446	59e9b1bf-65b4-4dcb-aab8-c84dcfcc86e5	59e9b1bf-65b4-4dcb-aab8-c84dcfcc86e5	
DLBCL11447	5c862d41-83ed-4906-88c6-6f96510dd1e2	5c862d41-83ed-4906-88c6-6f96510dd1e2	
DLBCL11448	9cfe9095-757b-44f0-aee2-4c8cdde011cd	9cfe9095-757b-44f0-aee2-4c8cdde011cd	
DLBCL11449	efbb0380-5486-4f91-ae7d-303c2a189b85	efbb0380-5486-4f91-ae7d-303c2a189b85	
DLBCL11450	44e0a006-7bff-443b-ab87-572f68041b5a	44e0a006-7bff-443b-ab87-572f68041b5a	
DLBCL11451	e074582b-c322-45aa-b2a8-dcb0aad3854b	e074582b-c322-45aa-b2a8-dcb0aad3854b	
DLBCL11452	90183ea5-2481-4b41-8a05-0f16d9d0049f	90183ea5-2481-4b41-8a05-0f16d9d0049f	
DLBCL11453	42f304db-ebe8-4152-8418-1df63a2856ca	42f304db-ebe8-4152-8418-1df63a2856ca	
DLBCL11454	1e5c5589-c5c9-4a3c-9030-cab269e94454	1e5c5589-c5c9-4a3c-9030-cab269e94454	
