pair_id	case_sample	control_sample	ploidy_absolute_reviewed
DLBCL_RICOVER_174	DLBCL-RICOVER_174-Tumor-SM-4NFS1	DLBCL-RICOVER_174-Normal-SM-4MEXC	3.000000
DLBCL_RICOVER_181	DLBCL-RICOVER_181-Tumor-SM-4NFS3	DLBCL-RICOVER_181-Normal-SM-4MEXD	2.390000
DLBCL_RICOVER_197	DLBCL-RICOVER_197-Tumor-SM-4NFS6	DLBCL-RICOVER_197-Normal-SM-4MEXG	2.010000
DLBCL_RICOVER_208	DLBCL-RICOVER_208-Tumor-SM-4NFS7	DLBCL-RICOVER_208-Null_normal	1.725724
DLBCL_RICOVER_215	DLBCL-RICOVER_215-Tumor-SM-4NFS8	DLBCL-RICOVER_215-Normal-SM-4MEXH	1.860000
DLBCL_RICOVER_216	DLBCL-RICOVER_216-Tumor-SM-4NFS9	DLBCL-RICOVER_216-Null_normal	1.959881
DLBCL_RICOVER_221	DLBCL-RICOVER_221-Tumor-SM-4NFSA	DLBCL-RICOVER_221-Null_normal	2.101181
DLBCL_RICOVER_224	DLBCL-RICOVER_224-Tumor-SM-4NFSC	DLBCL-RICOVER_224-Normal-SM-4MEXJ	2.240000
DLBCL_RICOVER_253	DLBCL-RICOVER_253-Tumor-SM-4NFSD	DLBCL-RICOVER_253-Normal-SM-4MEXK	3.640000
DLBCL_RICOVER_258	DLBCL-RICOVER_258-Tumor-SM-4NFSF	DLBCL-RICOVER_258-Null_normal	1.992155
DLBCL_RICOVER_266	DLBCL-RICOVER_266-Tumor-SM-4NFSH	DLBCL-RICOVER_266-Normal-SM-4MEXM	1.840000
DLBCL_RICOVER_267	DLBCL-RICOVER_267-Tumor-SM-4NFSI	DLBCL-RICOVER_267-Normal-SM-4MEXN	2.020000
DLBCL_RICOVER_269	DLBCL-RICOVER_269-Tumor-SM-4NFSK	DLBCL-RICOVER_269-Normal-SM-4JPFQ	2.600000
DLBCL_RICOVER_274	DLBCL-RICOVER_274-Tumor-SM-4NFSL	DLBCL-RICOVER_274-Normal-SM-4MEXP	2.080000
DLBCL_RICOVER_288	DLBCL-RICOVER_288-Tumor-SM-4NFSM	DLBCL-RICOVER_288-Normal-SM-4MEXQ	3.900000
DLBCL_RICOVER_290	DLBCL-RICOVER_290-Tumor-SM-4NFSO	DLBCL-RICOVER_290-Null_normal	1.976917
DLBCL_RICOVER_299	DLBCL-RICOVER_299-Tumor-SM-4NFSP	DLBCL-RICOVER_299-Normal-SM-4MEXR	3.660000
DLBCL_RICOVER_314	DLBCL-RICOVER_314-Tumor-SM-4NFSR	DLBCL-RICOVER_314-Normal-SM-4MEXS	2.200000
DLBCL_RICOVER_320	DLBCL-RICOVER_320-Tumor-SM-4NFSS	DLBCL-RICOVER_320-Normal-SM-4MEXT	2.040000
DLBCL_RICOVER_325	DLBCL-RICOVER_325-Tumor-SM-4NFST	DLBCL-RICOVER_325-Normal-SM-4MEXU	2.190000
DLBCL_RICOVER_335	DLBCL-RICOVER_335-Tumor-SM-4NFSW	DLBCL-RICOVER_335-Null_normal	3.800459
DLBCL_RICOVER_336	DLBCL-RICOVER_336-Tumor-SM-4NFSX	DLBCL-RICOVER_336-Normal-SM-4MEXW	2.170000
DLBCL_RICOVER_338	DLBCL-RICOVER_338-Tumor-SM-4NFSY	DLBCL-RICOVER_338-Normal-SM-4MEXX	2.080000
DLBCL_RICOVER_342	DLBCL-RICOVER_342-Tumor-SM-4NFSZ	DLBCL-RICOVER_342-Null_normal	1.940373
DLBCL_RICOVER_361	DLBCL-RICOVER_361-Tumor-SM-4NFT2	DLBCL-RICOVER_361-Normal-SM-4MEXZ	2.000000
DLBCL_RICOVER_384	DLBCL-RICOVER_384-Tumor-SM-4NFT7	DLBCL-RICOVER_384-Normal-SM-4JPFR	2.080000
DLBCL_RICOVER_401	DLBCL-RICOVER_401-Tumor-SM-4NFT9	DLBCL-RICOVER_401-Normal-SM-4MEY4	2.010000
DLBCL_RICOVER_408	DLBCL-RICOVER_408-Tumor-SM-4NFTA	DLBCL-RICOVER_408-Null_normal	2.268723
DLBCL_RICOVER_417	DLBCL-RICOVER_417-Tumor-SM-4NFTB	DLBCL-RICOVER_417-Normal-SM-4MEY5	2.140000
DLBCL_RICOVER_431	DLBCL-RICOVER_431-Tumor-SM-4NFTD	DLBCL-RICOVER_431-Null_normal	2.124051
DLBCL_RICOVER_440	DLBCL-RICOVER_440-Tumor-SM-4NFTG	DLBCL-RICOVER_440-Null_normal	2.141569
DLBCL_RICOVER_449	DLBCL-RICOVER_449-Tumor-SM-4NFTH	DLBCL-RICOVER_449-Normal-SM-4MEY8	2.000000
DLBCL_RICOVER_451	DLBCL-RICOVER_451-Tumor-SM-4NFTI	DLBCL-RICOVER_451-Null_normal	2.147571
DLBCL_RICOVER_463	DLBCL-RICOVER_463-Tumor-SM-4NFTK	DLBCL-RICOVER_463-Null_normal	2.052420
DLBCL_RICOVER_467	DLBCL-RICOVER_467-Tumor-SM-4NFTL	DLBCL-RICOVER_467-Normal-SM-4MEYA	3.740000
DLBCL_RICOVER_469	DLBCL-RICOVER_469-Tumor-SM-4NFTM	DLBCL-RICOVER_469-Null_normal	1.976833
DLBCL_RICOVER_473	DLBCL-RICOVER_473-Tumor-SM-4NFTN	DLBCL-RICOVER_473-Normal-SM-4MEYB	2.220000
DLBCL_RICOVER_478	DLBCL-RICOVER_478-Tumor-SM-4NFTO	DLBCL-RICOVER_478-Null_normal	2.062068
DLBCL_RICOVER_496	DLBCL-RICOVER_496-Tumor-SM-4NFTR	DLBCL-RICOVER_496-Normal-SM-4MEYD	1.930000
DLBCL_RICOVER_506	DLBCL-RICOVER_506-Tumor-SM-4NFTS	DLBCL-RICOVER_506-Normal-SM-4MEYE	2.170000
DLBCL_RICOVER_522	DLBCL-RICOVER_522-Tumor-SM-4NFTV	DLBCL-RICOVER_522-Normal-SM-4MEYH	2.060000
DLBCL_RICOVER_533	DLBCL-RICOVER_533-Tumor-SM-4NFTX	DLBCL-RICOVER_533-Normal-SM-4MEYJ	3.777024
DLBCL_RICOVER_543	DLBCL-RICOVER_543-Tumor-SM-4NFTY	DLBCL-RICOVER_543-Normal-SM-4MEYK	2.020000
DLBCL_RICOVER_554	DLBCL-RICOVER_554-Tumor-SM-4NFU1	DLBCL-RICOVER_554-Null_normal	1.895981
DLBCL_RICOVER_575	DLBCL-RICOVER_575-Tumor-SM-4MIKM	DLBCL-RICOVER_575-Null_normal	2.100395
DLBCL_RICOVER_577	DLBCL-RICOVER_577-Tumor-SM-4MIKN	DLBCL-RICOVER_577-Null_normal	1.990996
DLBCL_RICOVER_583	DLBCL-RICOVER_583-Tumor-SM-4MIKO	DLBCL-RICOVER_583-Null_normal	2.172924
DLBCL_RICOVER_585	DLBCL-RICOVER_585-Tumor-SM-4MIKP	DLBCL-RICOVER_585-Null_normal	2.031829
DLBCL_RICOVER_597	DLBCL-RICOVER_597-Tumor-SM-4MIKR	DLBCL-RICOVER_597-Normal-SM-4MEYO	2.170000
DLBCL_RICOVER_617	DLBCL-RICOVER_617-Tumor-SM-4MIKT	DLBCL-RICOVER_617-Null_normal	2.035348
DLBCL_RICOVER_623	DLBCL-RICOVER_623-Tumor-SM-4MIKU	DLBCL-RICOVER_623-Normal-SM-4MEYP	2.240000
DLBCL_RICOVER_632	DLBCL-RICOVER_632-Tumor-SM-4MIKV	DLBCL-RICOVER_632-Null_normal	1.895253
DLBCL_RICOVER_678	DLBCL-RICOVER_678-Tumor-SM-4MIKZ	DLBCL-RICOVER_678-Null_normal	2.064684
DLBCL_RICOVER_685	DLBCL-RICOVER_685-Tumor-SM-4MIL1	DLBCL-RICOVER_685-Normal-SM-4MEYT	2.000000
DLBCL_RICOVER_692	DLBCL-RICOVER_692-Tumor-SM-4MIL3	DLBCL-RICOVER_692-Null_normal	2.082799
DLBCL_RICOVER_694	DLBCL-RICOVER_694-Tumor-SM-4MIL4	DLBCL-RICOVER_694-Null_normal	1.940463
DLBCL_RICOVER_701	DLBCL-RICOVER_701-Tumor-SM-4MIL5	DLBCL-RICOVER_701-Null_normal	2.012091
DLBCL_RICOVER_704	DLBCL-RICOVER_704-Tumor-SM-4MIL6	DLBCL-RICOVER_704-Normal-SM-4MEYV	2.080000
DLBCL_RICOVER_711	DLBCL-RICOVER_711-Tumor-SM-4MIL8	DLBCL-RICOVER_711-Normal-SM-4MEYW	1.960000
DLBCL_RICOVER_712	DLBCL-RICOVER_712-Tumor-SM-4MIL9	DLBCL-RICOVER_712-Normal-SM-4MEYX	2.330000
DLBCL_RICOVER_720	DLBCL-RICOVER_720-Tumor-SM-4MILA	DLBCL-RICOVER_720-Normal-SM-4MEYY	2.300000
DLBCL_RICOVER_744	DLBCL-RICOVER_744-Tumor-SM-4MILC	DLBCL-RICOVER_744-Null_normal	2.012301
DLBCL_RICOVER_763	DLBCL-RICOVER_763-Tumor-SM-4MILF	DLBCL-RICOVER_763-Normal-SM-4MEZ2	1.990000
DLBCL_RICOVER_773	DLBCL-RICOVER_773-Tumor-SM-4MILG	DLBCL-RICOVER_773-Normal-SM-4MEZ3	2.160000
DLBCL_RICOVER_780	DLBCL-RICOVER_780-Tumor-SM-4MILI	DLBCL-RICOVER_780-Null_normal	2.062075
DLBCL_RICOVER_787	DLBCL-RICOVER_787-Tumor-SM-4MILK	DLBCL-RICOVER_787-Null_normal	1.967287
DLBCL_RICOVER_822	DLBCL-RICOVER_822-Tumor-SM-4MILM	DLBCL-RICOVER_822-Null_normal	2.196039
DLBCL_RICOVER_826	DLBCL-RICOVER_826-Tumor-SM-4MILN	DLBCL-RICOVER_826-Null_normal	1.925668
DLBCL_RICOVER_829	DLBCL-RICOVER_829-Tumor-SM-4MILP	DLBCL-RICOVER_829-Null_normal	2.172831
DLBCL_RICOVER_839	DLBCL-RICOVER_839-Tumor-SM-4MILR	DLBCL-RICOVER_839-Normal-SM-4JPFU	2.120000
DLBCL_RICOVER_850	DLBCL-RICOVER_850-Tumor-SM-4MILT	DLBCL-RICOVER_850-Null_normal	2.158735
DLBCL_RICOVER_865	DLBCL-RICOVER_865-Tumor-SM-4MILU	DLBCL-RICOVER_865-Null_normal	3.865010
DLBCL_RICOVER_866	DLBCL-RICOVER_866-Tumor-SM-4MILV	DLBCL-RICOVER_866-Null_normal	2.057509
DLBCL_RICOVER_910	DLBCL-RICOVER_910-Tumor-SM-4MIM1	DLBCL-RICOVER_910-Normal-SM-4MEZ9	2.000000
DLBCL_RICOVER_945	DLBCL-RICOVER_945-Tumor-SM-4MIM4	DLBCL-RICOVER_945-Null_normal	1.943489
DLBCL_RICOVER_948	DLBCL-RICOVER_948-Tumor-SM-4MIM5	DLBCL-RICOVER_948-Null_normal	2.032318
DLBCL_RICOVER_950	DLBCL-RICOVER_950-Tumor-SM-4MIM6	DLBCL-RICOVER_950-Normal-SM-4MEZC	2.010000
DLBCL_RICOVER_956	DLBCL-RICOVER_956-Tumor-SM-4MIM7	DLBCL-RICOVER_956-Null_normal	2.167276
DLBCL_RICOVER_977	DLBCL-RICOVER_977-Tumor-SM-4MIM9	DLBCL-RICOVER_977-Normal-SM-4MEZD	2.030000
DLBCL_RICOVER_978	DLBCL-RICOVER_978-Tumor-SM-4MIMA	DLBCL-RICOVER_978-Null_normal	1.997635
DLBCL_RICOVER_985	DLBCL-RICOVER_985-Tumor-SM-4MIMD	DLBCL-RICOVER_985-Null_normal	2.079160
DLBCL_RICOVER_99	DLBCL-RICOVER_99-Tumor-SM-4NFRE	DLBCL-RICOVER_99-Normal-SM-4MEWY	2.030000
DLBC_FA_8693_TP_NB	DLBC-FA-8693-TP	DLBC-FA-8693-NB	
DLBC_FA_A4BB_TP_NB	DLBC-FA-A4BB-TP	DLBC-FA-A4BB-NB	
DLBC_FA_A4XK_TP_NB	DLBC-FA-A4XK-TP	DLBC-FA-A4XK-NB	
DLBC_FA_A6HN_TP_NB	DLBC-FA-A6HN-TP	DLBC-FA-A6HN-NB	
DLBC_FA_A6HO_TP_NB	DLBC-FA-A6HO-TP	DLBC-FA-A6HO-NB	
DLBC_FA_A7DS_TP_NB	DLBC-FA-A7DS-TP	DLBC-FA-A7DS-NB	
DLBC_FA_A7Q1_TP_NB	DLBC-FA-A7Q1-TP	DLBC-FA-A7Q1-NB	
DLBC_FA_A82F_TP_NB	DLBC-FA-A82F-TP	DLBC-FA-A82F-NB	
DLBC_FA_A86F_TP_NB	DLBC-FA-A86F-TP	DLBC-FA-A86F-NB	
DLBC_FF_8041_TP_NB	DLBC-FF-8041-TP	DLBC-FF-8041-NB	
DLBC_FF_8042_TP_NB	DLBC-FF-8042-TP	DLBC-FF-8042-NB	
DLBC_FF_8043_TP_NB	DLBC-FF-8043-TP	DLBC-FF-8043-NB	
DLBC_FF_8046_TP_NB	DLBC-FF-8046-TP	DLBC-FF-8046-NB	
DLBC_FF_8047_TP_NB	DLBC-FF-8047-TP	DLBC-FF-8047-NB	
DLBC_FF_8061_TP_NB	DLBC-FF-8061-TP	DLBC-FF-8061-NB	
DLBC_FF_8062_TP_NB	DLBC-FF-8062-TP	DLBC-FM-8000-NB	
DLBC_FF_A7CQ_TP_NB	DLBC-FF-A7CQ-TP	DLBC-FF-A7CQ-NB	
DLBC_FF_A7CR_TP_NB	DLBC-FF-A7CR-TP	DLBC-FF-A7CR-NB	
DLBC_FF_A7CW_TP_NB	DLBC-FF-A7CW-TP	DLBC-FF-A7CW-NB	
DLBC_FF_A7CX_TP_NB	DLBC-FF-A7CX-TP	DLBC-FF-A7CX-NB	
DLBC_FM_8000_TP_NB	DLBC-FM-8000-TP	DLBC-G8-6324-NB	
DLBC_G8_6324_TP_NB	DLBC-G8-6324-TP	DLBC-G8-6325-NB	
DLBC_G8_6325_TP_NB	DLBC-G8-6325-TP	DLBC-G8-6326-NB	
DLBC_G8_6326_TP_NB	DLBC-G8-6326-TP	DLBC-G8-6906-NBM	
DLBC_G8_6906_TP_NBM	DLBC-G8-6906-TP	DLBC-G8-6907-NBM	
DLBC_G8_6907_TP_NBM	DLBC-G8-6907-TP	DLBC-G8-6909-NBM	
DLBC_G8_6909_TP_NBM	DLBC-G8-6909-TP	DLBC-G8-6914-NBM	
DLBC_G8_6914_TP_NBM	DLBC-G8-6914-TP	DLBC-GR-7351-NB	
DLBC_GR_7351_TP_NB	DLBC-GR-7351-TP	DLBC-GR-7353-NB	
DLBC_GR_7353_TP_NB	DLBC-GR-7353-TP	DLBC-FF-8062-NB	
DLBC_GR_A4D4_TP_NB	DLBC-GR-A4D4-TP	DLBC-GR-A4D4-NB	
DLBC_GR_A4D5_TP_NB	DLBC-GR-A4D5-TP	DLBC-GR-A4D5-NB	
DLBC_GR_A4D6_TP_NB	DLBC-GR-A4D6-TP	DLBC-GR-A4D6-NB	
DLBC_GR_A4D9_TP_NB	DLBC-GR-A4D9-TP	DLBC-GR-A4D9-NB	
DLBC_GS_A9TQ_TP_NB	DLBC-GS-A9TQ-TP	DLBC-GS-A9TQ-NB	
DLBC_GS_A9TT_TP_NB	DLBC-GS-A9TT-TP	DLBC-GS-A9TT-NB	
DLBC_GS_A9TU_TP_NB	DLBC-GS-A9TU-TP	DLBC-GS-A9TU-NB	
DLBC_GS_A9TV_TP_NB	DLBC-GS-A9TV-TP	DLBC-GS-A9TV-NB	
DLBC_GS_A9TW_TP_NB	DLBC-GS-A9TW-TP	DLBC-GS-A9TW-NB	
DLBC_GS_A9TX_TP_NB	DLBC-GS-A9TX-TP	DLBC-GS-A9TX-NB	
DLBC_GS_A9TY_TP_NB	DLBC-GS-A9TY-TP	DLBC-GS-A9TY-NB	
DLBC_GS_A9TZ_TP_NB	DLBC-GS-A9TZ-TP	DLBC-GS-A9TZ-NB	
DLBC_GS_A9U3_TP_NB	DLBC-GS-A9U3-TP	DLBC-GS-A9U3-NB	
DLBC_GS_A9U4_TP_NB	DLBC-GS-A9U4-TP	DLBC-GS-A9U4-NB	
DLBC_RQ_A68N_TP_NB	DLBC-RQ-A68N-TP	DLBC-RQ-A68N-NB	
DLBC_RQ_A6JB_TP_NB	DLBC-RQ-A6JB-TP	DLBC-RQ-A6JB-NB	
DLBC_RQ_AAAT_TP_NB	DLBC-RQ-AAAT-TP	DLBC-RQ-AAAT-NB	
DLBC_VB_A8QN_TP_NB	DLBC-VB-A8QN-TP	DLBC-VB-A8QN-NB	
DLBCL10450	97a97457-8f4d-4528-a63c-973faba8e53f	97a97457-8f4d-4528-a63c-973faba8e53f	
DLBCL10451	64305303-88b8-4a11-b04c-a40c6c9cc482	64305303-88b8-4a11-b04c-a40c6c9cc482	
DLBCL10452	3d995c43-15e0-4120-a42c-fb7a81e24887	3d995c43-15e0-4120-a42c-fb7a81e24887	
DLBCL10453	ce44d2f8-d8d9-4bd6-b4a6-9cfa1440508e	ce44d2f8-d8d9-4bd6-b4a6-9cfa1440508e	
DLBCL10454	9aaff1c2-e9a7-460d-b172-a96b43b327e9	9aaff1c2-e9a7-460d-b172-a96b43b327e9	
DLBCL10455	a02e5e31-57b4-4f66-a2a0-a080f4a84547	a02e5e31-57b4-4f66-a2a0-a080f4a84547	
DLBCL10456	6cd54fee-9f22-4124-afcf-76ea1db5cdf7	6cd54fee-9f22-4124-afcf-76ea1db5cdf7	
DLBCL10457	24ad7bf4-7dd2-483f-8e45-2605b5fda1bb	24ad7bf4-7dd2-483f-8e45-2605b5fda1bb	
DLBCL10458	209d4ef6-39a5-4f79-a264-c06554ec24c0	209d4ef6-39a5-4f79-a264-c06554ec24c0	
DLBCL10459	08a1312f-0a73-485e-8ad5-3c2ee0e15f19	08a1312f-0a73-485e-8ad5-3c2ee0e15f19	
DLBCL10460	1653f315-15d1-4c4c-9424-d37914ba0688	1653f315-15d1-4c4c-9424-d37914ba0688	
DLBCL10461	74a4fc48-6717-4fc1-be44-f6edf56647f3	74a4fc48-6717-4fc1-be44-f6edf56647f3	
DLBCL10462	b4ea9ff3-9cb8-45c0-88e7-1b7f5dc58e18	b4ea9ff3-9cb8-45c0-88e7-1b7f5dc58e18	
DLBCL10463	76c7fdad-0482-4f37-8683-e498c6ec2579	76c7fdad-0482-4f37-8683-e498c6ec2579	
DLBCL10464	3487ac51-bd8e-4773-a8cd-134c8877be41	3487ac51-bd8e-4773-a8cd-134c8877be41	
DLBCL10465	4486ad32-c7b4-46d7-960f-2606a16defa8	4486ad32-c7b4-46d7-960f-2606a16defa8	
DLBCL10466	ed216535-9e9f-498b-b00f-906293444218	ed216535-9e9f-498b-b00f-906293444218	
DLBCL10467	afc7043a-3a1a-4a10-a12a-f5a561863ef4	afc7043a-3a1a-4a10-a12a-f5a561863ef4	
DLBCL10469	2c8ea82b-0b2d-4ade-b843-6b668e900678	2c8ea82b-0b2d-4ade-b843-6b668e900678	
DLBCL10470	ac7f8edf-42bc-4283-9d8b-cdad89ed0659	ac7f8edf-42bc-4283-9d8b-cdad89ed0659	
DLBCL10471	cd4ac2f5-5bba-4448-abb6-f8d6fa6ca499	cd4ac2f5-5bba-4448-abb6-f8d6fa6ca499	
DLBCL10472	4d0b8de2-e426-46b5-b72b-9cebde54e3bd	4d0b8de2-e426-46b5-b72b-9cebde54e3bd	
DLBCL10473	288120d4-8549-497c-a698-c28180fcf7c6	288120d4-8549-497c-a698-c28180fcf7c6	
DLBCL10474	d51e01c6-572d-4600-bbb6-792911458109	d51e01c6-572d-4600-bbb6-792911458109	
DLBCL10476	230849c8-0342-49ab-9f6f-db148b5b5062	230849c8-0342-49ab-9f6f-db148b5b5062	
DLBCL10477	eb44d63a-cf89-403d-8751-43dd6f32c943	eb44d63a-cf89-403d-8751-43dd6f32c943	
DLBCL10478	e59311d8-db65-4347-8f16-20443b787c6b	e59311d8-db65-4347-8f16-20443b787c6b	
DLBCL10479	dd629834-9496-4c25-88f7-5bc099a1726d	dd629834-9496-4c25-88f7-5bc099a1726d	
DLBCL10480	1bcf4bb3-de11-4725-8d39-0f56badec997	1bcf4bb3-de11-4725-8d39-0f56badec997	
DLBCL10481	5b7b8687-96f7-451b-af20-9b8e4b1c35eb	5b7b8687-96f7-451b-af20-9b8e4b1c35eb	
DLBCL10482	92e17e1a-0c28-4db8-b4d3-89310ebd4de9	92e17e1a-0c28-4db8-b4d3-89310ebd4de9	
DLBCL10483	4a03b075-aaf2-4d05-b7c3-427dc9b06dcc	4a03b075-aaf2-4d05-b7c3-427dc9b06dcc	
DLBCL10484	1274247e-e9e2-4a7f-98ac-ace40d6aa7ee	1274247e-e9e2-4a7f-98ac-ace40d6aa7ee	
DLBCL10485	9dec5df4-cbe1-42f1-8a29-70ae6a86ad12	9dec5df4-cbe1-42f1-8a29-70ae6a86ad12	
DLBCL10486	ed3d4306-d024-45db-9929-d8053f5b545c	ed3d4306-d024-45db-9929-d8053f5b545c	
DLBCL10487	b61d4cdb-4d61-41b2-baf8-bc71871cd787	b61d4cdb-4d61-41b2-baf8-bc71871cd787	
DLBCL10488	81135382-957a-480c-a889-348662a390e0	81135382-957a-480c-a889-348662a390e0	
DLBCL10490	40090df2-a78c-4548-882c-2d8d3ff92422	40090df2-a78c-4548-882c-2d8d3ff92422	
DLBCL10491	34023cc9-2c31-4a40-a07f-053e1ef74667	34023cc9-2c31-4a40-a07f-053e1ef74667	
DLBCL10492	08f107bf-08d2-49f3-8e07-6bb8ee79c653	08f107bf-08d2-49f3-8e07-6bb8ee79c653	
DLBCL10493	25b541b0-cfd8-4528-8283-168cbda7a96c	25b541b0-cfd8-4528-8283-168cbda7a96c	
DLBCL10494	bcb28b64-f4fc-4d5c-8343-d561cadf547e	bcb28b64-f4fc-4d5c-8343-d561cadf547e	
DLBCL10495	277c3ddc-f845-441f-9c35-85ed6dd969ec	277c3ddc-f845-441f-9c35-85ed6dd969ec	
DLBCL10497	664db9f6-322f-4dc6-97b6-108ce18de6fd	664db9f6-322f-4dc6-97b6-108ce18de6fd	
DLBCL10498	61d69257-f998-484a-aa58-584fe9d1ab24	61d69257-f998-484a-aa58-584fe9d1ab24	
DLBCL10499	7cc8e9f4-42d0-4a24-b135-f7714c9976e3	7cc8e9f4-42d0-4a24-b135-f7714c9976e3	
DLBCL10500	9358b2c7-8837-4321-91d3-ae536b93edea	9358b2c7-8837-4321-91d3-ae536b93edea	
DLBCL10501	ed5c027b-1d1b-44df-84b0-fdf9e0290dbf	ed5c027b-1d1b-44df-84b0-fdf9e0290dbf	
DLBCL10502	cdf38379-dcce-4194-8552-691cb8e1e213	cdf38379-dcce-4194-8552-691cb8e1e213	
DLBCL10503	a1803adc-8502-4db2-936c-48a0006de61b	a1803adc-8502-4db2-936c-48a0006de61b	
DLBCL10504	acf35e63-12fd-4b84-8232-654fef4c20af	acf35e63-12fd-4b84-8232-654fef4c20af	
DLBCL10505	88e02fbd-530f-488a-9f4e-9ee2aa269782	88e02fbd-530f-488a-9f4e-9ee2aa269782	
DLBCL10506	ce39f878-9624-482e-9656-f753df4fc625	ce39f878-9624-482e-9656-f753df4fc625	
DLBCL10507	fef56d19-c348-4748-8397-7f9d69d08503	fef56d19-c348-4748-8397-7f9d69d08503	
DLBCL10508	f789219d-efe1-4818-9683-8ea6efd38fcc	f789219d-efe1-4818-9683-8ea6efd38fcc	
DLBCL10509	ca9e6c20-900d-4c7e-b521-5fb71a07a576	ca9e6c20-900d-4c7e-b521-5fb71a07a576	
DLBCL10510	f5639b41-74b7-4d7c-ad0f-8f4e96fcf197	f5639b41-74b7-4d7c-ad0f-8f4e96fcf197	
DLBCL10512	9c9444b5-eb0a-4525-a3a0-d1a1f032c2bc	9c9444b5-eb0a-4525-a3a0-d1a1f032c2bc	
DLBCL10513	903d8c91-f460-4842-87cb-b2805813527a	903d8c91-f460-4842-87cb-b2805813527a	
DLBCL10514	024f41be-514c-4b47-8d1c-eb7af99c24ae	024f41be-514c-4b47-8d1c-eb7af99c24ae	
DLBCL10515	62ad1282-fd0a-4e1a-851f-879dda308e5d	62ad1282-fd0a-4e1a-851f-879dda308e5d	
DLBCL10516	b84b32dd-261a-4af3-a83d-e0438282b376	b84b32dd-261a-4af3-a83d-e0438282b376	
DLBCL10517	723bc4d4-2a15-438a-8e0c-720a9345a202	723bc4d4-2a15-438a-8e0c-720a9345a202	
DLBCL10518	fd4c35c8-e3bd-454b-8c4d-44235d4a4d2b	fd4c35c8-e3bd-454b-8c4d-44235d4a4d2b	
DLBCL10519	716afa09-74ab-4bae-8175-baf2c7224460	716afa09-74ab-4bae-8175-baf2c7224460	
DLBCL10520	c26a1c11-f35f-4420-bb96-a6dbb83425a1	c26a1c11-f35f-4420-bb96-a6dbb83425a1	
DLBCL10521	178618ff-3b9c-48a8-9a90-b333e55bc494	178618ff-3b9c-48a8-9a90-b333e55bc494	
DLBCL10522	ddf9d0a4-f475-4bf2-b523-05501d26a405	ddf9d0a4-f475-4bf2-b523-05501d26a405	
DLBCL10523	1e4114cb-1a58-42eb-bb4b-35936356de11	1e4114cb-1a58-42eb-bb4b-35936356de11	
DLBCL10524	f17efa5c-e1f7-41b4-89ee-dad5ef250463	f17efa5c-e1f7-41b4-89ee-dad5ef250463	
DLBCL10525	6c889cbf-a5d5-47ef-aa9e-5dd1779dbc0b	6c889cbf-a5d5-47ef-aa9e-5dd1779dbc0b	
DLBCL10527	85ce3ae7-0b24-4da8-aef7-770f7023c480	85ce3ae7-0b24-4da8-aef7-770f7023c480	
DLBCL10528	78a285e9-089e-4ee6-9682-ac5b1c57ba34	78a285e9-089e-4ee6-9682-ac5b1c57ba34	
DLBCL10529	9778ac2c-d8dc-4a5c-935b-cf78d6b64222	9778ac2c-d8dc-4a5c-935b-cf78d6b64222	
DLBCL10530	ae864c7d-b86c-4c46-bf7f-0f3b90d988d1	ae864c7d-b86c-4c46-bf7f-0f3b90d988d1	
DLBCL10531	d7ce89d6-50ca-4b86-84ed-42621cf3c5d6	d7ce89d6-50ca-4b86-84ed-42621cf3c5d6	
DLBCL10532	668b2131-90c5-4d20-a49b-f14a92a42d7d	668b2131-90c5-4d20-a49b-f14a92a42d7d	
DLBCL10533	76203b6c-a7d6-4579-a5aa-13082d99d74d	76203b6c-a7d6-4579-a5aa-13082d99d74d	
DLBCL10534	7fc16011-fc39-46f7-9722-58a2e797b5c4	7fc16011-fc39-46f7-9722-58a2e797b5c4	
DLBCL10535	6cc0ecba-c937-4169-bff0-5d92d76aa77d	6cc0ecba-c937-4169-bff0-5d92d76aa77d	
DLBCL10536	fd8db780-9e16-4c11-bc73-453425789de6	fd8db780-9e16-4c11-bc73-453425789de6	
DLBCL10537	51a0ba1c-aa56-4116-a79d-e0866fd30559	51a0ba1c-aa56-4116-a79d-e0866fd30559	
DLBCL10538	61613763-7e1d-4b57-9477-deb8d1d9d535	61613763-7e1d-4b57-9477-deb8d1d9d535	
DLBCL10539	ab868d85-ee42-42b3-86b8-e80cf0d3fc75	ab868d85-ee42-42b3-86b8-e80cf0d3fc75	
DLBCL10540	cb8fc430-ada1-4e6c-8238-757a57802d0e	cb8fc430-ada1-4e6c-8238-757a57802d0e	
DLBCL10541	43a70b49-62ab-4835-9d74-09547531f357	43a70b49-62ab-4835-9d74-09547531f357	
DLBCL10542	6bd6791c-7317-4e96-b5e4-5fbe39376805	6bd6791c-7317-4e96-b5e4-5fbe39376805	
DLBCL10543	4367f37c-6f50-4927-b403-d75070d9a13a	4367f37c-6f50-4927-b403-d75070d9a13a	
DLBCL10544	16aa5952-612b-4d6f-927a-d1a7c6ba9dc6	16aa5952-612b-4d6f-927a-d1a7c6ba9dc6	
DLBCL10545	c3eeeeac-40a3-4418-87a9-de151621d3e0	c3eeeeac-40a3-4418-87a9-de151621d3e0	
DLBCL10546	087008ff-c9a0-4698-98c7-425d1fd3d01c	087008ff-c9a0-4698-98c7-425d1fd3d01c	
