	DLBCL_RICOVER_956	DLBCL_RICOVER_910	DLBCL_LS4592	DLBCL11520	DLBCL_RICOVER_597	DLBCL_LS4085	DLBCL10472	DLBCL10956	DLBCL11484	DLBCL_LS2328	DLBCL10542	DLBCL_C_D_1136_NULLPAIR	DFCIDL008_DT	DLBCL10525	DLBCL11563	DLBCL_LS2245	DLBCL_RICOVER_829	DLBCL_RICOVER_467	DLBCL_RICOVER_950	DLBCL11467	DLBCL11495	DLBCL10539	DLBCL11443	DLBCL10859	DLBCL_C_D_1119_NULLPAIR	DLBCL11203	DLBCL10515	DLBCL11536	DLBCL_LS1899	DLBCL_LS2258	DLBCL_RICOVER_711	DLBCL_LS1757	DLBCL_RICOVER_1293	DLBCL11665	DLBCL_C_D_1138_NULLPAIR	DLBCL_RICOVER_866	DLBCL_LS3866	DLBCL_RICOVER_763	DLBCL11574	DLBCL_C_D_1110_NULLPAIR	DLBCL10863	DLBCL11663	DLBCL10480	DLBCL10522	DLBCL11466	DLBCL10854	DLBCL_RICOVER_1247	DLBCL10550	DLBCL11454	DLBCL_LS1620	DLBCL_LS843	DLBCL10492	DLBCL_MAYO_DLBCL_7359	DLBCL_RICOVER_258	DLBCL10989	DLBCL10487	DLBCL11530	DLBCL10881	DLBCL_MAYO_DLBCL_3653	DLBCL10884	DLBCL10922	DLBCL11187	DLBCL10935	DLBCL11003	DLBCL_RICOVER_150	DLBCL_LS3808	DLBCL10874	DLBCL10984	DLBCL11579	DLBCL11590	DLBCL10529	DLBCL11508	DLBCL11511	DLBCL11196	DLBCL10501	DLBCL10909	DLBCL_C_D_1103_NULLPAIR	DLBCL_C_D_1121_NULLPAIR	DLBCL10491	DLBCL10965	DLBCL10833	DLBC_FF_8046_TP_NB	DLBCL10499	DLBCL_RICOVER_585	DLBCL10992	DLBCL_C_D_PAIR23	DLBCL11001	DLBCL11534	DLBCL10883	DLBCL_MC_F959_ERM	DLBCL10930	DLBCL11437	DLBCL11578	DLBCL10906	DLBCL_RICOVER_577	DLBCL11516	DLBCL_MC_F089_HCZ	DLBCL_RICOVER_694	DLBCL10966	DLBCL_C_D_PAIR20	DLBCL11453	DLBCL_C_D_1148_NULLPAIR	DLBCL11655	DLBCL_RICOVER_1045	DLBCL_C_D_1166_NULLPAIR	DLBCL_C_D_1151_NULLPAIR	DLBCL10985	DLBCL_C_D_1114_NULLPAIR	DLBCL_LS2596	DLBCL11525	DLBCL_RICOVER_469	DLBCL_RICOVER_977	DLBCL11564	DLBCL10953	DLBCL10530	DLBCL_C_D_1163_NULLPAIR	DLBCL10518	DLBCL10963	DLBCL11515	DLBCL_RICOVER_1237	DLBCL11193	DLBCL11541	DLBCL10461	DLBC_FF_A7CR_TP_NB	DLBCL10894	DLBCL_RICOVER_417	DLBCL_LS88	DLBCL11685	DLBCL10932	DLBCL11242	DLBCL10458	DLBCL11446	DLBCL10553	DLBCL_RICOVER_290	DLBCL10939	DLBCL_C_D_1112_NULLPAIR	DLBCL_C_D_1159_NULLPAIR	DLBCL11523	DLBCL_LS1583	DLBCL_RICOVER_174	DLBCL11432	DLBCL10565	DLBCL10973	DLBCL10993	DLBCL11002	DLBCL_BWH_DLBCL64	DLBCL_C_D_1139_NULLPAIR	DLBCL10510	DLBCL_RICOVER_1289	DLBCL10463	DLBCL11481	DLBCL11585	DLBCL_C_D_1155_NULLPAIR	DLBCL11191	DFCIDL010_DT	DLBCL10481	DLBCL11206	DLBCL_DFCI_DLBCL_GOE16	DLBCL_MC_F339_JPS2	DLBCL_RICOVER_126	DLBCL10913	DLBCL11538	DLBCL_C_D_PAIR22	DLBCL_LS2305	DLBCL11483	DLBCL11664	DLBCL_MC_F262_WLC	DLBCL10868	DLBCL_LS3309	DLBCL_C_D_1127_NULLPAIR	DLBCL_RICOVER_151	DLBCL11528	DLBCL10865	DLBCL11000	DLBCL_LS4394	DLBCL10548	DLBCL10493	DLBCL_RICOVER_533	DLBCL10500	DLBCL10912	DLBCL_C_D_1135_NULLPAIR	DLBCL10564	DLBCL10836	DLBCL_LS762	DLBCL_LS4619	DLBCL10981	DLBCL10870	DLBCL10964	DLBCL10998	DLBCL_RICOVER_787	DLBCL_RICOVER_338	DLBCL10980	DLBCL_MAYO_DLBCL_5613	DLBCL_MC_F089_MLB	DLBCL10955	DLBCL11581	DLBCL_RICOVER_267	DLBCL10482	DLBCL11195	DLBCL11498	DLBCL11208	DLBCL11558	DLBCL_RICOVER_1329	DLBCL10970	DLBC_FF_8042_TP_NB	DLBCL11205	DLBCL11436	DLBCL10450	DLBCL_MC_F519_ALT	DLBCL11457	DLBCL10834	DLBCL_C_D_1106_NULLPAIR	DLBCL10504	DLBCL10451	DLBCL10460	DLBCL11519	DLBCL11669	DLBCL10876	DLBCL10837	DLBCL_LS1668	DLBCL11479	DLBCL11670	DLBCL10532	DLBCL10516	DLBCL_DFCI_DLBCL_GOE07	DLBCL_RICOVER_623	DLBCL10988	DLBCL11430	DLBCL_C_D_1152_NULLPAIR	DLBCL_C_D_1130_NULLPAIR	DLBCL_RICOVER_1165	DLBCL10505	DLBCL10524	DLBCL_RICOVER_704	DLBCL_RICOVER_1199	DLBCL_RICOVER_1032	DLBCL10933	DLBCL11468	DLBCL11666	DLBCL_LS3200	DLBCL_LS378	DLBCL11450	DLBCL10999	DLBCL_LS155	DLBCL11471	DLBCL_LS3615	DLBCL_RICOVER_583	DLBCL11459	DLBCL_RICOVER_678	DLBCL11661	DLBCL10934	DLBCL10555	DLBCL_C_D_1123_NULLPAIR	DLBCL10528	DLBCL_RICOVER_361	DFCIDL004_DT	DLBCL10915	DLBCL_MC_F300_TBF	DLBCL_RICOVER_839	DLBCL10938	DLBCL11433	DLBCL11532	DLBCL11204	DLBCL11476	DLBCL_RICOVER_181	DLBCL_RICOVER_221	DLBC_FF_A7CQ_TP_NB	DLBCL10495	DLBC_FF_8043_TP_NB	DLBCL_MC_F502_RFK	DLBCL11447	DLBCL10478	DLBCL_RICOVER_266	DLBCL_MC_F139_LJF	DLBCL_C_D_1156_NULLPAIR	DLBCL_RICOVER_224	DLBCL_RICOVER_463	DLBCL_RICOVER_1287	DLBCL10853	DLBCL10509	DLBCL10962	DLBCL10538	DLBCL11501	DLBCL_RICOVER_1248	DLBCL_RICOVER_451	DLBCL11441	DLBCL11671	DLBCL_RICOVER_314	DLBCL_RICOVER_1269	DLBCL_MC_F349_BJJ	DLBCL_RICOVER_985	DLBCL_RICOVER_1060	DLBCL10899	DLBCL10902	DLBCL_RICOVER_1106	DLBCL_RICOVER_1150	DLBCL10469	DLBCL_MC_F064AB	DLBCL11452	DLBC_FF_A7CW_TP_NB	DLBCL10540	DLBCL11560	DFCIDL001_DT	DLBCL11673	DLBCL10877	DLBCL11491	DLBCL_C_D_1126_NULLPAIR	DLBCL11652	DLBCL10566	DLBCL_RICOVER_496	DLBCL10467	DLBCL10552	DLBCL10541	DLBCL10928	DLBCL10975	DLBCL11662	DLBCL_RICOVER_111	DLBCL11478	DLBCL_LS148	DLBCL_RICOVER_978	DLBCL_MC_F990_MNA	DLBCL_RICOVER_269	DLBCL_LS1304	DLBCL_RICOVER_449	DLBCL11474	DLBCL_RICOVER_945	DLBCL_LS3809	DLBCL10996	DLBCL_MC_F648_JKW	DLBCL_RICOVER_773	DLBCL10873	DLBCL_DFCI_DLBCL_GOE05	DLBCL_C_D_1124_NULLPAIR	DLBCL11676	DLBCL_LS2599	DLBCL10462	DLBCL10867	DLBCL10895	DLBCL10945	DLBCL11462	DLBCL11656	DLBCL10888	DLBCL_LS3387	DLBCL10452	DLBC_FF_A7CX_TP_NB	DLBCL_MC_F218_RAP	DLBCL_RICOVER_522	DLBCL10997	DLBCL11657	DLBCL11513	DLBCL10885	DLBCL_RICOVER_780	DLBCL_C_D_1133_NULLPAIR	DLBCL11531	DLBCL11681	DLBCL10878	DLBCL10908	DLBCL11565	DLBCL_RICOVER_712	DLBCL10503	DLBCL_RICOVER_208	DLBCL10470	DLBCL11470	DLBCL_RICOVER_1081	DLBCL_C_D_1113_NULLPAIR	DLBCL_LS3820	DLBCL_LS1395	DLBCL_RICOVER_506	DLBCL_RICOVER_1138	DLBCL_LS146	DLBCL_RICOVER_826	DLBCL10916	DLBCL_RICOVER_253	DLBCL_RICOVER_865	DLBCL11535	DLBCL_MC_F344_CJS	DLBCL_MC_F307_JPS	DLBCL10466	DLBCL_RICOVER_1018	DLBCL11509	DLBCL10488	DLBCL_RICOVER_543	DLBCL11202	DLBCL_C_D_PAIR9	DLBCL_RICOVER_105	DLBCL10506	DLBCL_RICOVER_408	DLBCL_RICOVER_148	DLBCL_MC_F739_AMA3	DLBCL10924	DLBCL11456	DLBCL11460	DLBCL11469	DLBCL10860	DLBCL10974	DLBCL10781	DLBCL10513	DLBCL_LS1098	DLBCL10456	DLBCL10512	DLBCL10531	DLBCL11573	DLBCL_LS3245	DLBCL_RICOVER_478	DLBCL11480	DLBCL10857	DLBCL10464	DLBCL_RICOVER_1257	DLBCL11559	DLBCL10838	DLBCL11005	DLBCL10864	DLBCL11461	DLBCL10880	DLBCL_MC_F927_JHS	DLBCL_RICOVER_948	DLBCL10523	DLBCL_LS2154	DLBCL10485	DLBCL10465	DLBCL11445	DLBCL_RICOVER_120	DLBCL10891	DLBCL10901	DLBCL10972	DLBCL10987	DLBCL11431	DLBCL_MC_F362_MJB1	DLBCL11679	DLBCL10851	DLBCL_RICOVER_384	DLBCL10477	DLBCL10844	DLBCL_RICOVER_617	DLBCL_C_D_1140_NULLPAIR	DLBCL10502	DLBCL11584	DLBC_FF_8062_TP_NB	DLBCL_C_D_1120_NULLPAIR	DLBCL10507	DLBCL10835	DLBCL11566	DLBCL10879	DLBCL11512	DLBCL10959	DLBCL10900	DLBCL11458	DLBCL_RICOVER_1013	DLBCL_C_D_1104_NULLPAIR	DLBCL11595	DLBCL10969	DLBCL10977	DLBCL10921	DLBCL11651	DLBCL10889	DLBCL11572	DLBCL10917	DLBCL10869	DLBCL11464	DLBCL_C_D_1141_NULLPAIR	DLBCL10866	DLBCL10843	DLBCL_C_D_PAIR5	DLBCL_C_D_1131_NULLPAIR	DLBCL_RICOVER_473	DLBCL10986	DLBCL10852	DLBCL10931	DLBCL10547	DLBCL_LS2367	DLBCL11434	DLBCL11488	DLBCL_RICOVER_299	DLBCL_RICOVER_1192	DLBCL10995	DLBCL11188	DLBCL10907	DLBCL11542	DLBCL10978	DLBCL_RICOVER_99	DLBCL_LS2978	DLBCL10534	DLBCL_RICOVER_1299	DLBCL_LS4593	DLBCL_MC_F815_BAT	DLBCL_LS4618	DLBCL11510	DLBCL11429	DLBCL11439	DLBCL10454	DLBCL11500	DLBCL_MC_F496DMP	DLBCL11455	DLBCL_C_D_1108_NULLPAIR	DLBCL_C_D_PAIR13	DLBCL10994	DLBCL_RICOVER_1235	DLBCL10533	DLBCL11683	DLBCL_C_D_1132_NULLPAIR	DLBCL_LS1683	DLBCL10896	DLBCL11503	DLBCL11518	DLBCL11533	DLBCL10950	DLBCL10535	DLBCL_MAYO_DLBCL_234	DLBCL11680	DLBCL_C_D_1153_NULLPAIR	DLBCL_RICOVER_1072	DLBCL10508	DLBCL10483	DLBCL10459	DLBCL_LS297	DLBCL10537	DLBCL11448	DLBCL11472	DLBCL10544	DLBCL11496	DLBCL_RICOVER_1219	DLBCL_LS1065	DLBCL_C_D_1109_NULLPAIR	DLBCL10919	DLBCL_LS3204	DLBCL10527	DLBCL11353	DLBCL11659	DLBCL10842	DLBCL11576	DLBCL10971	DLBCL11526	DLBCL_RICOVER_1046	DLBCL_C_D_1157_NULLPAIR	DLBCL10484	DLBCL10911	DLBCL_C_D_1162_NULLPAIR	DLBCL10521	DLBCL10871	DLBCL_LS951	DLBCL_C_D_1107_NULLPAIR	DLBCL10926	DLBCL10517	DLBCL11677	DLBCL10948	DLBCL11660	DLBCL_C_D_1117_NULLPAIR	DLBCL10925	DFCIDL003_DT	DLBCL_LS1921	DLBCL10494	DLBCL_C_D_1128_NULLPAIR	DLBCL_C_D_1105_NULLPAIR	DLBCL10473	DLBCL11440	DLBCL10549	DLBCL10545	DLBCL_RICOVER_692	DLBCL11473	DLBCL10457	DLBCL_RICOVER_1144	DLBCL11180	DLBCL10957	DLBCL10890	DLBCL11438	DLBCL10887	DLBCL10954	DLBCL10968	DLBCL11540	DLBCL11569	DLBCL10903	DLBCL11684	DLBCL11004	DLBCL_RICOVER_431	DLBCL_C_D_1146_NULLPAIR	DLBCL11482	DLBCL10914	DLBCL10875	DLBCL_C_D_1118_NULLPAIR	DLBCL_RICOVER_173	DLBCL11539	DLBCL11658	DLBCL_RICOVER_107	DLBCL_C_D_1129_NULLPAIR	DLBCL_RICOVER_744	DLBCL10850	DLBCL10898	DLBCL11428	DLBCL_RICOVER_575	DLBCL_RICOVER_274	DLBCL10862	DLBCL10961	DLBCL11194	DLBCL11435	DLBCL_C_D_1158_NULLPAIR	DLBCL10897	DLBCL_MC_F500_ECU	DLBCL_RICOVER_1204	DLBCL_RICOVER_216	DLBCL11514	DLBCL_RICOVER_1210	DLBCL11571	DLBCL_RICOVER_1169	DLBCL10497	DLBCL_RICOVER_720	DLBCL_RICOVER_197	DLBCL10927	DLBCL11506	DLBCL_LS2590	DLBCL10498	DLBCL10858	DLBCL10910	DLBCL10990	DLBCL10780	DLBCL10845	DLBCL_LS2208	DLBCL_RICOVER_1190	DLBCL10471	DLBCL10554	DLBCL10967	DLBCL10476	DLBCL10514	DLBCL11507	DLBCL11449	DLBCL_C_D_1144_NULLPAIR	DLBCL11346	DLBCL10904	DLBCL_RICOVER_401	DLBCL_LS2325	DLBCL_LS4054	DLBCL10848	DLBCL_MC_F729_MAN	DLBCL_C_D_PAIR2	DLBCL_RICOVER_701	DLBCL11672	DLBCL_RICOVER_320	DLBCL10942	DLBCL_LS1546	DLBCL_RICOVER_1061	DLBCL_LS2357	DLBCL10490	DLBCL_LS4323	DLBCL11678	DLBCL_MC_F132_MLM	DLBCL_C_D_1125_NULLPAIR	DLBCL11586	DLBCL10918	DLBCL11477	DLBCL10936	DLBCL_RICOVER_440	DLBCL_C_D_1115_NULLPAIR	DLBCL_C_D_1142_NULLPAIR	DLBCL10943	DLBCL10519	DLBCL10486	DLBCL10951	DLBCL11451	DLBCL11675	DLBCL_MC_F210_GWC	DLBCL_RICOVER_134	DLBCL11527	DLBCL11575	DLBCL_C_D_1149_NULLPAIR	DLBCL_RICOVER_335	DLBCL_RICOVER_850	DLBCL10782	DLBCL10983	DLBCL10847	DLBCL11504	DLBCL11591	DLBCL11667	DLBCL_MC_F358_WDS	DLBCL11537	DLBCL_RICOVER_1263	DLBCL_RICOVER_1283	DLBCL10849	DLBCL11182	DLBCL_LS3499	DLBCL_LS3749	DLBCL10536	DLBCL10546	DLBCL_MC_F606_DMJ	DLBCL_RICOVER_1278	DLBCL10856	DLBCL10893	DLBCL_RICOVER_336	DLBCL_RICOVER_685	DLBCL_LS2089	DLBCL10846	DLBCL_C_D_1145_NULLPAIR	DFCIDL009_DT	DLBCL10453	DLBCL_RICOVER_288	DLBCL11577	DLBCL11486	DLBCL10947	DLBCL11562	DLBCL_RICOVER_822	DLBCL_LS4616
C2ORF16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.0	0	0	0	0	126.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	95.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.0	0	0	0	0	65.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	52.0	0	0	0	0	0	0	0	0	0	50.0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.0	0	0	0	0	0	0	0	0	0	0	0	63.0	45.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.0	0	43.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.0	0	0	0	0	0	44.0	0	0	0	0	0	0	0	0	0	0	0	0
CTDP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0	0	0	0	0	0	0	74.0	0	0	0	0	0	0	0	95.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	30.0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	39.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.0	101.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	60.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.0	0	0	0	0	0	0	95.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.0	0	0	0	0	0	0	0	0	0	30.0	0	0	0	0	0	0	0	0	0	0	0	30.0	0	0	0	0	57.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	64.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0
CD58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	44.0	0	5.0	0.0	0	0	0	0	12.0	0	0	0	0	0	0	0	0	0.0	0	0	25.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0.0	0	0	0	33.0	12.0	0	0	0	0	0	0	0	0	0	7.0	0	14.0	0	0	20.0	0	0	0	0	0	0	14.0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0	0	0	0	0	0	0	0	0	0	32.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.0	0	0	16.0	0	63.0	0	0	0	0	0	0	12.0	0	0	0	0	0	0	0	0	0	0	26.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	10.0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.0	0	0	0	0	0	12.0	0	8.0	0	0	0	0	0	15.0	0	0	0	0	0	0	0	0	0	0	0	0	14.0	36.0	0	0	0	0	0	0	26.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	12.0	0	0	0	0	0	0	0	11.0	8.0	0	0	0	0	0	0	0	0	0	0	0	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	25.0	0	0	15.0	0	20.0	0	0	0	0	0	0	0	4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	0	0	0	0	0	0	0	0	0	0	0	0	17.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	11.0	11.0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0	0	0.0	0	0	0	0	0	15.0	0	0	0	0	0	0	0	0	35.0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.0	0	0	0	0	0	0	0	34.0	0	0	0	0	0
TOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.0	0	0	0	0	0	0	0	67.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	36.0	0	0	0	0	0	0	0	0	0	0	0.0	6.0	0	0	0	0	16.0	0	0	0	0	0	0	0	0	0	0	25.0	0	0	0	0	0	0	19.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0	0	0	0	0	0	0	32.0	0	0	0	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.0	0	0	0	13.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	38.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0	0	0	0	0	0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	13.0	36.0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	13.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.0	0	0	0	0	0	33.0	0	0.0	0	0	0	0	0	33.0	0	0	0	0	0	0	0	0	0	0	0	0	13.0	8.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.0	0	0	0	0	88.0	0	0	0	0	0	0	0	0	0	0	0	0	10.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.0	0	0	0	0	16.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
