epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
TrainingFold1	0.13972619927773192	0.13050562975987723	0.10644676122967511	0.07411797106963451	0.05672169824717694	0.04802090953503944	0.04129298943150459	0.034326503483087384	0.02934600064862141	0.02602000758062504	0.0231204762663873	0.021445435875964022	0.02187137209953045	0.019302189847750516	0.02016817019928351	0.01819283786232713	0.019187599047513458	0.016721625905477315	0.01831842708710627	0.017618860804456443	0.016933571299937097	0.01674655383863682														
TrainingFold2	0.13808214424733828	0.11959222643498271	0.08841796124731625	0.06369320616064537	0.05051290749302791	0.04146958241140542	0.03522052868494259	0.031963263510234215	0.02848888762045444	0.025154702549435384	0.02363833539431346	0.02198508971610482	0.021842773906090497	0.021141363259305188	0.019944808149760948	0.01968882547414746	0.019505166447956638	0.017781232515606416	0.018396744716021228	0.018230520269192026	0.016340855104042058	0.016907001890354538	0.017474848408683453	0.017738677050292112	0.015859229881372113	0.016342609335069338	0.01718050277744052	0.015295052235566316	0.016236947392449495	0.015620072709769329	0.015445758585595623	0.015576125243861665	0.014446325401591503	0.01655972849422931	0.015665496438074748	0.01527587620732783
TrainingFold3	0.13964672878553921	0.12372407871298492	0.09743374630978162	0.07693430386081507	0.06300405452890448	0.05080912931880448	0.04013289324767274	0.03299964305677515	0.028426104039482942	0.026823991939785297	0.024235317307929192	0.0233892598237038	0.021506973137564438	0.02018701392417742	0.019184683570016535	0.017869651038910722	0.01880946624706584																			
TrainingFold4	0.13802519079103492	0.11651406797016559	0.09127491178274019	0.07418298337380497	0.05966525417863436	0.047556221881636385	0.03821526300053845	0.03225645963883961	0.028024144833532633	0.025189222799230773	0.024047277580583448	0.021197028235880006	0.020194926696379147																							
TrainingFold5	0.13266391082502463	0.10177539353473829	0.07248362555796474	0.05750188567281629	0.046970661778563454	0.04047150548117665	0.03427350292313102	0.030907447497930368	0.026528116166133358	0.025658837517413175	0.02406793945572735	0.021554442803851884	0.020911999068202396	0.02109076186416832	0.020090048727489866	0.020176891318685164	0.01872426612911471	0.018831143812340953	0.017511178005188578																	
ValidationFold1	0.13829973539603607	0.1252855133664395	0.09635019265780491	0.07123867507990715	0.060735551993795	0.0522612046417115	0.04591931933412395	0.04416331717324543	0.036803594877710566	0.03413653867703813	0.03299182859960378	0.03581699411526123	0.034085860035182644	0.03584821821446634	0.034858698245183665	0.03243225297202506	0.03505206131259391	0.031387294231535634	0.03234047680312609	0.033612348706940666	0.031907862566965504	0.02803523285339387														
ValidationFold2	0.12902005076674478	0.1051162510744429	0.07719002975915958	0.06263114488267872	0.05201740621123463	0.04642187711475084	0.040074858384156996	0.037932670366509616	0.034735311164175595	0.03512563446981533	0.02979427931027853	0.031068863226080014	0.032402502088059136	0.03095392212448392	0.028316404368784527	0.027657437657970668	0.0275002075208509	0.03180298170523851	0.028982755045165374	0.026017407785859956	0.03385322835181016	0.02965312347948514	0.03423850692226032	0.027038005307726314	0.025593693399579415	0.026376945068477653	0.02667107581951963	0.024789931104740908	0.02537069609102868	0.026445557513268016	0.02468682909342793	0.024700513800001187	0.02610086202626657	0.025850034892105862	0.02881157172890068	0.023854546120154346
ValidationFold3	0.12797592194484814	0.10747737005086881	0.08207346663194974	0.06583797859950989	0.05399375522600686	0.04280511100036425	0.03973818802374548	0.03621670472265188	0.031018740764661094	0.027837227025884204	0.028413742536421132	0.02521811050818152	0.028913864732333292	0.026472159788681893	0.02817568662872613	0.025109824832595353	0.02403078072815593																			
ValidationFold4	0.12323516148275562	0.0948197227304003	0.08067942799035725	0.061219919801390334	0.04700323463475797	0.03884448183401089	0.033442511487269906	0.028386186275123952	0.029970981809518498	0.026226177404168993	0.023186978829471627	0.02329045823067385	0.02092247403496523																							
ValidationFold5	0.1140998279276703	0.08035427371838263	0.060387115513939146	0.04716303713004371	0.04039748122990464	0.03402464625209437	0.03199374150426593	0.027630638933520198	0.02549092097927184	0.026218049901217455	0.02208677335615253	0.02298022064029023	0.020008950887131505	0.022984820773022614	0.021221011752848944	0.019058732656828527	0.025818262749453424	0.02044374383379883	0.019003800696217304																	
