epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
TrainingFold1	0.13366971238086758	0.11074632318843514	0.08419794169973292	0.06839415250286528	0.0584677093817542	0.05116628183965724	0.04506584719159921	0.03847812578617914	0.032553879252834816	0.028336510826625166	0.025025434219533554	0.02485770893670708	0.02249786519804559	0.021681985534153736	0.019902014516384504	0.020872657517176287	0.01892580616760791	0.019318487495167333	0.019865331079844215	0.017475424780241985	0.01712183087353409	0.01734274609976247	0.018485346685101583	0.016821808070512173	0.017130025977399516	0.016466650722610693	0.015458728289655633	0.01578298852858774	0.016793826489679947				
TrainingFold2	0.13491669928565928	0.11149251095712999	0.08616589968663413	0.06827157860142359	0.055173350710226624	0.04356294792253685	0.03483596375474074	0.02889380379339175	0.025848393717179806	0.023931201367258733	0.022183247732970722	0.020979262266693513	0.02065522023279099	0.019451656739189287	0.01922648294909978	0.017781302187640718																	
TrainingFold3	0.13738778224214912	0.1053444025657055	0.07629819063427434	0.06006959524026818	0.05152582172621888	0.043495428703714756	0.03738982895050536	0.03149016266027254	0.026862390476427127	0.02337876667125701	0.02068989062496588	0.020515760377483358	0.017154589199675354	0.018207936189719477	0.01807026247178411	0.016220072557553068	0.01672493706950759	0.01571445931594181	0.014486737154617334	0.014372612398024516	0.014501985174849158	0.01424813938123076											
TrainingFold4	0.13446968239721527	0.10817187337749669	0.07510640059308468	0.05540124299279214	0.04488340777090525	0.036633688024120606	0.03177774281271621	0.02861164374960177	0.025690241499282337	0.02369785710041783	0.022742972797671936	0.021615204231244935	0.01950359144576724	0.018807968071258264	0.017509646030618595	0.01785534332112566	0.016396707925862234	0.017775549113197023	0.01647894526935748														
TrainingFold5	0.1283780426730937	0.10852332428788843	0.08827620360376608	0.06357650522762126	0.0467452745562276	0.03894115386415395	0.03406420085624986	0.03081207376669321	0.02846806657019101	0.02541365874673101	0.023568143690562263	0.02279101936677992	0.020385797604024557	0.020403539716961162	0.01984937560942911	0.01856786580618689	0.01800845782032839	0.017191602217239733	0.016099784199419175	0.016310494832202795	0.01584916352104256	0.01506873380487081	0.01556004814378105	0.014675933505516518	0.014831355549991647	0.014594800006850423	0.014061345928289339	0.014385720787291221	0.014052601580663977	0.014325255631453782	0.014128245187221923	0.013998642554675554	0.013383287158666466
ValidationFold1	0.12385210594428438	0.09466633574006014	0.07170409182020064	0.05916835509041058	0.051693603092904335	0.04788628606599689	0.03726598383218516	0.04772979880986635	0.027528812647298246	0.024095477581015854	0.022063994977673116	0.020101908456646406	0.02102296757298713	0.02092688024432781	0.02040766496325627	0.019336784360997887	0.019342278129313075	0.019552319466648833	0.0186698494195038	0.01839228942052224	0.019768920627224622	0.02566055854757516	0.018223389591314896	0.018299309697210577	0.019173269028085218	0.0175429336734721	0.019435815969700343	0.018602654924117296	0.016463293419552168				
ValidationFold2	0.12178378888139767	0.09700856484206659	0.07204644241470046	0.05776577503170951	0.04613993510221397	0.03361197671412291	0.027936550017329864	0.024179245259022406	0.02182735620278566	0.02312142446992636	0.02281682385208634	0.020266444224034785	0.023022397774184356	0.023981219892967993	0.019811717787888483	0.019529791283015845																	
ValidationFold3	0.12170892890675791	0.09498385694210551	0.08022817559373964	0.07690294936349217	0.06397076594709818	0.060150351086381955	0.0484487160075722	0.04452760858579755	0.042849347454778454	0.034537806684186635	0.03996125115788475	0.03335571609399527	0.031166179526410685	0.03005450470553634	0.030064276504422845	0.03597489161003458	0.030425692296473374	0.028795530089707557	0.033204704256279784	0.03439824145665885	0.02898397486277255	0.028762027181138756											
ValidationFold4	0.11875356211593109	0.08532354924162584	0.06484596083464567	0.04965169610139648	0.04236840093965709	0.03914834275201429	0.03765016946687995	0.037230732484853694	0.030414682955389644	0.030156238392269837	0.03347079091119148	0.031458059716637114	0.02960144402875033	0.03185733199851321	0.03399652509012542	0.03252268526297745	0.030884145948350903	0.028750097331274965	0.02827262109518155														
ValidationFold5	0.11439263218614672	0.09935867224287774	0.0783387728318173	0.06143257962581369	0.05178406638255443	0.04696802325218284	0.043594829904447706	0.040765984458110846	0.03632643822935019	0.03974119182307082	0.0351206824133052	0.03602473344043184	0.0378756647395286	0.03554321205021032	0.034017643505779106	0.03762202693659284	0.03267866914692214	0.03540880188419188	0.03397462133891947	0.035834710351991816	0.03259516493147073	0.031718612850714374	0.029993045525835833	0.032579451628407696	0.03136642972192151	0.03438068255296197	0.030478662826031462	0.029161881858661736	0.03243658585766492	0.028730023529923137	0.03302230802260705	0.030693946703130286	0.027800890260420732
