epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
TrainingFold1	0.13247636754542044	0.10163191847979478	0.07078683077991349	0.05239467842921138	0.0435598815321395	0.036506540516495586	0.03069052157831085	0.027482691619754664	0.02547474879015037	0.022655904371733673	0.023334677585176846	0.020589985886187885	0.019054737804868455	0.019573820862330636	0.018786720400717327	0.018202238067594936	0.01758520284468403	0.017939563854780904	0.016367894221260955	0.017101263592757772					
TrainingFold2	0.1405550484335504	0.12504740824799873	0.09985424099375488	0.08133889773488256	0.06476817484881416	0.050030341043597375	0.03814198770284534	0.0286659337035253	0.024828608639316595	0.021820899432910615	0.021645082622116268	0.019851543242841056	0.018379498524361944	0.016512098219472405	0.017757313224502386										
TrainingFold3	0.13802164598283442	0.12433100667866794	0.10410682132086632	0.07934374269944701	0.05944003607622687	0.045967123620423746	0.037202357743147084	0.03138262114384402	0.027538554450967985	0.024764316008209292	0.02310296729728262	0.021653404835722704	0.01991811753244044	0.019298712499452947	0.017485824093257014										
TrainingFold4	0.13418264479678368	0.11499226606469981	0.08627896193127715	0.06692886857691806	0.05380158356333874	0.04408129763049274	0.035906915612309714	0.031114194618195902	0.027779735437628142	0.02444242368682706	0.021876800637834763	0.020716423177506268	0.021100293295859208	0.020062967423370607	0.018806864636582734	0.019078468938332125	0.020412477381514093	0.01875788737325034	0.01713941609182205	0.017575332290117637	0.017912584906430426	0.01725069214158946	0.015757169827994483	0.016838809406643066	0.015275356280346507
TrainingFold5	0.1381366191035752	0.12232570260830594	0.0971697116127381	0.07889955760531836	0.06632165497904265	0.055560416124794815	0.044755075025747264	0.03729568072383996	0.03033343529301312	0.02895499232245664	0.026291267326753798	0.0243385909535428	0.023921575138281623	0.022302913307188588	0.023980936656702874	0.021420396845845707									
ValidationFold1	0.12004342755036694	0.08859273689865534	0.06454457365907729	0.05256981961429119	0.0431623103421381	0.03977642189004525	0.03593605048081372	0.03345539808755608	0.03198924601643479	0.03173070558113977	0.03023587839717428	0.02890170680776854	0.031123714332872105	0.030674039390370517	0.02879573466842495	0.027578470184120567	0.035758845580663286	0.02558333821252745	0.025277286521551496	0.02448232134630806					
ValidationFold2	0.12931629649496504	0.10588258767633565	0.08404306968025464	0.07201277601416223	0.05636244042086348	0.0456925544380543	0.03623109866748564	0.03943602033437595	0.03275642118075796	0.03436820299871864	0.029883396479168108	0.031196672707405275	0.029554262953232473	0.03774928697254966	0.028547922318726444										
ValidationFold3	0.1316250118959163	0.11546744170066502	0.09390992998877275	0.07452595793542319	0.060269539656084295	0.049405686093710495	0.043671776133123785	0.03904270705658876	0.04045720209978754	0.03355484566730281	0.03367349964849252	0.033565085315785836	0.036736658214587284	0.033815965029914095	0.03153699285082569										
ValidationFold4	0.1273444306903652	0.10161008619304214	0.0751772114308551	0.061912243778351694	0.049350927255415754	0.03780576322086355	0.029441301214579392	0.02766562661703834	0.023611632870337677	0.023737958822493965	0.02500052340383263	0.0204982036437806	0.02350917577950895	0.020632371177660907	0.02190079935956289	0.022244582512939814	0.02017228964970335	0.020599915092654037	0.019509639269797065	0.02172242346581957	0.025821015098829645	0.01972401253247621	0.019302089492547175	0.02117476152904731	0.017837443625726986
ValidationFold5	0.12905983300879598	0.10837905897226717	0.08220971449710694	0.06791332774654231	0.06036224288982339	0.047992242851510776	0.039368876299704425	0.0356733886739156	0.0339751248689676	0.033398061393069965	0.02933679732658285	0.03206581934344805	0.030412652546406856	0.029279856735489114	0.02714015321778009	0.026191560275557486									
