epoch	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31
TrainingFold1	0.13444738868266753	0.12044413383522806	0.10341167261135088	0.08005276054131148	0.061729854638326795	0.05121395669209869	0.04376216373697655	0.03895731193088441	0.03428658470750646	0.032050494531945105	0.028673804398122685	0.0245933324163971	0.023238863004544287	0.021638805545280027	0.019959619880727874																	
TrainingFold2	0.1435603902320927	0.12441930997106915	0.10313427735943186	0.07919130972448676	0.0634456148831458	0.0515578905717684	0.04214239339126753	0.035630684812417455	0.030874583274836744	0.028835774129383894	0.02608428234703826	0.023023590302717466	0.022977888391415242	0.021084524527089223	0.019052833512691665	0.019641146390311153	0.01877671125834725	0.018228443266425715	0.016404942619778186	0.017264873135529574	0.016182157822815936	0.015534606683139577	0.01493908311288108	0.015766895046225082	0.015205518369437492	0.015285041051735658	0.014109249100695878	0.014221219878820695	0.013186348266280052	0.014233047310883446	0.012570026822058749	
TrainingFold3	0.1289426607333801	0.10546471559950574	0.08074122035918249	0.05846752943365242	0.046037414358314974	0.037627634486522184	0.03321159660316136	0.029493099325786303	0.026803748856631997																							
TrainingFold4	0.13310198355761785	0.10995050872382528	0.08601496210364021	0.06971679511427237	0.05548699453996828	0.04595064947538948	0.039212786214787285	0.03266043405844714	0.027863611316185893	0.025996356960459953	0.024763763480804713	0.02319543077491312	0.021350198567802955	0.020108437395676793	0.01962278166735944	0.018695146637486164	0.019526670996995															
TrainingFold5	0.13455094719027502	0.11022455218285997	0.07920096315047388	0.06119316671416585	0.05076357385257419	0.041777889785247255	0.03627483470036703	0.03191978996553736	0.02850349051445908	0.026384214517039907	0.024095331674177784	0.023335880468619515	0.0215172416897508	0.021377535191030354	0.019498457409523384	0.019674505006443056	0.019837270012603807	0.018185971201281195	0.01722117958426959	0.017891193341933415	0.017060528502421485	0.017879063997929837	0.016220500549576477	0.016844041795910394	0.015954424784266195	0.015963613942737098	0.016310979420757994	0.01571964512217518	0.015622657597449116	0.01522673846085534	0.016059431328864376	0.01445613065253667
ValidationFold1	0.12460726740703519	0.11093470597240541	0.09009507456461766	0.06988125902301233	0.055783590177140595	0.04909187779412605	0.04294888423672611	0.03549763685857345	0.03274985411761528	0.03216532234910119	0.028447546864689293	0.02797224359112858	0.031424736779756914	0.02923040037512692	0.02490529460984752																	
ValidationFold2	0.12686276748510344	0.10832066142133304	0.08894500101450831	0.07246983712372769	0.059222580083379786	0.054679221421663114	0.04163151359950591	0.04316429069461135	0.035696801374017796	0.033308540505199095	0.029993476313913043	0.028230264083374226	0.028980610032574208	0.027671963029466236	0.03373836081820108	0.02782435742535329	0.03168704416124716	0.0255906199342592	0.02765261028240015	0.031237300436519684	0.026803357771184113	0.02654563875564366	0.023969577831134563	0.02290861895211752	0.024221723718710564	0.022656038149437206	0.023618841038634337	0.022693785726005444	0.022142165242192795	0.023489479015552206	0.02129257240215208	
ValidationFold3	0.11523687659895845	0.09546407624813062	0.07248828033750344	0.05425051187298128	0.048056956072936634	0.04334488653278511	0.04329414764340202	0.038911133885059304	0.03634927437919292																							
ValidationFold4	0.12316888288062598	0.0955311313238261	0.07602442166535184	0.060271669224935716	0.048466788856395784	0.04716695595042048	0.0406986521536185	0.03528312565686065	0.02986291243515942	0.02798902266035189	0.02720233891159296	0.027851805485235154	0.023766222214752424	0.02603376231348063	0.02457047553005915	0.022918635421254812	0.020786969763841107															
ValidationFold5	0.12385635856272918	0.09192543385350811	0.07108405999939091	0.057378357621408735	0.0468129623061811	0.038053209026527056	0.03546719578194565	0.032374850024228054	0.03023457677357198	0.027521720161270684	0.03792451440053161	0.0267639332505496	0.026640954140800335	0.022231271326745627	0.01979735841216877	0.024819314329891182	0.024111843693390256	0.022733558082823686	0.021338439513718704	0.019634981849289294	0.02178112191573486	0.02150526865502148	0.019943453948241898	0.018471957592672488	0.022844553757749964	0.02230957663791092	0.021192346041386503	0.01833761401686778	0.021087136591112148	0.0194915191481024	0.019682165752068874	0.017704127301028296
